岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
数据挖掘工程师-石景山,北京-石景山,15k-30k,3-5年,本科,"数据挖掘
hive",北京伯智科技有限公司,科技金融,100-499人,"岗位职责：
1. 主导数据产品的设计，结合具体产品设计合理制定数据挖掘策略；
2. 针对金融业务需求设计算法模型，实现或指导实现算法模型；
3、对具体数据应用问题，提出数据及技术的相应解决方案；
4、数据探查及分析，出具业务分析报告，并就分析结果业务人员进行沟。
岗位要求：
1. 计算机、数学、统计学，机器学习相关专业，本科及以上学历；
2. 三年及以上工作经验，至少具备1个以上数据挖掘产品开发实战经验；
3. 对Python、R语言必须至少熟悉一种，最好有pyspark或sparkR使用经验；
4. 对数据结构和算法有较为深刻的理解，独立使用过分类、聚类、关联、预测类等算法建模；
5. 逻辑思维能力较强，能独立思考和分析问题，善于将业务问题转化为数据挖掘模型；
6. 有责任心，沟通能力强，擅于协作，具备良好的团队合作精神，并能承受工作压力。",2024-01-07,猎聘
数据挖掘,北京-海淀,20k-40k·16薪,经验不限,本科,"Python
C++",Baidu,互联网,10000人以上,"【百度地图数据挖掘算法工程师（北京）】
工作职责:
-负责百度地图导航及打车等出行产品地图数据挖掘的算法设计、开发及应用
-负责结合地图大数据优化提升出行体验
-负责深度学习及机器学习算法开发及优化迭代
-负责数据产品效果验证、评估
职位要求:
-本科或以上学历，计算机软件专业优先
-有扎实的C/C++，python开发经验，以及工程经验
-有扎实的机器学习，深度学习算法能力
-有hadoop，大数据处理经验者优先
-有地图导航、轨迹挖掘方面开发经验优先
-具备较强的分析解决问题能力和抗压能力，对新技术富有好奇心，积极探索，快速学习并应用到产品中",2024-01-07,猎聘
自动驾驶数据挖掘算法工程师,北京,30k-60k,3-5年,本科,"数据挖掘
spark
hadoop
python
机器学习",Baidu,互联网,10000人以上,"工作职责：
基于海量自动驾驶路测数据，实现宏观场景语义理解和微观场景特征参数提取，为自动驾驶模型训练、仿真系统提供高质量数据，持续提升自动驾驶能力。
应用数据挖掘和机器学习等领域前沿技术，结合业务需求搭建相关模型和策略框架，持续挖掘自动驾驶数据价值
职位要求：
计算机、自动化等相关专业硕士及以上学历
具备优秀的编程能力（C/C++，Python等）和扎实的计算机基本功，对数据结构和算法有深入理解，熟练使用面向对象等基本编程模式
良好的统计分析基础和机器学习算法基础，熟悉机器学习、数据挖掘相关算法，有NLP、推荐、搜索、图像、异常检测等机器学习相关项目经验
熟悉分布式数据处理，有Hadoop/Spark 等分布式系统开发经验者优先
有创新想法，乐于接受技术挑战，较强的逻辑分析能力，较好的沟通和表达能力，具备良好的团队合作精神和主动沟通意识",2024-01-07,猎聘
大数据挖掘工程师,北京-朝阳,15k-20k,1-3年,硕士,"数据挖掘
Python",北京金智技术人才交流中心,专业技术服务,50-99人,"岗位职责：
1、负责领域内知识图谱构建相关工作；
2、从事实体抽取、实体链接、关系抽取、知识挖掘、知识推理等具体的研发工作；
3、结合知识图谱进行数据挖掘分析；
岗位要求：
1. 计算机、软件等相关专业，硕士及以上学历；
2. 精通NLP相关数据预处理、语义解析、句法分析、正则表达等算法；
3. 熟悉知识抽取、消歧、融合、聚类、图神经网络等算法，参与过知识图谱构建基础任务，有问答、推理计算、知识挖掘等知识图谱应用相关项目经验；
4.有轨迹处理、轨迹预测、轨迹关联方面项目经验；
5. 熟练TensorFlow、PyTorch中至少一种框架；
6.熟悉图数据库，如 Neo4/jdgraph/JanusGraph等，熟悉数据挖掘相关基础算法；
7.熟练掌握Python和linux开发环境，良好的编程习惯，熟悉docker容器化软件部署；
8. 有钻研精神，主观能动性强，有良好的沟通能力和团队合作能力。",2024-01-07,猎聘
数据挖掘工程师,北京,25k-45k·15薪,3-5年,本科,"数据挖掘
python
数据清洗
Spark",昇科能源,新能源,100-499人,"1. 岗位职责
- 根据业务需求，开发用于云平台的电池数据分析算法；
- 基于大数据平台，通过专业的数据挖掘流程，对电池运行数据进行分析；
- 针对不同业务需求，提出对应的模型及算法思路，并编写算法；
- 针对具体业务，进行数据清洗、模型搭建、算法训练以及算法的验证和参数调优；
- 将算法模型固化成产品，及时发现和解决算法问题。
2. 任职资格
- 大学本科学历及以上，计算机、汽车工程、通信工程、软件工程、自动化、电子、统计及相关专业；
- 熟练使用Python，具有丰富的数据挖掘经验，熟练使用sklearn、numpy、pandas等；
- 了解常见的建模方法及算法原理，具备扎实的数学和算法基础，有2年以上数据挖掘相关工作或实习经验；
- 了解大数据相关技术：MapReduce、Spark、Kafka、Hbase等；
- 熟悉锂离子电池基本原理、电学特性者或有相关工作经验者（电池SOC、SOH估计等）优先；
- 有统计分析软件使用经验者（如MATLAB、SPSS、SAS、R语言等）优先。",2024-01-07,猎聘
大数据挖掘,北京-朝阳,22k-30k,3-5年,本科,无,北京友聚四海网络科技有限公司,互联网,100-499人,"职责描述：
1. 基于海量数据，开发设计高可扩展/高并发/高效的数据挖掘、机器学习、统计分析、图等算法，挖掘用户风险行为特征；
2. 利用数据挖掘、机器学习、AI等技术的应用、以及对技术的创新和设计识别风险行为及场景，包含人机识别、社区关系网络、打假反作弊、风险画像、NLP、图像语音识别与反识别等技术的探索和应用；
3. 基于聊天、商品评论、网络爬虫等数据基础，进行自然语言处理、NLP语义模型分析。
任职要求：
1. 计算机、统计学、应用数学等大数据相关专业；
2. 熟悉常用数据挖掘模型原理，并有实际项目的模型开发、应用和优化经验；
3. 至少熟悉一种编程语言，Scala、Python、R、SAS等，熟练使用SQL，熟悉Spark；
4. 了解Caffe，Keras，Torch，TensorFlow等深度学习框架，喜欢研究前沿技术，有实际项目应用经验者优先考虑；
5. 对数据、业务、商业敏感，具备良好的逻辑分析能力、组织沟通能力和团队精神，乐于分享、勇于承担；
6. 有从事品控识别经验的优先考虑。",2024-01-07,猎聘
数据挖掘工程师,北京,25k-50k,经验不限,本科,"数据挖掘
sas
spss
oracle
自然语言处理
机器学习",抖音有限公司,云计算/大数据,10000人以上,"岗位职责：
1.与营销部门合作建立并完善名单管理和分配流程，提供先进的数据分析支持客户获取、媒体优化等功能的自动化和精细化，分析、优化直效营销的市场营销活动以提升产能
2.负责大数据分析与创新及其与多渠道的整合，与公司内部各部门和外部供应商合作建立和管理多渠道营销活动管理平台以创造统一的客户体验和提升销售效率
3.领导CVM客户数据集市的开发和管理，并在此基础上建立起完整客户（行为）数据分析流程，以透彻的客户分析给公司制定市场、客户和产品策略提供决策支持
4.领导CVM营销活动数据集市的开发和管理，并在此基础上建立起完整客户管理流程，以先进的统计和数据挖掘技术提升公司现有客户关系管理如客户接触点数据管理、事件营销管理、流失预警、服务转营销等
5.深入分析客户满意度和推荐指数以对客户体验提升的提供决策支持
7.有效领导直属客户价值管理团队支持和推动业务；发展、培养、建立团队专业人才梯队;
职位要求：
1.数理统计,信息管理,市场营销等大学本科以上,硕士/博士更佳
2.5年以上数据分析与客户营销相关工作经验,其中2年以上团队管理经验,有互联网、直销和金融保险行业背景更佳
3.熟悉互联网行业及行业里的商业模式并对大数据分析于数字化平台线上线下的应用模式有较深入的理解，有互联网及大数据分析经验优先；
4.熟悉客户生命周期管理及数据库营销的概念并有营销活动的规划和实施的经验；
5.精通先进的数据挖掘和多元统计技术如逻辑回归、决策树、聚类分析、时间序列分析等并有商业应用于市场营销的经验；
6.精通常用的数据分析工具如SAS，SPSS，有大规模数据挖掘、自然语言处理、机器学习平台经验优先；7.熟悉数据清理与整合，数据库模型，和数据库的规划和管理（如SQLServer、Oracle等）；
8.能熟练使用office软件，具备良好的英语能力",2024-01-07,猎聘
数据挖掘工程师,北京,16k-22k,1-3年,硕士,"数据收集
数据挖掘",精真估,计算机软件,500-999人,"工作职责：
1、利用数据挖掘，机器学习，人工智能等算法，建立二手车价格预测模型体系；
2、模型生命周期管理(开发、验证、性能监控)；
3、根据公司需要寻找和采集相关数据，对原始数据进行清理、甄别、归类和整合，并实现流程自动化；
任职要求：
1、硕士及以上学历，机器学习、人工智能、数据挖掘、统计等相关专业，2年及以上工作经验；
2、熟悉Python语言，较强的算法和数据结构功底；熟悉大规模数据挖掘、机器学习等相关技术,熟悉NLP方向技术优先；
3、良好的逻辑思维能力,优秀的分析和解决问题的能力,对挑战性问题充满激情；
4、良好的团队合作精神,较强的沟通能力；",2024-01-07,猎聘
资深数据挖掘工程师,北京,30k-60k,经验不限,本科,"数据挖掘
spark
hadoop
python
机器学习
决策树类算法
回归算法",电话邦,互联网,100-499人,"职责描述：
1. 基于海量多维度数据进行数据分析、挖掘和建模，设计用户画像、营销模型、推荐模型、风控模型等业务模型
2. 根据业务需求设计数据方案，并完成方案的落地实施
3. 根据业务反馈对算法、模型进行效果和性能优化，提出合理的改进措施和解决方案
任职要求：
1. 计算机及相关专业，本科及以上学历，3年以上相关工作经验
2. 熟悉超大规模数据挖掘、统计分析、机器学习、分布式计算等相关技术，能熟练使用聚类、回归、分类等算法并调优
3. 熟练掌握Python等编程语言，熟悉基于Spark、Hadoop等大数据平台的相关开发
4. 有移动互联网、通信大数据、金融、保险等行业数据分析、数据挖掘经验优先
5. 具有良好的业务敏感性，良好的沟通能力和团队合作精神",2024-01-07,猎聘
数据挖掘咨询顾问,北京,40k-45k,5-10年,学历不限,无,某北京大型银行公司,银行,10000人以上,"岗位职责：
1、有银行或互联网数据挖掘类项目专家经验；
2、有零售客户生命周期营销建模经验；
3、有APP客户运营经验者优先；
4、双一流硕士，12年以上经验者优先；
任职要求：
1、负责银行挖掘项目规划和软件需求；
2、亲自参与和指导项目组需求落地；
3、负责项目总结材料、规划材料、专利等材料的编写；
4、客户或项目组安排的其它工作。",2024-01-07,猎聘
数据挖掘专家,北京,40k-60k,经验不限,本科,数据挖掘,某北京大型银行公司,银行,10000人以上,"岗位职责：
1、有银行或互联网数据挖掘类项目专家经验；
2、有零售客户生命周期营销建模经验；
3、有APP客户运营经验者优先；
4、双一流硕士，12年以上经验者优先；
任职要求：
1、负责银行挖掘项目规划和软件需求；
2、亲自参与和指导项目组需求落地；
3、负责项目总结材料、规划材料、专利等材料的编写；
4、客户或项目组安排的其它工作。",2024-01-07,猎聘
数据挖掘算法专家,北京,55k-85k·16薪,3-5年,硕士,数据挖掘算法,某知名公司,计算机软件,2000-5000人,"1. 面向信息365行业务，构建算法盘货选货基础能力，支持会场、搜索、推荐、广告等多路用户触达途径，在货品链路上的优化
2.运用机器学习，构建人地图谱、人地时空核心能力，并推动业务落地
任职要求：
1.熟练掌握常用的机器学习、深度学习算法、数据挖掘，具备良好的算法选型能力和产品落地经验；
2.热情于推动业务发展、为用户创造价值，具有良好数据分析、数据可视化能力； 有LBS， geo数据处理经验优先",2024-01-07,猎聘
数据挖掘工程师-1,北京-大兴,25k-30k·16薪,3-5年,本科,数据挖掘,京东,互联网,10000人以上,"1、负责业务数据的清洗、加工、分析、挖掘及可视化开发等；
2、依据不同业务的需求，构建业务模型，使用海量数据建立完善的指标体系，支撑业务运营需求；
3、业务风险识别及模型建设：基于海量全链路业务数据，运用数据挖掘技术进行建模，挖掘发现业务的各种风险问题（交易安全、营销安全、账号安全、渠道推广安全等）",2024-01-07,猎聘
高级数据挖掘工程师,北京-大兴,50k-60k·16薪,5-10年,本科,数据挖掘,京东,互联网,10000人以上,"1、负责业务数据的清洗、加工、分析、挖掘及可视化开发等；
2、依据不同业务的需求，构建业务模型，使用海量数据建立完善的指标体系，支撑业务运营需求；
3、业务风险识别及模型建设：基于海量全链路业务数据，运用数据挖掘技术进行建模，挖掘发现业务的各种风险问题（交易安全、营销安全、账号安全、渠道推广安全等）；
4、特定领域探索：探索无监督、半监督、主动学习、深度学习等技术在风控场景中的运用（异常感知、自动策略、小样本学习、高变异场景的自动对抗等）。",2024-01-07,猎聘
【进站博士】大模型数据挖掘方向,北京,30k-40k,经验不限,博士,数据分析,京北方信息,互联网,10000人以上,"1. 深入机器学习、深度学习基础科研领域，进行创新算法的研发与优化；
2. 研究并掌握大模型、数据挖掘、数据分析、多模态学习等技术及发展动态；
3. 利用大模型赋能NLP、CV、大数据等方向的相关应用；
4. 针对公司业务需求，开发创新解决方案（营销、风控等场景）并推进技术落地；配合开发团队，确保应用方案的安全可控和落地实现，解决开发团队的疑难技术问题；
5. 撰写研究报告等，为公司技术研发战略提供建议与参考。",2024-01-07,猎聘
数据挖掘,北京-西城,20k-30k·13薪,3-5年,本科,"数据挖掘
数据开发
数据建模",某北京大型互联网公司,互联网,500-999人,"1.擅长复杂数据的分析挖掘和建模，搭建大数据风控、信贷准入等业务主体的指标设计和模型开发；
2.针对金融欺诈、信贷准入等场景，运用统计学方法，将业务问题抽象成数据挖掘问题，解决实际业务痛点；
3.通过对可疑交易的流水分析，深入挖掘样本的潜在特点，抽象出更有价值的场景特性；
4.深度分析大量数据，发现业务趋势、模式和洞察，尤其在反欺诈方面提供有价值的见解；
5.参与银行反欺诈相关的数据开发工作，熟悉反欺诈策略和模型；
6.熟悉银行业务知识，深入了解核心业务、信贷业务相关数据的构成。
岗位要求：
1.本科或以上学历优先考虑，计算机科学、数据科学、统计学或相关领域优先；要银行交易流水欺诈经验丰富的。
2.熟悉常用机器学习及算法原理，掌握数据处理技术，如Python、Hive、Spark等；
3.拥有3年以上数据建模和统计分析经验，熟悉常用数据分析工具和库；
4.金融工作背景优先，对数据敏感，有较强的分析能力；
5.具备解决问题和独立工作的能力，优秀的沟通能力和团队合作精神。
职位信息",2024-01-07,猎聘
数据挖掘算法工程师,北京,40k-70k·14薪,3-5年,本科,数据挖掘,某北京大型在线教育公司,在线教育,10000人以上,"1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",2024-01-07,猎聘
资深数据挖掘算法工程师,北京-朝阳,30k-60k·15薪,5-10年,本科,"Python
SQL",某大型游戏公司,游戏,5000-10000人,"工作职责：
1. 具备扎实的算法功底，能够熟练运用数据挖掘、因果分析等算法解决复杂业务问题
2. 统筹推进已有数据增长产品在游戏中落地应用，并结合游戏实际应用情况持续优化完善
3. 具备良好的业务理解能力和需求敏感性，能够从游戏业务场景中发掘算法应用和增长产品机会，推进孵化新的数据增长产品。
任职资格：
1. 计算机、统计相关专业硕士或以上学历，3年以上游戏数据相关工作经验
2. 熟练运用Python/SQL等进行数据分析及建模，熟悉Hadoop/Hive/Spark等大数据平台
3. 具备敏锐的数据洞察力和严谨的逻辑思维能力，有系统性方法论的沉淀；
4. 良好的人际交往能力，跨团队沟通能力强，有高度的责任心和专业精神；
5. 热爱游戏，熟悉游戏SLG类游戏加分",2024-01-07,猎聘
高级数据挖掘工程师,北京,30k-40k,5-10年,本科,无,某上海大型计算机软件公司,计算机软件,10000人以上,"要求:
1、 有银行或互联网数据挖掘类项目专家经验；
2、 有零售客户生命周期营销建模经验；
3、 有APP客户运营经验者优先；
4、 双一流硕士，12年以上经验者优先；
工作职责:
1、负责银行挖掘项目规划和软件需求
2、亲自参与和指导项目组需求落地
3、负责项目总结材料、规划材料、专利等材料的编写
4、客户或项目组安排的其它工作",2024-01-07,猎聘
数据科学家（工业大数据挖掘）,北京-丰台,20k-40k,3-5年,本科,"数据建模
数据挖掘",广电计量检测集团股份有限公司,检测/认证,2000-5000人,"岗位职责：
1、 工业场景大数据挖掘需求分析与解决方案设计，包括智能制造车间设备预测性维护，库存分析，能耗分析、质量分析等场景。
2、 理解客户数据结构与数据内容，进行数据梳理与数据诊断，判断客户数据的可用性，异常性等，并根据需求给出异常数据的解决方案
3、 通过与客户深入沟通了解客户需求及潜在需求，将客户业务需求转化为数据目标，并给出基于数据模型的解决方案
4、 实现业务与算法融合，负责算法模型项目化或产品化落地。
5、 完成工况与业务数据清洗、设备机理分析、特征提取、机器学习模型选型、根因挖掘、部署上线，完成工业大数据挖掘应用价值闭环等。
任职资格：
1、本科学历，统计/计算机/自动化等相关专业；
2、有知识图谱、智能问答、任务式对话等场景的解决方案经验、对技术常用方法有深入的认识，2年以上相关实际项目经验；
3、对特征工程、机器学习、统计分析、根因分析、时间序列分析常用算法理解深入，熟练使用相关工具包开发算法，包括但不限于sk-learn、xgboost、lightGBM等；熟悉谱分析、小波分析等信号分析算法；熟悉深度学习算法以及Keras、PyTorch框架下算法开发者优先；
4、熟练使用SAS/R/Python/Java语言进行数据分析和建模，熟悉大数据环境下数据抽取清洗、模型开发与部署者优先，熟悉AutoML框架开发者优先，良好的团队合作精神，较强的沟通能力、抗压能力。
5、具备IBM 数据科学专业证书,CDA建模证书等相关算法模型认证的优先考虑",2024-01-07,猎聘
高级数据挖掘工程师,北京,40k-70k·14薪,5-10年,本科,"数据挖掘
数据收集
数据建模
数据分析
关联分析
k-means",某北京互联网上市公司,互联网,500-999人,"1、基于业务数据，通过挖掘、处理、分析等，对用户行为数据和金融数据进行挖掘与分析，包括但不限于用户画像、广告排序、流量预测、效果预测等方向；
2、与产品、运营同学深度配合，通过数据分析产品痛点、探寻优化思路，并参与到产品优化的各环节；用数据推动产品迭代；
3、参与丰富用户行为路径、数据仓库、日志分析计算等相关工作；
4、与相关团队协作进行数据建模和快速迭代，推动集团的数据化运营。
1、 本科及以上学历，计算机、数学、统计等相关专业；
2、一年及以上机器学习、大数据挖掘等相关领域经验优先；
3、熟悉回归分析模型、关联规则挖掘、分类和聚类算法等数据统计模型，有独立完整的建模实践经验优先；
4、有个性化推荐排序、流量预测、智能定价、精准营销、计算广告等相关工作经验者优
5、负责海量数据的处理、分析、和挖掘，具有扎实的基础算法和编程能力，并熟悉C/C++或Python任一种语言",2024-01-07,猎聘
数据挖掘,北京,24k-40k·14薪,经验不限,本科,无,某北京知名公司,银行,10000人以上,"1、有银行或互联网数据挖掘类项目专家经验，最好带过模型团队;能够根据数据和业务需求，判断应该建哪些模型来实现业务目标，还要兼顾模型的通用性
2、有零售客户生命周期建模营销经验，用户新手期、成长期、成熟期、摇摆期、流失期，如何划分生命阶段，分别如何客户运营，用哪些模型辅助精准营销，结合业务特点，设计哪些指标监控生命周期的健康度。
3、客户细分建模，根据业务数据，判断应该做哪些客户细分建模，比如客户价值细分。
4、有APP客户运营经验者优先;",2024-01-07,猎聘
数据挖掘（国企正编）,北京-海淀,35k-50k,5-10年,本科,"反欺诈
流水欺诈
数据挖掘
数据风控
信贷
反欺诈策略
金融
银行",某北京大型互联网公司,互联网,500-999人,"岗位职责：
1.擅长复杂数据的分析挖掘和建模，搭建大数据风控、信贷准入等业务主体的指标设计和模型开发；
2.针对金融欺诈、信贷准入等场景，运用统计学方法，将业务问题抽象成数据挖掘问题，解决实际业务痛点；
3.通过对可疑交易的流水分析，深入挖掘样本的潜在特点，抽象出更有价值的场景特性；
4.深度分析大量数据，发现业务趋势、模式和洞察，尤其在反欺诈方面提供有价值的见解；
5.参与银行反欺诈相关的数据开发工作，熟悉反欺诈策略和模型；
6.熟悉银行业务知识，深入了解核心业务、信贷业务相关数据的构成。
岗位要求：
1.本科或以上学历优先考虑，计算机科学、数据科学、统计学或相关领域优先；
2.熟悉常用机器学习及算法原理，掌握数据处理技术，如Python、Hive、Spark等；
3.拥有3年以上数据建模和统计分析经验，熟悉常用数据分析工具和库；
4.金融工作背景优先，对数据敏感，有较强的分析能力；
5.具备解决问题和独立工作的能力，优秀的沟通能力和团队合作精神。",2024-01-07,猎聘
工业大数据挖掘工程师,北京,16k-45k,3-5年,本科,"Python
算法研究
算法设计
算法优化
算法开发
大数据算法
深度学习",歌尔股份,电子/半导体/集成电路,10000人以上,"岗位职责
1.梳理业务流程，构建完善的供应链监控指标体系，搭建并持续优化供应链算法模型及数据模型，保障需求预测准确性
2.基于大数据平台，通过专业的数据挖掘流程，对工业生产过程数据进行分析，如良率 故障分析
3.负责工业场景下的智能优化方法研究、智能决策方法研究；
4.调研国内外行业相关数据应用场景，并研究其在工业领域的应用；
5.负责模型开发调试部署，及相关文档编写
任职要求：
1.本科以上学历 电气控制，机械、数学、计算机科学、统计学相关专业
2. 对数据有足够的敏感性，有较强的结构化思维和逻辑分析能力
3. 具有快速的业务理解及学习能力，自我驱动力强
4. 具有良好的沟通和协调能力，能够积极主动地推动、支持跨部门相关合作
5.编程基础扎实，熟悉算法数据结构，有较好的Python开发经验；
6.在机器学习、深度学习、数据挖掘等方向有一定积累。熟悉经典的算法并有实践经验，包括但不限于LR、SVM、GBDT、Unsupervised Learning、Causal Inference、Reinforcement Learning、Deep Learning；
7.有工业数据分析、故障诊断、工艺优化项目经验优先",2024-01-07,猎聘
数据挖掘工程师,北京-海淀,30k-50k·15薪,3-5年,硕士,"数据挖掘
Python",Baidu,互联网,10000人以上,"岗位职责：
-开发人才数据挖掘算法，提供人才洞察，支持战略决策
-结合大模型打造智能人才管理产品，优化数据处理和特征提取，提升挖掘效果
-与团队合作，将数据算法进行落地，赋能不同业务的产品需求
岗位要求：
-硕士以上学历，计算机、数学、自动化等相关专业背景
-有智能招聘、智能人才管理相关领域经验者优先
-精通Python或其他数据挖掘工具，熟悉常用机器学习算法
-具备使用Paddle 或 PyTorch等机器学习框架，有NLP算法、大模型等领域经验者优先
-优秀的沟通能力和团队协作精神，对新技术有强烈的学习兴趣",2024-01-07,猎聘
数据挖掘工程师,北京-通州,15k-40k·30薪,1-3年,本科,"数据挖掘
Flink
Hive
数据收集
Spark
数据建模
数据分析
Python
SQL",京东,互联网,10000人以上,"岗位描述
1、负责海量用户行为的分析研究，包括风险特征、聚集性指标挖掘等；
2、整合用户数据，对基础数据库进行更新维护，负责监控指标开发与维护，为技术运营提供数据分析方面咨询和建议；
3、负责数据集市规划，开发及维护；负责数据分析和应用相关的业务系统建设；
岗位要求：
1、本科及以上学历，数学与应用数学，统计学，信息与计算科学等相关专业；
2、精通SQL\Python语言，能对海量数据进行分析处理；
3、具有良好统计学及相关领域的理论基础，熟悉数理统计、数据分析工作方法，具有较强的数据分析能力
4、熟悉常用的数据挖掘建模方法，如Logistic回归、决策树、神经网络、聚类、关联等，并能通过数据挖掘软件实现。
5、熟悉基于Spark、hive、flink、clickhouse、grafana、hbase 等大数据平台的相关开发。",2024-01-07,猎聘
【数据科学家】【数据挖掘】,北京,30k-55k,5-10年,本科,"数据科学
数据挖掘
时序预测
销量预测
业绩预测
归因
时间序列
机器学习
线下门店
数据分析",某知名公司,食品/饮料/酒水,10000人以上,"职位描述:
1、收集并整合各来源的数据提供有效的决策支持依据
2、深入挖掘和分析影响业务的关键因素找到根本原因,提出合理地改进意见
3、分析历史业绩趋势并追踪算法策略应用效果，找出影响业绩变化的主要因素，设计并实现合理的差异分析方案、归因方案，能给出未来业绩预判及预判原因
岗位要求:
1、统计/数学/经管等相关专业，4年以上数据挖掘/数据科学相关工作经验
2、有日/周/月销量、流量、业绩等时间序列数据的差异分析、异常分析、归因分析经验
3、会使用数据分析/挖掘常用方法，如序列分析、关联分析、异常点挖掘、分类、聚类等，熟练应用数据分析及可视化工具Excel、Tableau、matplotlib等
4、较强的分析能力和文字功底，能够独立建立分析模型、进行专项汇报
5、熟练掌握SQL和Excel,熟悉MySQL/Hive/Spark,有丰富的大数据处理经验
6、乐观、进取、爱钻研，富有创新精神，良好的沟通及团队合作能力，具有较强的分享意愿，能够快速了解新的业务场景
优先条件:
1、有完整且落地的数据挖掘或数据科学项目经验
2、有机器学习,时间序列预测等相关算法项目经验
3、有python,R等相关数据处理编程经验
4、有因果推断，线下业务场景的AB实验设计和分析经验",2024-01-07,猎聘
数据挖掘应用分析经理,北京-朝阳,20k-30k,5-10年,本科,"营销咨询
营销管理咨询
数据分析",致同会计师事务所(特殊普通合伙),财务/审计/税务,1000-2000人,"工作职责:
1.协助客户建立及优化数据分析和应用的模型，建设数据分析指标体系及管理流程；
2.为搭建数据统计.分析及应用的平台进行咨询及实施；
3.协助客户应用大数据分析平台和模型进行财务分析及预测.业务分析及预测.建立360度客户视图和精准营销.What If Scenario等。""
任职资格:
1.5年以上数据建模.实施.数据挖掘.大数据分析等工作经验；
2.熟练应用数据分析工具，如SPSS.SAS.R语言等；
3.熟练掌握常用的数据挖掘及建模方法；
4.有多个类似项目实施经验。""",2024-01-07,猎聘
风控大数据挖掘工程师（45455）,北京-海淀,25k-35k,经验不限,本科,"数据挖掘
Hive
Spark
数据分析
Hadoop",汽车之家,在线社交/媒体,2000-5000人,"工作职责
1、负责反作弊策略的探索与维护；
2、基于大数据分析、挖掘，找到作弊者行为特点，提取生成识别特征，并不断迭代优化；
3、根据监控、数据异常、用户反馈等发现新的风险点，不断优化已有策略体系。
岗位要求
1、本科及以上学历，计算机、数学或统计学相关专业；
2、熟悉大规模数据挖掘、反作弊场景分析等相关技术，并具备3年以上相关工作经验，
3、扎实的编程能力，至少掌握python、scala、C++中一种；
4、熟悉mysql、hive、hadoop、spark、shell等常用数据处理工具，具备海量数据处理分析能力；
5、对数据仓库有一定了解，了解数仓分层原则；
6、具备独立分析和解决问题的能力，有较好的团队合作意识。",2024-01-07,猎聘
资深数据挖掘工程师,北京,30k-60k·15薪,3-5年,本科,"游戏
数据挖掘",某北京大型在线社交/媒体公司,在线社交/媒体,100-499人,"工作职责：
1. 具备扎实的算法功底，能够熟练运用数据挖掘、因果分析等算法解决复杂业务问题
2. 统筹推进已有数据增长产品在游戏中落地应用，并结合游戏实际应用情况持续优化完善
3. 具备良好的业务理解能力和需求敏感性，能够从游戏业务场景中发掘算法应用和增长产品机会，推进孵化新的数据增长产品。
任职资格：
1. 计算机、统计相关专业硕士或以上学历，3年以上游戏数据相关工作经验
2. 熟练运用Python/SQL等进行数据分析及建模，熟悉Hadoop/Hive/Spark等大数据平台
3. 具备敏锐的数据洞察力和严谨的逻辑思维能力，有系统性方法论的沉淀；
4. 良好的人际交往能力，跨团队沟通能力强，有高度的责任心和专业精神；
5. 热爱游戏，熟悉游戏SLG类游戏加分",2024-01-07,猎聘
数据挖掘工程师,北京,30k-60k·16薪,1-3年,本科,"数据挖掘
数据开发",Baidu,互联网,10000人以上,"工作职责：
-处理海量的用户行为、轨迹、定位数据，设计和实施用户画像挖掘算法，建立出行画像。
-利用机器学习、深度学习等技术构建用户标签并提升准召，持续优化用户标签质量
-利用用户画像中的标签结合目标业务场景，深度分析用户行为，为产品和业务提供有针对性的洞察
职责要求：
-计算机相关专业，研究生及以上学历，2年以上工作经验，有地理信息系统相关背景优先
-掌握大数据开发技术，Hadoop/Spark/Flink
-掌握数据挖掘工具和编程语言，如Python、R、TensorFlow
-了解机器学习、深度学习、数据挖掘等常用算法。
-有图数据库、向量数据库应用经验优先
-有强烈的责任心和团队配合意识及能力，并有较强的解决问题能力
-热爱互联网，对技术研究和应用抱有浓厚的兴趣，有强烈的上进心和求知欲，善于学习和运用新知识",2024-01-07,猎聘
