岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
高级算法工程师,成都-郫都,20k-30k,5-10年,硕士,"['导航算法', '定位算法']",成都众享天地网络科技有限公司,"计算机软件,IT服务",100-299人,"岗位职责：
1. 负责算法的设计，包括但不限于描述算法的流程设计、算法的性能设计等；
2. 负责算法设计相关文档拟制，包括但不限于基本原理、算法流程设计、算法性能设计、算法实现步骤等；
3. 指导C++开发人员按照算法设计说明文档实施编码；
4. 根据算法使用场景、目的设计算法测试方案；
5. 能利用MATLAB验证算法正确性；
6. 领导安排的其他工作。
任职要求：
1、研究生及以上学历，数学、通信、电子类等相关专业；
2、熟悉光电信号的原理，独立完成红外成像仿真的建模；
3、独立开发光电信号、光电干扰信号、图像压缩等；负责攻克复杂算法和新方向规划。
职位福利：五险一金、年底双薪、绩效奖金、加班补助、餐补、带薪年假、节日福利、每年多次调薪",2023-12-25,智联
AI算法工程师,成都-武侯,15k-30k·13薪,3-5年,硕士,"['视觉图像算法', 'C++', 'Python', '深度学习算法']",四川三思德科技有限公司,"互联网,人工智能,网络/信息安全,IT服务",20-99人,"岗位职责
1. 负责计算机视觉和深度学习基本算法的开发与性能提升，涉及的问题包括但不限于：检测、跟踪、分类、OCR等。
2.推动计算机视觉算法和深度学习在众多实际应用领域的性能优化和落地。
3.提出和实现最前沿的算法，保持算法在工业界和学术界的领先。
任职要求
1. 熟练掌握深度学习和计算机视觉的基本方法。
2.优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情
3.熟练掌握Python等至少一种脚本语言，熟练掌握C/C++编程
4.对视频安防系统相关算法有项目经验, 包括: 行为识别、区域检测、事件检测、目标跟踪等
5. 硕士及以上学历
职位福利：周末双休、五险一金",2023-12-01,智联
AI算法工程师,成都-双流,16k-30k·14薪,3-5年,本科,"['深度学习', '强化学习', '雷达、电子对抗']",成都中科微信息技术研究院有限公司,通信/网络设备,300-499人,"工作职责：
1.负责将AI算法及模型应用到信号感知、信号分选识别、目标个体识别、信息融合处理、目标跟踪定位、态势感知、干扰策略生成等领域；
2.负责数据标记、预处理、管理等工作；
3.负责AI结合DZZ系统及业务流程设计；
4.负责编写开发过程中的相关文档；
5.根据部门工作安排，承担项目相关研发工作。
任职要求：
1、计算机科学与技术、通信工程、电子信息、自动化等相关专业，本科及以上学历；
2、有扎实的专业基础知识，熟悉深度学习、强化学习等算法；
3、熟悉信号处理相关基础理论知识；
4、具备雷达、通信、电子对抗等JG行业从业背景优先；
5、具备良好的团队协作精神。",2023-12-27,智联
AI高级算法工程师,成都-双流,20k-30k·13薪,1-3年,博士,"['搜索算法', '推荐算法', 'C语言', 'Python']",成都先导,"医药制造,学术/科研",500-999人,"1.跟踪深度学习领域在生物医药、医疗领域的最新进展；
2.负责公司药物优化平台的算法开发、模型升级和前瞻性技术的实施落地；
3.充分发挥公司的数据优势，加速项目进程，提高研发效率。
任职资格
1. 计算化学，化学信息学，计算机科学等相关专业博士学历，1年以上工作经验；兼顾化学和计算机科学技术背景的优先考虑；
2. 有3年以上深度学习经验，对图像、自然语言处理或强化学习等领域有深入了解；
3. 熟练应用Python、C或Java语言，能在Linux环境下进行软件管理和操作；
4. 对人工智能、新药研发领域有浓厚的兴趣，有良好的学习和逻辑分析能力；
5. 良好的沟通表达能力。
职位福利：节日福利、五险一金、绩效奖金、加班补助、交通补助、餐补、带薪年假、定期体检",2023-11-29,智联
高级算法工程师,成都-武侯,20k-35k,3-5年,本科,"['数字信号', '信号处理', 'C++', 'MATLAB', 'FPGA', '通信']",成都谐盈科技有限公司,"通信/网络设备,计算机硬件,通信/网络设备,电子/半导体/集成电路",20-99人,"岗位职责：
1.参与通信系统、测控系统和数据链方案论证和设计、测试系统方案设计及实施；
2.数据链通信/测控/高速数传系统架构设计及分解；
3.物理层算法、链路层协议设计、仿真、调试、实现和测试；
4.进行通信与测控系统新技术跟踪，定期提出具体技术发展建议，参与通信、测控、数据链方面的专项技术攻关工作；
5.研发设备单机及分系统测试；
6.完成领导交办的其它事务。
任职条件：
1.通信、测控、电子及相关专业，本科5年经验或者硕士3年经验以上；
2.熟悉无线通信、测控、数据链等基本原理，掌握数字信号处理及无线通信信号处理相关技术理论；
3.具有较高的方案思想和甲方沟通能力；
4.具有数字基带系统设计、开发、调试、测试经验，对无线通信信号同步、数字滤波、抗干扰、调制解调、纠错编码、上下变频、扩跳技术、频谱分析、射频接口等有较深入理解，掌握常用的通信、测控、数传、路由交换等算法，可将算法转化为工程实现，有高动态无线通信系统、测控系统、高速数传、路由交换系统开发经验者优先；
5.具备较强自学能力；
6.具备良好的沟通能力和团队协作精神，具备一定抗压能力。
工作技能（4选1）
1.熟练使用C/C++语言开发；
2.熟练GPU开发；
3.熟练FPGA开发经验；
4.熟练Matlab/Simulink、SystemGenerator等仿真工具。",2023-12-24,智联
AI算法工程师,成都-武侯,20k-40k,3-5年,本科,"['视觉图像算法', 'PyTorch']",四川准达,,无,"任职要求:
1、本科以上学历,3年以上工作经历,计算机行业、人工智能、大数据领域相关
工作经验者优先。
2、精通Python/Java/C++/Shell/SQL等其中至少两门编程语言。
3、熟悉Linux操作系统、数据库、人工智能技术，有良好的深度学习理论基础,精通使用pytorch开源框架，精通算法程序开发、部署和容器化等相关技术；
4、具有机器学习、神经网络、数据挖掘、深度学习领域相关技术研究、应用以及工程化建设项目实施经验，对算法架构设计与实现有深入理解，能够进行跨学科系统及产品开发；
5、具备良好的大局观和优秀的沟通协调能力,逻辑思路清晰，工作认真负责;具备良好的自
我驱动能力和团队合作能力。
6、有视频监控、图像处理、自然语言处理等项目经验者优先。",2023-12-25,智联
AI算法工程师,成都-双流,12k-24k,3-5年,本科,['算法研究'],成都中科微信息技术研究院有限公司,通信/网络设备,300-499人,"岗位职责;
1.负责将AI算法应用到雷达感知、电子侦察、干扰策略优化等领域；
2.负责数据标记、预处理、管理等工作；
3.负责编写开发过程中的相关文档；
4.根据部门工作安排，承担项目相关研发工作。
任职要求：
1、计算机科学与技术、通信工程、电子信息、自动化等相关专业，本科及以上学历；
2、有扎实的专业基础知识，熟悉深度学习、强化学习等算法；
3、具备雷达、电子对抗行业应用背景者优先；
4、具备良好的团队协作精神。
职位福利：五险一金、绩效奖金、带薪年假、弹性工作、加班补助、餐补、交通补助、年底双薪",2023-12-21,智联
高级算法工程师,成都-郫都,15k-25k·14薪,1-3年,硕士,"['视觉图像算法', '模式识别']",汉威科技集团股份有限公司,"物联网,物联网",1000-9999人,"岗位职责：
1）研究能有效改善图像质量的算法；
2）研究目标检测、目标跟踪相关算法；
3）研究光学测量、多维成像相关算法；
4）研究多传感器信息融合相关算法；
5）跟踪国内外最新图像算法发展方向和相应技术；
6）移植成熟算法到嵌入式产品中；
7）维护图像算法在产品中的应用。
任职资格：
1）图像模式识别、计算机、光电、数学相关专业，硕士及以上学历；
2）熟练掌握C、C++语言；
3）熟练使用Matlab、Opencv等图像分析工具；
4）熟练使用英语，CET6级，能顺利快速翻译英文文献；
5）数学功底好，能熟练使用数值分析，信号处理，概率统计等知识；
6）热衷于图像分析技术，对新图像处理技术有高度的敏感性；
7）有图像处理相关工作经验者优先；
8）具有双目测量、高速图像处理方向研发工作经验者优先",2023-12-08,智联
算法工程师,成都-武侯,15k-30k,经验不限,本科,"['定位算法', '导航算法', 'MATLAB', 'C语言']",华航高科(北京)技术有限公司,"电子设备制造,通信/网络设备",100-299人,"岗位职责：
1、基于客户或系统总体提出的算法仿真需求，在Matlab/Simulink等仿真环境构建算法模型，完成算法设计与仿真实现；
2、按企业规范承担相关算法库的设计、开发、管理与维护工作；
3、参与公司内部相关项目方案论证、设计、分析计算与撰写；
4、参与解决相关项目研制过程中面临的有关技术问题。
任职要求：
1、统招本科及以上学历和学位；
2、电子/信息/通信/计算机/自动控制/数学等相关专业，应届生主修课程包括：高等数学（微积分、线性代数、空间解析几何、复变函数、概率论）、信号与系统、数字逻辑设计、数字信号处理、随机信号分析等；
3、具有端正的工作态度，良好的身心素质，积极的工作热情，以及规范的工作习惯；
4、具有雷达、通信、导航专业背景的优先考虑；
5、具有扎实的数学功底或应用数学专业的优先考虑。",2023-12-27,智联
AI算法工程师,成都-双流,15k-20k·13薪,1-3年,硕士,"['雷达算法', '成像算法']",成都太铂莱科技有限责任公司,电子/半导体/集成电路,0-20人,"1. 负责AI算法设计、仿真与调试；
2. 负责分析数据处理算法所需的硬件资源；
3. 负责针对系统资源的算法优化；
4. 依照系统总体需求提供算法设计文档。
教育背景:
◆硕士及以上学历，计算机、电子工程类专业，熟悉MATLAB/Python等编程语言；
培训经历:
◆受过MATLAB、GPU开发等方面的培训。
工作经验:
◆1年以上AI相关算法开发经验者优先。
技能技巧:
◆熟练掌握MATLAB/Python等编程语言；
◆熟悉基于人工智能的图像识别/目标检测算法的仿真；
◆熟悉GPU算法加速的开发；
◆有1年以上人工智能相关算法开发经验者经验；
◆较强的英文读写能力。
工作态度:
◆踏实肯干，吃苦耐劳，具备较强的沟通能力；
◆善于与各类性格的人交往，待人公平。
公司简介：
成都太铂莱科技有限责任公司，为安徽中科太赫兹科技有限公司的子公司，是一家主要从事太赫兹检测技术研发的科技企业。公司业务领域包括研发和生产小型低功耗太赫兹源、太赫兹通信组件、太赫兹成像系统、太赫兹人体安检设备、太赫兹工业无损检测系统等太赫兹家族相关产品。
公司创始团队由中科院、西南交通大学等多所知名高校院所背景及具备丰富企业管理经验的专家组成，有近20多年的太赫兹激光技术沉淀，在太赫兹激光源、太赫兹成像、太赫兹激光干涉仪等领域处于国际领先水平，同时具备国内外领先的太赫兹波源及其配套的AI成像算法、软件开发等相关成套系统的研发和生产经验。",2023-12-22,智联
AI算法工程師,成都-郫都,10k-20k·13薪,1-3年,本科,"['机器学习算法', '图像识别算法', 'Python', 'Shell', 'Caffe', 'PyTorch', 'TensorFlow', 'AI算法']",富士康科技集团成都厂区,电子/半导体/集成电路,10000人以上,"岗位职责：
专注于机器学习算法、AI云服务、图像识别算法研究及项目开发，算法模型的训练与调优等，应用于公司内产品缺陷检测的深度学习、设备预测性维护、智能制造的生成设计、能耗预测等。
岗位要求：
1. 有较强的工程能力，熟悉Linux开发环境，至少熟练使用Shell、C、C++、Python等至少一门语言；
2.有完整的算法调研-建模-数据预处理-实验-评价-上线项目实践经验；
3. 熟练掌握至少一种深度学习框架，包括Caffe、Pytorch、Tensorflow、Mxnet等神经网络计算框架;
4. 具有计算机视觉、算法工程相关（算法的嵌入式硬件平台移植、TensorRT加速等等）、训练平台相关的研发经验优先；
5. 具有强烈的工作责任心、有良好的沟通能力和团队合作精神、承压能力;
6.计算机、图像处理、模式识别及数学类相关专业，本科及以上学历，二年以上的AI开发经验，优秀应届生亦可投递。
职位福利：五险一金、定期体检、节日福利、绩效奖金、加班补助
职位亮点：世界500强名企，五险一金，5天8小时",2023-12-22,智联
算法工程师,成都-武侯,10k-20k,1-3年,本科,"['特征工程', '算法研究', 'RCNN', 'SVM', 'BP', 'C++', 'Python', 'Java']",成都益清源科技有限公司,"环保,人工智能,计算机硬件,计算机软件",0-20人,"岗位职责：
1. 构建水质相关大数据综合分析框架：包括各类分析模型体系建立，如水质地理空间分析模型、流域扩散模型、水质类型识别模型、水质参数预测模型、水质预警溯源模型等
2. 数据理解和特征提取：深入理解水质光谱数据的特点，开发相应的特征提取方法，为后续的建模分析提供有力支持。
3. 模型建立和评估：构建预测模型，并进行系统性的评估和验证，确保模型的稳健性和泛化性，满足实际应用场景的需求。
4. 算法性能优化：对已有算法进行性能优化，提高计算效率和算法稳定性，
5. 团队协作：与跨职能团队合作，包括数据科学家、工程师、业务分析师等，共同推动全国特征谱图溯源建模分析工作的进展。
6. 技术研究与创新：持续关注行业最新技术和研究进展，提出并推动算法相关技术的创新，保持团队在该领域的技术领先地位。
7. 文档编写与知识分享：撰写算法设计文档、技术报告等文档，与团队内外分享技术知识和经验。
任职要求：
1. 教育背景：环境监测、数理统计、应用数学等相关领域的本科及以上学历，有两年以上相关工作经验。
2. 熟练掌握机器学习、深度学习等相关领域的理论和算法，有SVM,BP,CNN,RNN等算法基础。
3. 精通编程语言，如C++、Python、Java等，有扎实的编程能力。
4. 理解和掌握数据库知识，能进行数据库设计和编程，具有数据挖掘和分析能力。
5. 具备良好的数据分析、信号分析及处理能力，熟悉常用的数据处理工具和库。",2023-12-27,智联
算法工程师,成都-双流,15k-25k·13薪,1-3年,硕士,"['网格算法', '有限元算法', 'C++']",四川大学,,无,"岗位职责
1. 调研分析国内外 CAE 解算器相关数值算法与模型发展趋势；
2. 进行数值算法与模型适应场合及其技术特点分析；
3. 按照软件功能需求，设计、优化和完善相应数值算法；
4. 按照软件的面向对象设计思想进行算法共性抽象；
5. 编写软件算法设计手册和算法模块开发说明书
6. 参与算法相关 CAE 软件开发测试与验证；
7. 分析评估中心软件的算法置信度并提出改进完善方案
8. 分析与算法相关 CAE 需求、难点、痛点问题并提出发展建议；
9. 与 CAE 软件设计人员协同开展软件需求分析与总体设计。
任职资格
1. 数学、力学、机械或计算机仿真相关专业，硕士及以上学历。
2. 熟悉 CFD 相关算法和模型，有深厚的数学建模与模拟功底。
3. 熟悉 C++编程语言或 MATLAB，掌握算法验证的方法和工具。
4. 对主流 CFD 软件有深入了解，熟练使用典型 CFD 软件。
5. 有三年以上面向对象程序设计经验或大型数值模拟程序开发经
验。
6. 熟悉高性能计算环境，掌握并行计算相关技术。
职位福利：试用期全额、免费停车、大牛带队、公司重点项目、周末双休、带团队",2023-12-16,智联
控制算法工程师-配套产品（成都）,成都-金牛,10k-15k·14薪,1-3年,本科,"['电机控制', '算法开发']",北京润科通用技术有限公司,电子设备制造,500-999人,"岗位职责:
1.负责电机伺服控制相关产品、变频技术产品的产品定义、设计、开发和调试工作；
2.负责先进电机控制算法的设计、仿真、实现和调试；
3.负责电机伺服相关项目的方案设计、研制、调试工作。
任职要求:
1.本科及以上学历，电机拖动、自动化、电力电子等相关专业；
2.熟悉电机工作原理和基本控制方法，熟悉常见伺服传感器和驱动电路，熟悉空间矢量控制方法；
3.熟练掌握经典控制系统设计方法。",2023-12-20,智联
算法,成都-双流,9k-12k,1-3年,本科,"['Python', '缺陷检测', '智能机器人', '视觉图像算法', '图像处理', '图像检测识别', 'PyTorch', 'OpenCV']",诺比侃人工智能科技(成都)股份有限公司,"人工智能,人工智能,计算机软件",300-499人,"您最关心的工作内容：
1. 负责图像处理、计算机视觉、机器学习等技术在异常检测领域的研究与应用。
2. 负责图像处理分析算法的研究、设计与开发。
3. 负责参与产品需求设计，结合实际需求，提供全面的技术解决方案。
4. 跟踪机器学习领域前沿技术方向的最新进展，图像识别方向。
您需要具备相关技能：
1. 大学本科及以上学历，计算机、铁路交通、信息工程等专业优先，本科及以上学历优先。
2. 熟悉计算机视觉、图像处理等相关技术，实际参与过图像缺陷检测处理相关项目并实现过相关算法的优先。
3. 优秀的编程能力openCV, 熟悉常见的数据结构和算法。
4. 熟悉Linux开发环境和常用开发工具。
5.良好的沟通能力和团队协作精神，较强的主动性和责任心，能够自我驱动，不断学习。
6. 较强的文献阅读和理解能力，良好的逻辑思维、良好的技术视野和深度，对前沿技术的实际应用有浓厚兴趣。",2023-12-19,智联
车机端测试- AI算法测试方向,成都-武侯,9k-14k,3-5年,大专,"['软件测试', 'Python', 'Java']",大连轩辕信息技术有限公司,"计算机软件,互联网,IT服务",20-99人,"1、负责智能座舱、360等算法及功能的迭代测试；
2、负责算法测试方案，指标与评估方法，数据集构建，保证算法效果评估的正确性和合理性，并通过测试流程和方法创新，努力提升测试的质量和效率；
3、分析场景，编写测试用例，执行项目测试，构建测试环境，测试脚本开发等；
4、负责360影像等相关功能的测试、用例编写；
5、负责测试相关工具的设计实现与维护；
6、相关技术文档与测试报告的撰写。
任职要求：
1、统招本科以上学历，通信、计算机、电子等相关专业；
2、熟练使用python，良好的代码规范，可使用python提升工作效率；
3、熟练掌握Linux基本操作；
4、熟悉算法质量主客观标准及评测方法；
5、具备良好的沟通能力，优秀的分析问题与解决问题能力，工作态度积极，有较强的沟通能力、执行力，推动能力及团队协作能力；
6、有相关经验、汽车驾驶经验优先",2023-12-13,智联
图像算法高级工程师,成都-武侯,18k-35k,3-5年,硕士,"['机器人', 'C++', 'Python', '智能硬件', '有AI算法到平台的部署经验']",北京智大弘创科技有限公司,"智能硬件,人工智能",20-99人,"【薪资面议】
工作职责:
1、根据公司产品和业务需求，进行相关图像算法的研究和开发
2、根据项目具体要求，承担开发任务
3、完成图像算法相关的需求调研与需求分析及设计
4、图像算法实现、测试、改进及后期维护
5、相关算法文档的编写
6、指导算法的工程化部署与移植。
任职资格:
1、计算机视觉、图像学或机器学习等相关专业硕士及以上学历（985/211优先）；
2、工作经验3年以上，优异者可放宽；
3、具备数字图像处理的基础理论和算法知识，熟练掌握常用深度学习和图像算法库如OpenCV、Eigen等；
4、精通图像/点云目标检测、语义分割、实例分割、OCR相关的深度学习算法，且有实际项目经验(数据集的整理制作、模型的设计、训练、部署等)；
5、熟悉一种或多种常见的深度学习框架，如TensorFlow、PyTorch等；
6、熟练掌握C++ 、Python语言，熟悉TensorRT推理库及CUDA编程，具备良好的代码开发规范，出色的代码实现能力；
加分项：
1、 在计算机视觉、图像学顶会或期刊有论文发表者优先；
2、有基于多目立体视觉的高精度测量、检测算法研究和开发经验者优先；
3、有实际的AI算法到平台的部署经验，如NVIDIA GPU或Jetson等平台模型部署经验，了解常用的AI模型量化策略，具备一定的AI模型优化和精度调优经验者优先；",2023-12-06,智联
资深算法工程师,成都-金牛,20k-35k·13薪,3-5年,硕士,"['自动驾驶', 'C++', 'Transformer', 'PyTorch', 'BEV', '感知算法', '机器视觉', '传感器']",交控科技,,无,"岗位职责：
1. 负责深度学习算法（轨道交通自动驾驶方向）研发工作，包括但不限于：目标检测、图像分割、目标跟踪等AI模型的定制开发训练；
2. 负责AI模型的嵌入式/移动端平台部署；
3. 负责AI模型的优化、改进以及迭代创新；
任职要求：
1. 计算机视觉相关AI方向的硕士及以上学历；
2. 熟练掌握Python和C++编程；
3. 扎实的数学和算法基础：概率统计、线性代数、张量、数值优化等等；
4. 熟悉Pytorch等深度学习框架，熟悉主流视觉模型的算法原理；
5. 熟悉多传感器（激光雷达/相机）融合感知者优先，例如BEV感知；
6. 熟悉Transformer模型者优先；
7. 具备良好的英文阅读能力，能顺畅阅读和理解前沿英文文献资料；
8. 快速学习新技术的能力，能够在较短时间内理解前沿论文并评价。
职位福利：五险一金、绩效奖金、周末双休、交通补助、餐补、通讯补助、带薪年假、补充医疗保险",2023-12-07,智联
高级算法工程师,成都-武侯,10k-20k,1-3年,本科,"['C++', 'Python', 'Caffe', 'TensorFlow', '人脸识别', '图像识别']",掌中全景,"互联网,运营商/增值服务,IT服务,人工智能",20-99人,"职位描述:
岗位职责：
1、负责相关产品的算法研发工作，包括OCR、计算机视觉、深度学习、传统图像等相关算法的研究与优化；
2、负责解决相关产品中的关键算法问题，包括算法调研、方案设计、训练、调优、封装、加速等
任职要求:
1. 计算机、数学、物理相关专业，本科及以上学历，有图像类等相关人工智能项目或科研经验；
2. 具有良好的工程能力，熟练掌握C/C++，Python等至少一种语言;
3. 有OCR、计算机视觉、深度学习、传统图像相关科研、实际产品化经历优先。
职位福利：五险一金、绩效奖金、加班补助、带薪年假、节日福利、周末双休、项目奖金",2023-12-19,智联
高级算法工程师,成都-武侯,12k-18k·15薪,5-10年,硕士,['Java'],民航成都电子技术有限责任公司,"电子/半导体/集成电路,通信/网络设备",500-999人,"岗位职责：
1.负责开展民航机场业务前沿技术探索、关键技术选型、算法模型设计工作。
2.研究关键算法（如运筹优化、预测分析等），指导开发人员实现算法程序，落地应用到工程产品中。
任职要求：
1. 计算数学、应用数学、运筹优化、计算机等相关专业; 硕士及以上学历;
2. 熟悉常见运筹优化模型，如网络流、TSP、VRP、选址、排产排程等;
3. 熟练掌握C++/JAVA/Scala/Python中一门编程语言，熟练应用gurobi/Cplex/SciPy/OR-Tool中的一种工具;
4. 具有一定的工程化基础，能对模型、算法、场景进行一定的抽象和标准化，有代码封装的能力;
5. 具有较强沟通能力，学习能力、自我驱动能力、责任感和团队协作能力;
6. 具有开发启发式算法求解大规模优化问题者优先。
民航成都信息技术有限公司成立于2014年，全面继承了中国民用航空局第二研究所的国企性质，及20年来在民航机场信息化建设领域的产品、经验、人才、市场积淀，所提供的信息产品和技术服务广泛应用于国内运输机场。公司软件研发能力通过了CMMI-5认证，取得了国家高新技术企业称号，通过了四川省企业技术中心认定，荣获成都市武侯区重点优势企业、纳税大户等称号。
主营产品均为拥有自主知识产权的各类民航领域专业信息系统软件，产品覆盖了民航机场旅客保障和航班保障两条业务主线，广泛应用于广州白云国际机场、深圳宝安国际机场、重庆江北国际机场、贵阳龙洞堡国际机场、等众多国内大中型机场，并先后在亚非拉等数十个国家参与援建项目。
技术岗十五薪；在按照国家相关规定缴纳六险一金外，另行购买团体意外、补充医疗保险和雇主责任险；并享受带薪年假及其他各类休假；出差休整假、长期出差直系亲属现场探视或补贴；工作日免费午餐、免费班车；员工生日、结婚、子女出生慰问；员工生病住院慰问；家庭困难补助；节日慰问等；党组织、团组织、工会组织、兴趣社团等福利。
职位福利：交通补助、绩效奖金、餐补、工会福利、在岗培训、七险一金、多次晋升机会",2023-12-19,智联
信息化建设研究员,成都-温江,15k-20k,3-5年,硕士,"['C++', 'Python', 'C语言', 'AI算法', '智慧公安']",恒信人力,"社团/组织/社会保障,专业技术服务",10000人以上,"岗位职责：
1. 对正在建设的云控警务通APP（智慧公安应用）进行进一步升级，建设突发事件处置平台；
2. 完善感知源信息采集设备部署，结合感知源建设现状，对感知源布点工作进行查漏补缺；
3.建设人工智能（AI算法）整合平台，将各个公司的人工智能（AI算法）进行统一调用更好的满足公安业务的需要。
专业及学历要求：
计算机、人工智能及相关专业，硕士研究生及以上学历，并具有相对应学历的学位证书。国境外留学人员，应出具教育部留学服务中心认证学历、学位。
其他要求：
1.年龄在40岁（1983年11月13日及之后出生）及以下；
2.在分布式海量数据存储及处理技术、人工智能、分布式数据库系统技术、大规模分布式并行数据处理技术、视频智能分析技术和计算机网络及工程领域有特长或研究成果，熟练使用C、C++以及Python编程语言；
3.在人工智能领域有3年及以上研究经验；
4.有良好的职业素质和团队精神及沟通协调能力。
工资待遇:
年薪20万-35万，按相关规定购买五险一金。",2023-12-27,智联
高级算法工程师,成都-郫都,20k-35k·13薪,5-10年,本科,"['3GPP', '5G/6G', 'MATLAB/C', 'R16/R17', 'GGE', 'WCDMA', 'LTE/NR']",中仪科技(成都)有限公司,电子/半导体/集成电路,100-299人,"一、岗位职责
1、3GPP 5G/6G协议解读；
2、负责公司底层算法的设计、仿真与验证；
3、使用Matlab/C进行算法建模及其测试；
4、跟踪3GPP R16/R17 5G标准化进展、预判未来5G标准化演进方向；
5、根据3GPP中提供的4G/5G算法，在Matlab中建立模型，并根据需要做出适当调整，获得预期的结果。输出算法设计说明，方便下游角色迅速转化为嵌入式软件或FPGA逻辑代码。
6、根据产品需求提出算法需求完成算法设计与仿真。
二、任职要求
1、本科以上学历，通信、电子信息工程等相关专业毕业；
2、从业经验5年以上；
3、熟悉GGE/WCDMA/LTE/NR无线业务，熟悉3GPP协议；
4、深入理解无线通信原理，精通通信数字信号处理、调制/解调，上/下变
频，数字滤波器；
5、熟练使用Matlab进行算法仿真，熟悉4G/5G Simulink工具箱使用；
6、可以根据仿真工具，调整相关参数，优化通信系统性能；
7、CET-6以上、较强的英文读写能力，能熟练阅读英文的技术文档。
三、上班时间
周一至周五早上9:00-下午18:00，周末双休，五险一金
职位福利：五险一金、绩效奖金、带薪年假、定期团建、年底双薪、餐补、大牛带队、周末双休",2023-12-19,智联
高级算法工程师,成都-龙泉驿,16k-25k,1-3年,硕士,"['人体识别', 'GAN', '视觉图像算法', '运动控制算法', '模式识别', 'Python', 'OpenCV']",成都泰盟软件有限公司,"计算机软件,IT服务,电子/半导体/集成电路,计算机硬件",300-499人,"一、岗位职责：
1、负责对公司现有的图像、信号处理算法类产品进行维护和优化；
2、调研相关的传感器信号、计算机视觉前沿算法并将之优化、部署到实际产品之中；
3、评估和测试算法可行性及算法运行效果，根据实际需求进行分析改进；
4、撰写项目相关算法设计和开发文档。
二、任职要求：
1、硕士及以上学历，数学、计算机、软件等相关数据计算类专业，
2、有扎实的数理基础，熟悉常见的数据结构与算法；
3、熟练使用python，有一定的C/C++基础，有CUDA编程硬化经验更佳;
4、熟悉OpneCV, 熟悉Scikit-learn, TensorFlow、PyTorch等一种或多种学习框架；
5、熟悉常见的神经网络结构，如ResNet、MobileNet及YOLO系列等；
6、具有模型的蒸馏、剪枝、量化，并成功部署到边缘计算设备项目经验的优先；
7、有脑电、心电、肌电、血压、血氧，心率、血氧、血压、运动识别相关经验者优先；
8、有GNN图卷积网络、人体姿态估计、知识图谱完整性项目经验优先。",2023-12-18,智联
高级算法工程师,成都-武侯,20k-30k,3-5年,硕士,"['矩阵类型数据', '图像处理算法']",万众壹芯,"医药制造,电子/半导体/集成电路,医疗设备/器械,检测/认证",100-299人,"岗位职责:
1. 负责基因测序仪测序信号分析软件算法，包括电子信号识别和提取、参数估计、最优化；
2. 对测序信号进行增强、分割、过滤等，转换成量化的碱基信号；
3. 根据测序信号的特征分析和建模，开发相关数据分析方法及软件；
4. 负责算法的研发和维护，包括方案设计，编程，调试和修订；
5. 与信号测试团队协调合作，提升原始数据质量以及算法准确率；
6. 相关算法的专利交底材料的书写；
7. 与公司其他技术部门进行及时的技术沟通，推进产品集成和整合；
8. 完成领导交办的其他工作
任职要求:
1. 信号与系统、自动化、计算机、电子工程、数学、统计、生物信息、物理等相关专业硕士或以上学历；
2. 3年以上相关工作经验；
3. 对CNN、RNN等深度学习算法有深入理解和研发经历，对矩阵类型数据分析，如图像处理算法有经验者优先考虑；
4. 精通一种或多种编程语言/工具，包括但不限于C/C++、python、R、shell、Matlab；
5. 熟悉常用算法设计，良好的编程习惯；
6. 有较好的英文阅读和书写能力；
7. 相关行业经验，如医疗影像、显微成像、超分辨成像经验优先考虑；
8. 对生物序列数据分析有经验者优先考虑；
9. 懂得医疗器械质量体系及法规者优先；
10. 具备强烈的责任心与良好的团队合作精神及学习能力
职位福利：五险一金、加班补助、定期体检、节日福利、每年多次调薪、周末双休",2023-12-14,智联
AI算法工程师,杭州-余杭,20k-30k,经验不限,本科,"['TensorFlow', '自然语言处理', 'NLP', 'Transformer']",诚迈科技,,无,"岗位职责
1. 负责大模型、AIGC内容安全的优化工作，优化内容审核模型，制定和完善内容安全策略，及时修复线上的安全漏洞；
2. 安全漏洞处理：根据线上负反馈与抽检的badcase，对内容安全策略进行优化，对线上业务内容安全badcase优化闭环；
3. 内容安全策略制定：综合考虑舆情、时事政策、用户反馈等数据，利用数据分析、数据增强、语义相似度、知识增强等技术制定和优化内容安全策略；
4. 内容安全策略评测：通过设计测试用例，自动化评测安全策略的有效性，指导安全策略的优化。
5. 跟进舆情与法律监管最新要求，参与制定和完善内容安全标准和规范
6. 调研跟踪行业内容安全方案，尝试并落地到工作当中。
任职要求
1. 计算机、数学、统计、数据分析、大数据、AI安全等相关专业，本科及以上学历
2. 具备数据分析能力，掌握Python，熟练使用pandas等数据分析的库，精通正则表达式，具有一定的数据分析、数据挖掘的经验；
3. 具备良好的测试思维，可以举一反三地设计完备的测试用例，能对内容安全策略进行质量检测；
4. 具有良好的沟通能力与团队协作精神，主观能动性强，做事细心靠谱；
5. 有内容审核、AI安全能力工作经历者优先。",2023-12-27,智联
