岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
AI算法工程师,成都-双流,12k-24k,3-5年,本科,算法研究,成都中科微信息技术研究院有限公司,通信/网络设备,300-499人,"职位描述
算法研究
岗位职责;
1.负责将AI算法应用到雷达感知、电子侦察、干扰策略优化等领域；
2.负责数据标记、预处理、管理等工作；
3.负责编写开发过程中的相关文档；
4.根据部门工作安排，承担项目相关研发工作。
任职要求：
1、计算机科学与技术、通信工程、电子信息、自动化等相关专业，本科及以上学历；
2、有扎实的专业基础知识，熟悉深度学习、强化学习等算法；
3、具备雷达、电子对抗行业应用背景者优先；
4、具备良好的团队协作精神。
职位福利：五险一金、绩效奖金、带薪年假、弹性工作、加班补助、餐补、交通补助、年底双薪",2023-12-27,智联
算法工程师,成都-武侯,15k-25k,1-3年,本科,,成都市晶林科技有限公司,"电子/半导体/集成电路,培训/辅导服务,IT服务,计算机软件",20-99人,"职位描述
●你想了解的：
1.入职购买五险一金！带薪年假！办公零食！
2.上班时间09：00-18:00
3.周末双休，国家法定节假日休息。
●希望你能具备以下技能：
1、完成先进红外图像增强算法的调研及改进，包括去噪、去条纹、亮度增强等；
2、完成红外探测器性能方面的摸索、改进，包括非均匀性、锅盖特性、温漂特定等；
3、完成其他应用型算法预研、改进，包括目标检测、识别、融合等；
4、规范C代码书写并平台维护；C版定点化代码实现，便于FPGA实现；
5、相关文档书写；
●非常欢迎这样的你加入：
1、具备一定的数字图像处理技术基础，对图像增强、去噪、融合、弱信号提取有经验者优先；
2、具备良好的数学理论基础，有最优化、模式识别、AI基础者优先；
3、熟练使用matlab、VC、OpenCV等编程工具，良好C语言编程能力；
4、英文阅读能力佳；
5、活跃的思维能力，肯吃苦，有一定抗压能力；
6、爱钻研问题，有创新意识；",2023-12-28,智联
AI算法工程师,成都-郫都,12k-22k·14薪,1-3年,大专,,南京翰华通信技术服务有限公司,"运营商/增值服务,网络/信息安全,通信/网络设备",500-999人,"职位描述
>>>岗位要求：
招聘 AI 算法专业人才，负责设计和开发机器学习、深度学习等相关算法的应用。该岗位的职责包括但不限于以下几点：
1、根据业务需求设计并实现高效稳定的数据处理流程；
2、对现有系统进行优化改进；
3、参与团队技术攻关及项目研发；
4、撰写高质量的技术文档并进行分享交流；
5、公办***本科及以上学历，计算机或数学类相关专业优先，专科需3年+经验；
6、熟练掌握至少一门编程语言（如Python/Java/C++等，以及常用的机器学习框架（TensorFlow/PyTorch/Keras等），熟练掌握常用操作系统如linxu等；
7、了解业界内AI的框架模型，若了解昇腾框架、华为AI算符、模型调优经验优先录用。
>>> 岗位职责：
1、负责协助运营商、政企客户进行AI模型开发、模型训练、底层模型迁移等
2、能接受长期出差，出差补贴单独发放300~550/天
3、需注意该岗位属于华为派遣员工
>>>福利待遇：
1、月薪12~22K，年终奖金1~3月工资，加班、高危操作等激励单独计算
2、带薪年假、节假日福利、年度体检、生日福利等
3、每年1次升岗调薪机会",2023-12-31,智联
算法工程师（NLP）,成都,16k-22k·14薪,经验不限,硕士,"TensorFlow
Python
信息抽取
PyTorch
PaddlePaddle
推荐系统
搜索引擎
自动问答",成都数之联科技股份有限公司,"互联网,IT服务,计算机软件,电子/半导体/集成电路",300-499人,"职位描述
TensorFlowPython信息抽取PyTorchPaddlePaddle推荐系统搜索引擎自动问答
工作内容：
1、负责自然语言处理、知识图谱、推荐系统、搜索、问答相关算法研发；
2、负责研究理论算法应用于实际场景；
3、跟踪领域知识图谱/自然语言处理/深度学习领域前沿算法；
4、撰写自然语言处理、知识图谱、推荐系统、搜索、问答相关的解决方案及项目申请书；
5、总结算法及软件成果形成专利、论文、软著。
岗位要求：
1、硕士及以上学历，本、硕（博）均为计算机类、数学类、通信类等相关专业；
2、在以下至少一个领域有深入研究并熟悉最新研究成果：知识抽取、知识融合、知识推理、推荐系统、搜索、问答、语义检索等。
2、扎实的编程基础，熟悉python等至少一门脚本语言，熟悉C/C++/C#编程。
3、至少熟悉一种深度学习框架，例如：Pytorch, tensorflow, paddlepaddle等；
5、负责过知识图谱、搜索、推荐系统、问答相关研发者优先，具备深度学习相关项目经验者优先。
职位福利：节日福利、弹性工作、周末双休",2023-12-15,智联
24届校招 — AI算法工程师,成都-双流,13k-20k·14薪,经验不限,硕士,,思特奇,,无,"职位描述
岗位内容：
1. 设计和实现高效的算法，解决现有系统存在的问题。
2. 利用数学、统计学和机器学习等相关领域的知识，分析海量数据并进行建模。
3. 优化算法实现，并保证代码的可扩展性和可维护性。
4. 开发和维护算法服务，并与其他团队密切合作。
任职要求：
1. 具备扎实的计算机科学基础和深入的算法理论知识。
2. 熟悉至少一种编程语言和常用的开发工具。
3. 具备良好的团队协作能力和沟通能力。",2023-12-22,智联
算法工程师,成都-青羊,15k-25k,1-3年,硕士,"算法研究
模式识别
特征工程
TensorFlow
ReXNet
PyTorch
DNN
矩阵分解",交大铁发,"计算机软件,客运服务,计算机硬件,通信/网络设备",100-299人,"职位描述
算法研究模式识别特征工程TensorFlowReXNetPyTorchDNN矩阵分解
1、基于传感器数据进行伤损识别算法的框架设计、功能设计及代码实现；
2、基于现有的海量数据，优化算法参数，提升算法精度和鲁棒性；
3、应用数据挖掘、深度学习等方法，进行无标签数据分类算法研究；
4、从算法的角度参与硬件的选型及应用，包括传感器、采集卡等；
5、负责制定算法验证的测试方案，提升算法的有效性和稳定性；
6、研究超声波在尖/心轨等变截面轨件中的传播规律。
岗位要求
1、 信息类、通信类、计算机类、应用数学等专业硕士以上学历，两年工作经验以上;
2、 语言要求：熟练MATLAB，C++或者Python其中一种;
3、 熟悉数字信号处理、小波分析。对现代信号处理（盲源分离、高阶统计量分析、独立成分分析、压缩感知等）有一定的了解。
4、 熟悉常见深度网络（AlexNet、VGG、ResNet等）的应用场景，熟练运用Opencv及各类深度学习框架（tensorflow/keras/pytorch等）。有深度网络在视频中的应用或有相关工程经验者优先；
5、 熟悉ANSYS、无损检测者优先；
6、 具有良好的沟通能力和团队协作能力，具有钻研和求真务实的精神。",2023-12-13,智联
【算法工程师】,成都-武侯,20k-40k,3-5年,本科,"信号处理
机器学习
调制解调
PyTorch
TensorFlow
超短波
卫星信号",武汉能钠智能装备技术股份有限公司,"计算机硬件,IT服务",100-299人,"职位描述
信号处理机器学习调制解调PyTorchTensorFlow超短波卫星信号
岗位职责：
1.根据产品要求，负责算法需求分析、方案设计；
2.负责超短波和卫星信号算法仿真并指导FPGA实现或完成c/c++移植；
3.负责相关算法的性能评估并完成报告。
任职要求：
1.本科至少3年以上相关工作经验，研究生1年以上相关工作经验，电子、通信、无线电等相关专业，CET-4及以上，能够熟练阅读和理解英文技术文献；
2.精通常规调制解调，编译码等算法，具有扎实的通信和数字信号处理基础；
3.熟悉扩频跳频，OFDM等，具备设计与实现经验者优先；
4.具有一定机器学习理论基础，熟悉深度学习框架，有TensorFlow，pytorch等使用经验优先。",2023-12-27,智联
24届校招 — AI算法工程师,成都-武侯,13k-20k·14薪,经验不限,硕士,,思特奇,,无,"职位描述
岗位内容：
1. 设计和实现高效的算法，解决现有系统存在的问题。
2. 利用数学、统计学和机器学习等相关领域的知识，分析海量数据并进行建模。
3. 优化算法实现，并保证代码的可扩展性和可维护性。
4. 开发和维护算法服务，并与其他团队密切合作。
任职要求：
1. 具备扎实的计算机科学基础和深入的算法理论知识。
2. 熟悉至少一种编程语言和常用的开发工具。
3. 具备良好的团队协作能力和沟通能力。",2023-12-19,智联
高级算法工程师,成都-郫都,15k-25k·14薪,1-3年,硕士,"视觉图像算法
模式识别",汉威科技集团股份有限公司,"物联网,物联网",1000-9999人,"职位描述
视觉图像算法模式识别
岗位职责：
1）研究能有效改善图像质量的算法；
2）研究目标检测、目标跟踪相关算法；
3）研究光学测量、多维成像相关算法；
4）研究多传感器信息融合相关算法；
5）跟踪国内外最新图像算法发展方向和相应技术；
6）移植成熟算法到嵌入式产品中；
7）维护图像算法在产品中的应用。
任职资格：
1）图像模式识别、计算机、光电、数学相关专业，硕士及以上学历；
2）熟练掌握C、C++语言；
3）熟练使用Matlab、Opencv等图像分析工具；
4）熟练使用英语，CET6级，能顺利快速翻译英文文献；
5）数学功底好，能熟练使用数值分析，信号处理，概率统计等知识；
6）热衷于图像分析技术，对新图像处理技术有高度的敏感性；
7）有图像处理相关工作经验者优先；
8）具有双目测量、高速图像处理方向研发工作经验者优先",2023-12-08,智联
AI算法工程師,成都-郫都,10k-20k·13薪,1-3年,本科,"机器学习算法
图像识别算法
Python
Shell
Caffe
PyTorch
TensorFlow
AI算法",富士康科技集团成都厂区,电子/半导体/集成电路,10000人以上,"职位描述
机器学习算法图像识别算法PythonShellCaffePyTorchTensorFlowAI算法
岗位职责：
专注于机器学习算法、AI云服务、图像识别算法研究及项目开发，算法模型的训练与调优等，应用于公司内产品缺陷检测的深度学习、设备预测性维护、智能制造的生成设计、能耗预测等。
岗位要求：
1. 有较强的工程能力，熟悉Linux开发环境，至少熟练使用Shell、C、C++、Python等至少一门语言；
2.有完整的算法调研-建模-数据预处理-实验-评价-上线项目实践经验；
3. 熟练掌握至少一种深度学习框架，包括Caffe、Pytorch、Tensorflow、Mxnet等神经网络计算框架;
4. 具有计算机视觉、算法工程相关（算法的嵌入式硬件平台移植、TensorRT加速等等）、训练平台相关的研发经验优先；
5. 具有强烈的工作责任心、有良好的沟通能力和团队合作精神、承压能力;
6.计算机、图像处理、模式识别及数学类相关专业，本科及以上学历，二年以上的AI开发经验，优秀应届生亦可投递。
职位福利：五险一金、定期体检、节日福利、绩效奖金、加班补助
职位亮点：世界500强名企，五险一金，5天8小时",2023-12-22,智联
算法工程师（边缘AI架构）,成都-双流,13k-18k·13薪,经验不限,硕士,,思特奇,,无,"职位描述
加入思特奇你将：
1. 跟踪边缘人工智能研究领域最新研究进展；
2. 通过理论调研、实验验证、源码解读等手段发现 边缘人工智能研究成果在实际场景中存在的重大局限和问题；
3. 提出解决边缘人工智能研究领域存在问题的相关理论、方案、实现途径等，尤其关注AI算法在边缘设备的推理计算性能达到极致；
4. 提出一整套高效实用型新一代边缘人工智能架构设计方案。
如果你是：
1、国家正规院校研究生学历，计算机科学与技术、信息工程、软件工程等相关专业；
2.精通人工智能算法、图像视频算法、信号分析算法的一种或几种，熟练掌握TensorFlow、PyTorch框架中的一种；
3.具有Linux操作能力、Python或C语言基础，具有良好的代码规范；
4.熟悉计算机体系结构和计算机组成原理者优先；
5.具备较强的学习能力，愿意分享，团结协作，积极承担责任，有好奇心，喜欢面对不同的挑战。",2023-12-20,智联
高级算法工程师,成都-郫都,20k-30k,5-10年,硕士,"导航算法
定位算法",成都众享天地网络科技有限公司,"计算机软件,IT服务",100-299人,"职位描述
导航算法定位算法
岗位职责：
1. 负责算法的设计，包括但不限于描述算法的流程设计、算法的性能设计等；
2. 负责算法设计相关文档拟制，包括但不限于基本原理、算法流程设计、算法性能设计、算法实现步骤等；
3. 指导C++开发人员按照算法设计说明文档实施编码；
4. 根据算法使用场景、目的设计算法测试方案；
5. 能利用MATLAB验证算法正确性；
6. 领导安排的其他工作。
任职要求：
1、研究生及以上学历，数学、通信、电子类等相关专业；
2、熟悉光电信号的原理，独立完成红外成像仿真的建模；
3、独立开发光电信号、光电干扰信号、图像压缩等；负责攻克复杂算法和新方向规划。
职位福利：五险一金、年底双薪、绩效奖金、加班补助、餐补、带薪年假、节日福利、每年多次调薪",2023-12-25,智联
高级算法工程师,成都-武侯,20k-35k,3-5年,本科,"数字信号
信号处理
C++
MATLAB
FPGA
通信",成都谐盈科技有限公司,"通信/网络设备,计算机硬件,通信/网络设备,电子/半导体/集成电路",20-99人,"职位描述
数字信号信号处理C++MATLABFPGA通信
岗位职责：
1.参与通信系统、测控系统和数据链方案论证和设计、测试系统方案设计及实施；
2.数据链通信/测控/高速数传系统架构设计及分解；
3.物理层算法、链路层协议设计、仿真、调试、实现和测试；
4.进行通信与测控系统新技术跟踪，定期提出具体技术发展建议，参与通信、测控、数据链方面的专项技术攻关工作；
5.研发设备单机及分系统测试；
6.完成领导交办的其它事务。
任职条件：
1.通信、测控、电子及相关专业，本科5年经验或者硕士3年经验以上；
2.熟悉无线通信、测控、数据链等基本原理，掌握数字信号处理及无线通信信号处理相关技术理论；
3.具有较高的方案思想和甲方沟通能力；
4.具有数字基带系统设计、开发、调试、测试经验，对无线通信信号同步、数字滤波、抗干扰、调制解调、纠错编码、上下变频、扩跳技术、频谱分析、射频接口等有较深入理解，掌握常用的通信、测控、数传、路由交换等算法，可将算法转化为工程实现，有高动态无线通信系统、测控系统、高速数传、路由交换系统开发经验者优先；
5.具备较强自学能力；
6.具备良好的沟通能力和团队协作精神，具备一定抗压能力。
工作技能（4选1）
1.熟练使用C/C++语言开发；
2.熟练GPU开发；
3.熟练FPGA开发经验；
4.熟练Matlab/Simulink、SystemGenerator等仿真工具。",2023-12-28,智联
高级算法工程师,成都-武侯,10k-20k,1-3年,本科,"C++
Python
Caffe
TensorFlow
人脸识别
图像识别",掌中全景,"互联网,运营商/增值服务,IT服务,人工智能",20-99人,"职位描述
C++PythonCaffeTensorFlow人脸识别图像识别
职位描述:
岗位职责：
1、负责相关产品的算法研发工作，包括OCR、计算机视觉、深度学习、传统图像等相关算法的研究与优化；
2、负责解决相关产品中的关键算法问题，包括算法调研、方案设计、训练、调优、封装、加速等
任职要求:
1. 计算机、数学、物理相关专业，本科及以上学历，有图像类等相关人工智能项目或科研经验；
2. 具有良好的工程能力，熟练掌握C/C++，Python等至少一种语言;
3. 有OCR、计算机视觉、深度学习、传统图像相关科研、实际产品化经历优先。
职位福利：五险一金、绩效奖金、加班补助、带薪年假、节日福利、周末双休、项目奖金",2023-12-27,智联
高级算法工程师,成都-武侯,15k-27k·15薪,5-10年,硕士,图像识别产品,成都交大光芒科技股份有限公司,"计算机软件,IT服务,互联网",100-299人,"职位描述
图像识别产品
岗位职责：
1.负责图像识别算法团队的日常管理
2.负责图像识别算法技术体系、开发框架、基础平台的规划、建设及优化
3.负责计算机视觉、AI等前沿技术的跟踪研究及工程应用适配性研究
4.负责管理图像识别算法团队与系统软件团队间的接口及标准建设
5.负责图像识别算法的工程化应用研发
6.负责团队的技术能力建设，牵引团队技术氛围，给团队赋能。
7.部门安排的其他工作。
任职要求：
1.硕士及以上学历，计算机/光学/机械工程/图像处理/应用数学/自动化等相关专业；
2.扎实的数学和算法基础：概率统计、数值优化算法；
3.快速学习新技术的能力，能够在较短时间内理解前沿论文、学习使用机器学习开源框架；
4.对于计算密集场景：有 GPU 高并发程序的开发经验，或有深度学习训练集群开发经验，或有深度学习计算集中式产品开发和落地经验；
5.算法与编程能力强， COCO, Kaggle等比赛获奖者优先；
6.在机器视觉、机器学习、深度学习，大规模机器学习平台，贝叶斯方法，强化学习等算法方面有经验者优先。
7.具有一定的产品思维，沟通能力强，积极主动，认真负责。",2023-12-26,智联
控制算法工程师-配套产品（成都）,成都-金牛,10k-15k·14薪,1-3年,本科,"电机控制
算法开发",北京润科通用技术有限公司,电子设备制造,500-999人,"职位描述
电机控制算法开发
岗位职责:
1.负责电机伺服控制相关产品、变频技术产品的产品定义、设计、开发和调试工作；
2.负责先进电机控制算法的设计、仿真、实现和调试；
3.负责电机伺服相关项目的方案设计、研制、调试工作。
任职要求:
1.本科及以上学历，电机拖动、自动化、电力电子等相关专业；
2.熟悉电机工作原理和基本控制方法，熟悉常见伺服传感器和驱动电路，熟悉空间矢量控制方法；
3.熟练掌握经典控制系统设计方法。",2023-12-20,智联
高级算法工程师,成都-郫都,20k-35k·13薪,5-10年,本科,"3GPP
5G/6G
MATLAB/C
R16/R17
GGE
WCDMA
LTE/NR",中仪科技(成都)有限公司,电子/半导体/集成电路,100-299人,"职位描述
3GPP5G/6GMATLAB/CR16/R17GGEWCDMALTE/NR
一、岗位职责
1、3GPP 5G/6G协议解读；
2、负责公司底层算法的设计、仿真与验证；
3、使用Matlab/C进行算法建模及其测试；
4、跟踪3GPP R16/R17 5G标准化进展、预判未来5G标准化演进方向；
5、根据3GPP中提供的4G/5G算法，在Matlab中建立模型，并根据需要做出适当调整，获得预期的结果。输出算法设计说明，方便下游角色迅速转化为嵌入式软件或FPGA逻辑代码。
6、根据产品需求提出算法需求完成算法设计与仿真。
二、任职要求
1、本科以上学历，通信、电子信息工程等相关专业毕业；
2、从业经验5年以上；
3、熟悉GGE/WCDMA/LTE/NR无线业务，熟悉3GPP协议；
4、深入理解无线通信原理，精通通信数字信号处理、调制/解调，上/下变
频，数字滤波器；
5、熟练使用Matlab进行算法仿真，熟悉4G/5G Simulink工具箱使用；
6、可以根据仿真工具，调整相关参数，优化通信系统性能；
7、CET-6以上、较强的英文读写能力，能熟练阅读英文的技术文档。
三、上班时间
周一至周五早上9:00-下午18:00，周末双休，五险一金
职位福利：五险一金、绩效奖金、带薪年假、定期团建、年底双薪、餐补、大牛带队、周末双休",2023-12-28,智联
算法,成都-双流,9k-12k,1-3年,本科,"Python
缺陷检测
智能机器人
视觉图像算法
图像处理
图像检测识别
PyTorch
OpenCV",诺比侃人工智能科技(成都)股份有限公司,"人工智能,人工智能,计算机软件",300-499人,"职位描述
Python缺陷检测智能机器人视觉图像算法图像处理图像检测识别PyTorchOpenCV
您最关心的工作内容：
1. 负责图像处理、计算机视觉、机器学习等技术在异常检测领域的研究与应用。
2. 负责图像处理分析算法的研究、设计与开发。
3. 负责参与产品需求设计，结合实际需求，提供全面的技术解决方案。
4. 跟踪机器学习领域前沿技术方向的最新进展，图像识别方向。
您需要具备相关技能：
1. 大学本科及以上学历，计算机、铁路交通、信息工程等专业优先，本科及以上学历优先。
2. 熟悉计算机视觉、图像处理等相关技术，实际参与过图像缺陷检测处理相关项目并实现过相关算法的优先。
3. 优秀的编程能力openCV, 熟悉常见的数据结构和算法。
4. 熟悉Linux开发环境和常用开发工具。
5.良好的沟通能力和团队协作精神，较强的主动性和责任心，能够自我驱动，不断学习。
6. 较强的文献阅读和理解能力，良好的逻辑思维、良好的技术视野和深度，对前沿技术的实际应用有浓厚兴趣。",2023-12-19,智联
高级算法工程师,成都-龙泉驿,16k-25k,1-3年,硕士,"人体识别
GAN
视觉图像算法
运动控制算法
模式识别
Python
OpenCV",成都泰盟软件有限公司,"计算机软件,IT服务,电子/半导体/集成电路,计算机硬件",300-499人,"职位描述
人体识别GAN视觉图像算法运动控制算法模式识别PythonOpenCV
一、岗位职责：
1、负责对公司现有的图像、信号处理算法类产品进行维护和优化；
2、调研相关的传感器信号、计算机视觉前沿算法并将之优化、部署到实际产品之中；
3、评估和测试算法可行性及算法运行效果，根据实际需求进行分析改进；
4、撰写项目相关算法设计和开发文档。
二、任职要求：
1、硕士及以上学历，数学、计算机、软件等相关数据计算类专业，
2、有扎实的数理基础，熟悉常见的数据结构与算法；
3、熟练使用python，有一定的C/C++基础，有CUDA编程硬化经验更佳;
4、熟悉OpneCV, 熟悉Scikit-learn, TensorFlow、PyTorch等一种或多种学习框架；
5、熟悉常见的神经网络结构，如ResNet、MobileNet及YOLO系列等；
6、具有模型的蒸馏、剪枝、量化，并成功部署到边缘计算设备项目经验的优先；
7、有脑电、心电、肌电、血压、血氧，心率、血氧、血压、运动识别相关经验者优先；
8、有GNN图卷积网络、人体姿态估计、知识图谱完整性项目经验优先。",2023-12-27,智联
高级算法工程师,成都-武侯,12k-18k·15薪,5-10年,硕士,Java,民航成都电子技术有限责任公司,"电子/半导体/集成电路,通信/网络设备",500-999人,"职位描述
Java
岗位职责：
1.负责开展民航机场业务前沿技术探索、关键技术选型、算法模型设计工作。
2.研究关键算法（如运筹优化、预测分析等），指导开发人员实现算法程序，落地应用到工程产品中。
任职要求：
1. 计算数学、应用数学、运筹优化、计算机等相关专业; 硕士及以上学历;
2. 熟悉常见运筹优化模型，如网络流、TSP、VRP、选址、排产排程等;
3. 熟练掌握C++/JAVA/Scala/Python中一门编程语言，熟练应用gurobi/Cplex/SciPy/OR-Tool中的一种工具;
4. 具有一定的工程化基础，能对模型、算法、场景进行一定的抽象和标准化，有代码封装的能力;
5. 具有较强沟通能力，学习能力、自我驱动能力、责任感和团队协作能力;
6. 具有开发启发式算法求解大规模优化问题者优先。
民航成都信息技术有限公司成立于2014年，全面继承了中国民用航空局第二研究所的国企性质，及20年来在民航机场信息化建设领域的产品、经验、人才、市场积淀，所提供的信息产品和技术服务广泛应用于国内运输机场。公司软件研发能力通过了CMMI-5认证，取得了国家高新技术企业称号，通过了四川省企业技术中心认定，荣获成都市武侯区重点优势企业、纳税大户等称号。
主营产品均为拥有自主知识产权的各类民航领域专业信息系统软件，产品覆盖了民航机场旅客保障和航班保障两条业务主线，广泛应用于广州白云国际机场、深圳宝安国际机场、重庆江北国际机场、贵阳龙洞堡国际机场、等众多国内大中型机场，并先后在亚非拉等数十个国家参与援建项目。
技术岗十五薪；在按照国家相关规定缴纳六险一金外，另行购买团体意外、补充医疗保险和雇主责任险；并享受带薪年假及其他各类休假；出差休整假、长期出差直系亲属现场探视或补贴；工作日免费午餐、免费班车；员工生日、结婚、子女出生慰问；员工生病住院慰问；家庭困难补助；节日慰问等；党组织、团组织、工会组织、兴趣社团等福利。
职位福利：交通补助、绩效奖金、餐补、工会福利、在岗培训、七险一金、多次晋升机会",2023-12-19,智联
高级算法工程师,成都-武侯,20k-30k,3-5年,硕士,"矩阵类型数据
图像处理算法",万众壹芯,"医药制造,电子/半导体/集成电路,医疗设备/器械,检测/认证",100-299人,"职位描述
矩阵类型数据图像处理算法
岗位职责:
1. 负责基因测序仪测序信号分析软件算法，包括电子信号识别和提取、参数估计、最优化；
2. 对测序信号进行增强、分割、过滤等，转换成量化的碱基信号；
3. 根据测序信号的特征分析和建模，开发相关数据分析方法及软件；
4. 负责算法的研发和维护，包括方案设计，编程，调试和修订；
5. 与信号测试团队协调合作，提升原始数据质量以及算法准确率；
6. 相关算法的专利交底材料的书写；
7. 与公司其他技术部门进行及时的技术沟通，推进产品集成和整合；
8. 完成领导交办的其他工作
任职要求:
1. 信号与系统、自动化、计算机、电子工程、数学、统计、生物信息、物理等相关专业硕士或以上学历；
2. 3年以上相关工作经验；
3. 对CNN、RNN等深度学习算法有深入理解和研发经历，对矩阵类型数据分析，如图像处理算法有经验者优先考虑；
4. 精通一种或多种编程语言/工具，包括但不限于C/C++、python、R、shell、Matlab；
5. 熟悉常用算法设计，良好的编程习惯；
6. 有较好的英文阅读和书写能力；
7. 相关行业经验，如医疗影像、显微成像、超分辨成像经验优先考虑；
8. 对生物序列数据分析有经验者优先考虑；
9. 懂得医疗器械质量体系及法规者优先；
10. 具备强烈的责任心与良好的团队合作精神及学习能力
职位福利：五险一金、加班补助、定期体检、节日福利、每年多次调薪、周末双休",2023-12-14,智联
信息化建设研究员,成都-温江,15k-20k,3-5年,硕士,"C++
Python
C语言
AI算法
智慧公安",恒信人力,"社团/组织/社会保障,专业技术服务",10000人以上,"职位描述
C++PythonC语言AI算法智慧公安
岗位职责：
1. 对正在建设的云控警务通APP（智慧公安应用）进行进一步升级，建设突发事件处置平台；
2. 完善感知源信息采集设备部署，结合感知源建设现状，对感知源布点工作进行查漏补缺；
3.建设人工智能（AI算法）整合平台，将各个公司的人工智能（AI算法）进行统一调用更好的满足公安业务的需要。
专业及学历要求：
计算机、人工智能及相关专业，硕士研究生及以上学历，并具有相对应学历的学位证书。国境外留学人员，应出具教育部留学服务中心认证学历、学位。
其他要求：
1.年龄在40岁（1983年11月13日及之后出生）及以下；
2.在分布式海量数据存储及处理技术、人工智能、分布式数据库系统技术、大规模分布式并行数据处理技术、视频智能分析技术和计算机网络及工程领域有特长或研究成果，熟练使用C、C++以及Python编程语言；
3.在人工智能领域有3年及以上研究经验；
4.有良好的职业素质和团队精神及沟通协调能力。
工资待遇:
年薪20万-35万，按相关规定购买五险一金。",2023-12-31,智联
AI算法工程师,杭州-余杭,20k-30k,经验不限,本科,"TensorFlow
自然语言处理
NLP
Transformer",诚迈科技,,无,"职位描述
TensorFlow自然语言处理NLPTransformer
岗位职责
1. 负责大模型、AIGC内容安全的优化工作，优化内容审核模型，制定和完善内容安全策略，及时修复线上的安全漏洞；
2. 安全漏洞处理：根据线上负反馈与抽检的badcase，对内容安全策略进行优化，对线上业务内容安全badcase优化闭环；
3. 内容安全策略制定：综合考虑舆情、时事政策、用户反馈等数据，利用数据分析、数据增强、语义相似度、知识增强等技术制定和优化内容安全策略；
4. 内容安全策略评测：通过设计测试用例，自动化评测安全策略的有效性，指导安全策略的优化。
5. 跟进舆情与法律监管最新要求，参与制定和完善内容安全标准和规范
6. 调研跟踪行业内容安全方案，尝试并落地到工作当中。
任职要求
1. 计算机、数学、统计、数据分析、大数据、AI安全等相关专业，本科及以上学历
2. 具备数据分析能力，掌握Python，熟练使用pandas等数据分析的库，精通正则表达式，具有一定的数据分析、数据挖掘的经验；
3. 具备良好的测试思维，可以举一反三地设计完备的测试用例，能对内容安全策略进行质量检测；
4. 具有良好的沟通能力与团队协作精神，主观能动性强，做事细心靠谱；
5. 有内容审核、AI安全能力工作经历者优先。",2023-12-28,智联
AI算法工程师,杭州-余杭,25k-30k,3-5年,本科,"舆情分析
文本分析
舆情监控",南京瑞仕登人力资源有限公司,人力资源服务,100-299人,"职位描述
舆情分析文本分析舆情监控
岗位职责：
1. 负责大模型、AIGC内容安全的优化工作，优化内容审核模型，制定和完善内容安全策略，及时修复线上的安全漏洞；
2. 安全漏洞处理：根据线上负反馈与抽检的badcase，对内容安全策略进行优化，对线上业务内容安全badcase优化闭环；
3. 内容安全策略制定：综合考虑舆情、时事政策、用户反馈等数据，利用数据分析、数据增强、语义相似度、知识增强等技术制定和优化内容安全策略；
4. 内容安全策略评测：通过设计测试用例，自动化评测安全策略的有效性，指导安全策略的优化。
5. 跟进舆情与法律监管最新要求，参与制定和完善内容安全标准和规范6. 调研跟踪行业内容安全方案，尝试并落地到工作当中。
岗位要求：
1. 计算机、数学、统计、数据分析、大数据、AI安全等相关专业，本科及以上学历
2. 具备数据分析能力，掌握Python，熟练使用pandas等数据分析的库，精通正则表达式，具有一定的数据分析、数据挖掘的经验；
3. 具备良好的测试思维，可以举一反三地设计完备的测试用例，能对内容安全策略进行质量检测；
4. 具有良好的沟通能力与团队协作精神，主观能动性强，做事细心靠谱；
5. 有内容审核、AI安全能力工作经历者优先。",2023-12-28,智联
nlp算法工程师,杭州-余杭,20k-30k,经验不限,本科,Python,软通动力信息技术(集团)股份有限公司,,无,"职位描述
Python
岗位职责
1、负责日程、自动化等智能体相关的业务开发工作
2、参与业务落地过程中的策略开发和数据开发。
3.参与业务模型的端侧化落地
4.责任心强，有良好的沟通协作能力；积极向上、乐于学习新技术；
任职要求
1.本科及以上学历，计算机、人工智能、大数据、等相关专业；
2.有扎实的编程能力，优秀的工程能力和良好的编码习惯，熟悉Python，Java或其他编程语言.
3.熟悉机器学习、深度学习活大语言模型应用，
4.有以下经验之一者优先：
1）熟悉大语言模型训练、微调或者应用；
2）有多项模型或者算法优化在移动产品的应用经验，有端智能算法实际应用优先",2023-12-31,智联
