岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
NLP算法工程师,杭州-临平,18k-35k,5-10年,硕士,"NLP
LLM
智慧医疗
算法",重庆爱永星辰标准医药服务有限公司,"专业技术服务,社团/组织/社会保障,专业技术服务",100-299人,"职位描述
NLPLLM智慧医疗算法
岗位职责：
作为算法工程师，负责医疗健康大数据平台中的NLP、知识图谱算法和NLP相关应用模块研发，利用前沿NLP、LLM算法和技术：
1.进行医疗相关的报告、病历等专业领域文本的自动总结、生成；
2.将医疗领域的病历、文书等文本数据进行结构化，抽取其中的关键字段、信息；
3.基于医疗文本、结构化数据构建生物医药领域的知识图谱，并进行图谱推理等相关应用的落地和研究，应用于医生信息服务、精准医学、新药物研发等领域和场景；
4.其他创新的NLP、知识图谱相关的应用和技术创新工作，包括但不限于大模型的微调、改进、创新应用；并进行技术创新和积累，提交专利、发表会议/期刊论文。
任职要求：
1.教育背景：具有计算机、自动化等相关学科领域的硕士/博士学位；
2.知识与技能：熟练掌握深度学习基本算法、NLP领域前沿算法，能根据项目需求将前沿算法和模型落地到项目应用中，紧跟领域前沿进行算法和应用创新；熟练使用python进行数据整理，熟练使用pytorch等框架和模型开发、训练；
3.工作经验：具有NLP相关领域的应用、研究经验和项目经验，在该领域发表过相关论文者优先；
4.能力模型：具有较好的工程和动手能力，将前沿算法落地项目需求；良好的学术英文读写能力，能将应用落地和算法创新撰写为相关领域论文；
5.其他要求：乐观积极，有良好的自驱力，良好的沟通和团队融合能力，责任心强。
6.薪酬：18K-36K，具体面议。",2024-12-30,智联
软开/软测/Ai技术开发/AI算法工程师,杭州-滨江,18k-35k·14薪,经验不限,本科,"Python
C++
Java",外企德科,,无,"职位描述
PythonC++Java
岗位优势：
双休、全额六险一金、14-16薪、每年1-2次升职调薪机会、带薪年假、试用期不打折、一年后可转岗正编、有大佬导师带教、有适应期
岗位地域：
上海、南京、北京、深圳、杭州、南京、西安、成都、武汉、东莞
岗位类别：
Java、测试、C++、C、嵌入式操作系统、前端、安卓、iOS、大数据开发等
可匹配的项目：存储、云计算、人工智能、智能驾驶、音视频、实验室、芯片、BPIT等
工作时间：弹性打卡，周末双休，每天早上9点上班，12-2点午休2小时，提供免费夜宵，周三周五家庭日，月末最后一个周六上班双倍加班费。
通用岗位要求：
1、本科及以上学历，计算机、软件、通信等相关专业优先；
2、热爱编程，基础扎实，熟悉掌握但不限于C++/C/Python/java/JS/GO等编程语言中的一种或数种，有良好的编程习惯；
3、具备独立工作能力和解决问题的能力、善于沟通，乐于合作，热衷新技术，善于总结分享，喜欢动手实践；",2024-12-30,智联
AI算法工程师（人工智能）,杭州-西湖,20k-30k,1-3年,本科,"知识图谱
机器学习
数据挖掘
NLP",浙商期货,"证券/期货,证券/期货",500-999人,"职位描述
知识图谱机器学习数据挖掘NLP
(1) 负责自然语言处理、语义分析、信息抽取、人机对话模型等算法研究和技术实现；
(2) 构建期货知识图谱，包括本体模型构建、实体抽取、实体链接、关系抽取、知识推理等；
(3) 基于知识推理，实现针对业务规则需求的应用服务开发；
(4) 实现知识图谱大规模存储、管理、高效查询与挖掘分析；
任职要求：
(1) 计算机本专业科以上学历，自然语言相关开发经验2年以上，熟练掌握机器学习、数据挖掘、NLP、检索模型等领域的基础理论和方法；
(2) 熟练掌握Pytorch、Tensorflow等深度学习服务框架，了解RNN、LSTM、BERT等语义处理及相似模型计算；具备相关领域设计经验及大规模场景下性能问题的解决能力；
(3) 具备刻苦、专研精神，对知识图谱领域应用感兴趣；
(4) 具备智能投研、智能问答、智能推荐等实际项目经验的参与者优先。
职位福利：五险一金、交通补助、餐补、带薪年假、定期体检、高温补贴、节日福利",2024-12-25,智联
高级算法工程师,杭州-余杭,30k-45k·16薪,5-10年,本科,"Java
C++
机器学习算法
广告算法
数据挖掘",永亿(广州)网络科技有限公司,企业服务,100-299人,"职位描述
JavaC++机器学习算法广告算法数据挖掘
工作职责
1参与并负责短视颁直APP的算法，包括短视频直播场景下的用户理解、个性化推荐、用户增长、营销投放、主播和商家生态构建等核心能力建设:
2参与规划短视频直播场景的内容分发算法设计，提升流量匹配的效率和用户粘性，建设主播生态体系，满足业务的快速法代
3.参与规划PUSH个性化触达、用户拉新等用户增长引擎的产品和技术方案，推动供给侧和消费侧用户增长;
4.参与规划基于短视频直播场景的营销投放系统设计，提升流量变现的效率，建设商家生态体系，满足业务的快速迭代
任职要求
1.计算机、统计等相关专业本科以上学历;
2.3年以上推荐系统、在线广告系统、机器学习、计算机视觉、数据挖掘等相关领域研究及实践经验
3.熟练学握Java/C++/Python中至少一门语言。",2024-12-01,智联
AI算法工程师（Python，2024届）,杭州-临安,8k-16k,经验不限,本科,Python,浙江众合科技股份有限公司,"IT服务,计算机软件,客运服务",1000-9999人,"职位描述
Python
岗位职责:
1、设计、开发和优化基于人工智能技术的算法和模型，以解决公司业务和项目中的复杂问题。
2、进行深入的数据分析和处理，提取有效特征，构建高性能的机器学习模型，并进行模型训练和评估。
3、负责研究最新的人工智能技术和算法，并将其应用于现有项目中，以保持公司在技术上的领先地位。
4、参与团队协作，与软件工程师、数据工程师等合作，共同推动项目的进展和成果的实现。
5、参与技术文档的编写和整理，记录算法设计、实现及实验结果，确保项目的可追溯性和可复现性。
任职要求:
1、本科及以上学历，计算机科学、人工智能、数学等相关领域。
2、扎实的数据结构与算法基础，熟练掌握Python或其他相关编程语言。
3、具备深度学习、神经网络等相关领域的实际项目经验者优先。熟悉常用的机器学习框架，如TensorFlow、PyTorch等。
4、熟悉大语言模型及相关技术者优先。
5、出色的问题解决能力、沟通能力和团队合作精神。",2024-12-28,智联
算法工程师,杭州-滨江,20k-35k·14薪,经验不限,硕士,C++,光科芯图(北京)科技有限公司,电子/半导体/集成电路,20-99人,"职位描述
C++
【主要职责】
1. 针对计算软件技术需求，设计、开发并优化高性能的算法。
2. 深入研究集成电路领域的最新进展，为公司技术方向提供建议和方案。
3. 结合市场趋势和客户需求，优化现有算法，提高软件效率与稳定性。
4. 与开发团队紧密合作，将算法研究成果转化为软件产品。
5. 负责研究项目的整体架构和详细设计，并保持其领先性。
6. 发表高质量的研究论文，参与国际学术会议，加强行业影响力。
职位要求：
1. 硕士以上学历，专业背景为数学、物理、计算机科学或相关领域；包括不限于基础数学、计算数学、应用数学、运筹学与控制论、理论物理、凝聚态物理、光学、无线电物理、计算机系统结构、计算机软件与理论、计算机应用技术、力学-固体力学、力学-流体力学、化学-物理化学、天文学-天体测量与天体力学、大气科学-气象学、地球物理学-固体地球物理学、光学工程、材料学、电气工程-电工理论与新技术、信息与通信工程-信号与信息处理 ；2. 至少具有3年以上的相关算法研究和开发经验；包括不限于【优化算法、图形计算、图像计算、光学模型计算、PDE、矩阵、有限元等】算法有深入的了解和研究经验；具备【复杂系统数值算法设计及模拟经验】，例如电磁场、流体力学或热传导模拟、成像仿真等；3. 精通编程，必选【C/C++/fortran】，可选【python/matlab/mathematica/其他】;4. 熟悉并行编程环境，可选【MPI/OpenMP/OpenACC 等】；
5. 熟悉自己所在行业领域的工业软件和数值算法；
6. 实现算法并评估性能，执行数据驱动的优化和调优；
7. 通过在集群上分发或移植到 GPU 来加速代码；",2024-12-26,智联
算法工程师,杭州-西湖,25k-50k·16薪,经验不限,硕士,,支付宝(杭州)信息技术有限公司,"互联网,互联网",10000人以上,"职位描述
期望层级：P5、P6、P7
工作地点：杭州、上海
岗位描述：
1.探索新AI时代的新型内容风控能力体系，搭建大模型安全和内容风控大模型技术体系；
2.参与AIGC内容风险防控相关能力建设、包括但不限于AIGC风险识别、知识抽取、实体识别、知识图谱（知识增强）、检索匹配、提示词prompt改写、检索增强等技术方案的设计，在大模型、智能助理等场景落地；
3.基于深度学习、AIGC等技术，对现有内容风控能力体系进行改建和升级；
4.4、关注AI安全和大模型相关的前沿技术和发展动态，拓展业务应用。
●
岗位要求:
1.具有AI安全、大模型安全、红蓝对抗、内容风控领域相关工作经验优先；
2. 计算机、电子等相关专业背景；具备扎实的机器学习基础和较强的学习能力；
3.熟悉Tensorflow、PyTorch相关深度学习算法框架，有相应的模型设计和实现经验；
4.具备良好的沟通、协作能力；有大模型、多模态、对抗学习相关工作优先；
5.在机器学习/CV/NLP/人工智能相关领域会议或期刊（如ICML、CVPR、ICCV、ECCV、AAAI、ACL、EMNLP等）发表过论文或者有竞赛经验者优先。
●
联系方式: *********************** vx:***********
薪资面议",2024-12-26,智联
AI算法工程师（C/C++，2024届）(002093),杭州-临安,10k-18k·15薪,经验不限,硕士,C++,浙江众合科技股份有限公司,"IT服务,计算机软件,客运服务",1000-9999人,"职位描述
C++
岗位职责:
1、负责选择合适的人工智能算法，并进行平台移植和优化；
2、开展AI相关应用算法研究，如故障模态识别，老化识别，突发事件推理等等
任职要求:
1、硕士学历，计算机，人工智能等专业
2、熟练掌握常见人工智能算法原理，如大模型，各类神经网络和智能算法等；
3、精通C/C++语言和数据结构，能够开展AI算法开发、移植和优化调试；
4、精通常见AI软件工具，能够运用工具开展算法运用",2024-12-26,智联
Java开发（AI算法方向）,杭州-滨江,20k-30k·14薪,3-5年,本科,"后端开发
AI应用
算法",上海恒生聚源数据服务有限公司,"IT服务,证券/期货",500-999人,"职位描述
后端开发AI应用算法
职位描述：
1、负责产品技术方案设计和核心模块开发工作
2、负责AI应用核心模块的工程化；
3、负责算法的优化及性能调优；
任职要求：
1. 精通Java语言，Java基础扎实，熟练掌握IO、多线程、集合等基础框架，统招本科及以上学历，3年及以上工作经验；
2. 熟练使用主流框架（如：Spring/SpringBoot、SpringMVC、Dubbo等），并至少对其中一个的机制和核心代码有较深入的认识和理解；
3. 拥有较强的算法工程化能力；
4. 针对文件的富文本化经验是加分项；
5. 掌握常用的数据结构和设计模式，具备一定的系统分析与设计能力；
6. 责任心强，思维严谨，学习能力强，具有良好的计划、沟通、协作和抗压能力。",2024-12-13,智联
nlp算法工程师,杭州-余杭,16k-22k,经验不限,大专,"BERT
Python
LLM",深圳市法本信息技术股份有限公司,"计算机软件,互联网,IT服务",1000-9999人,"职位描述
BERTPythonLLM
业务方向往AI方向靠，不是直接做算法，是调用阿里云的算法
业务场景：自动填表、拍照自动生成、知识库的问答、偏工程
岗位描述
1. 负责将 AI 能力落地应用于实际场景；构建建筑设计、工程管理、园区运营的相关垂直领域能力；
2. 使用大模型，进行文档处理，知识库构建，工具辅助；
3. 主要使用当前的模型能力，并进行场景扩展，调优；
4. 与产品团队合作，理解业务需求并将算法应用于实际产品中；
5. 进行算法性能评估和调优，确保系统的稳定性、可靠性和可扩展性；
6. 与其他研发同事合作，推动算法的业务落地。
岗位要求
1. 学历要求：计算机科学、数学或相关专业大专及以上学历。
2. 具备良好的问题解决能力，能够独立分析和解决复杂问题。
3. 具备良好的团队合作精神，能够与不同领域的团队成员进行有效沟通和协作。
4. 具备扎实的编程能力，熟悉 Python 编程语言，常用项目框架django，fastapi等；熟悉 LLM 工程应用、微调框架，langchain 等；
5. 有项目部署管理经验优先；如docker 镜像管理流水线部署，线上环境搭建，工程应用监控，系统资源性能分析优化；
6. 了解常见的机器学习和深度学习算法，大模型相关算法；
7. 熟悉自然语言处理（NLP）相关工具和技术优先，如NLTK、Stanford NLP、BERT；
8. 有文本抽取、分类、实体识别等NLP任务的经验者优先考虑。",2024-12-19,智联
数据标注/AI算法训练实习生,杭州-余杭,"
          140-200元/天
          ",经验不限,大专,"语音标注
音频标注",北京知存科技有限公司,,无,"职位描述
可转正实习证明语音标注音频标注
实习满3个月,提供实习鉴定盖章服务。工作优秀可申请转正
工作职责
1. 负责语音，运动健康，图像、视频、文字等数据采集、标注、清洗及分类等工作；
2. 快速理解数据处理相关任务需求，及时反馈问题；
3. 根据反馈改进结果质量和进度；
4. 对数据进行简单的统计、分析，出现问题能够及时解决。
任职资格
1.大专及以上学历,计算机科学，电气，控制，电子等相关专业；
2. 熟悉python等至少一门编程语言，有较好的电脑操作基础，能熟练使用办公软件,了解基本的测试流程；
3. 有数据标注类工作经验者优先,会使用万用表，示波器优先。",2024-12-29,智联
算法工程师,杭州-萧山,15k-25k,1-3年,硕士,"PyTorch
Theano
PaddlePaddle",江苏瞭望神州大数据科技有限公司,计算机软件,100-299人,"职位描述
PyTorchTheanoPaddlePaddle
岗位职责：
1、方向一：负责CV算法/空间定位算法的技术研究、原型验证、商业落地；具备良好的数理基础，熟悉SLAM方向斜射测量、雷达测距等定位算法
2、方向二：负责AIGC/NLP AI应用软件版本的需求分析、特性设计及开发验证；熟悉常用数据处理和数据分析方法，有一定的统计学基础，熟练使用pandas、numpy等进行数据处理，具备大数据处理相关经验；
任职要求：
1.计算机、数学、统计学等相关理工科专业，具有地理信息系统专业背景优先；
2.具有软件开发1年以上经验，熟悉Python、C++至少一种编程语言，熟悉Linux，具备扎实的编程基础和良好的编程习惯；
3.熟练使用torch、tensorflow/keras/caffe等进行机器学习或者深度学习算法处理；
4.具有良好的英文阅读能力
工作地点在萧山区或余杭区",2024-12-26,智联
nlp算法工程师,杭州-上城,20k-35k·14薪,经验不限,本科,"语义分析
信息抽取
智能客服
深度学习
C++
C语言
NLP",安徽百得思维信息科技有限公司,,无,"职位描述
语义分析信息抽取智能客服深度学习C++C语言NLP
任职资格:
1、具备计算机或统计、人工智能相关专业背景或相关工作经验;
2、具备良好的计算机、数据结构、机器学习、自然语言处理等理论知识;具备较好的计算机编程能力，熟练掌握Python编程;
3、熟悉常见深度学习算法和理论，熟练掌握先进的NLP模型如Transformer、BERT、GPT、InstructGPT等;熟练掌握至少一种常见的深度学习框架(Pytorch、TensorFlow等);熟悉NLP模型大规模分布式训练过程。
4、熟悉LLM如讯飞星火的理论知识、训练过程、应用范围以及Prompt调优手段;
5、擅长将算法实际应用的表现抽象出研究问题，并具有一定分析和解决实际问题的能力:
6、从事过自然语言处理、智能语音、计算机视觉等相关方向的研究或开发工作，包括研究论文发表研发项目经历等;
工作职责:
、参与部门NLP系统建设，包括：数据平台、训练平台、文本分类、文本生成、命名实体识别、关系抽取、LLM、Prompt工程等方向的设计和研发工作；
2、参与部门NLP模型大规模分布式训练的方案设计、训练、调优工作；
3、参与客户需求分析和对接，根据客户需求完成NLP系统整体解决方案设计、研发和落地；
4、参与NLP系统的数据分析工作，评估算法效果并进行持续优化改进。",2024-12-20,智联
算法工程师,杭州-滨江,15k-25k,经验不限,本科,,河南爱收入科技有限公司杭州分公司,人力资源服务,100-299人,"职位描述
职责描述：
1、研究最新LLM的优缺点，结合业务场景进行选型；
2、基于LLM与知识库搭建插件；
3、基于LoRA和QLoRA等算法，对现有大模型进行进行pr-train、fine-tune、RLHF等；
4、研究图片、视频AIGC，基于业务场景进行改进；
任职要求:
1、大学本科及以上学历，计算机、通信、数学、统计、自动化等电子相关专业；
2、有扎实的编程基础，调试能力；
3、数学知识扎实，有一定机器学习基础；
4、逻辑思路清晰，工作认真负责，有进取心、钻研精神，善于思考，较强的分析和解决问题能力；团队协作精神；有较强的自驱力；
5、良好的学习和研究能力，能够独立查阅英文文献；",2024-12-22,智联
图形学算法工程师,杭州-上城,15k-30k,3-5年,本科,"C语言
C++
机器人
人脸识别产品",浙江省公众信息产业有限公司,"计算机软件,IT服务",1000-9999人,"职位描述
C语言C++机器人人脸识别产品
岗位职责
1、计算机图形学专业、数学专业等相关专业，本科及以上学历；
2、有两年及以上的图形算法工程师工作经验；
3、熟悉 Opengl,vulkan,ThreeJS、熟悉 C++、STL 泛型编程；
4、熟悉常用的图形算法，具备良好的算法分析和设计能力；
5、喜欢数学，有数学建模的经验；
6、熟悉 3D 拓扑结构；
7、有多边形三角网格数据处理 , 点云数据处理等相关算法的研究经验者优先。
岗位要求
1、负责轻量化3d引擎的模块实现和验证
2. 负责图形算法的调研分析和文档编写；
3、负责图形算法的可行性验证；
4、负责图形算法的Demo开发；
5、负责图形算法模块代码编写、测试和维护。",2024-12-26,智联
高级算法工程师,杭州,薪资面议,1-3年,硕士,搜索算法,,,无,"职位描述
搜索算法
负责淘工厂私域搜推算法",2024-12-15,智联
人工智能算法工程师,上海-浦东,20k-25k·13薪,3-5年,本科,"视觉图像算法
自然语言处理
机器人算法
视频算法
搜索算法
推荐算法
PyTorch
Theano
Caffe",东方希望,,无,"职位描述
视觉图像算法自然语言处理机器人算法视频算法搜索算法推荐算法PyTorchTheanoCaffe
一、岗位职责
1、负责大型重化工企业APC智能预测等项目的算法研究和开发；
2、分析工厂生产数据，设计和实现基于机器学习和数据挖掘算法的预测模型；
3、利用历史数据进行特征提取、数据清洗和预处理；
4、设备控制参数生成算法的实现，主要包括基于深度学习、强化学习的设备运行参数生成及相关结果预测。
5、运用回归分析、时间序列分析、神经网络等算法，构建高效准确的预测模型；
6、针对预测结果进行评估、优化和改进，提高预测精度和可靠性；
7、与大数据工程师、工艺工程师和系统工程师合作，将算法模型应用到实际生产环境中；
8、GPT大模型的与工业场景的研究和落地。
二、任职要求
1、本科学历及以上、计算机科学、数据科学、统计学、数学或相关专业、3-5年工作经验；
2、精通Python语言及其常用库，如NumPy、Pandas、Scikit-learn等；
3、具备深入理解机器学习算法的能力，熟悉回归分析、时间序列分析、神经网络等算法；
4、具有大型工业企业数据分析和建模经验，特别是在APC智能预测领域者优先；
5、熟悉数据处理和特征工程技术，有数据清洗、特征提取和转换的实践经验；
6、有机器学习平台的使用经验，如TensorFlow、Caffe 、Keras、PyTorch等；
7、熟悉数据库查询语言（SQL），能够熟练编写复杂查询；
8、具备良好的沟通能力和团队合作意识，能够有效与不同部门协调合作；
9、对大型重化工企业APC智能预测方向有浓厚的兴趣，并具备相关行业知识者优先；
10、具备快速学习新技术和解决问题的能力，对持续学习和创新有追求。
三、福利待遇
1、基础保障：五险一金缴纳、综合月薪+约定年终奖金、探亲补助、特岗补助、出差津贴等；
2、身体检查：公司为员工定期组织健康体检；
3、三餐食堂：集团总部设有员工食堂为您提供可口饭菜；
4、节日休假：按国家规定享受年休假、婚假、产假等各类假期；
5、员工活动：公司不定期举行组织多样化活动（职业发展培训、知识座谈会、节日晚会、文体比赛、生日会、外出旅游、社会公益活动等）；
6、爱心基金：集团设有爱心基金、用来援助突发事件、重大疾病、长期医疗事件造成经济困难的员工及家人；
7、集团实行有竞争力的薪酬政策、量才录用、量才计薪、拥有完整的人才发展体系进行技术职能双发展通道。
四、关键信息
1、工作时间：上海总部实行5.5工作制（周一至周五及周六上午半天）、早8：30~晚18：00（午休1个半小时）
2、上海地点：上海市浦东新区世纪大道1777号东方希望大厦一楼",2024-12-22,智联
算法工程师（高性能计算方向）,上海-浦东,30k-50k·14薪,3-5年,硕士,,上海辉智人力资源有限公司,人力资源服务,20-99人,"职位描述
工作内容：
1.参与算法核心库及平台的持续迭代优化，编译优化和工程化
2.分析算法落地的性能瓶颈，设计合理且高效的优化方案，推动算法落地.
3.负责深度优化核心计算库，异构框架开发，矩阵、卷积、时频域处理等常用计算库优化；
4.负责算法性能评估和分析，制定技术规划和性能标准，关键竞争力补齐
任职要求：
1.熟悉常用图像视觉计算库及深度学习推理计算库
2.精通c/ c++，精通算法与数据结构
3.熟悉计算机体系结构，具备良好的并行计算基础，熟悉ARM、X86等体系架构指令集
4.有NEON、SSE、AVX、GPU、NPU并行加速经验者优先
5.有过多核多线程或异构计算开发经验者优先",2024-12-23,智联
算法工程师（知识图谱）,上海-青浦,20k-40k,3-5年,硕士,自动问答,圆通速递有限公司,,无,"职位描述
自动问答
岗位职责
1、设计、开发、优化和维护知识图谱技术，包括但不限于实体识别、实体链接、关系抽取等。
2、参与构建知识图谱平台，提升算法实现与效果优化效率。
3、追踪学术界、工业界在知识图谱领域最新的研究进展，并进行预研和应用探索。
4、参与知识图谱平台的大规模数据处理和模型训练，并对性能进行优化。
5、与团队协作，将高级知识图谱技术集成到公司的产品和服务中，并支持其部署和运维。
任职要求
1、计算机科学、数学、统计学或相关领域的硕士及以上学历。
2、精通Python, RDF和OWL等知识表示语言，熟悉常用的知识图谱平台和技术如DBpedia和Freebase等，有知识图谱实际项目落地经验2个以上。
3、精通知识抽取、知识融合和知识推理等基本算法和流程，有深度学习相关经验。
4、熟练掌握TensorFlow, PyTorch等深度学习框架，有实际算法实现与调优经验。
5、有在NLP领域应用深度学习算法解决实际问题经验。",2024-12-22,智联
AI算法工程师,上海-闵行,16k-20k·13薪,经验不限,本科,"C语言
Python
机器视觉
图像算法
音视频算法",极橙齿科,"卫生服务,卫生服务",300-499人,"职位描述
C语言Python机器视觉图像算法音视频算法
职责：
使用开源框架和算法，进行AI算法设计与开发。
结合公司的现有数据，构建可快速上线的人工智能算法。
对模型进行工程化，适配部署算法到相关硬件。
提高预约、诊断、病历书写、回访等业务流程的效率。
要求：
计算机科学或相关领域的学士或硕士学位，应届毕业生或拥有1年左右的工作经验。
熟悉主流机器学习、深度学习相关算法和框架。
有分析和解决问题的能力，具备良好的算法工程能力，熟悉 Python和C语言开发。
具备CV（计算机视觉）、ASR（语音识别）或者NLP（自然语言处理）的实际项目经验。有CV方向项目经验优先。
具备良好的英文读写能力，能够流畅阅读英文文献；
对利用AI技术提升工作效率有强烈的内在驱动力，并愿意在不同领域进行学习和探索。
注意！请在投递简历时着重介绍项目经验，如有论文请附上论文。",2024-12-07,智联
智能算法研究人员,上海-浦东,15k-30k,经验不限,硕士,"智能算法
算法研究
Python",中国科学院上海高等研究院,"学术/科研,学术/科研",500-999人,"职位描述
智能算法算法研究Python
岗位职责：
1） 负责参与数据智能相关的科研项目，能够基于需要解决的问题，带领团队实现数据梳理、数据预处理、分析建模、可视化等一系列数据治理、算法建模和应用过程；
2） 对工业大数据领域进行深度洞察，对关键技术问题进行科学研究，能够独立完成本领域的科研项目方案书或任务书编制；
3） 深度把握相关领域的客户需求，挖掘和引导客户的潜在需求，主导完成解决方案、项目建议书等内容的设计与编制。
任职要求：
1） 硕士及以上学历，统计、数学、大数据科学、人工智能等相关专业优先；
2） 熟悉分析挖掘的完整流程，熟练掌握Python等语言实现机器学习、深度学习算法，且熟练掌握至少一种数据分析工具，具备多工具能力者优先；
3） 熟悉机器学习算法、特征工程等各类算法，有深度学习和知识图谱研究背景者优先；
4） 有丰富数据项目执行经验，具备工业、能源、通信等行业经验者优先；
5） 具有优秀的逻辑思维能力、业务理解能力和沟通能力，能够将业务问题高效转化为数据问题；
6） 工作积极主动、善于沟通，具有良好的团队意识和协作精神。
职位福利：五险一金、补充医疗保险、定期体检、免费班车、高温补贴、补充公积金、餐补、带薪年假",2024-12-19,智联
AI算法工程师,上海-徐汇,15k-30k,3-5年,本科,"图像识别产品
HALCON
OpenCV
PyTorch
C#
Python
C++
算法工程师
图像识别机器识别
深度学习技术",山东逐浪云华数字科技有限公司,"互联网,IT服务,计算机软件,互联网",0-20人,"职位描述
图像识别产品HALCONOpenCVPyTorchC#PythonC++算法工程师图像识别机器识别深度学习技术
岗位职责：
1、负责图像处理、图像识别、目标检测、图像分割等计算机视觉算法在工业领域应用的研发工作。
2、参与核心产品中与计算机视觉相关的研发工作。
3、解决计算机视觉与深度学习算法在实际工业场景中的应用与优化问题。
4、负责相关算法的工程化部署实施落地。
职位要求：
1、 本科以上统招学历，具有计算机科学、图像处理、模式识别、机器学习、人工智能、数学等相关专业本科以上学历，掌握扎实的机器学习、计算机视觉、OCR的理论基础。
2、 3年以上设计和实践经验，熟悉图像处理、图像分割、目标检测，边缘提取，多语言文字识别等相关的算法，精通不同场景字符图标检测的自动化分类和算法方案的选择与实现，并在通用OCR引擎方面有扎实的研发经验。
3、 熟悉深度学习技术，精通一种以上深度学习开源框架，如TensorFlow、PyTorch等，能独立完成算法研发、测试和优化；
4、 扎实的工程实现能力，熟悉C++/Python；
5、 熟悉市场上常用的至少一种视觉软件（如:OpenCV, Halcon等）
6、 有较强的责任心和良好的沟通能力，能够快速定位并解决问题，学习能力强，跟进OCR前沿技术，进行技术难点攻关与前瞻研究。
工作地点：工作地点不限，可烟台、济南、青岛、北京、上海、深圳等，",2024-12-29,智联
ai算法工程师,上海-浦东,30k-60k·13薪,1-3年,本科,"Python
PyTorch
TensorFlow
Transformer
GNN",扬子江药业集团,,无,"职位描述
PythonPyTorchTensorFlowTransformerGNN
AI算法研究员/工程师
工作职责
1.利用机器学习和深度学习的算法和技术，结合药物研发的实际需求，提出合理而可行的解决方案。
2.将开发的机器学习和深度学习算法系统顺利部署至药物研发实践中，确保系统的高效运行和平稳推进，以满足研发团队的实际需求。
3.与其他团队成员紧密合作，收集、分析、处理数据问题，确保算法在实际应用中的使用。
任职要求
1.丰富的机器学习经验：在机器学习领域积累的经验，特别是在实际运用上，能够发现并且处理各种问题。
2.精湛的编程技能： 具有扎实的编程基础，熟练使用 Python、等编程语言，能够高效地实现算法，能够处理复杂的数据问题。
3.多框架熟练应对： 熟悉并能够熟练使用各种机器学习和深度学习框架，如 TensorFlow、PyTorch 等，对具体任务有实践代码经验。
4.卓越的沟通与协作： 具备良好的沟通表达能力，能够清晰地将技术概念传达给非技术团队成员。在团队中具备协作精神，能够与多学科团队合作，促进有效的团队协同工作，推动项目向前发展。",2024-01-04,智联
人工智能算法工程师,上海-浦东,25k-40k,5-10年,本科,"深度学习算法
机器学习算法",安徽光谷智能设备工程有限公司,"互联网,贸易/进出口,金属制品业,零售/批发",20-99人,"职位描述
深度学习算法机器学习算法
关键标签：深度学习算法、机器学习算法、视觉图像算法、自然语言处理、语音算法、分布式技术、TensorFlowCaffe
职责描述：
1. 负责人工智能技术的研究，包括机器学习、智能控制、知识应用、智能决策等技术的研究；
2. 负责智能人机交互方案和技术研究，参与相关产品的原型验证和开发；
3. 负责人工智能机器学习、智能控制等方面技术研究和方案设计；
4. 负责人机交互方案的研究和设计；
5. 负责技术方案及相关产品的开发实现和验证；
6. 为客户提供相关产品和解决方案咨询。
任职要求：
1. 电子、计算机、自动化、通信等相关专业，5年以上医疗行业相关工作经验
2. 有较强的数学和编程能力，熟练掌握图像处理和模式识别的基本算法，熟练运用C和Matlab； 具备扎实的数据机构和算法基本功，有自然语言处理、智能会话、语音识别、图像识别等项目经验者优先；
3. 熟悉智能控制、机器学习相关的技术和方法；
4. 精通java、Python、C语言、C++，熟悉主流的算法包，能够对算法进行验证和实现； 有深度学习相关经验，熟悉常用的深度学习框架（如TensorFlow、Caffe、Theano等）
5. 熟悉hive，hadoop，spark等相关数据平台，有数据挖掘相关经验者优先； 善于处理海量数据建模；
6.具有人工智能项目研究和实践经验；
7.参与并主导人工智能解决方案的制定，及技术验证。",2024-12-27,智联
nlp算法工程师-Python-保险人工智能应用,上海-浦东,20k-24k,5-10年,本科,"舆情分析
文本分析
PyTorch
随机森林
决策树
逻辑回归
Python
舆情监控
保险",上海复深蓝软件股份有限公司,,无,"职位描述
舆情分析文本分析PyTorch随机森林决策树逻辑回归Python舆情监控保险
5 年经验,需要掌握 Python 开发，必须会 nlp,需要现场面试
必须有学信网可查本科以上学历,可以自考本;
岗位要求：
1、 计算机、软件工程、数学、物理、信息、电子等相关专业本科及以上学历
2、 有良好的的数据分析能力，熟悉 Hive、MySql、Oracle 等数据库，熟练掌握 SQL 编写及优化
3、 有良好的的编程能力，熟练掌握 Python 前后端开发，
4、熟悉 pytorch，flask，gradio，streamlit，fastapi，pandas，matplotlib，
5、有 nlp，transformer 经验优先。有数据处理，AI 经验优先
6、 熟悉主流的机器学习算法，熟练使用主流算法包，掌握建模全流程：包括场景细化、数据清洗、数据探索、特征工程、模型开发及训练、效果评价、部署上线、持续优化等
7、有使用 Python 开发过应用系统优先考虑",2024-12-28,智联
