岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
NLP算法专家,北京-海淀,30k-50k·13薪,3-5年,硕士,"搜索引擎
Python
多模态算法
大模型算法",北京芳华明德文化艺术有限责任公司,培训/辅导服务,100-299人,"职位描述
搜索引擎Python多模态算法大模型算法
岗位职责：
1.构建知识产权领域文本数据的NLP核心能力，对相关算法模型进行选型和优化；
2.负责海量文本数据的分析理解工作，包括但不限于文本语义表示，分类，聚类，检索，抽取，生成等；
3.跟踪前沿算法，主动使用新技术、新算法、新思路、新观念，负责NLP算法系统的开发和优化。
4.与用户紧密沟通合作，深度了解用户业务需求，提供精细化的nlp分析服务，并撰写方案及培训材料；
5.与公司产品研发团队紧密沟通合作，通过提出需求，使用反馈等方式辅助完善产品功能；
6.对团队其他成员给予必要的工作上的指导和帮助。
岗位要求：
1.对创新和挑战的工作有激情，有良好的沟通能力和团队管理能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力。
2.统招一本及以上学历，计算机，数学，统计学或相关专业；
3.熟练使用python开发语言，熟练掌握机器学习、深度学习的基础理论和方法，熟练使用一种或几种深度学习框架（如tensorflow、caffe、mxnet、pytorch等）；
4.具有较好的方案写作能力，较好的学习能力和分析解决问题的能力；
5.具有良好的团队精神，沟通能力和用户服务意识，有带领团队经验者优先；
6.具有多模态、AIGC、大模型等相关经验者优先；
7.高质量相关论文ACL，EMNLP，COLING，NAACL作者优先。
本研发中心可以提供包括薪资和期权在内的具有行业竞争力的待遇，具体情况面谈。
公司和团队介绍
知呱呱科技服务有限公司是全国领先的知识产权大数据与整体解决方案提供商，致力于用心成就每一次创新，促进人类智慧进步事业。公司的企业文化是成就客户，拼尽全力，合作共赢，拥抱变化，和突破成知呱呱技术研发中心分布在北京，天津和西安几大城市，以技术作为核心驱动力，涵盖与知识产权相关所有业务，是最值得创新者信赖的伙伴，是人才成长和实现价值的沃土！我们诚挚欢迎广大有聪明才智和创业激情的人才加入！研发中心的团队文化是阳光，创新，和追求卓越！在这里您将可以和大数据，人工智能以及互联网领域的具有聪明才智的年轻人一同工作，探讨和发展职业；你将作为技术领头人组建并且带领团队走向成功，实现人生的创业梦想；在这里您将可以沉浸在人类智慧结晶的知识类大数据海洋中，时刻紧跟各个领域的前沿科学技术和知识创新，并且为祖国的知识产权自主创新伟大目标贡献力量！",2024-12-19,智联
自然语言处理算法工程师,北京-海淀,15k-30k,经验不限,硕士,"PaddlePaddle
PyTorch
TensorFlow
BERT
自动问答
智能客服
聊天机器人",拓尔思信息技术股份有限公司,"计算机软件,人工智能,云计算/大数据",1000-9999人,"职位描述
PaddlePaddlePyTorchTensorFlowBERT自动问答智能客服聊天机器人
集团总部新业务线
岗位职责：
1.深入研究面向认知智能的大模型技术，跟进外部最新进展，参与部门相关预训练模型研发，以行业领先为目标，满足业务产品使用需求并创造实用价值；
2.搭建符合公司需要的预训练模型训练框架，开展关键数据构建、模型实验、训练方案优化等工作，推动所研发模型达到业界领先效果
3.进一步面向公司各类业务和运营场景，沉淀共性能力，支撑智能化产品相关算法研发和迭代调优工作。
4、根据业务需求调研并做算法选型，复现论文模型，评估效果，持续优化；
5、开发模型的在线serving模块，满足性能高要求；
任职资格：
1、计算机相关专业统招硕士以上学历，有自然语言理解、对话管理、知识挖掘、问答机器人等算法经验；
2、熟练掌握nlp、常见的学习&深度学习算法，熟练掌握常用机器&深度学习开发框架（deepspeed/peft/pytorch/tensorflow等），熟练掌握预训练模型的设计与使用，熟悉NLP领域当前热点和前沿技术；
3. 具备NLP大模型训练经验者优先，如ChatGLM、Baichuan、Qwen等LLM等相关经验，熟悉大模型微调SFT、LoRA、RLHF、PPO等相关技术
4. 具备多模态AIGC大模型训练经验者优先，如GAN、Diffusion、AutoRegressive等相关经验
5、有智能客服/智能助手/语义分析/知识图谱/知识库项目经验者优先；
6、具备强烈的进取心、求知欲及团队合作精神，热衷于追求技术创新。
职位福利：五险一金、年底双薪、绩效奖金、餐补、通讯补助、带薪年假、补充医疗保险、定期体检",2024-01-04,智联
高级NLP算法工程师,北京-海淀,25k-50k·16薪,经验不限,本科,"Python
舆情监控
主题模型
决策树
逻辑回归
PyTorch
情感分析
文本分析
句法分析
舆情分析
搜索引擎",浪潮集团,,无,"职位描述
Python舆情监控主题模型决策树逻辑回归PyTorch情感分析文本分析句法分析舆情分析搜索引擎
工作职责:
1、负责 NLP 相关底层技术和平台的研发与实现；
2、运用先进的自然语言处理及机器学习技术, 研发特定场景下文本标签、信息抽取，问答系统，任务型聊天机器人等产品；
任职资格：
1、计算机、数学、统计学等相关专业，硕士以上学历,至少有一年以上的工作经验。
2、 精通Java、C++/Python中至少一门编程语言，有扎实的编程能力，至少精通一种深度学习框架，Tensorflow、Pytorch 等。
3、有2年以上NLP相关工作经验，有预训练（如BERT、GPT）、超大规模数据和大模型训练与落地相关经验，包括但不限于文本分类/聚类、实体识别、关键词抽取、情感分析、语言模型、自动摘要、知识推理等；
4、具备工程架构能力， 参与过大规模机器学习算法的架构设计与算法优化工作者优先；
5、有强烈的责任心和团队精神，善于沟通，自驱力强，主动完成目标。
职位福利：带薪年假、定期体检、节日福利、餐补、五险一金、绩效奖金、定期团建、年底双薪",2024-01-04,智联
nlp算法工程师,北京-海淀,17k-27k,3-5年,硕士,"C++
Python
Java
Shell
PyTorch
TensorFlow
机器翻译
翻译系统",软通动力信息技术(集团)股份有限公司,,无,"职位描述
C++PythonJavaShellPyTorchTensorFlow机器翻译翻译系统
1、计算机及相关专业硕士或以上学历；
2、有相关工作经历或实验室研究背景者优先；
3、熟练运用Tensorflow、Pytorch等机器学习平台；对深度神经网络熟悉，能熟练的根据现有问题进行模型建立；熟练掌握各类文本处理的方法；
4、熟练掌握C/C++/java其中一门开发语言，熟练掌握python、perl等任意一门脚本语言；
5、熟悉LINUX环境下程序开发和Shell脚本；
6、有良好的独立分析问题、解决问题的能力，并具备团队合作精神。",2024-12-22,智联
NLP算法工程师,北京-朝阳,15k-30k,经验不限,本科,,上海熙软科技有限公司,计算机软件,500-999人,"职位描述
工作内容：
1. 医疗运营系统业务相关NLP算法的研究与开发
2. LLM微调与部署
3. 使用prompt利用大模型解决实际问题
任职要求：
1. 本科及以上学历，计算机、数学等相关专业
2. 基础数据结构和算法能力扎实，代码能力扎实，熟练使用Python编程；具有一定工程能力
3. 精通NLP相关算法，有相关项目经验，如文本分类、分词、实体词提取、文本匹配方面有实际的模型训练及应用经验
4. 熟练使用Tensorflow/Pytorch等框架；会使用Spark/Hadoop mapreduce进行数据处理
5. 有LLM使用经验，熟悉prompt engineering
6. 熟悉Linux开发环境",2024-12-19,智联
【24校招】NLP算法工程师(J10658),北京-海淀,20k-30k·14薪,经验不限,硕士,"语义分析
文本分析
文本挖掘
舆情分析",中科闻歌,"互联网,人工智能,云计算/大数据",500-999人,"职位描述
语义分析文本分析文本挖掘舆情分析
岗位职责:
1、负责自然语言处理相关算法研发，满足业务产品规模化需求，打造行业领先的人工智能产品，创造实用价值；
2、研发方向包括但不限于：信息抽取、观点和立场检测、多语种分析、文档智能、多模态知识图谱、可控文本生成、领域大模型训练和优化等
任职要求:
1. 计算机、人工智能等相关专业硕士及以上学历，有相关实习经历或实验室研究背景；
2. 扎实的算法基础：熟悉机器学习，深度学习算法相关理论；
2. 精通自然语言处理相关领域的知识与技能；
3. 熟练掌握Python编程语言，熟悉 linux 开发环境；熟悉tensorflow/pytorch等框架、BERT/GPT等预训练模型者尤佳；
4. 在信息抽取、文档智能、多语种分析、知识图谱等领域有实际的开发和从业经验者优先；
5. 曾作为核心团队成员，参与相关项目、竞赛并获得较好名次、或发表过NLP领域高水平论文者优先；
6. 具有良好的沟通能力和良好的团队合作精神，对技术饱有热情",2024-12-13,智联
nlp算法工程师,北京-大兴,20k-30k·15薪,1-3年,硕士,"Python
PyTorch
TensorFlow
智能客服",天源迪科,,无,"职位描述
PythonPyTorchTensorFlow智能客服
岗位职责
1.负责人工智能项目的开发，包括深度学习模型调优与工程落地、算法持续优化、数据优化
2.大型语言模型技术实现等相关算法和前沿技术的探索突破；
3.负责数据预处理、特征工程、模型评估等工作；
4.参与项目讨论和需求分析，形成算法技术解决方案；
岗位要求
1.计算机等相关专业，硕士及以上学历，2年及以上算法相关工作经验为宜；具备自然语言处理、深度学习等人工智能相关学术背景。
2.熟悉Linux开发环境，熟练掌握python编程语言，熟悉Docker容器化开发技术；
3.熟练掌握自然语言处理算法和主流深度学习框架TensorFlow、PyTorch、Paddle等；
4.对大型语言模型微调、LangChain、自然语言理解/生成等领域理解深刻，具有落地经验者优先；
5.具有较强的研究能力，具有良好的数学基础，良好的英语阅读能力；
6.具备良好的团队协作和沟通能力；",2024-12-26,智联
NLP算法工程师,北京-海淀,20k-35k,经验不限,硕士,"自动问答
聊天机器人
智能客服",拓尔思信息技术股份有限公司,"计算机软件,人工智能,云计算/大数据",1000-9999人,"职位描述
自动问答聊天机器人智能客服
集团总部新业务线
岗位职责：
1、深入研究面向认知智能的大模型技术，跟进外部最新进展，参与部门相关预训练模型研发，以行业领先为目标，满足业务产品使用需求并创造实用价值；
2、搭建符合公司需要的预训练模型训练框架，开展关键数据构建、模型实验、训练方案优化等工作，推动所研发模型达到业界领先效果
3、进一步面向公司各类业务和运营场景，沉淀共性能力，支撑智能化产品相关算法研发和迭代调优工作。
4、根据业务需求调研并做算法选型，复现论文模型，评估效果，持续优化；
5、开发模型的在线serving模块，满足性能高要求；
任职资格：
1、计算机相关专业统招硕士以上学历，有自然语言理解、对话管理、知识挖掘、问答机器人等算法经验；
2、熟练掌握nlp、常见的学习&深度学习算法，熟练掌握常用机器&深度学习开发框架（deepspeed/peft/pytorch/tensorflow等），熟练掌握预训练模型的设计与使用，熟悉NLP领域当前热点和前沿技术；
3、具备NLP大模型训练经验者优先，如ChatGLM、Baichuan、Qwen等LLM等相关经验，熟悉大模型微调SFT、LoRA、RLHF、PPO等相关技术
4、具备多模态AIGC大模型训练经验者优先，如GAN、Diffusion、AutoRegressive等相关经验
5、有智能客服/智能助手/语义分析/知识图谱/知识库项目经验者优先；
6、具备强烈的进取心、求知欲及团队合作精神，热衷于追求技术创新。",2024-01-04,智联
NLP算法工程师（大模型）,北京-海淀,30k-50k·14薪,3-5年,本科,"NLP
大模型",北京方远达管理顾问有限公司,"企业服务,企业服务,人力资源服务,咨询服务",20-99人,"职位描述
NLP大模型
岗位职责：
1. 负责大模型增量预训练、高效微调、推理优化和效果评估等，并在汽车后市场领域场景中实现落地
2. 研发迭代检索增强、链式推理、事实一致性和可控性文本生成等技术
3. 负责问答系统的内容安全，指令安全、隐私安全等
4. 追踪NLP/多模态等大模型前沿技术
任职要求：
1. 熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2. 熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3. 熟悉使用deepspeed、megatron、colossal-ai等至少一种大模型分布式训练框架，了解langchain原理以及llama、chatglm等常见开源基座大模型
4. 责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。
25-50K·14薪
核心：nlp3年以上+大模型项目经验
统招本科及以上学历，硕士优先",2024-01-04,智联
NLP算法专家,北京-海淀,50k-100k·14薪,3-5年,硕士,"大模型
LLM
行业落地",百车宝,"互联网,计算机软件",100-299人,"职位描述
大模型LLM行业落地
岗位职责：
1.负责面向汽车后市场领域的文本语义理解、机器翻译、文本纠错、知识图谱、问答系统等工作；
2.研发及迭代问答系统、知识图谱、文本校对、机器翻译等技术；
3.跟进NLP领域的前沿技术，保证业务中算法先进性。
任职资格：
1、本科及以上学历， 对⾃然语⾔处理技术体系和应⽤场景有深刻理解；
2、了解并会应用最新业界趋势，如ChatGPT为代表的的GPT-3,GPT-3.5，GPT-4与davinci等，以及LaMda、Sparrow和InstructGPT；
3、有多轮对话项目经验，主持并构建多轮对话架构经验。
4、善于学习并利用主流API进行训练，认同参数至上和数据至上；
5、熟悉中文分词、实体识别、文本分类、机器翻译、文本生成等NLP技术
6、熟练掌握Python，有扎实的编码与实战能力；
7、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",2024-12-22,智联
NLP算法管培生,北京-朝阳,20k-30k·14薪,经验不限,硕士,Python,智联招聘,"互联网,企业服务",1000-9999人,"职位描述
Python
工作职责：
1、负责NLP技术在业务需求方面的研究和开发，包括表示学习，对话理解，用户标签建设等；
2、负责深度学习算法的开发，并持续对算法模型进行优化，以及算法的工程化落地工作；
3、跟踪业界前沿技术的发展，探索深度学习等前沿技术在招聘场景下的应用前景；
职位要求：
1、统招硕士以上学历
2、具有较强的代码实现能力，熟悉Python以及Java/C/C++中至少一种编程语言；
3、熟悉常用的机器学习/深度学习等算法，有相关的实现项目经验；熟练掌握Tensorflow/Torch等至少一种深度学框架；
4、具备自然语言处理项目经验，有搜索、推荐系统等实际项目的开发者优先
5、思路清晰，主动性强，有很强的自我驱动力",2024-12-28,智联
算法工程师【nlp方向】,北京-昌平,30k-60k,5-10年,硕士,"NLP
大模型",智联猎头,"互联网,人力资源服务",1000-9999人,"职位描述
NLP大模型
岗位职责:
1.负责参与人工智能领域能力规划，业务对接；
2.负责参与人工智能领域核心能力算法研发（按专业分类，语义类人员参与知识图谱能力，人机交互、多模态语义理解等能力研发，语音类人员负责参与语音转写、合成、声纹等能力研发；视频类人员负责参与视觉分析、多模态理解等能力）；
3.负责推进引擎(能力)产品化封装，并对接集团智慧中台、云客服等内外部需求。
任职要求：
【教育背景】：硕士研究生及以上学历，大数据、人工智能、机器学习等3T相关专业
【能力要求】：
1.有数据挖掘、机器学习相关算法的研究、开发和应用能力；
2.掌握深度学习相关技术，并了解该领域当前热点和前沿技术；
3.熟悉某一种或几种脚本语言（shell、python），熟练掌握JAVA 、C++编程，对数据结构和算法设计有较为深刻的理解；
4.优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的沟通能力，责任心和团队意识佳。
【工作经验】:具备5年及以上算法研发工作经验",2024-12-30,智联
算法工程师（nlp/大模型）(737c6df),北京-朝阳,15k-25k·16薪,1-3年,硕士,"聊天机器人
智能客服
自动问答
TensorFlow
PyTorch
自然语言处理
大模型算法",北京水滴科技集团有限公司,,无,"职位描述
聊天机器人智能客服自动问答TensorFlowPyTorch自然语言处理大模型算法
职位描述：
1、智能对话相关算法研发，包括方案设计、模型选择、样本整理等；2、NLP自然语言处理相关算法研发，包括机器学习、深度学习、大模型等；3、其他相关应用：文本分类、聚类、情感分析、观点挖掘等。
职位要求：
1、硕士及以上学历，熟悉自然语言处理领域相关知识，掌握传统NLP、Deep Learning in NLP算法，有大模型调优经验者优先；2、具备优秀的编码能力，熟悉Python，熟悉Tensorflow/Pytorch等；3、熟悉Linux平台上的编程；4、责任心强，具有良好的团队合作精神。",2024-12-07,智联
NLP大模型算法工程师,北京-朝阳,25k-35k,1-3年,硕士,"PyTorch
TensorFlow
Python
计算机相关专业
自然语言处理项目经验
人机对话相关经验
NLP",北京汉勃科技有限公司,"人工智能,云计算/大数据",20-99人,"职位描述
PyTorchTensorFlowPython计算机相关专业自然语言处理项目经验人机对话相关经验NLP
[岗位职责]
1、从事大语言模型 (LLM) 预训练算法研究、训练应用，涉及多语言、知识增强、模型性能提升等方面;
2、负责自然语言处理 (NLP) 方向基于GPU的并行多机多卡训练、高性能模型推理等；
3、协助业务完成大语言模型在行业的落地，建设数据收集、领域微调、业务反馈优化的应用解决方案，将先进的NLP生成技术应用于实际业务，获取业务收益，更好服务用户；
4、前沿技术跟进研究，支持公司通用类和垂类预训练模型研发及效果持续优化。
[岗位要求]
1、计算机、电子信息、数学等人工智能相关专业硕士及以上学历，具有两年以上NLP相关经验，以及大数据相关经验；
2、掌握机器学习、深度学习基本理论和常见模型，熟悉NLP常见任务和基本方法，熟悉Transformer模型和注意力机制，对 LLM 有深入理解和实践；
3、熟悉pytorch/tensorflow/Transformers库，熟练掌握GPT、T5等算法训练范式，有生成模型的finetune、RLHF的经验优先；
4、有NLP顶会论文、相关竞赛经历、以及大模型预训练经验的优先，党员优先；
5、具备良好的逻辑思维能力和问题解决能力，具备团队合作精神、沟通协作能力、自我学习能力。",2024-12-23,智联
NLP算法实习生（可转正）,北京-海淀,10k-13k,经验不限,硕士,"TensorFlow
PyTorch
MXNet",北京思路创新科技有限公司,,无,"职位描述
TensorFlowPyTorchMXNet
职位描述：
1、参与知识图谱相关的技术探索和实现，包括但不限于事件抽取、知识图谱构建、知识图谱表示学习、知识融合、知识推理等；
2、参与NLP相关应用项目的设计和开发、性能优化等。
任职要求：
1、计算机相关专业硕士/博士在读，有项目经验优先；
2、有扎实的编程能力，熟悉基本的数据机构和算法；
3、熟练掌握主流的NLP技术及模型算法，有Pytorch/Tensorflow/Mxnet中一个或多个深度学习框架的实践经验，参与过实体识别、事件抽取、文本分类等NLP处理任务；
4、有知识图谱项目经验优先，掌握知识构建、知识抽取、知识融合、知识存储、知识计算、知识应用的技术与流程，掌握Neo4j等图数据库的使用；
5、具有良好的沟通能力和团队合作精神。",2024-12-29,智联
NLP算法工程师,北京-石景山,20k-35k,经验不限,硕士,"NLP
自动摘要
实体识别
深度学习",中译语通,"互联网,计算机软件,IT服务",500-999人,"职位描述
NLP自动摘要实体识别深度学习
负责并参与NLP相关算法的研发，包括关键词抽取、文本分类、知识抽取等基础nlp算法，同时具备预训练模型、文本写作、语义检索等前沿技术研发。在基础研发基础上，承担交付项目，实现算法的落地应用。
岗位职责：
1、大规模预训练模型的研发、训练和调优；
2、文本摘要、实体抽取、关系抽取、事件抽取等基础NLP算法研发；
3、文本写作、语义检索等前沿技术研究和平台算法研发；
4、NLP相关项目的研发支撑和交付；
5、NLP相关技术文档的撰写。
任职要求：
1、数学或计算机相关专业，硕士及以上学历；
2、熟悉常用的NLP算法；
3、具有文本分类、自动摘要、命名实体识别等基础NLP研发能力；
4、熟悉常用的数据库；
5、熟悉常用的深度学习框架；
6、有极强的沟通与文档编写能力。
职位福利：五险一金、带薪年假、补充医疗保险、健身俱乐部、全额公积金、定期体检、交通补助",2024-12-12,智联
NLP算法工程师,北京,15k-20k,经验不限,本科,"深度学习
自然语言处理
Python
TensorFlow
PyTorch
实体识别",中经网,"IT服务,互联网,咨询服务",100-299人,"职位描述
深度学习自然语言处理PythonTensorFlowPyTorch实体识别
职位信息：
1)负责使用机器学习/深度学习/自然语言处理平台训练模型，实现对文章进行分类和情感分析，并进行数据特征提取等领域的研究和开发工作。
2)负责深度学习框架的基础功能开发和深度学习领域前沿算法跟踪、算法实现及系统研发。
3)负责经济等领域相关自然语言处理方法，支持公司相关产品在深度学习领域的研究。
4)优化深度学习框架的Python接口，提高易用性。
5)探索业界前沿方法，并提升现有NLP能力。
6)负责大规模文本信息挖掘和分类、实体识别、语义理解、智能问答、信息提取等，并应用于实际场景。
任职资格：
1)计算机、自动化、统计学、数学等相关专业本科及以上学历；
2)熟悉常用机器学习算法，尤其是深度学习相关领域，对NLP、模式识别，概率统计等算法原理及应用，有扎实的基础，深入的理解和浓厚的兴趣，在相关期刊和会议上发表过论文的优先考虑；
3)有自然语言处理NLP相关工作经验者优先；
4)精通C++、Java、Python、Golang等至少一门编程语言，有较强动手能力，精通常用的算法和数据结构；
5)了解目前常见的机器学习或者深度学习框架中的一个或者多个：Spark，XGBoost，Pytorch，Tensorflow，keras等；
6)乐于动手，有良好的逻辑思维能力和数据敏感度，能够熟练阅读英文论文并且予以实践和改进，具有优秀的新技术研究和实现能力。
职位福利：五险一金、绩效奖金、餐补、定期体检、员工旅游",2024-12-29,智联
nlp算法工程师,北京-顺义,15k-20k,1-3年,本科,"PyTorch
深度学习
GPT
CHATGPT",深圳市法本信息技术股份有限公司,"计算机软件,互联网,IT服务",1000-9999人,"职位描述
PyTorch深度学习GPTCHATGPT
1、计算机、统计、数学等相关专业毕业，本科及以上学历，2年以上NLP算法经验；
2、思维严谨、突出的分析和归纳能力，优秀的沟通与团队协作能力；
3、熟悉掌握自然语言处理领域的基础理论和方法；
4、熟练掌握Python, C/C++，Java等编程语言的一种或多种，具备良好的编码能力；
5、熟练掌握Tensorflow、Pytorch、Keras等深度学习框架的一种或多种，并有实际项目经验",2024-01-04,智联
NLP算法工程师,北京-海淀,15k-25k,1-3年,本科,"文档摘要
文本摘要
Python
BERT",北京数科网维技术有限责任公司,"IT服务,计算机软件,互联网",300-499人,"职位描述
文档摘要文本摘要PythonBERT
工作职责：
1、使用NLP技术解决公文场景下实际问题，如：文档分类、文档大纲、文本摘要等。
2、负责公文场景的上层应用建模，如：实体/关系/事件抽取/智能写作，知识表示、全文检索、关键词推荐等；
3、负责公文场景模型优化相关工作，如模型减枝、蒸馏、优化，SDK封装，技术落地，赋能业务场景；
4、负责公文场景模型工程化相关工作，如：模型部署；
5、追踪NLP前沿技术，结合业务需求，探索并应用实际业务；
岗位要求：
1、3年以上python工程经验，2年以上NLP任务经验，有NLP相关任务实战经验；
2、熟悉常见数据结构和算法，有不限于ncnn/tflite/mnn等移动端推理引擎上的NLP模型部署经验；
3、熟悉NLP常见算法与模型，如：GPT系列，BERT及相关变体；
4、了解大模型工作机制，能够进行模型微调；
5、熟悉一些常见的向量检索工具，如faiss，ES等；",2024-12-26,智联
⾼级NLP算法⼯程师,北京-海淀,30k-50k·13薪,5-10年,本科,算法,北京安泰宇恒科技有限公司,"金属制品业,咨询服务",0-20人,"职位描述
算法
1. 负责⼤模型增量预训练、⾼效微调、推理优化和效果评估等，并在汽⻋后市场领域场景中实现落
地；
2. 研发迭代检索增强、链式推理、事实⼀致性和可控性⽂本⽣成等技术；
3. 负责问答系统的内容安全，指令安全、隐私安全等；
4. 追踪NLP/多模态等⼤模型前沿技术。
1. 熟练掌握NLP基础理论和算法，有NLP相关⾏业经验，熟练掌握Transformer系列模型架构和原理
2. 熟练掌握python编码语⾔，熟练使⽤pytorch、tensorflow、paddle等⾄少⼀种深度学习框架
3. 熟悉使⽤deepspeed、megatron、colossal-ai等⾄少⼀种⼤模型分布式训练框架，了解
langchain原理以及llama、chatglm等常⻅开源基座⼤模型
4. 责任⼼强，有较强的⾃驱⼒，善于利⽤业界优质模型，从0到1推动业务发展，以及较强的沟通协作
能⼒。",2024-12-09,智联
nlp大模型算法工程师,北京-朝阳,25k-35k,1-3年,硕士,,中防创融(北京)科技集团有限公司,"人工智能,人工智能,云计算/大数据,互联网",20-99人,"职位描述
【岗位职责】
1、从事大语言模型 (LLM) 预训练算法研究、训练应用，涉及多语言、知识增强、模型性能提升等方面，以及大数据相关经验；
2、负责自然语言处理 (NLP) 方向基于GPU的并行多机多卡训练、高性能模型推理等；
3、协助业务完成大语言模型在行业的落地，建设数据收集、领域微调、业务反馈优化的应用解决方案，将先进的NLP生成技术应用于实际业务，获取业务收益，更好服务用户；
4、前沿技术跟进研究，支持公司通用类和垂类预训练模型研发及效果持续优化。
【岗位要求】
1、计算机、电子信息、数学等人工智能相关专业硕士及以上学历，具有两年以上NLP相关经验；
2、掌握机器学习、深度学习基本理论和常见模型，熟悉NLP常见任务和基本方法，熟悉Transformer模型和注意力机制，对 LLM 有深入理解和实践；
3、熟悉pytorch/tensorflow/Transformers库，熟练掌握GPT、T5等算法训练范式，有生成模型的finetune、RLHF的经验优先；
4、有NLP顶会论文、相关竞赛经历、以及大模型预训练经验的优先，党员优先；
5、具备良好的逻辑思维能力和问题解决能力，具备团队合作精神、沟通协作能力、自我学习能力。",2024-12-23,智联
nlp算法工程师,北京-海淀,25k-35k,1-3年,硕士,"信息抽取
文本分析
实体识别",京北方,,无,"职位描述
信息抽取文本分析实体识别
【岗位职责】 1、NLP与大规模语言模型方向研究 2、元宇宙与AIGC方向研究 3、金融科技落地场景探索 【岗位要求】 1、硕士以上学历，接受应届毕业 2、本、硕均为软件工程或计算机相关专业，NLP、机器视觉方向优先 3、有技术自驱力，喜欢钻研，并将成果落地助力公司业务 4、良好的沟通能力、学习能力、团队协作能力 5、良好的文档撰写能力 6、抗压性强，可接受少量出差安排",2024-12-15,智联
NLP算法工程师,北京-朝阳,20k-40k,经验不限,硕士,"自然语言处理
算法研究
PyTorch
TensorFlow
智能机器人
智慧医疗
数字政府
Python",北京智通云联科技有限公司,"计算机软件,互联网",100-299人,"职位描述
自然语言处理算法研究PyTorchTensorFlow智能机器人智慧医疗数字政府Python
岗位职责：
1、负责自然语言理解、知识图谱相关算法和技术预研、落地；
2、负责NLP相关的文本处理、数据清洗；
3、负责垂直领域大模型相关算法（预训练、微调、RLHF等）的预研、落地。
岗位要求：
1. 硕士相关学历；
2. 在自然语言处理、搜索、深度学习、智能问答、知识图谱、文本生成、人机对话等领域有实际的开发和从业经验者优先；
3. 有大模型研究经验优先；
4. 熟练掌握NLP相关算法理论知识；
5.熟练掌握Pytorch、Tensorflow等深度学习框架；
6.熟练掌握Python，熟悉包括并不限于 Java/Shell；
7.实践动手能力强，善于团结合作，具备创新能力。",2024-01-04,智联
NLP算法工程师,北京-朝阳,25k-40k·14薪,1-3年,本科,,智联招聘,"互联网,企业服务",1000-9999人,"职位描述
工作职责：
1、负责NLP技术在业务需求上的研发工作，包括表示学习，对话理解，标签建设，文本生成等；
2、负责深度学习算法的开发，并持续对算法模型进行优化，以及算法的工程化落地工作；
3、跟踪业界前沿技术的发展，探索深度学习等前沿技术在招聘场景下的应用前景；
职位要求：
1、统招本科以上学历
2、具有较强的代码实现能力，熟悉Python以及Java/C/C++中至少一种编程语言；
3、熟悉常用的机器学习/深度学习等算法，有相关的项目经验；熟练掌握Tensorflow/Torch等至少一种深度学框架；
4、具备自然语言处理项目经验，有搜索、推荐系统等实际项目的开发者优先；
5、思路清晰，主动性强，有很强的自我驱动力；
职位亮点：大牛团队、团队上升期、AIGC、赋能搜索",2024-01-04,智联
高级图像算法工程师,北京-海淀,30k-60k·14薪,3-5年,硕士,"视觉图像算法
算法研究
PyTorch
TensorFlow
Caffe
C++
Python",北京阿丘机器人科技有限公司,"人工智能,企业服务",300-499人,"职位描述
视觉图像算法算法研究PyTorchTensorFlowCaffeC++Python
岗位职责：
负责构建和优化、实现和部署面向工业检测的AI图像算法。
任职要求:
1、数学、计算机、电子等相关专业，硕士及以上学历，英语读写能力强；
2、3年以上图像处理、模式识别以及三维点云处理算法研发经验；
3、熟悉AI图像算法最新技术前沿，精通AI图像算法构建和优化；
4、精通caffe，熟悉tensorflow、pytorch、mxnet等深度学习框架；
5、熟悉使用opencv、halcon等图像处理库；
6、精通C++编程和代码优化；
7、学习能力和创新能力强；
8、有实际项目应用经验者优先。
职位福利：五险一金、补充医疗保险、14薪、创业公司、股票期权、带薪年假、餐补
职位亮点：阿丘科技创始团队源自清华人工智能实验室",2024-12-30,智联
NLP算法专家,北京-顺义,30k-40k,经验不限,本科,"自然语言处理
算法研究
NLP",中铁高新工业股份有限公司,"专用设备制造,仪器仪表制造",1000-9999人,"职位描述
自然语言处理算法研究NLP
岗位职责：
1.负责文本处理相关核心算法研发工作；
2.应用机器学习、自然语言处理等技术，进行内容资源的分析挖掘，构建内容质量及内容标签体系；
3.研究开放最新的机器学习算法并用于解决实际问题。
任职条件：
1.熟练掌握主流的NLP技术工具及模型算法，包括CRF、CNN、LSTM、Word Embedding、DeepText、Seq2Seq等；
2.在文本分析、词性标注、新词发现等领域有丰富经验优先；
3.扎实的编程基础，熟悉Java、python、有海量文本数据处理，大模型经验优先。",2024-01-04,智联
