岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
深度学习算法工程师,北京-昌平,13k-26k,经验不限,硕士,"深度学习算法
机器学习算法
Python
TensorFlow
PyTorch
数据分析
数据挖掘
视觉图像算法",北京脑科学与类脑研究所,"学术/科研,学术/科研",300-499人,"职位描述
深度学习算法机器学习算法PythonTensorFlowPyTorch数据分析数据挖掘视觉图像算法
类脑计算与脑机智能是我国“科技创新2030-脑科学与类脑研究”项目的重要组成部分，是基于脑认知功能原理的类脑计算与脑机智能研究。具体指从脑出发，借助脑机交互形成脑机融合乃至一体化系统，或采用神经形态技术，模拟仿真生物神经系统构成虚拟脑，实现智能计算。类脑智能有望形成兼具生物（人类）智能体的环境感知、记忆、推理、学习能力和机器智能体的信息整合、搜索、计算能力的新型智能形态。
生物的导航能力对其觅食、寻偶、避害和找寻居所等生存需求至关重要。不同物种的导航行为在算法层面往往指向相似的原理（如细菌和线虫在非均匀环境中的运动都可用统计物理中的随机漫步模型来解释）。与此同时，不同物种也通过进化和后天学习发展出适于自身环境的感知和决策机制。通过了解生物体的导航算法以及其神经网络层面的控制机理，一方面可以加深对生物导航决策行为的理解，另一方面可为开发人工智能导航控制系统提供全新的思路。
本实验室通过研究动物的导航行为来探索动物脑在复杂环境下的：1）多模式感知融合，2）行为决策，和3）记忆与学习层面的神经计算原理。我们结合跨学科手段（全脑神经成像、定量行为分析、机器学习、理论建模等）来发掘生物神经网络优于现有人工智能网络的计算原理。
我们欢迎不同背景的研究者加入我们的团队。无论你的背景是生物、神经学、理工科或其他，不论你爱好动手实验或数据挖掘、建模，只要你乐于、勇于探索大脑控制行为的奥秘，我们都欢迎你成为我们的一员。
吉妮，研究员，博士生导师，2022年加入北京脑科学与类脑研究所。本科毕业于美国Berea文理学院，博士毕业于麻省理工学院脑认知科学系，博后期间先后在哈佛大学，麻省理工学院，和波士顿大学进行科研工作。其一系列工作揭示了生物神经网络控制动物导航过程中的多模态感知与决策行为的算法机制。研究成果以一作或并列一作发表在Cell, PNAS, eLife等期刊，多次受邀在国际会议上进行口头报告。获得Charles A. King Foundation Postdoctoral Fellowship, JFDP Fellowship, Singleton Fellowship等多项基金支持。更多实验室介绍请见：https://cibr.ac.cn/science/team/detail/916?language=cn
应聘要求：
1.计算机、人工智能、自动控制等相关专业硕士及以上学位；
2.熟练使用Python/C++至少一种编程语言，熟练使用TensorFlow/PyTorch至少一种深度学习框架；
3.熟练掌握常用深度学习模型（如YOLO, GAN, Transformer）并有实际项目经验；掌握深度强化学习（如DQN、DDPG、PPO、SAC等）并有实际项目经验者优先；
4.发表过期刊或会议论文。在ICML/NeurIPS/IJCAI/AAAI/ICLR/ICRA等国际顶级会议上发表过学术论文者优先考虑。
4.对脑科学与人工智能的交叉学科研究有浓厚兴趣，乐于探索新领域；
5.优秀的分析和解决问题的能力，对挑战性的问题充满激情，良好的沟通和团队合作能力。
6. 硕士学位者优先推荐中心博士项目，博士学位者可考虑申请博士后职位(待遇更高)
岗位职责：
1.负责设计和实现类脑决策与学习算法在深度学习中的应用；
2.负责在各类深度学习任务下对类脑算法进行调试、优化和迭代；
3.负责人工智能前沿技术的跟踪，持续优化算法性能。
职位福利：五险一金、带薪年假、补充医疗保险、定期体检、餐补、员工食堂、年轻化团队、团队气氛活泼
职位亮点：事业单位，前沿交叉学科，工作时间灵活",2024-01-03,智联
ai算法工程师,北京-海淀,15k-16k,1年以下,本科,,首聘(北京)科技有限公司,"企业服务,电子商务",1000-9999人,"职位描述
1. 收集、清洗及挖掘海量语音数据，并利用深度学习模型，探索优化并改进数据生产链路，提高数据生产效率
2. 与算法团队、数据采集团队、平台工程化团队合作，打造一体化的数据生产、模型训练和业务交付平台
3. 基于现有的语音大模型和平台基础，熟练掌握模型训练和调优的方法，支持面向业务交付的模型训练和优化
【任职要求】1. 精通linux平台2. 精通shell、python脚本，代码功底扎实，熟悉常见数据结构及算法3. 具备良好的逻辑思维能力、沟通能力，做事认真细心4. 有深度学习、自然语言处理相关经验者优先",2024-01-03,智联
机器学习工程师,北京-海淀,15k-30k·15薪,1-3年,本科,"视觉图像算法
深度学习算法
TensorFlow
Caffe
PyTorch",中芯未来(北京)科技有限公司,"计算机软件,计算机软件",20-99人,"职位描述
视觉图像算法深度学习算法TensorFlowCaffePyTorch
职责描述：
1、参与公司机器学习项目研发。
2、参与研发技术文档撰写。
3、有较强的程序代码开发能力和架构能力，扎实的python基础；
4、了解机器学习/人工智能/模式识别相关算法实现，算法优化和性能评估。
任职要求：
1、计算机及相关专业的本科及以上学历;
2、相关领域1年以上项目经验，掌握机器学习领域的基础理论和方法；
3、有目标分类识别应用相关开发经验；
4、熟练使用Pycharm、Eclipse、Vscode等IDE；
5、熟悉常用的深度学习框架（如TensorFlow、Caffe、Pytorch等）者优先；
6、有基于FPGA实现机器学习算法经验者优先。
职位福利：五险一金、年底双薪、餐补、周末双休、节日福利、大牛带队、不加班、每年多次调薪",2024-01-03,智联
多模态深度学习算法工程师ys,北京-海淀,14k-26k,经验不限,本科,"C++
Python
PyTorch
paddlepaddle
MINDSPORE
Git",中国人民解放军32806部队,政府/公共事业,100-299人,"职位描述
C++PythonPyTorchpaddlepaddleMINDSPOREGit
岗位职责：
1. 负责前沿生成式人工智能算法的跟踪调研与实现；
2. 负责开展多模态深度学习算法的设计与优化；
3. 负责开展多模态生成式深度学习算法的微调训练、结果分析与调优；
4. 负责多模态深度学习算法应用业务需求开发、架构设计和总体实现；
5. 负责扩散模型、GAN等生成式AI算法的微调训练、数据分析；
6. 参与多模态深度学习算法部署业务逻辑代码实现。
7. 负责多模态数据获取，数据清洗和数据分析，
负责多模态深度学习模型的评估、部署和维护；
任职要求：
1. 熟练掌握Pytorch、Tensorflow等主流深度学习框架；
2. 熟悉掌握Python编程，熟悉C/C++编程；
3. 熟悉掌握CLIP、BLIP、扩散模型、大语言模型等生成式人工智能前沿技术。
4. 熟悉了解跨模态检索、跨模态生成、知识问答等领域知识；
5. 熟悉多模态算法和生成式AI算法，例如CLIP、BLIP、扩散模型等；
6. 了解跨模态检索、跨模态生成或知识问答相关领域知识；
7. 具备一定的数理和统计学科基础；
8. 具备一定的文档撰写能力；
9. 具备较强的数理和统计学科基础；
10. 具备较强的文档撰写能力和总结归纳能力；
11. 肯上进能吃苦，善于发现、分析、解决问题；
12. 良好的学习能力、沟通能力、团队合作精神。
具有以下条件者优先考虑：
1. 有一定大型C++项目经验，熟悉软件工程开发流程；
2. 具有大场景推荐系统、数据库或智能检索开发经验者优先；
3. 计算机领域相关的编程大赛获奖、专业期刊发表文章或者有发明专利等；
4. 对深度学习框架TensorFlow, PyTorch, MXNet, Caffe等有多个开发/使用经验优先；
5. 具有前端开发经验者优先
具有人工智能算法开发经验者优先；
薪酬标准：1.3w-3.5w/月",2024-01-05,智联
图像识别算法工程师,北京,20k-30k,1-3年,硕士,"图像处理
PyTorch
TensorFlow
Python
C/C++
视觉图像算法
图像检测识别
图像分类",北京惠风联合防务科技有限公司,"船舶/航空/航天/火车制造,计算机软件",20-99人,"职位描述
图像处理PyTorchTensorFlowPythonC/C++视觉图像算法图像检测识别图像分类
岗位职责：
1、 负责图像视觉跟踪算法的研究和工程实现；
2、 针对特定场合的自主识别跟踪的算法研发和工程实现；
3、 深度学习领域前沿技术的工程实现。
任职要求：
1、 具有图像处理、深度学习、计算机视觉等相关方向的硕士及以上学历；
2、 在基于视觉的目标分割、检测、识别、跟踪等领域有研发经验；
3、 熟悉pytorch/tensorflow等深度学习框架；
具备良好的编程能力，熟练使用python/c/c++等编程语言进行程序开发；
职位福利：五险一金、交通补助、餐补、通讯补助、带薪年假、包住、周末双休、工作居住证",2024-01-03,智联
深度学习工程师,北京-海淀,18k-25k·14薪,经验不限,硕士,"Python
CNN
TensorFlow
PyTorch",元橡科技,"计算机硬件,计算机软件",100-299人,"职位描述
PythonCNNTensorFlowPyTorch
岗位职责：
1. 负责汽车自动驾驶感知算法的预研和工程落地，包括但不限于2D目标检测，3D目标检测，BEV和占用网络；
2. 跟踪自动驾驶感知和预测的前沿技术，探索新的算法方案来识别检测周围的环境和交通参与者，预测障碍物的行为；
3. 参与自动驾驶数据挖掘，自动标注和4D真值系统的开发；
4. 参与视觉，点云的建图，渲染算法的开发，完成多模态数据的可视化，仿真；
5. 参与自动驾驶算法模型压缩，部署工作；
任职资格：
1. 应用数学、计算机视觉、模式识别、机器学习、电子信息、机器人等相关专业的本科生、硕士或者同等工作经验；
2. 至少精通 C/C++ 或 Python 编程；
3. 精通pytorch或者tensorflow框架；
4. 有自动驾驶感知/融合/预测等模块算法研发经验者优先；
5. 有计算机视觉及模式识别领域顶会（CVPR/ICCV/ECCV/ICML/NeurIPS）或顶刊（TPAMI/IJCV/TIP）者优先；
6. 有顶级学术比赛成果或实际工程项目经验者优先；",2024-12-16,智联
NLP算法工程师,北京,15k-20k,经验不限,本科,"深度学习
自然语言处理
Python
TensorFlow
PyTorch
实体识别",中经网,"IT服务,互联网,咨询服务",100-299人,"职位描述
深度学习自然语言处理PythonTensorFlowPyTorch实体识别
职位信息：
1)负责使用机器学习/深度学习/自然语言处理平台训练模型，实现对文章进行分类和情感分析，并进行数据特征提取等领域的研究和开发工作。
2)负责深度学习框架的基础功能开发和深度学习领域前沿算法跟踪、算法实现及系统研发。
3)负责经济等领域相关自然语言处理方法，支持公司相关产品在深度学习领域的研究。
4)优化深度学习框架的Python接口，提高易用性。
5)探索业界前沿方法，并提升现有NLP能力。
6)负责大规模文本信息挖掘和分类、实体识别、语义理解、智能问答、信息提取等，并应用于实际场景。
任职资格：
1)计算机、自动化、统计学、数学等相关专业本科及以上学历；
2)熟悉常用机器学习算法，尤其是深度学习相关领域，对NLP、模式识别，概率统计等算法原理及应用，有扎实的基础，深入的理解和浓厚的兴趣，在相关期刊和会议上发表过论文的优先考虑；
3)有自然语言处理NLP相关工作经验者优先；
4)精通C++、Java、Python、Golang等至少一门编程语言，有较强动手能力，精通常用的算法和数据结构；
5)了解目前常见的机器学习或者深度学习框架中的一个或者多个：Spark，XGBoost，Pytorch，Tensorflow，keras等；
6)乐于动手，有良好的逻辑思维能力和数据敏感度，能够熟练阅读英文论文并且予以实践和改进，具有优秀的新技术研究和实现能力。
职位福利：五险一金、绩效奖金、餐补、定期体检、员工旅游",2024-12-29,智联
算法工程师（点云ai方向）,北京-昌平,40k-60k·16薪,经验不限,硕士,"C++
智能驾驶
感知融合
激光雷达感知算法
3D目标检测",广垠(河北)人力资源服务有限公司,证券/期货,0-20人,"职位描述
C++智能驾驶感知融合激光雷达感知算法3D目标检测
工作职责：
1、负责基于深度学习激光雷达点云的3D目标检测、分割、跟踪等算法的研究及迭代计算；
2、负责自动驾驶中激光雷达感知算法的长期研发和迭代，及算法在及时产品中的落地与优化提升；
任职要求：
1、本科及以上学历，要有ai模型训练和使用经验，具备深度学习经验。
2、有至少4年工作经验
3、工作项目涉及激光雷达感知、点云感知、目标检测、深度学习、pointpillar、聚类相关的，涉及其中2个以上
4、有自动驾驶行业（矿山领域更好）从业经验",2024-01-03,智联
NLP算法工程师,北京-朝阳,20k-40k,经验不限,硕士,"自然语言处理
算法研究
PyTorch
TensorFlow
智能机器人
智慧医疗
数字政府
Python",北京智通云联科技有限公司,"计算机软件,互联网",100-299人,"职位描述
自然语言处理算法研究PyTorchTensorFlow智能机器人智慧医疗数字政府Python
岗位职责：
1、负责自然语言理解、知识图谱相关算法和技术预研、落地；
2、负责NLP相关的文本处理、数据清洗；
3、负责垂直领域大模型相关算法（预训练、微调、RLHF等）的预研、落地。
岗位要求：
1. 硕士相关学历；
2. 在自然语言处理、搜索、深度学习、智能问答、知识图谱、文本生成、人机对话等领域有实际的开发和从业经验者优先；
3. 有大模型研究经验优先；
4. 熟练掌握NLP相关算法理论知识；
5.熟练掌握Pytorch、Tensorflow等深度学习框架；
6.熟练掌握Python，熟悉包括并不限于 Java/Shell；
7.实践动手能力强，善于团结合作，具备创新能力。",2024-01-03,智联
深度学习算法工程师-吉妮实验室,北京-昌平,13k-26k,经验不限,硕士,"Python
C++
深度学习算法
PyTorch
TensorFlow",北京脑科学与类脑研究所,"学术/科研,学术/科研",300-499人,"职位描述
PythonC++深度学习算法PyTorchTensorFlow
岗位职责：
1.将前沿深度学习技术运用在行为或神经数据的分析与建模中；
2.根据课题需要开发、迭代新的深度学习模型与算法；
3.负责深度学习前沿技术的跟踪，持续优化算法性能。
应聘条件：
1.计算机、人工智能、自动控制等相关专业硕士及以上学位；
2.熟练使用Python/C++等至少一种编程语言，熟练使用TensorFlow/PyTorch等至少一种深度学习框架；
3.熟练掌握常用深度学习模型并有实际项目经验；掌握深度强化学习并有实际项目经验者优先；
4.发表过期刊或会议论文。在国际重要会议上发表过学术论文者优先;
5.对脑科学与人工智能的交叉学科研究有浓厚兴趣，乐于探索新领域；
6.优秀的分析和解决问题的能力，对挑战性的问题充满激情，良好的沟通和团队合作能力;
7.有博士学位者可考虑申请博士后职位（待遇更高且可解决个人及家属户口）。
福利待遇：
1.按资历提供有竞争力的薪资(硕士学历21万/年起，博士学历30万/年起)；
2.正规劳动合同制聘用人员，按工资全额缴纳五险一金，提供补充医疗保险、体检、带薪年假等福利;
3.协助租住员工公寓或昌平区公租房；
4.协助符合条件者申请北京户口;
5.实验室全力支持个人职业发展。提供参加国内、国际会议、访问交流及继续深造的丰富机会。",2024-01-03,智联
NLP算法工程师,北京-朝阳,25k-35k,5-10年,硕士,Python,好医生集团,"IT服务,互联网,培训/辅导服务,卫生服务",500-999人,"职位描述
Python
职位描述：
1. 基于NLP和NLU对大段文本处理，解析和结构化临床文本数据。
2. 负责收集和处理大量的文本数据，训练和优化NLP模型，并进行性能评估以确保模型的准确性和稳定性；
3. 跟踪NLP领域的最新研究成果，并结合实际业务进行算法的创新和优化。
4. 根据工作安排，完成自然语言处理相关的工作任务。
任职要求：
1. 计算机、人工智能或相关专业研究生及以上学历，5年及以上相关工作经验；
2. 能够熟练使用python进行自然语言相关数据处理、模型训练、功能开发；
3. 精通自然语言处理、图计算常见算法与模型（RNN、LSTM、Seq2Seq、Bert、 Transformer、GPT
等），熟悉大模型 prompt 工程；
4. 熟悉常用的NLP工具库和框架，如NLTK、spaCy、TensorFlow，PyTorch等，对开源工具(huggingface、langchain、deepspeed等)较为熟悉；
5. 对自然语言处理相关的分词、实体识别、语言模型、语义分析等有深入的实践经验；",2024-12-26,智联
深度强化学习算法工程师,北京-海淀,10k-20k,3-5年,硕士,"深度学习算法
机器学习算法
Python
TensorFlow
PyTorch
Keras
数据分析",云储新能源科技有限公司,"新能源,通信/网络设备,电力/水利/热力/燃气,电子设备制造",20-99人,"职位描述
深度学习算法机器学习算法PythonTensorFlowPyTorchKeras数据分析
工作范围：
1.承担开发及优化针对数字储能系统的深度强化学习算法和模型，以优化储能系统的运行；
2.参与设计针对数字储能电池全流程业务的深度强化学习算法和模型开发及部署，以优化数字电池系统；
3.根据业务场景需求，建立调度、控制等模型，探索并开发数字储能电池系统的优化运行；
4.应用层功能开发；
5.协助制定技术开发流程和技术规范；
6.完成算法实现和MIL、SIL、HIL测试验证，并支持软件的开发活动；
7.搭建实验平台，并操作验证所开发方法；
8.配合前沿成果的文字输出.
任职资格：
1.思想素质好，爱岗敬业，责任心强，具备严谨细致的工作作风、良好的团队合作精神；
2.***硕士研究生以上学历，相关技术专业，包括不限于计算机、软件工程、通信工程、数学、电气工程、自动化、电子信息及相关专业，以及电化学、新能源、电池管理、材料等；
3.三年以上工作经验或者博士；
4.良好的数学基础，编程功底，编程规范，精通Python；
在深度学习、强化学习方向具有扎实的理论基础
5.熟练掌握至少一种深度学习框架，如Tensorflow，PyTorch，Keras；
6.具备良好的数学建模能力和英文论文阅读能力；
7.有储能、电池大数据分析经验者优先；
8.有电池技术，BMS等储能技术相关经验优先；
在NeurIPS、ICML、ICLR等学术会议上有良好的发表记录者优先；
9.具有良好的文字和沟通能力。",2024-12-29,智联
算法工程师,北京-海淀,15k-30k,经验不限,硕士,"C++
密码算法
深度学习算法
算法研究",江河慧远,"专业技术服务,物联网",20-99人,"职位描述
C++密码算法深度学习算法算法研究
工作职责：
1）、基于加速计算平台，开展人工智能算法研究和设计优化工作；
2）、开展神经网络模型的设计、训练、框架迁移和优化。
岗位要求：
1）、计算机、人工智能、电子工程等相关专业硕士、博士；，有机器学习相关工作经验，数学基础扎实，计算机、统计学、数学等相关专业优先考虑；
2）、 熟练掌握常见的机器学习算法（SVM、决策树、Boosting 等）；熟悉至少一种深度网络框架（Tensorflow、PyTorch、Caffe 等）；熟悉深度神经网络常用模型（CNN、RNN、DNN、RCNN 等），并能够将它们运用到特定的场景之中，例如异常检测、时序预测；
3）、工程实现能力扎实，熟悉 Python、Matlab、C 或 C++ 等至少一种编程语言，有CUDA开发经历优先；
职位福利：五险一金、年底双薪、餐补、定期体检、绩效奖金、带薪年假、通讯补助、周末双休",2024-01-05,智联
图形图像算法工程师,北京-海淀,15k-30k,3-5年,本科,"图像算法
Python
C语言",清华大学,,无,"职位描述
图像算法PythonC语言
清华大学-北京生物结构前沿研究中心李赛实验室，长期从事高通量高分辨冷冻电子断层成像技术（cryo-ET）开发和在结构生物学上的应用。为满足结构生物学技术的研究和发展需要，正在开发冷冻电子断层成像技术（cryo-ET）相关软件。该软件旨在通过提供数据处理的图像界面和数据交互方式，提高对数据分析、处理和反馈的有效性和便捷性，以应对cryo-ET不断增长的数据规模和数据复杂性，推动该领域的持续发展。为优化该软件的GUI设计及实现交互功能，现诚聘1-2名技术人员。
实验室详细信息请见：http://www.lisailab.com/ 北京生物结构前沿研究中心：http://www.frcbs.tsinghua.edu.cn
岗位：高级技术员
一、岗位技能要求与工作内容
技能要求：
1、熟悉面向对象设计思想，熟悉常用设计模式，具有独立的模块化设计能力；
2、掌握QT布局、绘图，有客户端（PyQt）界面优化及业务处理经验，能够实现基于QT的自定义控件；有独立的QT客户端开发能力；
3、熟悉数字图像处理；
4、岗位编程语言：Python、Matlab，对C++、CUDA有一定了解。
工作内容：
1、开发电子显微镜数据处理、分析和反馈流程；
2、根据数据分析、处理和反馈的特点，针对软件GUI的整体风格、界面结构、交互操作流程等完成设计和实现；
3、根据用户测试反馈和数据处理思路的调整完成对软件UI的调整、优化；
4、关注、解读和测试领域发布的最新图像处理方法；
5、按标准要求编写项目开发有关文档；
二、任职要求
1、电子、通讯工程、计算机、物理、数学或设计等专业本科及以上学历；
2、工作经验：本科毕业需3年及以上，或硕士毕业及以上；有独立承担项目经历；
3、具有六级及以上水平英语阅读和写作能力；
4、责任心强，工作认真严谨，诚实诚信；
5、沟通能力强，具有良好的团队协作精神及沟通能力，愿意参与团队活动；
6、对科研工作有热情，愿意学习新知识、新技能者，实验室愿提供长期培养。
三、岗位待遇： 该岗位享受清华大学非事业编制人员待遇（包含五险一金），按照清华大学合同制人员的相关规定办理。依据工作经验，月薪15K-30K。",2024-01-03,智联
推荐算法工程师,北京-朝阳,20k-40k·14薪,经验不限,本科,"深度学习算法
推荐算法
自然语言处理
PyTorch
TensorFlow
广告算法
机器学习算法",智联招聘,"互联网,企业服务",1000-9999人,"职位描述
深度学习算法推荐算法自然语言处理PyTorchTensorFlow广告算法机器学习算法
职位描述：
1. 负责推荐算法的优化，包括不限于多路召回优化，多场景统一建模，用户行为序列建模，深度语义相关性建模等等等
职位要求：
1. 有搜索、推荐系统等经验优先
2. 熟悉常用的机器学习/深度学习等算法，有相关的实现项目经验优先
3. 具备较强的团队协作能力和沟通能力，学习能力强；
4. 具备优秀的分析和解决问题的能力，对解决具有挑战的问题充满激情，具备良好的主动性和求知欲，具备良好的沟通协作和抗压能力；
校招重点要求：靠谱、思路清晰
个别优秀还有北京户口，欢迎交流",2024-12-30,智联
深度学习工程师,北京-海淀,薪资面议,3-5年,本科,,中软国际,,无,"职位描述
工作职责：
1.设计、开发和优化深度学习模型，以解决各种计算机视觉、自然语言处理和语音识别等任务。
2.在华为昇腾生态环境下，使用昇腾AI处理器（Ascend）进行模型训练和推理的工作。
3.与团队成员合作，解决AI模型的性能问题和效率优化，以提高计算资源利用率。
4.密切跟踪深度学习领域的最新发展，将新技术和方法应用到项目中。
5.与合作伙伴和客户合作，为他们提供深度学习和昇腾生态方面的技术支持。
要求：
1.本科或以上学历，计算机科学、人工智能或相关领域。
2.对深度学习领域有扎实的理论基础和实际经验，能够使用常见深度学习框架（如TensorFlow、PyTorch等）进行模型开发。
3.熟悉华为昇腾AI处理器和昇腾生态，具备相关开发经验。
4.熟悉计算机视觉、自然语言处理或语音识别等领域的应用，有相关项目经验者优先。
5.有大模型训练经验优先。
6.具备团队合作能力，能够与不同背景的团队成员协作，解决复杂的技术问题。
7.出色的问题解决能力和沟通能力。
8.持续学习的意愿，积极追踪人工智能和深度学习领域的最新趋势。",2024-12-07,智联
nlp算法工程师,北京-朝阳,16k-25k,经验不限,硕士,"文本分析
信息抽取
CRF
word2vec
CNN
RNN
TensorFlow
PyTorch",电视电声研究所(中国电子科技集团公司第三研究所),,无,"职位描述
文本分析信息抽取CRFword2vecCNNRNNTensorFlowPyTorch
岗位职责：
1、负责包括文本语义识别、信息抽取、知识图谱等方面的算法研究；
2、利用NLP/ML/DL/数据挖掘等相关技术和算法，提供语义理解和文本生成的解决方案；
3. 负责相关任务的方案调研和论证。
职位要求：
1. 计算机、自动化等相关专业，硕士及以上应届毕业生(优秀者可放宽学历到本科)，有相关研究经验者优先；
2. 具备扎实的编程基础，至少精通一种编程语言，如Python等;
3. 熟悉自然语言处理常见算法与模型（语言模型、CRF、HMM、word2vec、CNN/RNN/Seq2Seq/Attention/Transformer等）;
4. 对自然语言处理相关的分词、实体识别、文本摘要、语义分析、知识图谱构建等有一定的实践经验；
5. 至少熟练掌握一种深度学习平台，如TensorFlow，Pytorch等;
6. 具有良好的分析问题和解决问题的能力，以及积极向上的工作态度;
7. 有团队意识，与他人合作良好。
职位福利：五险一金、绩效奖金、包吃、交通补助、节日福利、定期体检、央企事业编、北京户口",2024-01-05,智联
算法性能优化工程师,北京-海淀,30k-60k·15薪,5-10年,本科,"人工神经网络
PyTorch
TensorFlow
C++",上海欣聘信息技术有限公司,人力资源服务,20-99人,"职位描述
人工神经网络PyTorchTensorFlowC++
职位描述：
1、参与AR产品算法SDK开发，能够针对CV、SLAM算法以及AI模型算子进行定制优化，满足算法在不同的硬件架构上的低延迟、低功耗、高性能、稳定性等要求。
2、协同算法研究人员完成前沿和关键算法的部署落地，能够根据精度和性能要求提出一定的改进建议。
职位要求：
1、本科及以上学历，熟悉C/C++开发，熟练使用常用的数据结构和算法，熟悉常用设计模式，具备良好的编程规范。
2、熟悉计算机体系结构，能够熟练使用perf工具进行程序性能分析和热点定位，具备SIMD(neon、avx等)或SIMT（cuda、openmp、多线程等）模式下算法的开发及优化能力；
3、熟悉常用的AI算子、CV/SLAM 经典算法的计算方式，能够根据性能和功耗要求进行算法定制优化开发",2024-01-03,智联
图像算法工程师,北京-海淀,20k-40k·14薪,1-3年,硕士,"深度学习
缺陷检测
Halcon
图像处理
C++
Python
工业视觉
深度学习算法",北京先见科技有限公司,计算机软件,20-99人,"职位描述
深度学习缺陷检测Halcon图像处理C++Python工业视觉深度学习算法
职位描述：
1、追踪学术前沿，参与计算机视觉和深度学习算法的研究和开发；
2、将***的算法(如文字识别、机械手定位、缺陷检测等)在工业场景中落地；
3、负责视觉检测算法的系统集成设计、开发和调试。
任职要求：
1、硕士及以上学历，计算机、数学等相关专业，2年以上相关行业工作经验；
2、熟悉图像处理各种算法的基本原理，并能够灵活运用算子进行图像匹配、定位、分割、边缘提取；
3、熟练使用Halcon、Vision Pro、OpenCV等任一种视觉软件库进行视觉系统开发，以上条件满足任一条件即可；
4、精通C、C++、C#、python等任一编程语言或工具；
5、有嵌入式编程、tensorrt编程经验的优先，有机器视觉自动化工业检测项目、缺陷检测经验且成功应用者优先。
职位福利：14薪、弹性工作、带薪年假、节日福利、员工旅游、定期体检",2024-01-03,智联
深度学习算法优化工程技术岗,北京-海淀,20k-40k,1-3年,硕士,"图像算法
人工神经网络
Transformer
ResNet",启元实验室,"人工智能,人工智能",300-499人,"职位描述
图像算法人工神经网络TransformerResNet
岗位职责：
1. 负责针对实际落地项目进行常见深度学习算法模型（包括CV/NLP大模型）训练或微调，如resnet、yolo、ViT、GPT等；
2. 负责对神经网络模型进行压缩与加速，包括后量化、量化训练、混合精度量化、模型剪枝、知识蒸馏、结构优化等；
3. 负责自动化神经网络剪枝和量化工具的研发，对齐硬件单元的量化部署细节。
任职资格：
1. 计算机、自动化、电子工程等相关专业本科及以上学历，工作经验1年以上；
2. 有扎实的编程基础，了解常用的深度学习算法，熟练使用Python；
3. 熟悉一种或几种主流机器学习框架(如Pytorch/TensorFlow)；
4. 有物体识别/检测相关算法训练经历；
5. 有模型剪枝、量化(Network Pruning/quantization)相关经历优先；
6. 有嵌入式系统上进行算法优化部署经历的优先（如GPU、TPU、AI加速器等）；
7. 具有强烈的工作责任心、有良好的沟通能力和团队合作精神。",2024-01-05,智联
nlp算法工程师,北京-丰台,20k-35k,5-10年,本科,"C语言
C++
语义理解
文本生成
Golang
机器学习
深度学习
检索
分析
信息提取",八月瓜,"咨询服务,专利/商标/知识产权",300-499人,"职位描述
C语言C++语义理解文本生成Golang机器学习深度学习检索分析信息提取
职责描述：
1、根据部门目标，完成NLP相关算法、模型、应用等技术的研究，形成相应产品。
2、研究典型场景的NLP应用算法与模型实现，完成工程项目，形成NLP应用解决方案。
3、依照工作内容，撰写完善相关技术标准和技术方案。
4、完成领导交办其它工作。
任职要求：
1、自动化、数学、人工智能、计算机、数据挖掘等相关专业方向，本科以上。
2、具有文本摘要、语义理解、长文本提取、语义检索中至少一个方向的完整理论体系与算法体系，熟悉机器学习、深度学习算法，具有典型模型设计能力。
3、具有至少一个完整的NLP应用项目开发经验，具有语义检索、文本摘要、生成式模型开发和应用项目经验优先考虑。
4、熟练seq2seq、Transformer、Word Embedding、Faiss等基本原理，熟悉Pytorch、Tensorflow、Keras等至少一种框架，熟悉Word2vec、BERT中至少一种方法。
5、熟悉Linux系统，能够熟练使用Python、GO、C或C++中至少一种语言进行编程。
6、具有比较强的沟通交流能力，学习能力、分析解决问题能",2024-01-05,智联
深度学习算法工程师,北京-海淀,50k-70k·14薪,3-5年,硕士,"深度学习
强化学习
图像识别
机器学习
深度学习算法",山东伯睿英联企业管理咨询有限公司,"咨询服务,房地产中介,学术/科研,社团/组织/社会保障",20-99人,"职位描述
深度学习强化学习图像识别机器学习深度学习算法
工作职责：
利用深度学习技术进行前沿人工智能技术研发包括但不限于强化学习、图像识别、视频处理等领域 人工智能前沿技术领域的研究，负责机器学习平台的选型，框架搭建，开发及优化及机器学习深度学习人工智能相关算法实现，算法优化和性能评估 参与核心代码的书写，解决项目开发过程中的重大技术问题
任职要求：
硕士及以上学历，数学、计算机等相关专业，具备扎实的数学基础和数据处理经验 掌握机器学习相关知识，有该领域算法的研究或开发经验 掌握深度学习、目标检测、物体识别技术之一，熟悉对应算法的应用场景和优化方法 具有良好的编程能力，至少熟悉一种主流编程语言 精通数据结构、数据处理、人工智能算法和设计，能够对算法进行 验证和实现
职位福利：五险一金、年底双薪、绩效奖金、带薪年假、弹性工作、定期体检、通讯补助、交通补助",2024-12-30,智联
