岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
Ai算法工程师+周末双休,广州-海珠,15k-30k,3-5年,本科,"C++
文本分类",财小白(佛山)科技有限公司,"计算机软件,网络/信息安全",100-299人,"职位描述
C++文本分类
岗位职责：
1、参与部门NLP系统建设，包括: 数据平台、训练平台、文本分类、命名实体识别、关系抽取、文本生 成、LLM、Prompt工程等方向的设计和研发工作；
2、参与部门NLP模型大规模分布式训练的方案设计、训练、调优工作；
3、参与需求分析和对接，完成NLP系统整体解决方案设计、研发和落地，评估算法效果并进行持续优化改进；
4、设计和开发高质量的NLP和机器学习算法和模型，以解决具体业务问题；
5、参与技术架构和系统设计的决策；
6、跟踪最新的AI技术和算法发展动态，为公司的产品和服务提供技术支持；
与团队成员紧密合作，共同解决技术难题和挑战；
8、编写技术文档，包括设计文档、用户手册等。
任职要求：
1、本科以上学历，有大型项目开发经验优先；
2、具备前沿人工智能技术跟踪和业界趋势的跟踪和算法应用能力;
3、精通C++/Java/Python其中一种开发语言,有良好的数据结构与算法功底;
4、熟悉掌握主流深度学习框架（至少两种），对于其他框架比如opencv、mnn、TensorFlow Lite、TensorRT、Pytorch等，有一定使用及模型训练经验；熟悉YOLO、SSD、Fast R-CNN、transformer等算法；
5、具备较强的动手实践能力,能够快速把想法用算法程序的实现；
6、获得过人工智能行业相关专业化比赛奖项者优先考虑；
7、具备良好的沟通能力和团队合作精神，能够承担一定的工作压力。
福利待遇：
●周末双休，周一至周五 8：30-12：00 13：30-18：00 带薪年假，带薪病假，法定节假日、年终奖金；
●社保：为员工办理养老、医疗、工伤、失业、生育等社会保险；
●福利经费：各种节假日福利等；
●晋升通道：公司拥有完善的职业通道及薪酬晋升体系，
●文化活动：不定期举办员工团建、生日会、中秋活动、春茗等文化活动；",2024-01-11,智联
深度学习算法工程师（双休）,广州-天河,薪资面议,3-5年,本科,"Java
Python
深度学习算法
PyTorch
数据采集",中软国际,无,无,"职位描述
JavaPython深度学习算法PyTorch数据采集
大模型后端开发
工作职责：
1. 开展大模型算法研究，包括但不限于：单模态、多模态模型预训练，全参、LoRA、P-Tuning等模型微调，模型量化、分布式部署算法；
2. 基于国内外开源的大模型技术方案，探索落地大模型技术及开发方案。
3. 搭建大模型服务推理环境，大模型应用服务开发和部署。
4. 数据采集与爬取、解析处理、入库及备份等数据日常工作。
要求：
1. 大学本科及以上学历，有3年以上相关工作经验；
2. 熟悉常见深度学习算法，对主流开源大模型（例如LLaMA/GLM/Qwen等）有训练、微调、产品应用经验；
3. 熟练使用Python，具备python后端开发能力，掌握pytorch等深度学习框架，有较强的算法工程能力。掌握一种爬虫框架，掌握网页抓取原理及技术。
4. 熟悉linux，熟悉docker容器技术，具备基础的运维能力。
5. 有java后端开发经验优先。
6. 学习能力强、善于沟通、对技术创新充满激情，有较强的成就导向。
上班地址：南方基地
上班时间：8点半-5点半",2024-01-05,智联
ai算法工程师,广州-白云,7k-14k,3-5年,大专,英语可作为工作语言,广州博捷汽车配件有限公司,汽车零部件,20-99人,"职位描述
英语可作为工作语言
1.英语可以正常交流
2.对阿里国际站有一定的独特见解
3.可以跟公司出国参加展会，见识不同国家的文化
4优先考虑AI技术者优先",2024-01-14,智联
搜索算法工程师,广州-天河,15k-30k,3-5年,本科,"推荐算法
垂直搜索
ElasticSearch
Solr
中文分词
意图识别",贵阳高新数通信息有限公司,互联网,0-20人,"职位描述
推荐算法垂直搜索ElasticSearchSolr中文分词意图识别
负责优化改写基于solr、elasticsearch的召回与排序模型等基础文本搜索服务。
需要对搜索引擎有较为深入理解以及应用。
对常见的搜索算法模型有比较深入的业务应用。
福利待遇：
1、体现岗位价值的薪资体系。
2、季度奖。
3、双休制，享有国家法定假日，工作满一年的职员可享受带薪年假。
4、享有“五险一金”。（五险：养老保险、医疗保险、失业保险、工伤保险和生育保险；一金：住房公积金。）
5、员工可享受婚假、丧假、产假、哺乳假等 。
6、入职满一年可享每年免费全面体检一次。
工作时间：周一至周五8:30-12:00 13:30-18:00",2024-01-05,智联
ai算法工程师,广州-南沙,16k-23k,1-3年,本科,"自然语言处理
知识图谱",京北方,无,无,"职位描述
自然语言处理知识图谱
人工智能、图计算、GPU等新技术开发人员
【岗位职责】1、负责人工智能算法的设计、开发和优化；
2、跟进人工智能领域的前沿技术，为团队提供技术支持和建议；
3、配合团队完成项目任务，参与项目的测试、部署和实施；
【必备技能】1、熟悉机器学习、深度学习等人工智能领域的相关算法和技术，并具备实现能力
2、熟练使用Python/Java/C++一门以上编程语言，具备良好的编程习惯
3、熟悉常用的数据结构和算法
4、具备良好的团队协作精神，善于沟通和解决问题
【重要技能】1、掌握PyThorch、TensorFlow、Keras等框架
2、掌握图数据库、Hive、ElasticSearch、MongoDB等数据库的使用
3、具备TDD开发习惯，对自动化测试有一定了解
【必备工作经验】有问答系统、推荐系统相关实践项目经验优先；有深度学习、自然语言处理、知识图谱相关实践项目经验优先；有开源代码二次开发经验优先；
【重要工作经验 】具有1年或以上的人工智能/图计算模型开发运维经验优先。",2024-01-13,智联
深度学习算法工程师（部署方向）,广州,15k-30k,3-5年,本科,"C++
Python
深度学习算法
视觉图像算法
CNN
TensorFlow
Caffe
PyTorch",广州紫为云科技有限公司,"人工智能,互联网,IT服务",100-299人,"职位描述
C++Python深度学习算法视觉图像算法CNNTensorFlowCaffePyTorch
【职责描述】
1.负责将深度学习算法模型部署到手机、英伟达GPU、嵌入式Arm设备等不同的硬件平台；
2. 针对特定硬件平台，对算法进行性能提升和资源优化；
3.开发维护和迭代更新算法相关的SDK。
【任职要求】
1. 精通c/c++，精通算法与数据结构，熟悉python；
2. 具备较好的计算机体系结构背景和软件开发背景，熟悉arm neon指令及汇编优化，或者熟悉移动端gpu优化；
3. 了解深度学习基本原理，熟悉神经网络基本架构和各layer计算方式，熟悉至少一种深度学习训练框架及其模型文件的解析，如caffe、tensorflow、pytorch；
4. 熟悉常用图像视觉计算库及深度学习推理计算库，包括arm compute library、tensorflow lite、nnpack、ncnn、mnn、tensorrt等；
5. 熟悉常用的卷积计算加速方法，如gemm、winograd算法等；
6. 熟悉深度学习定点化计算，熟悉支持定点化的深度学习训练框架如ristretto，熟悉支持定点化的推理引擎计算库如qnnpack等；
其他加分项：
1. 熟悉神经网络模型压缩框架，如pocketflow、distiller等
2. 设计过AI加速器软件栈；
3. 熟悉和使用过TVM等编译器。
【薪资福利】
（一）薪酬待遇
基本工资：为员工提供在行业内具有竞争力的薪酬待遇；
绩效奖金：根据岗位性质及个人工作表现进行绩效考核确定；
年终奖金：根据年度绩效考核结果综合确定；
项目奖金：根据项目达成状况发放；
（二）福利体系
工作时间：9:00--18:00；
假期安排：依法享受国家法定节假日；
五险一金：入职即购买五险一金；
我们还有：交通补贴、餐费补贴、定期体检、节假日福利、员工活动；
（三）发展前景
1、清华大学电子系媒体大数据计算研究中心王生进教授团队，其在计算机视觉国际会议（ICCV、CVPR、ECCV）累计发表论文20余篇；
2、清华研究团队背景，众多技术大牛深度接触，丰富个人的技术维度；
3、行业资深人员指导，强化个人的技术深度；
4、人工智能（AI）前沿领域，广阔的市场探索方向，拓展个人的职业空间；
5、优异者可提供清华媒体大数据认知计算研究中心学习交流机会、并与清华AI博/硕士定期交流学习。
职位福利：绩效奖金、交通补助、餐补、定期体检",2024-01-10,智联
AI算法工程师(J10333),广州-黄埔,15k-30k,经验不限,硕士,"视觉图像算法
模式识别
算法研究
语音算法
C语言
C++",广州市奥威亚电子科技有限公司,"计算机软件,互联网,电子/半导体/集成电路",500-999人,"职位描述
视觉图像算法模式识别算法研究语音算法C语言C++
岗位职责:
1、硕士，信号处理/计算机/信息/电子等相关专业，具有相应算法项目经验；
2、主要工作方向为计算机视觉和深度学习算法研发，包括但不限于目标检测、目标识别、目标跟踪定位、图像检索等；
3、熟练使用C/C++编程，了解本领域中经典算法的实现原理，具有嵌入式算法经验更佳；
4、较强的学习能力，勤奋刻苦，富团队合作精神。",2024-01-13,智联
高级/算法工程师,广州-黄埔,30k-60k·14薪,1-3年,硕士,,湖南聚贤丰华企业咨询管理有限公司,"医药制造,广播/影视,电气机械/电力设备,环保",0-20人,"职位描述
岗位职责：
1、对高通量合成产生的化学反应数据进行梳理，开展人工智能预测模型的研发。
2、开发合成预测算法，如反应模板构建、分子描述符选择、反应条件编码、预测模型构建和优化。
3、前沿项目的信息调研、可行性分析等工作。
任职要求：
1、熟练使用linux系统，熟练掌握Python语言；
2、了解化合物的计算机表示，了解RDKit等Python化学库，了解子结构匹配、化学反应模板等；
3、具有量子化学计算或QSAR建模经验；
4、英语文献阅读能力、学习能力、分析总结能力；
5、化学信息学、计算化学、物理化学等相关专业，硕士及以上学历
细胞治疗高级科学家-总监 ，南京或北京
岗位职责
• Develop and optimize cell therapy platforms, e.g., CAR-NK, CAR-γδT, to improve the biological function (potency and persistence) of cell therapy products, based on solid understanding of innate cell biology, i.e. immune cell activation, survival, proliferation, and function, and cancer/immune biology in tumor microenvironment.
• Lead from the lab to advance novel and differentiated cell therapy products toward clinical milestones, by working collaboratively with internal cross-functional teams and external partners.
• Contribute to discovery projects by independently designing and developing well-defined mechanistic experiments and projects.
• Design, execute, and interpret functional in vivo, in vitro, and ex vivo assays to
understand the mechanism-of-action and play an active role in subsequent scientific discussions to drive decisions.
• Independently design sgRNAs, constructs for KO and KI through non-viral (plasmid, self-replicating vectors, EP, LNP) methods.
• Develop characterization strategies and implement plans to understand the cellular biology with respect to growth/expansion of cellular subtypes during process/product development in both autologous and allogenic production processes.
• Propose novel projects based on internal results, external partners, and published reports and demonstrate leadership through effective communication of study plans/value, and research results.
任职要求
• Ph.D. in Immunology, Biology, Biological/Chemical Engineering, or related discipline with 2+ years of relevant industry/academic experience post-graduation
• Hands on experience with CAR-T, CAR-NK, CAR-γδT, TCR-T cell therapies /
immunotherapies, including cell culture, immune cell activation/expansion, viral
transduction for various types of immune cells.
• Profound skills in in vitro and in vivo immune cell characterization and function
assessment, such as, multi-color flow immunophenotype, multiplex cytokine
measurement, cytotoxicity assay, and other molecular based assays.
• Experience with in vitro technologies to assess lymphocyte functionality including but not limited to multi-parameter flow cytometry, MSD, Luminiex, xCELLigence and IncuCyte-based assays, for phenotypic characterization of T/NK cells, T/NK cell activation, cytotoxicity and proliferation assays is required.
• Experience with gene editing in primary cells is preferred (eg. CRISPR-CAS9 editing, lentiviral transduction, retrovirus transduction)
• Excellent written and verbal communication skills, detail-oriented organization skills, and team collaboration skills.
制剂研究员/总监，工作地点苏州、泰州或上海
1、组织团队主持新产品、新技术研发，并能够将科技成果产业化;
2、解决制剂研发过程中出现的各种关键技术问题;
3、根据部门发展需要，参与部门建设、管理和培训。
任职要求
1、博士学历，药物制剂、药剂学、药学等相关专业，研究员1-3 年药企工作经验，总监至少5年以上相关的经验，工作地点苏州或泰州;
2、具有行业政策的领悟能力及药物领域的新技术、新产品、新工艺开发能力，有丰富的制剂新技术和新剂型开发经验者优先、有项目申报经验者优先;
3、具有优秀的沟通协调和团队管理能力;
4、能够熟练进行中英文文献检索以及使用英语阅读专业文献资料。",2024-01-12,智联
AI算法工程师,广州-黄埔,15k-25k,3-5年,本科,"视觉图像算法
机器人算法
智慧医疗",广东迈科医学科技股份有限公司,"计算机软件,医疗设备/器械,在线医疗",20-99人,"职位描述
视觉图像算法机器人算法智慧医疗
岗位职责：
1.参与心电及多参数生理检测人工智能核心技术研发、优化。
2.参与大数据平台的数据挖掘、机器学习相关算法研究、开发和调优工作。
3.应用机器学习、深度学习等技术，针对图像分析、大数据建模，结合业务需求，研发创新产品和技术平台。
4.结合具体业务，对算法进行优化，提出独立见解和解决方案，解决实际问题。
5.承担算法团队建设。
任职要求：
1.本科及以上学历，计算机相关专业，人工智能研究方向，至少3年以上同等岗位经验。
2.熟悉主流深度学习平台。
3.熟悉机器学习算法（分类、聚类、回归等），熟悉数据可视化优先。
4.具备分布式算法设计和实现经验优先。
5.能够使用Python/C++/Java实现预定的算法逻辑，并进行调优工作。
6.对AI项目有浓厚的兴趣，独立完成完整图像识别或者其他类深度学习项目等，发表过相关论文者优先。",2024-12-27,智联
图像算法研发工程师 (MJ000310),广州-越秀,20k-30k·14薪,3-5年,硕士,"图像识别产品
智能硬件",广州菲亚兰德科技有限公司,"专用设备制造,智能硬件",500-999人,"职位描述
图像识别产品智能硬件
岗位职责：
1.从事计算机视觉、图像处理、机器学习与模式识别等人工智能相关的算法设计和研发工作；
2.负责机器学习及图形图像等相关场景的研发工作；
3.负责数据采集、清洗、汇总、集成等数据相关的流程工作；
4.跟进人工智能的前沿进展，跟踪国内外图像算法发展趋势，将其工程化应用到公司相关产品和系统上，实现效果、性能等各方面的优化；
6.协同算法团队从事图像识别类算法研究开发、设计、仿真、测试、维护与工程化。
职位要求：
1. 模式识别与智能系统、计算机、自动化、应用数学、统计学等相关理工科专业，本科及以上学历；
2.有机器学习、深度学习、人工智能等方面的工作经验，3年以上图像算法类设计开发经验，2年以上深度学习研究经历；
3.熟悉计算机视觉、图片识别、图像分类、目标检测、图像分割、图片解析等相关技术；
4.熟悉常用的编程语言（如pyhton、C/C++等），有扎实的编程能力；
5.熟悉常用数据结构，算法，具有良好的编程风格；
6.熟悉OpenCV、Tensorflow、Caffe、Karas、PyTorch等开源框架的使用，具有算法工程化的经历，能够独立完成模型的构建与训练；
7.对常用机器学习算法，对CNN、RNN、Fast-rcnn、Yolov等深度学习算法有了解，对成熟的模型，例如：VGG、AlexNet等有了解；
8.思路清晰，责任心强，主动性强，工作踏实，团队协作精神，有很强的自我驱动力。",2024-12-26,智联
高级NLP算法工程师,广州-天河,40k-80k,5-10年,硕士,"文本分析
语义分析
自动问答
智能客服
聊天机器人
NLP
Transformer
大模型",广州启生信息技术有限公司(39健康网),"互联网,广告/营销,卫生服务",100-299人,"职位描述
文本分析语义分析自动问答智能客服聊天机器人NLPTransformer大模型
工作职责 1、负责相关产品模型的调优和部署； 2、负责根据各业务和产品对模型进行研发，以满足业务产品使用需求并创造使用价值。 岗位要求 1、自然语言处理、人工智能、机器学习等相关专业硕士及以上学历； 2、具备文本生成相关工作经验； 4、具有较强的英文文献阅读及调研能力; 5、具有至少3年的机器学习、深度学习相关工作经验，熟悉自然语言处理、机器学习、深度学习等相关算法，对自然语言生成算法原理有较深和全面的认识，熟悉掌握Transformer、各类NLP主流模型技术方法; 6、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch； 7、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验； 8、具备多模态AIGC大模型训练经验者优先； 9、有医疗相关工作经验的优先。",2024-01-10,智联
高级算法工程师,广州,35k-45k,经验不限,硕士,"NLP
人工智能
云计算",广州市锦启咨询有限公司,"咨询服务,咨询服务,人力资源服务",0-20人,"职位描述
NLP人工智能云计算
岗位职责：
1、主要围绕产业图谱、大数据招商、政务大数据决策、企业科创服务等产品研发包括主题词库、自动标签算法、知识图谱、关联推荐算法、智能匹配算法、机器学习算法等；
2、负责高校产学研合作项目推进（主要是人工智能方向）；
任职要求：
1、高校硕士及以上学历，专业博士优先；
2、从事云计算、移动互联网、数据库、数据仓库、人工智能、知识图谱方面研究；
3、具备NLP、关联推荐算法等专业技术能力；
职位福利：五险一金、绩效奖金、弹性工作、节日福利、员工旅游、不加班、周末双休、每年多次调薪",2024-01-14,智联
NLP算法工程师,广州-天河,16k-25k,5-10年,本科,"PyTorch
TensorFlow
NLP",京北方,无,无,"职位描述
PyTorchTensorFlowNLP
岗位jd：1、自然语言处理方向2年以上研究或工作经验；
2、熟悉中文分词标注、文本分类、语言模型等nlp相关算法；
3、熟练掌握至少一种常见的深度学习框架，如tensorflow、pytorch;
4、熟悉主流预训练模型，并有预训练模型的微调经验。
硬性要求：本科 *** 5年工作经验及以上",2024-01-05,智联
ai算法工程师,广州-黄埔,25k-50k,5-10年,硕士,,何氏眼科,"医院,医院",1000-9999人,"职位描述
岗位职责：
1、数据处理：提出标注需求，开发数据标注质量检测算法，提出标注改进策略
2、算法开发：制定算法预期实现的目标，根据实际临床业务提出多种算法组合方案，制定算法架构（拆解和组合），利用多种算法框架快速建模，根据实际算法任务进行算法修改（对原模型的修改），根据实际业务进行算法修改（对算法输入输出的修改）
3、算法验证和迭代：跟进SOTA模型，论文阅读，代码复现
4、算法部署：优化算法推理（提升推理速度）
5、文档书写：算法注释和文档，配合算法注册书写相关文档，为业务开发人员提供API接口文档
任职资格：
1、学历：硕士以上学历，计算机科学、深度学习、机械学习、人工智能等专业，具备医学相关背景优先
2、能够理解临床诉求，将临床需求转化为算法需求
3、掌握Python, R,Java, C++的编程语言能力来独立建立算法模型；
4、有算法开发涉及到的概率与统计学的知识应用能力，了解自然语言处理系统；
5、理解掌握机器学习、深度学习算法涉及到的模型：包括但不仅限于线性回归、逻辑回归、混合模型、Decision Tree、KNN、Naïve
Bayes、SVM、CNN；
6、有3年以上人工智能产品用户体验设计、评估、完善的经验。",2024-01-13,智联
nlp算法工程师,广州-天河,25k-35k,3-5年,硕士,"主题模型
智能客服",佳都科技集团股份有限公司,计算机软件,1000-9999人,"职位描述
主题模型智能客服
【岗位职责】
1、研究和使用NLP技术来解决实际问题，例如列车时刻表查询、站点信息查询、设备维修操作查询等等，提供解决方案并进行应用实现；
2、负责收集和处理大量的文本数据，训练和优化NLP模型，并进行性能评估以确保模型的准确性和稳定性；
3、参与开源大模型的开发和维护工作，提高模型的普遍性和适用性；
4、与其他团队（产品、设计、QA和数据等）紧密合作，确保交付高质量、可靠的NLP解决方案；
5、跟踪NLP领域的最新研究成果，并结合实际业务进行算法的创新和优化。
【任职要求】
1、计算机、人工智能或相关专业研究生及以上学历，3年以上相关工作经验；
2、具有LLM相关开发经验，如ChatGLM、LLaMA等开源项目经验者优先；
3、具有良好的代码开发能力，并对深度学习和NLP有深入理解，有开源项目开发经验优先；
4、精通自然语言处理算法和技术，熟悉常用的NLP工具库和框架，如NLTK、spaCy、TensorFlow，PyTorch等，有在实际项目中使用过这些工具的经验优先；
5、对NLP主流大模型如GPT3/chatGPT/T5/PaLM/LLaMA/GLM等的原理和差异有深入的理解，有相关模型开发和应用经验者优先；
6、具有独立设计和开发NLP系统的经验，能够独立完成从数据处理、模型训练到模型部署的全流程；
7、具有良好的团队合作精神和沟通能力，能够在团队中承担领导和协调角色优先。",2024-01-11,智联
高级算法工程师,广州-黄埔,20k-30k,3-5年,硕士,,广州墨奇科技有限公司,人工智能,20-99人,"职位描述
职位描述
* 参与研发下一代大规模多生物特征识别和高精度搜索技术
* 负责多模态数据处理和融合算法的研究与实现, 包括图像、声音、文字等
* 用原创性的 AI 技术解决各类计算机问题（例如检测、分割、图像增强、语音识别）
任职要求
* 数学、计算机或者相关学科硕士及以上学历, 3年以上工作经验
* 数理基础扎实，熟悉常用编程语言，包括但不限于：C++/Python/Go
* 有深度学习项目经验，熟悉 TensorFlow/Pytorch/Caffe 等工具
* 有良好的中英文文献阅读能力, 能够跟踪算法的学术进展，具备较强的论文算法复现能力
* 敢于尝试新方法、新思路，乐于沟通交流
* 具备团队协作能力和项目承压能力
加分项
* 优秀的文章发表履历，为研究社区做过贡献，包括在 CVPR, ICCV, NIPS, ICML 等发表论文
* 有多模态融合经方向的研究或相关项目经验
* 有生物特征提取、识别相关项目经验",2024-01-12,智联
自然语言算法工程师,深圳-福田,20k-40k,5-10年,硕士,"PyTorch
情感分析
文本分类
句法分析
文本挖掘
Attention
Q-learning",威海天华人工智能有限公司,"互联网,人工智能",20-99人,"职位描述
PyTorch情感分析文本分类句法分析文本挖掘AttentionQ-learning
1. 计算机科学、人工智能、数据科学或相关领域的硕士或博士学位，可接受派遣到异地工作，至少七年相关工作经验。
2. 熟悉机器学习与深度学习原理。
3. 熟悉PyTorch深度学习框架。
4. 有过对话系统、推荐系统等经验者优先。
5. 擅长至少4种深度学习网络的模型训练及网络调优，如LSTM/Bi-LSTM, Bi-LSTM+CRF, IDCNN-CRF, Seq2Seq, Attention机制，Transformer, word2vec, ELMo, BERT, GAN等。
6. 熟悉NLP领域常用的开源框架和工具，8年以上相关经验，有深度学习项目经验者优先。",2024-01-06,智联
OCR算法工程师,深圳-南山,20k-30k,经验不限,硕士,PyTorch,深圳云译科技有限公司,"人工智能,人工智能,翻译服务,计算机软件",100-299人,"职位描述
PyTorch
岗位职责：
1.负责OCR算法的研发及应用工作，包括模型训练、优化及工程应用等；
2.参与公司OCR产品或者项目的算法研发，包含但不限于文字检测、识别，复杂场景下的文字识别（遮挡、模糊、残缺等）等；
3.协助OCR回填技术优化。
岗位要求：
1.熟练掌握Paddle/Pytorch/Tensorflow构建分类模型；
2.熟悉OCR的算法，包含文字检测、文字识别、版面分析、信息结构化等，在相关领域有实际项目经验；
3.熟悉常见的文本检测算法（如RCNN系列、CTPN、EAST、YOLO系列等）、文本识别算法（CRNN、Densnet等）等算法实现；
4.能够独立收集公开信息并整理标注与训练数据，对需要他人协助标注的，具备编写相应标注需求的能力，有相关工具使用经验或开发经验的更佳；
5.熟悉TensorRT、ONNX等模型加速工具，有模型优化、并行计算经验优先；
6.硕士及以上学历，计算机、信号处理、图像处理、模式识别、机器学习等相关专业背景优先。",2024-01-11,智联
自然语言处理算法工程师,深圳-宝安,20k-25k·15薪,1-3年,本科,"序列标注
语义分析
PyTorch
Theano
BERT
文本分类",瑞泰影像科技(深圳)有限公司,"医疗设备/器械,医疗设备/器械",20-99人,"职位描述
序列标注语义分析PyTorchTheanoBERT文本分类
1.负责自然语言处理（NLP）方向的技术研究和开发，包括但不限于文本分类、情感分析、命名实体识别、关系抽取等；
2.使用Python等语言进行大规模数据处理和预处理，构建高效的数据处理流程；
3.设计和开发具有强泛化能力的深度学习算法模型，解决NLP相关领域的问题；
岗位要求：
1.本科及以上学历，计算机、人工智能等相关专业优先；
2.熟悉常见的NLP任务，如文本分类、序列标注、语义理解等，具备NLP算法实战项目经验；
3.熟练掌握Python等编程语言，熟悉numpy、pandas等常用库；
4.精通常用的深度学习框架（如Tensorflow、PyTorch等），并在实际项目中有深入应用；
5.对大型模型有深入的了解和实践经验，比如GPT-3、BERT等；
7.具备良好的沟通能力和团队合作精神，有敏锐的问题分析和解决能力；
8.有自我驱动能力和持续学习的意愿，在NLP领域或者大模型领域有深入的研究和经验者优先考虑。",2024-01-13,智联
ai算法专家,深圳-南山,60k-100k·13薪,5-10年,本科,"视觉图像算法
视频算法
算法研究
PyTorch
TensorFlow
CNN
CNNX
ncnn
NPU
TPU",深圳新旭网络科技有限公司,"企业服务,互联网,企业服务,IT服务",100-299人,"职位描述
视觉图像算法视频算法算法研究PyTorchTensorFlowCNNCNNXncnnNPUTPU
岗位职责：
ARVR行业做AI算法的
1、负责ARVR场景下AI技术研发工作，包括手势识别、目标识别、人脸表情识别等；
2、负责模型在移动端的部署和优化，确保算法落地；
3、结合前沿技术不断提升AI技术能力，提升识别精度，加速技术量产落地；
任职要求：
ARVR行业做AI算法的
1、专业：计算机、通信、数学或相关专业；
2、工作经验：熟悉视觉AI技术，6年及以上开发经验；
3、能力要求：
- 具有优秀的学术研究能力，能够基于文献快速复现算法原型；
- 具有实际的工程部署经验，熟悉ONNX、NCNN等常见模型转换框架；
- 具有实际的模型优化经验，包括且不限于减少卷积核、剪枝、网络分解、权值共享、权重量化等
- 具备NPU、TPU、DSP等优化经验，熟悉高通平台部署优化经验者优先；
- 熟悉深度学习领域基础知识，熟悉主流的深度学习框架Pytorch、Tensorflow等；
- 具有一定的视觉领域知识，了解点云、分割、三角测量、深度检测等基本原理；",2024-01-13,智联
自然语言算法工程师,深圳-南山,20k-30k,3-5年,本科,"自然语言处理
C++
Python
NLP算法
RNN
LSTM
LLAMA
LLAMA2",深圳市卓帆技术有限公司,"计算机软件,IT服务",100-299人,"职位描述
自然语言处理C++PythonNLP算法RNNLSTMLLAMALLAMA2
工作职责：
1、参与自然语言核心算法研究；
2、优化升级已有核心NLP算法；
3、解决人机交互中各种理解问题，达到自然、顺畅交互。
岗位要求：
1、本科及以上学历，计算机相关专业；
2、熟悉CNN、RNN，LSTM，LLAMA，LLAMA2等深度神经网络模型，具备大模型训练调优经验者优先考虑；
3、具备扎实的编程基础，熟练掌握C/C++/Python编程语言中的一种或多种，熟悉常用的数据结构与算法；
4、熟悉常用的应用开发架构，具有实际项目开发经验；
5、积极向上，责任心强，有良好的沟通能力和团队合作精神，并能承受较大的工作压力，喜欢接受各种新的挑战。
职位福利：周末双休、五险一金、绩效奖金、全勤奖、带薪年假、节日福利",2024-01-09,智联
初级算法工程师,深圳-南山,20k-28k,3-5年,本科,"算法研究
机器人算法
智能机器人
C++",广东深蓝水下特种设备科技有限公司,机器人,0-20人,"职位描述
算法研究机器人算法智能机器人C++
岗位职责
1、水下机器人算法计算
2、协助复杂工况下路径规划系统的方案设计及实现,并参与项目组算法功能模块的设计
3、实现与优化,进行项目实验,可共同进行上位机端测控及应用实现与优化
岗位要求
1、具有地图构建,路径规划,避障规划、轨迹规划技术知识
2、熟悉3D路径算法,有自动驾驶路径规划项目经验优先",2024-01-09,智联
NLP自然语言处理算法工程师,深圳-福田,30k-40k·15薪,5-10年,硕士,"个人客户（2C）
企业客户（2B）
大客户（KA）",山东伯睿英联企业管理咨询有限公司,"咨询服务,房地产中介,学术/科研,社团/组织/社会保障",20-99人,"职位描述
个人客户（2C）企业客户（2B）大客户（KA）
工作职责：
1.进行自然语言处理领域的相关研究，结合机器人场景，提出人机交互的创新性解决方案。
2.能复现并将有价值的研究成果应用到实际场景中。
3.了解LLM的进展，将LLM应用到任务型多轮对话中。
4.跟踪最新的研究进展和技术趋势，并及时调整研究方向。
任职要求：
1.具有计算机科学、数学、统计学、人工智能或相关领域硕士或以上学位。
2.在nlp领域有深入的研究、应用经验，有多轮对话、多模态相关经验更佳。
3.熟练使用Python编程语言和深度学习框架，如PyTorch或TensorFlow，了解Deepseed等多机多卡框架。
4.能够独立进行方案调研、选型、落地。",2024-12-30,智联
初级算法工程师,深圳-福田,20k-30k·13薪,经验不限,本科,RUST、GPU、CUDA,深圳市树轮科技有限公司,区块链,20-99人,"职位描述
RUST、GPU、CUDA
欢迎应届生投递
岗位要求：
1、本科院校（硕士优先）、计算机、密码学、应用数学等相关专业；
2、3年以内开发经验，熟悉掌握一门编程语言；
3、熟悉rust语言、GPU并行计算及CUDA编程与优化、密码学、区块链相关经验者优先；
4、有较好的数学功底，良好的学习沟通能力、文档撰写能力、团队协作能力；
5、扎实的计算机基础，如计算机体系结构，操作系统，编译原理等；
工作职责：
1、研究区块链领域应用密码学、零知识证明等开源算法的工程化实现及性能优化；
2、开发基于零知识证明的虚拟机平台（zkVM/zkEVM/zkMove）
3、参与区块链、隐私计算等产品的技术文档编写工作；
4、跟踪相关领域前沿技术的发展及调研（论文、杂志等）；",2024-01-13,智联
