岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
自然语言处理部自然语言处理数据标注分析师,北京·海淀区·西北旺,15-25K·16薪,1-3年,本科,"数据标注
文本标注
全职工作
汉语言文学",百度,互联网,10000人以上,"-负责自然语言处理技术相关的数据分析标注工作
-负责搜索推荐结果优化的数据分析标注工作
-负责跨模态理解和生成相关的数据分析和标注工作
-包括但不限于词法、句法、问答、对话、摘要、机器翻译等方向的语言分析和标注工作
任职资格
-语言学及应用语言学、英文、翻译等相关专业（专业八级，持有口译笔译证书者优先），有语料库建设相关工作经验者优先
-熟练使用EXCEL等办公软件和统计工具
-对互联网工作感兴趣，爱好广泛，对互联网产品有了解
-认真踏实、抗压能力强、有责任心",更新于：2024-02-21
AI大语言模型微调,北京·海淀区·上地,17-28K,经验不限,本科,"文本生成
Python
深度学习
NLP",国道数据,大数据,100-499人,"岗位职责：
1、开源大语言模型项目的微调和优化，提升模型性能和准确性；
2、与产品经理和设计师合作，将AI功能与在线教育产品进行整合；
3、负责与第三方系统的技术对接，确保数据和服务的顺畅传输；
4、编写和维护相关技术文档。
岗位要求：
1、计算机科学、统计学或相关领域教育背景;
2、至少2年以上在AI领域的工作经验，特别是大语言模型的开发和优化经验;
3、熟悉深度学习框架（如TensorFlow, PyTorch等）以及常用的自然语言处理库（如NLTK, spaCy等）；
4、精通Python编程，具备良好的算法基础和数据结构理解；
5、对自然语言处理和机器学习领域的前沿技术有深入的了解和研究；
6、优秀的团队合作和沟通能力，能快速学习新技术并将之应用于实际问题中;
7、有在在线教育或相关领域使用AI技术的经验者优先.",更新于：2024-02-21
大语言模型研发工程师（行业应用）,北京·海淀区·苏州桥,20-40K·14薪,1-3年,本科,"对话系统
文本生成
推荐算法
Python
C/C++
分布式训练
深度学习
大模型算法
强化学习
算法工程化经验
模型加速/性能优化",SenseTime,计算机软件,1000-9999人,"岗位职责：
1. 负责设计大语言模型的技术方案并落地到行业客户的垂直场景中。典型场景包括但不限于多轮对话、Document QA、结构化信息抽取、私有函数调用、AI Agent等等；
2. 负责大语言模型技术方案的端到端研发，包括但不限于方案设计、数据准备及处理、行业模型训练、指令精调、模型性能提升、模型效果评测等；
3. 跟踪并分析业内最新研究成果和技术动态，持续优化和改进现有模型和技术方案；基于NLP大模型探索下一代语义技术，构建行业领先的多模态语义核心能力；
4. 根据业务需求，与外部团队开展技术交流与沟通。
岗位优势
1. 面对真实客户的业务场景，有机会提升解决实际业务问题的能力， 跟踪业内最新研究成果和技术动态，并积累丰富的行业落地经验。
2. 背靠公司内部的基模型团队，能不断地获得最新的基模型，以及先进的训练/调优经验，减少试错的成本。
3. 和训练框架开发团队深入交流，有机会在迭代算法的同时，了解训练框架的全貌，同时深入理解大模型各种加速手段及并行策略，并增强自身的工程能力。
4.简历通过初筛后，直接进入部门业务面试，沟通更加高效",更新于：2024-02-21
自然语言处理（NLP）算法工程师【No.003】,北京,20-40K·14薪,1-3年,本科,"C/C++
Python
TensorFlow
计算机相关专业
自然语言处理项目经验",UMU,企业服务,100-499人,"岗位职责：
1. 语音特征识别，文本分词、语义识别, 情感分析
2. 词汇挖掘实体识别, 知识图谱的建模
3. 探索前沿技术并应用
任职资格：
1. 统招本科及以上学历，数学、计算机相关专业，985院校优先考虑；
2. 机器学习、有深度学习经验，了解RNN，LSTM原理，了解自然语言处理常用算法；
3. 熟悉C/C++、Python语言，熟悉Linux编程；
4. 了解语音识别原理, 有过项目实践优先
5. 有强烈技术热情, 数学功底扎实，良好的逻辑思维能力；
6. 熟练使用Tensorflow， 分布式训练。",更新于：2024-02-21
自然语言处理(NLP)算法工程师,北京·朝阳区·酒仙桥,25-50K·15薪,经验不限,本科,"Java
对话系统
机器学习
语义理解
深度学习
算法工程化经验
强化学习
参加算法相关竞赛/获奖
文本生成
Python
模型加速/性能优化",车欢欢,互联网,1000-9999人,"【工作内容】
负责灵犀智能语音语义平台中人机交互（智能客服、智能客服商家版）相关算法研发，包括智能问答、多轮对话、自然语言理解、槽位抽取、知识图谱、强化学习等相关算法研发和产品应用落地
【岗位要求】
1、较好的编码能力，扎实的数据结构和算法功底
2、熟悉linux开发环境，熟练掌握Java，Python
3、熟悉常见的深度学习、机器学习算法
4、熟悉常见的NLP算法模型，有实际的NLP项目经验
5、有阅读paper、改进算法的能力者加分，专注NLP技术者加分、有专业论文期刊发表者加分
【灵犀智能语音语义平台介绍】
近年来，我们一直聚焦在对话式AI（Conversational AI）领域，自2017年9月研发智能客服开始，我们先后打造了智能外呼、语音质检、智能呼入、语音识别、语音合成等产品和能力，
当前也一直在尝试将大模型能力融合其中。对话式AI的核心是智能语音语义技术，包括语音识别、语义理解、语音合成。我们对这些产品能力进行归拢，统一升级为""灵犀""智能语音语义平台。
【部门介绍】
AI Lab隶属TEG技术工程平台群，成立于2018年5月，目前部门人数规模40+，包括算法（NLP/大模型/语音/推荐）、后端、大数据、产品经理人员。AI Lab旨在推动AI技术在58同城的落地，打造AI中台能力，以提高前台业务人效、收入和用户体验。
AI Lab目前负责的产品包括灵犀智能语音语义平台（智能客服、语音机器人、对话分析平台、语音识别/合成引擎）、MAI智能营销引擎、WPAI机器学习平台、智能写稿等，未来将持续加速创新，拓展AI应用。
可以百度搜索 58AILab 或 关注公众号详细查看部门介绍。
【职位亮点】
1、团队氛围好，工程师文化，产品、技术相处融洽，相互学习。
2、每月开展多次产品技术沙龙，分享工作实践、技术前沿、业界产品形态。
3、团队实力强劲，打造多款有口碑的产品，获公司优秀团队、杰出团队奖项（公司最高级别奖项）。
4、每周部门篮球、羽毛球活动，健康锻炼、快乐工作。",更新于：2024-02-21
AI产品经理（大语言模型）,北京·朝阳区·姚家园,16-30K·15薪,1-3年,本科,"C端产品
语义类AI
视觉类AI
机器学习类AI
大模型
大语言模型
图像生成
LLM",即时设计,互联网,100-499人,"岗位职责：
1. 负责 AI 技术在设计工具或图像生成产品中的应用，制定应用层的产品策略和规划；
2. 结合公司业务目标，发现 AI 运用场景，将需求转化为可运用的解决方案，并确保产品开发的技术可行性；
3. 熟悉 AIGC 和 LLM 等相关人工智能技术和玩法，了解其在产品开发中的应用，为产品创新提供新思路；
4. 学习并研究最新的 AI 技术和趋势，不断提升相关领域的专业知识与技能，持续关注行业中 AI 应用层产品的优点和核心竞争力；
5. 调研、挖掘、分析、校验用户需求，与团队成员及用户一起探索新模式下的用户需求解决方案，实现产品创新；
6. 负责产品生命周期管理，从产品调研、创意构思、原型设计、可用性测试、功能开发跟进、测试优化跟进到推广上线，把握产品进度，保证产品质量，确保产品交付时间；
7. 持续关注用户反馈，提炼用户需求，根据用户反馈推动产品快速迭代；
8. 不断强化跨部门沟通、协作、项目推进与管理能力，确保团队在开发和迭代产品过程中有明确的目标和计划，并推动产品和团队不断进步。
任职要求：
1. 对 AI 领域有浓厚兴趣，充满热忱，具备好奇心、探索欲、创新精神；
2. 了解大语言模型、AIGC、图像生成的运用场景及背后的原理，有一定的技术理解能力；
3. 对新技术和市场趋势敏感，能够将创新思维转化为优秀的产品实践；
4. 具备较强的发现问题、定义问题、解决问题及逻辑推理能力，乐于分析和发现事物的本质；
5. 具备较好的审美、产品及交互设计能力，注重用户体验，有较强的用户洞察力和同理心；
6. 具备良好的逻辑能力、抽象能力、能够理清产品方案中的核心逻辑及所有操作流程，并落地为产品需求文档；
7. 有责任心、较强的执行能力、产品规划与推进能力，能够主动积极推动项目/需求落地，并对整个需求的上线负责；
8. 有良好的沟通和合作能力，能够清晰有效进行需求沟通及跨部门协同；
9. 学习能力强且有较强的自驱力、同时具备独立思考及抗压能力，能够快速学习和成长。",更新于：2024-02-21
自然语言处理开发工程师,北京,14-18K,1-3年,本科,"深度学习
机器学习
大模型算法
知识图谱
Python
SQL
优秀开源项目经历",中国科学院软件研究所,计算机软件,1000-9999人,"薪资范围：14k-18k
职位描述：
（1）参与实验室的项目和产品开发工作
（2）进行后台、Web端等产品和业务的需求分析、架构设计、代码开发等工作
任职要求：
（1）计算机、通信、电子、工程等相关专业，本科及以上学历；
（2）计算机基础扎实，有良好的数据结构与算法功底；
（3）熟练掌握python语言，有中型项目开发经验；
（4）了解自然语言处理的相关算法；
（5）有良好的数据库基础，有一定的SQL和NoSQL数据库的实用经验（MySQL，Mongo，Redis，elasticsearch等）；
（6）拥有良好的编码习惯，代码结构清晰、命名规范、逻辑性强、冗余率低；
（7）有极强的团队合作精神以及协作能力，沟通能力强，责任感主动性强，工作热情高，有上进心；
（8）有工作经验者优先；",更新于：2024-02-04
自然语言处理算法,北京,15-30K,1-3年,本科,"Python
PyTorch
TensorFlow",北京博瑞彤芸,移动互联网,100-499人,"职责:
1.负责ChatGPT人工智能语言模型的训练、优化与部署。确保其生成的响应符合公司的要求。
2.负责ChatGPT与企业微信平台的接口对接与集成。包括ChatGPT的调用方式、响应结果的展
示形式等。
3.负责ChatGPT人工智能系统的日常监督与运维。监测其运行状况及时间,并在第一时间处理任
何技术问题。确保其稳定高效的工作。
4.持续优化ChatGPT人工智能系统,提高其自然语言理解和生成能力。使之可以更好地服务公司
和终端用户。
5.负责云平台的监控与故障排查。保障其可用性与稳定性,为ChatGPT系统提供可靠的运行环
境。
任职要求：
1.学历要求:大学本科及以上学历（学信网可查）,计算机、软件工程、人工智能等相关专业。
2.技能要求:
精通Python、PyTorch等深度学习框架,熟悉TensorFlow等其它机器学习工具。
熟悉自然语言处理、机器翻译、对话系统等技术,有相关项目实施经验者优先。
熟悉云计算服务如AWS、Azure、GPU服务器等,有部署复杂AI系统的实践经验。
掌握大数据、分布式计算等技术,可以处理海量数据和运算。
了解transformer、BERT、GPT等开源AI模型,并有相应调优使用经验。
3.实践要求:至少2-3年针对自然语言处理与对话系统的工程经验。有大型AI产品落地案例者
优先。
4.职业素养:具备较强的学习能力、工作主动性和团队协作意识。关注人工智能技术与行业动态。
5.需要熟悉深度学习与NLP相关理论,并有一定复杂AI系统落地案例作为经验。",更新于：2024-02-21
自然语言算法工程师,北京·朝阳区·三里屯,25-50K,经验不限,本科,"语义理解
对话系统
情感分析
C/C++
大模型算法
参加算法相关竞赛/获奖",加和科技,互联网,100-499人,"从算法leader到算法专家、算法工程师等岗位全部open中
知识库+大模型语言研究，有品类库分类构建、针对分析维度的问答生成、商品名识别和情绪反别的准确度提升、分析报告输出自动化经验优先
岗位职责：
1.负责根据营销/舆情智能生成数据分析报告领域前沿AI大模型算法的跟踪、复现与效果调优；
2.负责百亿、千亿级别参数量超大模型的训练及性能优化；
3.相关算法技术落地工作，以行业领先为目标，满足业务产品使用需求并创造实用价值。
任职要求：
1.硕士及以上学历，计算机科学与技术、人工智能、数学等相关专业优先；
2.计算机领域1年以上相关研究与实践经验；
3.在语义理解、问答输出方面有深耕，有扎实的研究积累；
4.对Bert的应用有丰富经验；
5.在垂直类数据、知识库、知识图谱方面有相关经验；
6.有超强的学习能力和技术追求，有强烈的好奇心及执行力，不惧挑战，关注行业前沿技术；
7.具备极强的自主探索、解决问题的能力，针对研究过程中遇到的问题能够有方法寻找解决方案；
8.有大模型相关项目和研究背景者优先；
9.有NLP/多模态顶级会议论文发表经历者优先。",更新于：2024-02-21
机器学习/数据挖掘/自然语言处理工程师,北京,25-30K·16薪,1-3年,本科,计算机相关专业,百度在线,互联网,10000人以上,"【工作职责】：
1. 负责业内领先搜索算法、内容理解算法的调研和评估，通过传统机器学习和超大规模深度学习算法（NLP/多模态），打造业界领先的千亿级别网页内容理解技术体系
2. 设计策略和算法及分析系统的技术缺陷，对策略和系统做出合理的优化升级；
【任职要求】：
1. 本科及以上学历，计算机相关专业；
2. 岗位一需熟练使用C/C++，岗位二熟练使用C/C++/Python等其中一门语言即可；熟悉常用数据结构及算法，有一定linux使用经验优先；
3. 岗位二需熟悉机器学习、数据挖掘、自然语言处理等常用算法，有相关项目经验、深度学习经验者优先；
4. 工作积极主动，具有强烈的责任心，务实，具备良好的团队合作精神和沟通意识；
5. 具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题；",更新于：2024-02-21
语言大模型GPT算法工程师,北京·海淀区·西三旗,20-40K·13薪,经验不限,本科,"Python
TensorFlow
PyTorch
人机对话相关经验
英文读写能力良好",中科海芯,电子/半导体/集成电路,20-99人,"工作内容:
1.负责大规模预训练语言模型的训练和优化:
2.负责人机对话算法实现和优化，包括情感对话、数据驱动的对话生成、知识增强的对话生成、基于用户信息的对话生成等:
3、负责对NLP前沿技术探索和落地。
任职要求:
1.精通以下领域的相关算法和技巧: 大规模语言预训练、人机对话、文本生成;
2.有大规模语言预训练、人机对话、文本生成等项目实战经验或者nlp论文发表经验者优先3.有很强的主动学习能力，能够跟进NLP领域最新进展，能够对已有模型的性能和效果做持续优化:
4.态度积极、责任心强，对算法优化有很大的热情。",更新于：2024-02-20
大语言模型算法工程师（兼职）,北京·朝阳区·京广桥,25-40K,3-5年,硕士,"TensorFlow
自然语言处理项目经验",壹合原码,计算机软件,,"【岗位职责】
1.构建行业领先的大语言模型（LLM）;
2.运用大规模深度学习技术，形成对领域内容的深刻理解；
3.参与人工智能和大规模生成模型及应用的前沿研究；
4.定义算法目标，并集成到现有产品体系中，已实现其产品的业务策略。
【岗位要求】
1.计算机科学、机器学习、运筹学、统计学或相关专业硕士以上（优先），博士（优先）；
2.熟悉深度学习框架，如TensorFlow或Pytorch；
3.熟悉如T5、GPT-3、Bloom、GPT-Neo、GPT-3.5或等同规模LLM的实战经验优先；
4.有自然语言处理、人机交互、AIGC方向落地经验者优先；
5.对数据敏感，有强烈好奇心和知识探求精神，喜欢折腾数据并从数据中发现价值；
6.有较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动意识，较高的自我驱动和学习能力。",更新于：2024-02-21
自然语言处理算法,北京·通州区·梨园,500-550元/天,5-10年,硕士,"深度学习
大模型算法
强化学习
知识图谱
推荐算法
多模态算法
Java
大数据处理工具(Spark/Hadoop/Hive)
并行计算
算法工程化经验
模型加速/性能优化",北京学易文化发展,互联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2025-12-31
识别大量词汇的相似度",更新于：2024-02-21
自然语言处理算法高级讲师,北京,20-25K,1-3年,本科,"Java
C++
Python
深度学习算法
机器学习算法
推荐算法
推荐系统
搜索引擎",北京八维研修学院,计算机软件,1000-9999人,"职位描述
岗位要求：
1、五年以上工作经验， 两年以上自然语言处理经验，包括语法分析、句法分析、语义表示、问答系统、知识图谱、搜索引擎、文本匹配、推荐系统等；
2、扎实的编程基础，至少精通二种编程语言，如C/C++，Java，python（必须）等；
3、熟练掌握深度学习以及常见机器学习的原理和算法；
4、对自然语言处理相关的分词、词性标注、实体识别、句法分析、语义分析等有深入的实践经验；
5、有强烈求知欲，对人工智能领域相关技术有热情；
6、具有良好的数学基础，良好的英语阅读能力，有团队意识，与他人合作良好。
岗位职责：
1、实施自然语言处理专业课程授课；
2、参与课程研发，课程体系完善；
3、负责学生授课、答疑、辅导以及试卷批改工作。
4、通过相关技术和项目经验指导，提升毕业生的技术水平和项目经验，达到就业目的。",更新于：2024-02-21
自然语言处理工程师,北京·朝阳区·善各庄,15-25K,3-5年,本科,"对话系统
知识图谱
文本生成
Python
机器学习
大模型算法
算法工程化经验",中图科信数智,大数据,100-499人,"岗位职责
1、参与开发基于大模型的智能问答系统；
2、参与研发大模型关键技术，比如大模型持续预训练、大模型微调、强化学习等。
任职要求
1、统招本科或以上学历，计算机或数学相关专业，有问答系统相关岗位从业经历者优先；
2、掌握主流的人工智能/机器学习开发平台，熟练掌握TensorFlow/PyTorch；
3、熟练掌握CNN、RNN、LSTM、GAN、BERT、Transformer等；
4、掌握NLP基本技术，对分词、词性标注、句法分析、词干提取、命名实体类别、关键词抽取、词向量与词嵌入、文本生成等有深入的理解；
5、对NLP的相关领域有深刻理解，如文本检索、文本分类/情感分析、信息抽取、序列标注、文本摘要、知识图谱、文本聚类等；
6、熟悉机器学习算法，包括线性回归/逻辑回归/决策树/SVM/朴素贝叶斯/k近邻/K均值/随机森林/降维算法/XGBoost等；
7、熟悉Linux开发环境，熟练使用Python语言；
8、满足6、7至少一项者优先，有acm、kaggle等竞赛经历者优先。",更新于：2024-02-21
NLP算法工程师(文档处理方向),北京·海淀区·中关村,18-35K,经验不限,本科,"情感分析
layoutlm
大模型算法
多模态算法
Bert
文本生成
大数据处理工具(Spark/Hadoop/Hive)
Python
模型加速/性能优化
ocr识别",百车宝,移动互联网,100-499人,"工作职责：
1、应用最新的NLP技术和方法来解决汽车领域的业务问题，如文本分类、情感分析、实体识别、语言生成等
2、应用NLP和CV等方法，完成OCR识别，文档布局分析，图片识别，表格识别，段落合并处理等
岗位要求：
1、熟练掌握NLP基础理论和算法，有NLP相关行业经验，熟练掌握Transformer系列模型架构和原理
2、熟练掌握python编码语言，熟练使用pytorch、tensorflow、paddle等至少一种深度学习框架
3、熟悉bert、layoutlm、ocr等模型方法
4、责任心强，有较强的自驱力，善于利用业界优质模型，从0到1推动业务发展，以及较强的沟通协作能力。",更新于：2024-02-21
机器学习/数据挖掘/自然语言处理工程师 (,北京·海淀区·马连洼,25-50K·16薪,1-3年,本科,"对话系统
机器学习
深度学习
大模型算法
算法工程化经验
广告算法
文本生成
大数据处理工具(Spark/Hadoop/Hive)
优秀开源项目经历
推荐算法
SQL
模型加速/性能优化",百度在线,互联网,10000人以上,"职责描述：
-负责大规模语言模型、自然语言理解和对话策略的研发，打造全球领先的智能对话系统
-基于对话内容的识别理解与应用场景的产品研发
-利用真实的大数据和机器学习算法解决人机对话相关问题
-结合业务线需求，研发能够支持应用或平台化输出技术模块
-调研对话系统前沿技术方向
-研发有创新性和实用价值的技术
任职资格:
-本科及以上学历，计算机、通讯等相关专业，3年及以上工作经验优先；
-有大规模语言模型或者自然语言处理任务相关项目经验
-熟练掌握Python/C/C++ 至少一门语言，熟练使用常用算法和数据结构
-熟悉hadoop、spark等分布式框架，熟悉一种或多种机器学习框架
-在自然语言处理、搜索、机器学习、深度学习、智能问答、对话管理、知识图谱、文本生成、人机对话等领域有实际的开发和从业经验者优先
-有人机对话技术研发经验、人机对话相关论文/创新性工作成果者优先
-具有较强的文献获取能力，英文文献阅读能力，善于钻研思考，对数据敏感，能够发现关键数据、抓住核心问题
-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识",更新于：2024-02-21
阿里-多模态大语言模型算法,北京,30-50K,经验不限,本科,"模态对齐
指令微调
模型评估",某知名生活服务（O2O）公司,生活服务（O2O）,,"职位描述：
1. 探索多模态大模型的模态对齐、指令微调、模型评估等技术；
2. 探索文本、图像、视频等多种模态的统一表征方法；
3. 探索更高效的多模态大模型新架构、新范式。
职位要求：
1.自然语言处理、计算机视觉、机器学习、数据挖掘、人工智能等相关专业的硕士生/博士生；
2.熟练掌握tensorflow、pytorch等深度学习框架，扎实的编程基础；
3.在人工智能相关的各类国际顶级会议/期刊中发表过论文者优先；
4.有丰富的相关领域经验，或者ACM等顶级竞赛获奖者优先。",更新于：2024-02-21
NLP自然语言处理算法工程师 (MJ004207),北京·朝阳区·奥运村,20-30K,3-5年,本科,"对话系统
文本生成
语义理解
C/C++
Python
大模型算法
算法工程化经验
模型加速/性能优化",集度,互联网,1000-9999人,"工作职责：
1. NLP机器学习和深度学习算法系统的研发，包括文本分类、搜索、自动标注、知识库和智能问答等技术的研究和开发；
2. 负责完整的算法的设计、开发、维护等整套流程，包括样本收集，特征提取，模型训练，上线部署，及迭代维护等
3. 参与ChatGPT相关和大语言模型相关算法的研究和实现，参与模型的优化和产品性能提升
4. 探索具有落地潜力前沿应用技术，不断提升产品的用户体验
任职要求：
1. 至少3年以上NLP算法研究开发经验,包括语法分析、句法分析、语义表示、问答系统、对话系统等
2. 熟悉NLU相关业务，针对任务型对话系统和开放域对话系统有较深理解；
3. 熟悉机器学习、深度学习等相关技术,Pytorch, TensorFlow/Caffe/MXNet/Theano等
4. 优秀的算法和编程能力，熟悉搜索、排序、图等通用算法，精通C++或Python等
5. 有较强的创新能力，良好的沟通能力以及团队协作能力",更新于：2024-02-21
自然语言处理工程师,北京·海淀区·马连洼,25-40K·16薪,经验不限,本科,自然语言处理项目经验,百度,互联网,10000人以上,"工作职责:
-负责智能车载、智能家居等语音交互业务场景中的语音语义一体化模型效果优化
-负责智能车载、智能家居等语音交互业务场景中的线上数据分析、挖掘方案探索
-负责语音交互及语音语义一体化技术落地技术研发
-负责语音语义一体化前沿算法探索
任职资格:
-熟悉Linux平台下Python/C/C++编程，对数据结构和算法设计有较为深刻的理解，具有良好的开发素养
-熟悉自然语言处理、机器学习、深度学习等常用算法，对语音语义一体化方向有浓厚兴趣，有相关项目经验者优先
-优秀的逻辑思维能力，优秀的问题分析和解决能力。对数据敏感，能够发现关键数据、抓住核心问题
-较强的沟通能力和逻辑表达能力，具备良好的团队合作精神和主动沟通意识及owner意识",更新于：2024-02-21
自然语言处理/深度学习,北京·朝阳区·花家地,17-22K·13薪,经验不限,本科,"对话系统
推荐算法
文本生成
Python
大模型算法
深度学习
算法工程化经验",武汉中科铭天,计算机软件,100-499人,"工作概要：
- 研究和开发自然语言处理算法（文本分类，语义分割，实体识别等）
- 将自然语言处理、深度学习和其他领域的算法应用于实际场景，如知识图谱，问答系统，推荐系统等
- 优化当前的模型，排除故障和调试模型
- 帮助工程团队将其整合到实际生产应用中
资格和能力：
- 在深度学习和机器学习算法方面有比较熟练的掌握
- 熟悉 Python NLP/ML 工具；Bert、Transformer、Attention、CRF、Sklearn、Numpy，以及至少一个深度学习包（Tensorflow/PyTorch/Keras）
- 有开发、训练和评估深度学习和机器学习模型的经验
- 在实现自然语言处理的深度学习架构方面有一定的理论基础和实践经",更新于：2024-02-21
自然语言处理,北京·海淀区·清河,12-20K·14薪,经验不限,本科,"自然语言处理
Python
C/C++",中国知网,互联网,1000-9999人,"岗位职责：
语义词典建设相关前沿技术的跟踪和研究
招聘要求：
1.计算机相关专业硕士及以上学历；
2.熟悉自然语言处理、机器学习等常用算法，对NLP方向有浓厚兴趣；
3.熟练掌握C/C++编程语言；
4.理解各种常用的数据结构和算法，思维严谨灵活，具有较强的学习能力，良好的沟通和团队合作能力；
5.了解数据库技术，有处理大规模数据经验者优先；熟悉信息检索基本概念，有文本挖掘 （分类、聚类、摘要、结构化信息提取）、中文信息处理 （如分词与词性标注、命名实体识别、信息抽取系统、问答系统等）、知识系统等方面研究与开发经验者优先。
保险福利：五险二金
食宿：免费早午餐、水果、员工宿舍、班车
其他：工作居住证、节假日福利、团建活动、带薪年假、免费体检
工作加班少，公司氛围好
联系方式：
***************
单位简介：
同方知网数字出版集团，简称同方知网，由清华大学主办的中国学术期刊（光盘版）电子杂志社和同方股份有限公司的四个全资子公司KNOW CHINA、同方知网（北京）技术有限公司、同方光盘股份有限公司、山西同方知网数字出版技术有限责任公司组成，主要从事国内外知识文化资源的数字出版和数字化增值开发，其数字出版与增值信息服务网站为“中国知网（www.cnki.net）” ,总部设在北京清华大学华业大厦。
同方知网是清华大学建设国家知识基础设施（CNKI），以知识文化服务回报社会的重要窗口，承担了四个“五年计划”的国家重大出版工程和“国家级重点新产品重中之重”项目，自主开发了一大批国际先进的数字出版、知识管理、知识服务技术，与全国知识界、出版界等合作，建成了涵盖我国90%以上知识文化文献的《中国知识资源总库》，用户遍及国内各行各业和全球40多个国家和地区，并承建了国家和地方众多机构支持决策的信息管理、知识管理工程。
同方知网以清华大学“自强不息、厚德载物”校训为企业文化精髓，以“弘扬中外优秀文化，服务国家‘四项建设’”为己任，秉承“诚信为本、合作共赢”的经营思想，艰苦创业、奋力拼搏、不断创新，专心致志建设CNKI 17年，出版产品和技术服务享誉海内外。其核心产品《中国学术期刊网络出版总库》、《中国优秀博硕士学位论文全文数据库》、《中国年鉴全文数据库》、《中国工具书总库》、《CNKI三农网络书屋》获得国家最高出版奖—第一、二届中国出版政府奖，公司被中国版权协会评为“中国最具影响力的版权企业”，被新闻出版总署、文化部、商务部、国家广电总局评为“国家文化出口重点企业”，被中国产品质量协会评为“质量信用AAA级”企业。
“十二五”时期，同方知网将在党和国家“加快推进数字化转型升级、努力建设新闻出版强国”的战略部署下，以满足我国知识文化创新与经济社会转型发展的需求为主要目标，大力加快、提升CNKI建设步伐和水平，向国内、国际社会提供更优质的产品和服务。
“中国知网”诚聘全国各专业优秀人才，期待您的加入!
--",更新于：2024-01-22
大语言模型算法—可招23届/24届 杭州/北京,北京,35-65K·16薪,经验不限,本科,"计算机相关专业
深度学习经验
有国际期刊/会议论文发表
LLM 预训练和微调
多模态、大模型
nlp、cv经验",阿里巴巴集团,互联网,10000人以上,"23届、24届、1-10年工作经验都在招~~
职级open、薪资可谈、业务发展前景好~~欢迎沟通
职位描述
业务场景：
探索大语言模型技术在淘宝天猫商业体系中的落地应用，为行业提供智能化的商品表达能力，对商家经营进行全面的智能化升级。
相关工作：
1.为多个电商行业（服饰/家装/快消...）提供行业定制化的大语言模型，提升电商场景的商品与内容的表达能力，推动业务增长
2.为商家提供多种基于大语言模型的应用，提高商家经营效率，降低经营成本
3.基于业务需求和业务数据，使用SFT、RLHF、LoRA等技术对大语言模型进行训练和优化
4.大语言模型最新前沿技术和开源模型的跟进与落地应用
职位要求
1.熟悉业界领先大语言模型（GPT系列、LLaMA、ChatGLM等）的基本原理与训练方法，有文本生成和AI会话方面的研究经验
2.了解大语言模型训练的数据构建的具体方法，能够熟练运用机器学习算法对数据进行清洗和结构化
3.了解Deepspeed和Megatron-LM等分布式训练框架，并有一定的多机多卡分布式训练与debug经验
4.在国际顶级会议/期刊上有相关相关论文发表者加分
5.具备完备且扎实的计算机基础知识体系和丰富的NLP算法研发经验",更新于：2024-02-21
自然语言处理算法工程师,北京·海淀区·西北旺,15-30K·14薪,1-3年,本科,"意图挖掘
C/C++
Python
深度学习",华为云计算,计算机服务,10000人以上,"工业AIGC大模型，是大模型领域的一个全新方向，融合了AIGC、LLM和3D图形学等前沿技术。本团队汇聚了AI、图形学、CAD、仿真、EDA等领域的优秀人才，聚焦于通过对3D多模态大模型的构建，在CAD、数字孪生、元宇宙、EDA、MBD等系列领域形成质的突破，助力国产工业软件的整体变革。工业AIGC大模型既是全新的挑战，又是全新的机遇，期待有志者加入，共同实现这一伟大创举。
岗位职责
1. 负责工业AIGC大模型方向上的NLP相关算法研发，包括文生代码、多轮对话、文生3D的前半部分算法等；
2. 追踪和探索自然语言处理/大语言模型等领域的前沿新技术和应用场景，推进团队不断创新；
3. 参与工业AIGC大模型的迭代，包括训练、测试与部署，并进行性能评估和调优；
4. 与产品经理、软件工程师以及其他相关团队紧密合作，将AI技术应用到公司的业务中。
岗位要求
1. 计算机、数学、自动化、人工智能、软件工程等相关专业，有良好的科研素养，能熟读专业论文并做出深入洞察；
2. 有扎实的算法基础，熟悉NLP相关算法与模型，包括实体识别、文本分类、文本生成、问答系统、分词和词性标注、信息抽取等；熟悉CNN、LSTM、Bert、Attention、CRF等算法，熟悉prompt优化、模型微调等，熟悉ICL、CoT/ToT、Learning from Natural Instruction，AI Agent·；有知识图谱、反向强化学习和RAG经验者优先；
3. 精通pytorch、TensorFlow、MindSpore等深度学习框架中任意一种，熟悉LangChain，熟悉ChatGLM、QWen、Minstral等LLM模型中的至少一种，有复杂算法设计、实现、分析和调优能力；
4. 有扎实的工程能力，精通python、c++语言，熟悉docker等工程部署，有3年以上的工作经验；
5. 对新技术敏感，积极主动，有钻研和创新精神，良好沟通和团队合作能力，具备独立的问题分析及解决能力。",更新于：2024-02-09
