岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
百川智能-数据算法工程师(A18728),北京·海淀区·五道口,25-50K·16薪,1-3年,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
C/C++
Python
参加算法相关竞赛/获奖",百川智能,计算机软件,,"职位描述：
1.参与大规模预训练语言模型的数据算法工作,主要涉及数据清洗策略与算法制定、数据去重算法、数据质量评估等
2.根据需求复现相关自然语言处理与数据处理算法与开源模型性能
3.参与前沿算法与应用的研究
职位要求：
1.自然语言处理、机器学习、大数据处理及相关专业、2年以上相关工作经验
2.较强的算法开发能力,熟悉C++、python、shell、cuda等一种或多种编程语言
3.掌握传统NLP、深度学习NLP、数据处理相关算法，并具有相关实战经验
4.熟悉Pytorch等深度学习框架、了解spark等大数据分析工具
5.对深度学习、Transformer、预训练有一定深度的理解和经验，能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先。",更新于：2024-02-28
大模型-算法工程师（数据）,北京·海淀区·五道口,25-50K·15薪,1-3年,本科,"CNN/RNN/LSTM
TensorFlow/PyTorch
业务导向
Python",智谱华章,互联网,100-499人,"工作内容：
1. 建设数据处理pipeline，构建模型清洗数据的流程
2. 基于Megatron搭建预训练框架，构建训练阶段的容错能力
3. 建设基于MMLU、C- EVAL等评估集，实现自动评估，保证模型训练阶段的准确性
4. 构建有效的SFT数据集，保证instruction tuning 数据的准确性、多样性
5. 开发模型量化的能力
任职要求：
1. 计算机或相关专业，本科及以上学历
2. 有扎实的代码基础，有大模型的数据和训练相关的经验
3. 拥有较强的逻辑思维能力，学习能力，沟通能力，解决问题的能力",更新于：2024-02-29
数据挖掘,北京·海淀区·皂君庙,18-35K,经验不限,本科,"数学/统计相关专业
计算机相关专业
用户画像/标签体系相关经验",字节跳动,互联网,10000人以上,"1、基于对用户和产品的理解和海量数据，参与产品、运营、研发等多种场景的数据分析、实验设计和效果改进和数据建模等；
2、研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，挖掘更有价值的高阶数据；
3、主动发起并推动忠于用户价值或产品体验的数据分析项目或算法策略落地。",更新于：2024-02-28
数据挖掘（轨迹数据处理）,北京·丰台区·丽泽,12-24K·14薪,1-3年,本科,"数据挖掘
算法",亿海蓝,互联网,100-499人,"岗位职责：
1、针对具体业务场景，抽象数据需求，基于现有特征体系与算法模型，解决业务问题；
2、调研和应用数据挖掘算法，从海量轨迹数据中挖掘船舶行为特征，建设丰富的船舶行为特征体系；
3、负责基于轨迹数据的算法策略开发，利用数据挖掘算法，构建船舶基础数据，沉淀轨迹处理工具。
任职要求：
1、硕士学历，优秀本科也可，统计学、数学、计算机等相关专业；
2、优秀的逻辑思维、学习能力和理解沟通能力，能快速理解业务需求，对数据敏感；
3、熟悉主流的机器学习和深度学习的模型，有相关的算法实际应用的案例与经验；
4、熟练掌握大数据处理与分析的工具与框架；
5、具有时空轨迹数据处理经验者优先。",更新于：2024-02-29
电池算法工程师（云端大数据方向）,北京·海淀区·魏公村,18-30K,1-3年,本科,"Hive
大数据处理经验
Spark
数学/统计相关专业
Python",北京理工新源,互联网,100-499人,"【工作职责】
1.基于新能源车联网运行大数据进行动力电池数据的分析与价值挖掘，负责数据清洗、特征提取、建模分析等工作；
2.基于新能源车联网运行数据，开展动力电池健康状态评估与剩余寿命预测的方案研究与开发，撰写开发文档资料；
3.针对车辆运行的典型工况，分析与挖掘电池故障特征，建立故障分析特征数据库；
4.洞察市场信息，通过电池数据分析为团队赋能，为客户商业决策和产品研发赋能；
【任职要求】
1.新能源动力电池方向相关专业，本科以上学历；
2.熟悉数据挖掘理论与方法，如基本的数理统计专业知识；
3.经验要求：整车厂或电池厂动力电池BMS开发工作经验2年以上；
4.语言要求：Python、matlab；
5.熟练使用excle，PPT、word等办公软件；
6.逻辑思维能力强，语言表达清晰，文本与PPT撰写能力强者优先；
【您将获得】
1.丰富的大数据处理经验，PB级数据分析处理经验与能力；
2.基于车辆网大数据进行跨界开展电池算法与策略开发经验；
3.国家级项目开发经验，与行业大牛近距离接触；",更新于：2024-02-29
智能信息-数据挖掘-用户发展-北京,北京·朝阳区·望京,30-60K·16薪,3-5年,本科,数据挖掘,阿里巴巴智能信息事业群,互联网,1000-9999人,"职位描述
1、基于公司内海量数据，建设跨多业务的用户画像体系，预测生产画像标签，提升多场景的用户画像覆盖；
2、端内业务数据的挖掘与归因，与外部投放和承接联动，有效提升投放和承接效率；
3、深入理解用增业务场景，利用画像数据和相关算法，推动画像数据及相关算法的技术演进；
4、持续优化数据挖掘相关算法，提升画像数据的精准和覆盖；
职位要求
1、3年及以上数据工程、或数据挖掘相关经验，具有大规模用户产品中的画像标签生产、数据服务的研发经验；
2、扎实的计算机基础，对数据挖掘算法、机器学习、深度学习有理解和应用经验；
3、对内容推荐、用增、广告等业务有深入理解，在该领域内具备画像、人群相关的问题解决、方案设计的能力；
4、对业务和技术有热情，保持好奇持续学习，推动业务问题的突破和技术能力的进步；",更新于：2024-02-29
安全研究-漏洞挖掘(002601),北京·海淀区·西二旗,12-24K·15薪,1-3年,本科,"安全漏洞
漏洞挖掘
web 漏洞",安恒信息,信息安全,1000-9999人,"正式岗位，因为保密项目JD，内网开发，需要在客户现场工作。
岗位职责：
1、负责安全技术研究，跟踪国内外最新的安全技术以及安全漏洞的追踪；
2、负责进行漏洞POC改造和验证。
任职要求：
1、能主动关注国内外最新安全攻防技术，并在自己擅长和兴趣的领域能够进行深入的学习、研究；
2、熟练掌握windbg、ida、gdb等调试工具；
3、熟悉各类二进制安全漏洞原理（堆溢出、栈溢出、整数溢出、类型混淆等等）以及各种利用技术；
4、有比较强的开发能力，熟悉java web的常见漏洞原理，有能力挖掘和分析java web方面的漏洞；
5、具备良好的团队沟通、协作能力、良好的职业道德。",更新于：2024-02-29
数据挖掘工程师,北京,15-25K,3-5年,大专,"Python
机器学习经验
自然语言处理经验",某大型计算机软件上市公司,计算机软件,500-999人,"1、基于现有业务的文本数据，进行非结构化文本的特征提取、语义识别、自动文本聚类和情感分析等文本挖掘的工作。
2、针对业务问题，进行专题分析，对用户需求和业务场景进行刻画，输出相应的分析报告，为服务优化提供建议，提升用户体验。
3、及时响应客户的问题，与客户建立良好的关系；理解并协助客户梳理需求，负责将需求落地，包含不限于方案设计、数据建模、产品设计等。
任职要求：
1、计算机、数学、统计学相关专业，本科及以上学历。
2、三年以上工作经验，具有自然语言处理专业知识，熟悉数据挖掘、机器学习、统计学的常用算法，有实际的文本挖掘项目的经验。
3、熟悉文本挖掘技术（文本分类、聚类、相似度计算、语义分析等）优先。
4、能熟练运用Python和sql处理数据，熟练运用word、excel、ppt等办公软件撰写各种数据分析报告。
5、对数据和业务有敏锐的洞察力，能够协助客户开展数据挖掘、问题分析、营销策略、客户定位、产品优化等相关工作。",更新于：2024-02-29
数据挖掘工程师,北京·大兴区·德茂桥,12-24K,1-3年,硕士,"深度学习算法
机器学习算法
SPSS
Python
R语言
ROC分析
决策树
Pandas",诺道医学,医疗健康,100-499人,"岗位职责：
1. 负责医学真实世界研究数据统计分析的工作，以及统计分析计划的制定；
2. 负责医学数据的处理，对真实世界数据进行统计分析及数据挖掘，制作数据分析报告；
3. 按研究需求，有效组织、加工、汇聚数据，高质量输出符合研究需求的数据集。
职位要求：
1. 计算机类专业、数学专业、生物统计学专业优先，博士优先。做过真实世界研究数据分析项目者优先。
2. 熟悉统计软件，如: SPSS、R等。
3. 熟悉医学统计方法，如: 显著性检验、多元回归分析、生存分析、倾向性评分匹配等。
4. 熟练使用机器学习算法，如: SVM、XGBoost、KNN、KMeans等
5. 熟悉并会使用深度学习算法，如CNN、LSTM等
5. 有志向从事医学领域的数据统计研究工作，具有责任心。
6. 具备独立工作能力和团队协作精神，工作踏实、认真负责。
7. 具有较强的英语阅读和写作能力。",更新于：2024-02-28
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-02-29
大模型数据挖掘工程师,北京·海淀区·上地,35-45K·16薪,3-5年,本科,Python,贝壳找房,互联网,10000人以上,"岗位要求：
1.计算机、人工智能、自然语言处理或相关领域的硕士或博士，能力突出的本科生。
2.具备良好的编程能力，熟练掌握Python等编程语言，掌握PyTorch等至少一种深度学习框架。
3.具备良好的沟通和团队协作能力，有较强的解决问题能力和动手能力。
4.具备1年以上相关领域的工作经验。
岗位职责：
1.建立面向大语言模型的数据去重、清洗、过滤能力。
2.高效处理海量数据，探索大语言模型的数据混合配比。
3.建立大语言模型的通用和领域评测能力。
4.持续跟进行业最新进展，不断优化提升面向大模型的数据算法能力。",更新于：2024-02-29
数据挖掘工程师,北京·海淀区·魏公村,12-18K,1-3年,本科,"SQL
Python
机器学习/NLP经验
数学/统计相关专业
大数据处理经验
机器学习算法
自然语言处理",华职教育科技集团,培训/辅导机构,,"NLP 自然语言处理
招聘人数：1
入职部门：产教融合研究院-技术研发中心
学历要求：本科及以上
薪资范围：12000-18000
支撑项目：现有项目：现有大数据平台的算法优化
未来计划：未来大数据平台的功能扩展
教育背景：本科以上学历，统计学或计算机相关专业。
工作职责：
1、根据业务和项目要求，进行数据处理。
2、根据业务模型，建立数据挖掘和分析模型以及相应算法设计实现。
任职要求：
1、熟练掌握python语言，及常用数据处理、挖掘和分析包。
2、统计学基础知识扎实。
3、熟练掌握SQL语言、MySQL数据库。
4、掌握常用机器学习模型及相关算法，如回归、随机森林、KNN、Kmean、神经网络、贝叶斯等。
5、有自然语言处理基础和经验，有使用Gensim经验，了解TensorFlow框架。
6、有较好的学习能力、团队合作能力，对技术工作有浓厚兴趣，对工作认真负责，能承受工作压力。
7、两年以上数据挖掘和数据分析经验。",更新于：2024-02-29
数据挖掘,北京·海淀区·牡丹园,20-30K,1-3年,本科,Hadoop/Hive/Spark,点众科技,移动互联网,500-999人,"工作职责：
1、为业务增长服务，涉及定价策略、投放RTA、充值面板千人千面等方向
2、了解通用的分类，回归，聚类，价值分层等算法模型，通过算法，挖掘端内用户潜在的标签属性，预测流失率，用户价值等，协助算法团队，业务线，更好的服务用户
3、善于研究公司业务，从具体业务层面出发，使自己的算法产出能够落地，且配合业务线，取的显著成绩
要求：
1、热爱技术，对算法研究和技术实现有浓厚兴趣，善于学习并运用新知识；
2、良好的逻辑思维能力，对技术敏感，能抓住问题核心，设计并实现算法，解决问题；
3、较强的沟通表达能力，有良好团队合作精神和主动沟通意识；
4、至少精通一门编程语言（c/c++、Java、Python、Scala）熟悉多线程编程、Hadoop/Spark分布式编程技术",更新于：2024-02-29
55万年薪招算法研究(运筹优化或数据挖掘）,北京·海淀区·上地,30-45K,1年以内,硕士,"业务导向/研究导向
云计算
智能驾驶
C/C++
Python
数学/统计相关专业
计算机相关专业
机器学习算法/工程化经验
数学建模、人型机器人
控制算法
计算",江西兰邦林咨询服务,其他生活服务,20-99人,"【岗位要求】
1、24年毕业的985硕士或博士，海外的需要前50的，本科需要211以上的学校
2、数据处理，算法开发；
3、负责针对不同数据源选择合适数据处理方式及合适算法框架；
4、相关领域知识产权布局，负责领域专利撰写及申请；
5、参与高校、行业、内外部客户技术交流；
6、交互领域轻量化模型边缘端部署及优化；
【任职要求】
1、数据科学，计算机领域；
2、独立项目经验及科研成果优先；
3、对算法底层架构熟悉；
4、熟练使用pytorch等人工智能工具。
【薪金福利】硕士年薪40万，博士55万，双休 五险一金
【工作时间】9:00-18:00
【工作地点】北京",更新于：2024-02-29
数据挖掘算法工程师,北京·东城区·北京站,18-30K·16薪,经验不限,硕士,"机器学习
深度学习
大模型算法
图像算法
融合感知算法
推荐算法
Python
大数据处理框架(Spark/Hadoop/Hive)
C/C++
优秀开源项目经历
算法工程化经验",数篷,信息安全,100-499人,"职位描述：
1、从事数据安全领域的文本/图像/视频算法研究工作，包括抽样调查、特征提取、融合分析、数据脱敏、异常行为分析、聚类分类等数据挖掘算法；
2、负责数据库的搭建与维护等工作；
3、负责用深度学习和机器学习算法进行数据分析；
4、追踪前沿技术，进行文献调研、算法实现和数据验证，提出创新性的想法并撰写技术报告或专利。
职位要求：
1、计算机、数学、统计学、电子工程、人工智能等相关专业研究生；
2、熟悉常见的数据挖掘算法，包括特征提取、聚类分类、融合分析等,熟悉推荐算法，熟悉一个或多个常用的深度学习框架（如TensorFlow、PyTorch等）；
3、具备良好的编码能力和扎实的数据结构基础，熟悉Python、C#/C++、Java、MATLAB、SQL、MySQL、spark中的1-2种语言；
4、对相关研究工作有浓厚的兴趣和热情，具备良好的沟通表达能力和团队合作精神；
5、在计算机/统计学相关领域的国际顶级会议和期刊上有论文发表者或计算机相关比赛获奖者优先。",更新于：2024-02-29
大数据算法工程师,北京·朝阳区·健翔桥,18-25K,1-3年,本科,"Python
数据挖掘
机器学习",北京恩思特,咨询,20-99人,"工作职责：
1.熟悉使用各种统计工具和方法，对现有数据进行深度挖掘及用机器学习方法为设备提供可靠的故障征兆识别及故障预测；
2.将现有故障征兆的识别由传统的基于业务专家的经验转换成智能计算及识别（涉及数据的规律性分析、关联性分析等）
3.熟练掌握对大量数据的处理，主要包括数据的清洗、缺失数据的补充算法、分布式计算等
4.对目前流行的大数据/云平台有一定了解，能将业务的智能化需求结合大数据/云平台进行实现；
5.熟练掌握对数据的趋势分析、规律查找、预测算法（信号类数据，主要是石油化工生产设备的监测数据：振动、温度、压力、流量等）
6.将现在有的知识库结合真实案例进行深度学习和挖掘
7.对专利注册流程及业务一定认识。
任职资格：
1. 本科或硕士及以上学历, 数学、统计学、计算机科学、通信等相关专业
2. 2年以上大数据算法经验；
3. 熟悉基本的聚类和降维算法（如KMeans，PCA等），基本的分类模型（逻辑回归，SVM，决策树等），时间序列预测（灰度预测、ARMA等）；
4. 对神经网络与深度学习有一定研究和实践经验，熟悉CNN、RNN等网络结构优先；
5. 能够熟练使用Python，R或Matlab中一种或多种语言
6. 具备良好的英语读写能力，良好的沟通与表达能力
薪资待遇：面议!",更新于：2024-02-29
机器学习/数据挖掘算法工程师,北京,40-70K,1-3年,本科,"Python
C/C++
机器学习经验
用户画像/标签体系相关经验
自然语言处理经验
数据挖掘",某500强上市公司,互联网,10000人以上,"工作职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",更新于：2024-02-29
数据分析挖掘,北京·海淀区·西二旗,12-23K·13薪,1-3年,本科,"Python
R语言
数据分析",车慧达,互联网,20-99人,"1、熟练掌握python语言开发，会用语言本身自带的数据类型，数据结构写数据处理代码
2、熟练使用Linux命令部署Hadoop集群MapReduce任务，定时任务，用pythons treaming编写MapReduce任务，
3、掌握概率统计知识，包括概率分布，假设检验，参数估计，回归分析
4、有过海量用户画像数据分析经验，能熟练掌控月度，季度统计汇总画像分析任务更新，数据问题排查，数据质量管控
5、统计学、数学、计算机专业等相关专业
6、主要工作内容是基于车辆定位通行数据的车辆驾驶行特征画像",更新于：2024-02-29
数据挖掘专家,北京·石景山区·苹果园,20-40K,经验不限,本科,"Python
Scala
深度学习算法
机器学习算法
自然语言处理
SAS
决策树
聚类分析",中电金信,计算机软件,10000人以上,"岗位职责：
1、结合银行零售营销领域重点任务，通过机器学习、数据挖掘支持零售财富、零售信贷、私人银行等领域的产品分析、客户分析、经营分析工作；
2、负责数据分析领域的工作，开展数据产品研发和数据分析报告的规划、设计及交付；
3、负责数据挖掘的算法应用、优化等工作，参与数据挖掘及数据产品研发的规划、设计及实施。
岗位要求：
1、大学本科（含）以上学历，计算机及相关专业；
2、具备两年及以上银行、大数据分析、IT公司从事金融行业数据挖掘相关工作经验；
3、熟练掌握SAS、Python、R等一种或一种以上的分析工具，熟悉机器学习基本框架和模型常用算法，能够将机器学习、深度学习技术与金融应用场景进行结合应用；
4、熟悉主流BI及数据分析工具（帆软/麒麟等），大数据Hadoop相关组件（spark/Hive/Kafka等）；具有金融领域营销业务相关经验者优先；
5、熟悉数据分析挖掘过程，具备独立完成数据抽取、数据处理、数据建模及验证、数据分析报告等任务的能力；熟悉数据治理、数据仓库、ETL等相关知识；
6、具备较强的工作责任心和团队合作意识，抗压能力强，具有较强分析问题和解决问题的能力，具备良好的协调沟通能力；",更新于：2024-02-29
数据挖掘,北京·海淀区·上地,15-25K·14薪,1-3年,本科,"后端
爬虫
机器学习/算法工程
Python
计算机相关专业
爬虫经验
机器学习工程经验",心影随形,互联网,20-99人,"1.游戏攻略数据挖掘
2.直播间、社区论坛等热门数据挖掘与分析
3.视频、动画、小说等场景数据挖掘与分析
4.基于相应的数据挖掘，优化游戏陪玩场景的对话体验。
5. 好学，懂二次元游戏 Plus",更新于：2024-02-27
数据挖掘,北京·海淀区·苏州桥,25-50K,3-5年,本科,"研究导向
Python
TensorFlow/PyTorch
CNN/RNN/LSTM
计算机相关专业
数学/统计相关专业",吉利研究院,汽车研发/制造,10000人以上,"1. 负责智能驾驶云端数据的数据挖掘、数据清洗、数据预处理等。
2. 根据项目需求，设计并开发数据半自动及全自动标注算法及系统。
3. 负责模型搜索、模型蒸馏等相关算法或系统的开发和优化。
4. 负责团队在数据处理、同类聚合、特定领域大模型设计、半监督算法等方面的研究及落地。
5. 与团队其他成员协同工作，推动项目进展，完成项目目标。
6. 对相关技术进行研究和尝试，不断提高团队的技术水平。
岗位要求：
1. 本科及以上学历，计算机、数学等相关专业优先。
2. 3年以上相关工作经验，对智能驾驶云端数据闭环领域有深入的了解和研究者优先。
3. 熟练掌握数据挖掘、数据清洗、数据预处理等技术，具备相关工具或系统的开发经验优先。
4. 熟悉Python编程语言，熟悉数据挖掘、机器学习、深度学习等算法；熟悉TensorFlow、PyTorch等深度学习框架，有实际应用经验者优先；熟悉Linux系统操作，掌握常用的数据处理、数据挖掘工具；
5. 具有较好的团队协作和沟通能力，能够有效地推进项目进展。
6. 具有创新精神和自我驱动力，能够独立解决问题，不断提升自身技术水平。",更新于：2024-02-25
大模型数据处理工程师,北京·朝阳区·望京,30-60K,经验不限,本科,"Python
计算机相关专业
大数据处理经验
自然语言处理经验",阿里巴巴集团,互联网,10000人以上,"阿里达摩院基础大模型团队，负责通义千问语言模型，多模态模型的各项基础研发工作。
现招募有充分数据定向，处理，分析，挖掘经验或者数据爬取，特别是通用爬虫经验的伙伴加入。要求头脑聪明，有逻辑，对数据敏感，有以下特点为加分项：有数据比赛经验，发表过关于数据集、评估相关的论文。
团队目前包括 NLP，CV，语音不同领域背景的同学，成员大部分来自清华北大浙大上交，包括众多阿里星/A+，团队氛围超赞。",更新于：2024-02-20
产品经理-数字人员工,北京·海淀区·五道口,18-30K·15薪,1-3年,本科,AI产品,智谱华章,互联网,100-499人,"产品经理（数字人员工）
岗位职责：
1. 负责人工智能产品的需求分析和产品设计，撰写产品需求文档；
2. 根据市场需求和用户反馈，对产品进行持续优化和升级；
3. 负责与研发团队沟通协作，确保产品需求的准确传达和有效实施；
4. 参与产品测试和验收，确保产品质量；
5. 跟踪行业动态，进行竞品分析，为产品改进提供参考。
任职要求：
1. 本科及以上学历，计算机科学、人工智能、产品设计等相关专业优先；
2. 1-3年人工智能产品经理工作经验，有成功产品案例者优先；
3. 对人工智能技术有深入理解，熟悉当前人工智能产品和市场；
4. 具备良好的逻辑思维能力和沟通协调能力。",更新于：2024-02-29
虚拟数字人应用开发,北京·昌平区·回龙观,15-25K,1-3年,本科,"深度学习
语音算法
Python
Java
虚拟数字人
数字人开发",北京艾恩游,移动互联网,20-99人,"岗位职责：
1.完成虚拟数字人的开发，以及负责后续维护；
2.负责2D、3D高度拟人化数字人的基础能力建设，持续提升数字人的综合表现能力；
3.调研需求，为公司项目提供数字人相关的技术解决方案；
任职资格：
1.全日制统招本科及以上学历，计算机相关专业毕业；
2.熟练掌握语音合成，语义识别，大模型对话；掌握cnn和rnn模型；
3.掌握情感分析，可合成情绪语音；
4.了解口型和语音对应的算法；
5.对通讯协议有基本了解，能处理各个模块间的通信；
6.熟练掌握python，java，javascript，unity编程等任意开发语言；
7.具备良好的团队合作意识以及沟通协作能力；",更新于：2024-02-29
AI数字人研发工程师,北京·海淀区·西二旗,15-25K,1-3年,本科,"图像算法
算法工程化经验
数字人
Python",深思普慧,互联网,0-20人,"岗位职责：
1、参与研发AI数字人动作生成、唇形匹配等相关模型算法的开发；
2、负责AI数字人新技术方案的研究和设计，将相关功能封装为服务；
3、跟进业界语音克隆、动作迁移、表情迁移的新技术进展，持续优化数字人的效果；
岗位要求：
1、本科及以上学历，对AI技术感兴趣，有相关研发经验者优先；
2、熟练掌握python/C++编程语言，熟悉torch/tensorflow等框架者优先；
3、具有扎实的编程功底，熟练掌握常用数据结构及算法，项目工程经验丰富者优先；
4、对人工智能，虚拟人等相关课题有长期的研究兴趣；
5、优秀的团队协作能力，责任心强，喜欢深入钻研技术；",更新于：2024-02-29
AIGC算法工程师,北京·朝阳区·望京,30-50K·15薪,1-3年,本科,"大模型算法
强化学习
图像算法
自然语言处理算法
多模态算法
Python",美团,互联网,10000人以上,"岗位职责
1.负责AIGC大模型(文本、图像等方向)在外卖广告业务落地； 2.负责跟踪和探索NLP&LLM(如GPT3.5/4等开源模型)、视觉理解&生成(如GAN/Diffusion-Model)等前沿技术，包括并不限大模型微调对齐、大模型领域知识增强、大模型策略优化、RLHF模型优化、Diffusion-Model进行图像&视频理解生成等； 3.负责其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案；
岗位基本需求
1.两年以上NLP/CV方向实践经验，AIGC方向有落地经验者优先 2.熟悉掌握常用的算法，在机器学习、深度学习、强化学习等算法方向具有良好的理论基础和算法调优经验； 3.具备良好的团队合作、沟通、逻辑思维能力，对工作有激情；
岗位亮点
1.前景好，商业变现作为公司的核心业务之一，业务前景好； 2.挑战大， 覆盖B端和C端，广告面临诸多业务问题和技术挑战，有很好的AIGC业务落地场景;能参与前沿大型模型技术研究和落地，探索大模型技术在实际业务场景中的应用； 3.成长快，完善的新人培养和融入机制，团队同学多来自业内大厂，在深度学习、强化学习方面有深厚的积累，能够在团队中快速成长；",更新于：2024-02-29
算法工程师（AIGC方向）,北京·朝阳区·朝外,20-35K,1-3年,本科,"业务导向
智能营销/广告
大模型算法
机器学习
强化学习
搜索算法
图像算法
优秀开源项目经历
大数据处理框架(Spark/Hadoop/Hive)",居言(高熙国际),电子商务,100-499人,"岗位职责：
1，基于公司内部新媒体营销大数据，建立与优化营销系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在新媒体营销行业的产品与算法应用进行持续优化。
岗位要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；熟悉pytorch等深度学习框架；
3，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
4，搭建过小红书、抖音平台的算法项目的优先；
5，对人工智能领域相关技术有热情；
6，有新媒体营销领域人工智能相关工作经验者优先。",更新于：2024-02-29
预测算法工程师,北京·昌平区·北七家,15-22K·13薪,1-3年,本科,"计算机相关专业
机器学习算法/工程化经验
深度学习经验
深度学习
机器学习
SQL
Python
pyspark
预测模型
时序模型",北京赛博云睿智能...,计算机软件,20-99人,"岗位职责
1.参与业务需求梳理、业务系统设计、数据资源梳理等工作，能提供具体问题的解决方案；
2.梳理数据指标及其模型建设、对指标进行全生命周期管理；
3.根据业务需求，利用MySQL从多张表中抽取有效表及字段；
4.负责利用pandas及pyspark进行数据探索及其特征预处理；
5.负责工业互联网数据多输入多输出场景的时序建模、模型调优、评估及部署。
任职资格
1.统招全日制本科及以上学历，计算机或数学相关专业；
2.具有工业数据分析项目经验，有工业大数据平台经验优先；
3.熟悉分类、回归等机器学习、深度学习算法，熟悉tensorflow、pytorch；
4.熟悉常用的python三方库：numpy, pandas, sklearn, statsmodels；
5.熟悉使用主流数据库，包括：mysql,hbase等，能够熟练编写SQL、存储过程，能够对sql进行优化；熟练使用linux操作系统；
6.具备良好的沟通能力、理解力及较强的文案撰写能力，工作责任感强，能够适应出差。",更新于：2024-02-29
数字人研发工程师,北京,20-25K,1-3年,本科,"大模型算法
图像算法
Python
优秀开源项目经历
算法工程化经验",北京超智时代科技,互联网,20-99人,"超智时代，是一家以人工智能大语言模型技术为核心的创新型AI创业公司，拥有世界前沿的AI算法技术和顶尖的研发团队，推动和探索AI大语言模型算法和技术创新，应用和落地。致力于AI大语言模型、AI智能体、强化学习等算法和技术的研发，以及场景化和商业化应用的落地。
在这里，你会接触到AI大模型和机器人各方面的前沿技术，
在这里，你将有机会参与到AI大模型、语音、图像、虚拟人、机器人等各种前沿研发工作中，
跟着来自斯坦福、耶鲁、清华、北大、中科院等国内外名校的优秀创业者一起工作；
我们只招优秀的小伙伴，团队年轻、扁平化管理，极佳工作氛围，你将和一群优秀的伙伴共同进步！
【岗位职责】
1、图形学/视觉相关算法的调研和实现，包括但不限于三维重建、深度图/点云处理、动画仿真、绘制等，探索图形学和机器学习结合的算法及应用；
2、负责研发数字人形象（头发、人脸、身体、服装）生成和数字人驱动的算法；
3、负责研发真实人物面部表情及肢体动作的捕捉算法、人物骨骼的自动重定向和绑定算法；
4、或有语音合成项目经验。",更新于：2024-02-29
AI数字人工程师,北京·昌平区·回龙观,15-25K,3-5年,本科,"机器学习
大模型算法
C/C++
Python",艺天下,互联网,20-99人,"AI数字人工程师
工作职责：
1、负责设计和开发具有高度个性化和情感表达能力的AI数字人；
2、设计和开发AI数字人的面部表情驱动系统，使其能够自然地表达情感和与用户进行互动；
3、利用机器学习和计算机视觉技术，实现AI数字人的面部表情识别和情感分析。
任职要求：
1、计算机科学，数学或统计学，人工智能，机器学习，自然语言处理，计算机视觉相关专业有相关从业经历；
2、熟练掌握至少一门编程语言，如Python、C++等；
3、熟悉计算机视觉和深度学习领域的相关知识;
4、热爱创新和探索，对AI数字人和情感计算领域充满激情。",更新于：2024-02-29
