岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
深度学习，机器学习,北京·朝阳区·朝外,1000-4000元/周,经验不限,本科,"机器学习
大模型算法
强化学习
图像算法
自然语言处理算法
模型加速/性能优化
Python
MATLAB",岩旭科技,互联网,20-99人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：周结
招聘截止时间：2024-05-07
工作时间：不限
工作时段：不限
结算方式：周结
本岗位适合利用业余碎片化时间作为副业兼职接单赚钱的朋友，地点不限，时间自由，在家在校完成编程代做即可。
【合作形式】
我们负责找项目，找到项目会在微信群内派单。您远程根据个人时间和意愿接单分析服务，按照工作量报价，接单后需要对项目负责。个人收取70%佣金，平台收取30%佣金。
【岗位职责&要求】
1、精通Matlab/python优化、机器学习、深度学习、计算机视觉、仿真、复现、算法、神经网络、建模、数字图像识别、目标检测等其中一项或多项技术
2、擅长app小程序爬取，会逆向优先。
3、愿意用专业的技能与经验帮助他人，个性严谨，为人谦和，细心认真，责任心强，业余时间较多。
4、愿意利用业余碎片化时间赚取丰厚佣金。",更新于：2024-03-12
深度学习算法工程师（工作地点：沈阳）,北京·海淀区·上地,11-20K,1-3年,本科,"深度学习
机器学习
强化学习
自然语言处理算法
多模态算法
Python",纵艺科技,游戏,100-499人,"岗位职责：（工作地点：沈阳）
1. 研究、设计和开发大语言模型，如GPT-3、4, ChatGLM, LLaMA, AIpaca等，以解决具有挑战性的自然语言处理问题。包括但不限于文本分类、情感分析、自动摘要、机器翻译、对话系统等任务。
2. 利用现有的大语言模型，开发和改进模型性能，使其更好地适应公司的需求。这可能涉及到模型微调、知识蒸馏、模型解释性等技术。
3. 优化模型的存储和计算效率，以支持大规模的实时服务。这可能需要对深度学习模型的硬件优化有深厚的理解，如使用GPU、TPU等进行计算。
4. 跟踪最新的人工智能和大语言模型的研究趋势，将最新的研究成果应用到实践中。这可能需要阅读和理解学术论文，参加学术会议和研讨会等。
职位要求：
1. 拥有计算机科学、人工智能、机器学习或相关领域的本科或硕士（博士优先），或者有相关领域的工作经验。
2. 至少在一种编程语言中有深厚的编程经验，如Python、Java、C++等，并熟悉软件开发的最佳实践，如版本控制、测试、持续集成等。
3. 对深度学习、自然语言处理和机器学习有深厚的理解，有使用主流深度学习框架（如TensorFlow、PyTorch等）的经验，包括模型的设计、训练、评估和部署。
4. 有使用大语言模型（如GPT-3，ChatGLM, LLaMA, AIpaca等）的经验，对模型训练、调优和推理有深厚的理解。对模型的微调、蒸馏和解释性等技术有实践经验。
5. 优秀的团队协作能力，能够在多功能团队中有效地沟通和合作。需要能够解释和推广复杂的技术概念给非技术的团队成员和利益相关者。
6. 具有良好的问题解决能力，能够在高压和快节奏的环境中迅速解决问题。需要对系统的性能和稳定性有高度的责任感。
7. 熟悉英语，能够在工作中使用英语进行有效的口头和书面沟通。需要阅读和理解英文的学术论文，参加英语的学术会议和研讨会等。
加分项：
1. 有大规模机器学习系统开发和优化的经验，包括但不限于模型训练和推理的优化、数据流的优化、硬件优化等。
2. 发表过相关领域的学术论文或者拥有相关的技术专利，能够证明自己在该领域的专业知识和研究能力。
3. 有使用云计算平台（如阿里云，AWS、Google Cloud、Azure等）的经验，包括但不限于虚拟机的使用、分布式存储和计算服务的使用、模型训练和部署服务的使用等。",更新于：2024-03-12
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,12000-13000元/月,1-3年,大专,"机器学习
推荐算法
图像算法
MATLAB
嵌入式开发
Python
算法工程化经验",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-12
AIGC/大模型/机器学习/自然语言处理,北京·海淀区·上地,24-45K·16薪,1-3年,本科,"发表算法相关优秀论文
C/C++
机器学习
深度学习
算法工程化经验
大模型算法
自然语言处理算法
大数据处理框架(Spark/Hadoop/Hive)
广告算法
参加算法相关竞赛/获奖
风控算法
Python",北京百度网讯有限公司,互联网,10000人以上,"工作职责:
-负责百度商业系统的风控策略及模型工作，研究与探索数据挖掘和统计学习领域的相关前沿技术在商业风控场景下的应用，切实解决业务痛点，维护百度品牌和广告主利益
-负责百度凤巢和信息流广告物料的风控问题和用户体验，通过多模态风控模型提升机器审核能力和效率
-通过表征学习、图模型、迁移学习、多任务学习，风险知识图谱挖掘等技术，提升风险发现效率，及时感知风险及业务的变化，主动识别潜在风险
-结合商业风控的业务特点，进行模型和算法创新，打造业界领先的商业风控算法体系
职位要求:
-一年以上算法研发经历，计算机相关专业本科及以上学历
-掌握大规模数据挖掘、机器学习，图模型等相关技术，对机器学习/深度学习理论和算法有较为深刻的理解
-熟悉C++/Python，具备优秀的编码能力，至少熟悉一种常见的机器学习/深度学习平台
-对业务和数据敏感，有钻研精神，主观能动性强，能适应快速变化的业务需求，能够从数据上发现风险，提出解决方案，并验证效果
-责任心强，积极主动，有良好的沟通能力和团队合作能力
-在多模态内容理解、内容安全审核、大模型预训练等方向有实际项目经验，或在领域相关会议发表论文者优先",更新于：2024-03-12
机器学习/数据挖掘/自然语言处理工程师,北京,25-30K·16薪,1-3年,本科,计算机相关专业,百度在线,互联网,10000人以上,"【工作职责】：
1. 负责业内领先搜索算法、内容理解算法的调研和评估，通过传统机器学习和超大规模深度学习算法（NLP/多模态），打造业界领先的千亿级别网页内容理解技术体系
2. 设计策略和算法及分析系统的技术缺陷，对策略和系统做出合理的优化升级；
【任职要求】：
1. 本科及以上学历，计算机相关专业；
2. 岗位一需熟练使用C/C++，岗位二熟练使用C/C++/Python等其中一门语言即可；熟悉常用数据结构及算法，有一定linux使用经验优先；
3. 岗位二需熟悉机器学习、数据挖掘、自然语言处理等常用算法，有相关项目经验、深度学习经验者优先；
4. 工作积极主动，具有强烈的责任心，务实，具备良好的团队合作精神和沟通意识；
5. 具有突出的学习理解能力、逻辑思维能力、沟通协作能力和抗压能力，善于分析问题和解决问题；",更新于：2024-03-12
机器学习,北京,25-50K·14薪,经验不限,本科,"Python
C/C++
机器学习算法/工程化经验
深度学习经验",某大型基金公司,基金,100-499人,"职责描述：
1、在投资经理的指导下，研究并应用前沿的机器学习算法，发掘历史数据规律，建立模型并应用于市场预测；
2、用机器学习模型，研究因子及组合，并最大程度实现因子价值。
任职要求：
1、数学、计算机、或物理学等相关专业，熟悉任一机器学习分支领域（如统计学习，深度学习，强化学习，组合优化或其他相关前沿技术等）；
2、优秀的编程实现能力，能够熟练在Linux系统上使用Python或C++编程语言；
3、对量化行业感兴趣，并有较好的创新意识及学习能力，自我驱动力强。",更新于：2024-03-12
机器学习 数据挖掘/模型（营销方向）,北京·石景山区·鲁谷,14-19K,3-5年,本科,"深度学习
数据挖掘
模型加速/性能优化
Python
大数据处理工具(Spark/Hadoop/Hive)
SQL
算法工程化经验
营销/业务运营经验
银行信用卡经验",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-03-12
AI模型评估—前端/后端/机器学习/数据分析,北京·朝阳区·大望路,12-20K·15薪,1-3年,本科,"数据挖掘
Python
Java
SQL",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建； 2、与技术团队和产品团队对接需求，设计并实施模型评估方案； 3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先； 2、有良好的编码风格及优化意识，能够在现有的基础上做出优化； 3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣； 4、语言各方向要求（掌握其中一种方向即可）： 前端方向： 掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理； 后端方向： 掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等； 机器学习方向： 熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等； 数据分析方向： 熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-03-11
机器学习,北京·海淀区·西三旗,25-50K,经验不限,本科,"深度学习
大模型算法
强化学习
自然语言处理算法
数据挖掘
推荐算法
C/C++
Python
大数据处理工具(Spark/Hadoop/Hive)
算法工程化经验",中电金信,计算机软件,10000人以上,"职责描述：
1. 为金融业客户设计实施数据智能相关的AI解决方案，用人工智能技术解决业务问题，提升业务竞争力；
2. 与客户进行沟通，理解需求，并转化为有效的技术解决方案；
3. 跟进AI项目交付，推动交付团队按要求实现技术解决方案；
4. 与团队成员紧密合作，分享知识和实践，提升团队战斗力。
任职要求：
1. 研究生及以上学历，计算机科学、数据科学、人工智能或相关专业；
2. 3年以上AI技术应用工作经验，具有人工智能、机器学习项目经验，能展示成功实施和交付的案例。优先考虑有物流业应用经验者；
3. 深刻理解人工智能、机器学习、深度学习等相关技术，掌握大模型技术原理及应用；
4. 熟悉PyTorch、TensorFlow、Keras等人工智能框架，对云计算平台有一定知识储备和实践经验；
5. 具备优秀的沟通技巧、良好的团队协作能力；
6. 能够在快节奏环境中进行多任务处理，能够应对一定工作压力，适应灵活的工作时间。",更新于：2024-03-12
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL
Python和sql必须熟练",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-03-13
深度学习算法工程师,北京·昌平区·西三旗,10-15K·13薪,1-3年,本科,"深度学习算法
视觉图像算法
算法设计
C++
TensorFlow
Caffe",译图智讯,计算机软件,20-99人,"1.计算机、数学、模式识别、图像处理等相关专业本科及以上学历
2.精通C/C++语言，具备较强的算法实现能力
3.有图像处理、模式识别的相关背景知识
4.熟悉TensorFlow、Caffe等至少一种开源学习框架
5.有文字识别、目标检测、深度学习相关研发经验者优先",更新于：2024-03-07
机器学习算法工程师,北京,25-45K·13薪,1-3年,本科,"数据挖掘
Python
算法工程化经验",北京国能日新,计算机软件,500-999人,"工作内容：
1.负责电力交易、功率预测相关机器学习、运筹优化算法、风控算法等领域的算法研究和开发;
2.负责算法工程化经验的积累和分享，提高团队的算法开发效率;
3.负责Python、SQL、Shell等编程语言的开发和维护保证算法的稳定性和可靠性;
4.负责算法模型的优化和调试，提高算法的准确性和效率;
5.负责算法模型的部署和维护，保证算法模型的稳定性和可靠性。
任职要求:
1. 具有计算机、数学、统计学等相关专业的本科及以上学历;
2.具有深度学习、机器学习、运筹优化算法、气象算法、风控算法等一个或多个领域的算法研究和开发经验;
3.具有Python、SQL、Shell等编程语言的开发和维护经验;
4.具有算法工程化经验，熟悉算法模型的优化和调试:
5.具有算法模型的部署和维护经验，熟悉算法模型的性能优化;
6.具有参加算法相关竞赛/获奖的经验，具有良好的团队合作精神和沟通能力。",更新于：2024-03-12
大模型深度学习,北京·朝阳区·西坝河,50-80K·16薪,1-3年,本科,"大模型算法
自然语言处理算法
多模态算法
模型加速/性能优化
大数据处理工具(Spark/Hadoop/Hive)
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",BOSS直聘,人力资源服务,1000-9999人,"主要职责：
1. 设计和实现基于深度学习的搜索增强大模型，提高搜索结果的准确性和相关性。
2. 开发和优化多模态检索与混排算法，包括图像、视频和文本等，以提高跨模态搜索的性能。
3.分析和优化搜索算法的效果，通过数据驱动的方法持续提升搜索系统的表现。
4.与产品团队合作，理解业务需求，为搜索系统的设计和优化提供技术支持。
跟踪最新的搜索增强和多模态处理技术，探索并应用新技术以改进现有系统。
任职要求：
1. 计算机科学或相关专业硕士及以上学历，具备搜索推荐或自然语言处理背景。
2. 至少2年的大模型算法研发相关工作经验，熟悉深度学习框架（如TensorFlow或PyTorch）。
3. 熟练掌握编程语言（如Python），具备良好的编程能力和算法基础。
4. 具备良好的数据分析和解决问题的能力，能够独立进行算法效果评估和优化。
5. 有强烈的责任心，良好的沟通能力和团队合作精神，对技术创新充满热情。
6. 动手能力强，有实际项目经验者优先考虑。",更新于：2024-03-12
机器学习框架软件工程师,北京·海淀区·学院路,20-35K·15薪,经验不限,本科,"大模型算法
深度学习
Python
算法工程化经验",清程极智,人工智能,0-20人,"岗位职责：
1. 开发针对大模型的深度学习框架 Python 前端.
2. 与用户沟通对接模型训练与推理方面的需求, 并设计框架中对应的接口.
3. 跟进大模型领域的最新软件框架动态.
任职要求：
1. 【必须】计算机专业的本科及以上学位，具备扎实的编程和软件工程功底；
2. 【必须】熟悉主流的神经网络框架和应用, 如 PyTorch, Megatron-LM, Huggingface Transformers
3. 熟练掌握 Python 库的开发, 测试, 发布流程.
4. 具有一定的软件工程与项目管理能力.
5. 具备优秀的沟通能力.
6. 有开发与维护大规模开源项目经验者优先.
7. 熟悉分布式程序者优先.
8. 高度的责任心与团队合作能力, 具备一定抗压能力.",更新于：2024-03-07
机器学习,北京·朝阳区·三里屯,16-25K,经验不限,本科,"大模型算法
深度学习
图像算法
数据挖掘
模型加速/性能优化
MATLAB
Java
Python
PySpark//PyTorch",永洪科技,互联网,100-499人,"岗位职责：
1. 参与ML需求分析、设计，独立完成后端相关需求功能开发；
2. 技术调研并撰写Feature详细设计文档；
3. 可处理开发过程中的技术问题，提出解决方案；
4. 对系统瓶颈提出系统优化的建议，处理永洪大数据平台ML相关模块优化；
5. 对AI/ML新技术保持关注；
任职要求：
1. 计算机相关专业统招本科及以上，硕士优先；
2. 良好的沟通技能，团队合作能力；
3. 熟悉python/java一种或多种开发语言；
4. 熟悉PySpark/TensorFlow/PyTorch等一种或多种常用工具；
5. 做过数据挖掘、机器学习相关项目或有相关工作经历者优先；",更新于：2024-03-12
人工智能机器学习深度算法工程师【兼职】,北京·海淀区·上地,12000-13000元/月,经验不限,本科,"深度学习经验
机器学习算法/工程化经验",智核乐,物联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：月结
招聘截止时间：2024-07-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-11
机器学习算法工程师(AI大模型方向),北京·海淀区·五道口,15-30K·14薪,1-3年,本科,"大模型
XGBoost
大模型训练调优
分布式
模型搭建",交叉科技,计算机服务,20-99人,"【岗位职责】
1.学习量化策略研究方法，利用金融数据分析工具，对大量数据进行研究；
2.探索前沿算法，使其在不同量化场景下发挥计算机资源挖掘、模型搭建等作用；
3.利用深度学习神经网络，负责研究、搭建金融逻辑深度学习算法；
4.跟踪和探索NLP、多模态等大模型关键技术，参与预训练大模型研发，实现相关产品落地；
5.深入理解公司各类业务和运营场景，搭建符合公司需要的大模型训练框架，开展AI大模型训练、微调、优化、推理等工作。
6.入职后可参与团队内部的技术交流工作，公司会对新员工进行特定方向的培养。
【任职要求】：
1.本科及以上学历，计算机、人工智能、通信、自动化等相关专业；
2.掌握Python、C++等至少一种开发语言，熟悉Pytorch/TensorFlow/PaddlePaddle/MindSpore等至少一种框架；
3.熟练掌握常见的深度学习算法模型及原理；
5.熟悉深度学习与分布式算法，有大规模分布式算法相关开发经验者优先；
6.熟悉金融行业、互联网行业或有相关工作经验者优先。",更新于：2024-03-12
机器学习算法工程师,北京·海淀区·西二旗,25-30K,1-3年,本科,"深度学习
风控算法
数据挖掘
Python",快手,社交网络,10000人以上,"职位描述
1、统一建设信息安全的数据基础能力，如指纹、画像、资产等；
2、负责信息安全各种场景中使用大数据及机器学习解决问题的落地。
任职要求
1、具有大数据挖掘和机器学习的项目经验；
2、熟练使用 Python/R，Hive，Spark 等大数据处理工具及调优；
3、掌握数据挖掘和机器学习的算法，并能熟练应用；
4、优秀的数据敏感能力，敏锐而富有耐心；
5、具有良好的沟通协调能力、较强的团队合作精神、优秀的执行能力。
加分项：
1、有黑灰产对抗经验者优先；
2、在广告、游戏等风控领域有研究经验者优先；
3、有海量数据处理经验者优先。",更新于：2024-03-12
深度学习工程师,北京,20-30K·13薪,经验不限,本科,"Python
C++
C
PyTorch
TensorFlow
机器学习经验
深度学习
人工智能
FPGA",某500强知名芯片制造公司,企业服务,1000-9999人,"岗位职责：
1. 支持人工智能算法、模型、软件应用在硬件上的部署
2. 支持深度学习加速平台的软件和硬件测试，主要以功能测试和性能测试为主
3. 收集分析测试数据，定位差异/问题的成因
任职要求：
1. 本科以上学历，电子/通信/计算机/软件/人工智能或相关专业
2. 相关工作/实习/研究项目经验，接受应届生投递
3. 熟练使用Python编程，掌握C/C++
4. 具备人工智能算法/编译/加速领域的实践经验者优先",更新于：2024-03-10
机器学习,北京·朝阳区·朝阳公园,20-21K,经验不限,本科,"大模型算法
风控算法
模型加速/性能优化
多模态算法
大数据处理工具(Spark/Hadoop/Hive)",北京同世堂中医诊所,医疗服务,0-20人,"有责任心，认可公司企业文化
岗位职责：
1. 负责机器学习算法的研究和开发，包括但不限于分类、聚类、回归、推荐等。
2. 负责数据预处理、特征工程、模型训练和调优等工作，保证模型的准确性和稳定性。
3. 负责机器学习平台的搭建和维护，保证平台的高效性和稳定性。
4. 负责机器学习应用的开发和实现，包括但不限于图像识别、语音识别、自然语言处理等。
任职要求：
1. 具备扎实的数学基础，熟悉线性代数、概率论、统计学等数学知识。
2. 熟悉机器学习算法，包括但不限于分类、聚类、回归、推荐等。
3. 熟练掌握至少一种编程语言，如Python、Java等。
4. 具备良好的数据分析和处理能力，熟悉数据挖掘、数据清洗等技术。
5. 具备较强的团队合作精神和沟通能力，能够与团队成员协作完成项目任务。
以上是机器学习岗位的职责和任职要求，希望对您有所帮助。",更新于：2024-03-13
兼职机器学习、深度学习工程师,北京·海淀区·清河,100-150元/时,经验不限,学历不限,"生物医疗
云计算
Java
Python
C/C++
计算机相关专业
机器学习算法/工程化经验
深度学习经验",昆明寻真科技有限公司,互联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【合作形式】
1. 平台投入资源，运营客户渠道及项目来源；
2. 向您推送经初步沟通梳理的项目需求，您根据个人时间安排和意愿接单；
3. 与平台紧密配合，为客户提供优质服务，同时保障自身利益；
4. 项目顺利完成，提供短期售后（默认15天）、安排结算日程
【职位介绍】
需求形式：机器学习、深度学习实用算法研发、创新性算法研发等（sub-domains including CV, NLP, Data Science, Digital Signal Processing, Reinforcement Learing, etc.）。
工作内容：针对客户的需求提供定制化服务。
常见能力：(* 以下仅为列举部分常见能力要求，申请者部分满足即可)
1）熟悉 Python/Matlab/R/Java/C++ 机器学习/深度学习编程；
2）[for CV] 熟悉计算机视觉常用开源库（e.g., OpenCV, PCL, etc.）；
3）[for NLP] 熟悉自然语言处理常用开源库（e.g., NLTK, Genism, Spacy, etc.）；
4）[for RL] 熟悉经典 / 深度强化学习算法、熟悉强化学习环境搭建、机制设计等；
4）熟悉常用深度学习框架（e.g., Pytorch, TensorFlow, etc.）；
5）熟悉研究方向的经典模型架构、常用预训练模型；
6）跟进研究方向的最新进展，面对课题能提出和实践改进思路（需求以模块化微改进为主）；
7）良好的传统方法 tricks / 算法 积累、经验和直觉、调参炼丹能力。
优先选项：
1. 研究方向相符的在校硕士、博士；
2. 业余时间充裕的在职工程师、科学家；
3. 在某个小领域做得比较深，同时熟悉大方向常用套路。
薪酬待遇：项目佣金制，根据项目金额大小，单个订单可获取收入通常在数千至数万元。
工作地点：远程工作，自主安排。
【远期培养】
1. 资深兼职算法工程师、职业生涯伙伴。
2. 平台自建人工智能实验室（筹）成员，参与平台牵头发起或与其他单位合作立项的项目、课题。
3. 平台（远程/在驻）全职算法工程师。
4. 更多远景规划......
【关于我们】
晨凫自由是一个科技自由职业平台，这里汇聚来自知名互联网公司、分析咨询机构、高校及科研院所的工程师、分析师和专业研究人才，致力于为个人、企业、公共服务部门、科研院所客户提供全天候、无死角的科技支持能力与协同创新支撑。目前，平台提供服务内容涵盖分析咨询、技术开发、科研合作、政务信息化、工业智能化等诸多领域。欢迎访问平台官网：https://www.dawnswim.cn、公众号：”晨凫自由+“，更多了解我们。",更新于：2024-03-12
机器学习算法工程师,北京·朝阳区·酒仙桥,12-24K,1-3年,本科,"大模型算法
搜索算法
图像算法
Python
算法工程化经验",MOREVFX,广播/影视,100-499人,"职位描述:
1. 数字图像处理、深度学习、机器学习等前沿研究及其相关应用；
2. 从事数字图像处理、机器学习、深度学习、计算机视觉理等算法；
3 了解数字人三维重建相关算法。
职位要求：
1. 本科及以上学历,计算机科学，数学，统计等相关专业；
2. 具有扎实的机器学习，深度学习，强化学习理论基础和实践经验；
3. 良好的编程能力；
4. 具备把实际问题转化为机器学习问题并持续优化的能力；",更新于：2024-03-13
深度学习视觉算法工程师,北京·石景山区·苹果园,9-14K,1-3年,本科,"机器学习
大模型算法
图像算法
模型加速/性能优化
C/C++
Python
并行计算
算法工程化经验
参加算法相关竞赛/获奖
团队管理经验",彩蛋科技,游戏,0-20人,"职位描述
岗位职责
1.参与设计人体动作捕捉引擎数据平台。
2.参与设计基于ML/DL的人体动作捕捉、动作识别和检测、眼球虹膜等算法，提高准确率。
3.在Linux上根据算法方案使用Python编程完成模型训练，使用C++编程完成前向推理过程。
4.提高引擎平台的整体执行效率。
任职要求
1.211本科及以上学历，深度学习、计算机视觉相关专业优先
2.工作经验6个月以上
3.具有良好的Python或C++面向对象编程能力，熟悉Tensorflow、Python、Caffe等框架平台。
4.熟练掌握机器学习和深度学习常用模型算法，譬如:GBDT、CNN、RNN；有视频动作识别或检测经验者优先；有模型训练经验者优先。
5.具有扎实的计算机基础知识，优秀的数学和算法基础",更新于：2024-03-12
深度学习,北京,100-150元/时,经验不限,硕士,"强化学习
机器学习
大模型算法
推荐算法
图像算法
自然语言处理算法
Python",北京源舫科技有限公司,计算机软件,100-499人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-02-17
工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
目前只招兼职
工作内容：类似于程序员接单群，客服发布任务，接单以后和对方详细沟通完成作品即可
本身无时间和地点限制
如果单子要求加急或需求较多，也是希望您可以尽快完成同时耐心沟通，正常情况以对方满意为标准。
详细内容可找我详聊
另外，计算机类大学生有额外福利，刷到就来找我聊聊吧~",更新于：2024-03-12
深度学习推理优化工程师-社区技术,北京·朝阳区·亚运村,30-50K,1-3年,本科,"搜索/推荐
C/C++
计算机相关专业
机器学习算法/工程化经验
深度学习经验",小红书,电子商务,1000-9999人,"工作职责：
1、支持搜推业务场景高效接入模型推理服务，并通过各种手段优化现有模型推理性能
2、支持CV/NLP内容理解场景高效接入模型推理服务，并通过各种优化手段降低推理成本
3、对transformer、LLM等模型进行深度优化，满足性能和成本要求
任职资格：
1、熟练掌握C/C++，具有良好的工程能力、编程习惯、以及沟通能力
2、熟悉 tensorflow/pytorch等训练推理框架，掌握GPU 的高性能计算优化技巧
3、大于2年的推理优化领域工作经验，有搜广推模型服务推理优化经验者优先；深入了解Transformer、LLM 模型者优先
4、自驱能力强，有想法，敢于实践",更新于：2024-03-08
高级咨询顾问-人工智能-机器学习方向,北京·朝阳区·国贸,20-40K,3-5年,本科,"深度学习
强化学习
多模态算法
Java
机器学习",德勤,咨询,10000人以上,"工作地点：北京，上海，广州，深圳，香港。
Work You'll Do
1. 研究和开发先进的人工智能算法，包括机器学习、深度学习等。
2. 与团队合作，优化现有的人工智能功能，提高其性能和准确性。
3. 调研相关领域行业应用及最新动态
4. 研发应用产品原型，并与业务团队合作打造数智资产
5. 参与团队内部的技术分享和讨论，提高整体技术水平。
We are looking for someone with
1. 计算机科学、软件工程或相关专业本科及以上学历。
2. 至少3年以上人工智能相关工作经验，熟悉机器学习、深度学习和自然语言处理等领域。
3. 熟练掌握至少一种编程语言，如Python、Java或C++。
4. 具备良好的数据结构和算法基础知识。
5. 良好的沟通和团队协作能力，能够在压力下保持高效的工作状态。
6. 对人工智能领域有浓厚兴趣，愿意不断学习和探索新技术。",更新于：2024-03-12
