岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
AI模型评估—前端/后端/机器学习/数据分析,北京·朝阳区·八里庄,15-30K·15薪,1-3年,本科,"大模型算法
深度学习
数据挖掘
Scala
C/C++
SQL
算法工程化经验",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建；
2、与技术团队和产品团队对接需求，设计并实施模型评估方案；
3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先；
2、有良好的编码风格及优化意识，能够在现有的基础上做出优化；
3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣；
4、语言各方向要求（掌握其中一种方向即可）：
前端方向：
掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理；
后端方向：
掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等；
机器学习方向：
熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等；
数据分析方向：
熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-03-05
机器学习/数据挖掘算法工程师,北京,40-70K,1-3年,本科,"Python
C/C++
机器学习经验
用户画像/标签体系相关经验
自然语言处理经验
数据挖掘",某500强上市公司,互联网,10000人以上,"工作职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",更新于：2024-03-05
数据挖掘/机器学习/大模型算法工程师,北京·海淀区·上地,40-50K·16薪,1-3年,本科,"大模型算法
机器学习
数据挖掘
自然语言处理
用户画像",百度,互联网,10000人以上,"工作职责
-挖掘百度海量的用户行为数据与内容，建立领先的用户画像
-利用机器学习、深度学习等技术构建用户标签并提升准召，持续优化用户标签质量
-利用用户画像中的标签结合目标业务场景，挖掘高质量人群包并落地应用
-围绕百度客户及各产品（信息流、广告等）的需求与痛点，与各团队协作推动画像能力的有效落地应用，促进业绩增长
任职资格
-计算机/软件/通信/自动化等专业，本科及以上学历，2年以上工作经验
-掌握大数据开发技术（Hadoop/Spark/Flink），熟悉机器学习、深度学习技术，熟悉NLP、搜索推荐等相关优先
-良好的技术探索能力，紧跟业界/学界的先进技术并实践应用
-良好的系统思考能力，良好的团队合作精神，较好的执行力、沟通能力",更新于：2024-03-05
数据挖掘工程师,北京·海淀区·西北旺,20-40K·15薪,1-3年,本科,"用户画像/标签体系相关经验
Spark
计算机相关专业
Python
数学/统计相关专业",滴滴,移动互联网,1000-9999人,"我们是滴滴网约车MPT团队，致力于打造世界顶尖的智能交易平台。我们不断探索机器学习等前沿技术，基于海量的出行数据和丰富的业务场景，进行交易生态算法优化与体系搭建。我们强调数据驱动和业务价值，真正在解决人们出行过程中的真实问题，保障司乘的出行体验与安全，引领出行行业变革与发展。
工作职责具体包括：
1 司乘交易生态治理与安全策略优化，构建多模态策略模型，保障出行体验与安全
2 生态算法体系底层能力建设，构建生态智能决策链路
职位要求：
1 人工智能、计算机相关专业，对机器学习基础算法有深入理解，如特征工程、GBDT、Transformer等
2 在数据挖掘、NLP等方向有应用算法解决实际问题经验者优先
3 严密的逻辑推导能力，清晰的表达能力，敏锐的数据和业务sense
4 熟悉python、hadoop/hive/spark、linux开发环境，动手能力强
欢迎对技术有追求、对业务有担当的小伙伴加入MPT大家庭，共建交易生态策略方向，为“让出行更美好”贡献一份力量。",更新于：2024-03-05
智能信息-数据挖掘-用户发展-北京,北京·朝阳区·望京,30-60K·16薪,3-5年,本科,数据挖掘,阿里巴巴智能信息事业群,互联网,1000-9999人,"职位描述
1、基于公司内海量数据，建设跨多业务的用户画像体系，预测生产画像标签，提升多场景的用户画像覆盖；
2、端内业务数据的挖掘与归因，与外部投放和承接联动，有效提升投放和承接效率；
3、深入理解用增业务场景，利用画像数据和相关算法，推动画像数据及相关算法的技术演进；
4、持续优化数据挖掘相关算法，提升画像数据的精准和覆盖；
职位要求
1、3年及以上数据工程、或数据挖掘相关经验，具有大规模用户产品中的画像标签生产、数据服务的研发经验；
2、扎实的计算机基础，对数据挖掘算法、机器学习、深度学习有理解和应用经验；
3、对内容推荐、用增、广告等业务有深入理解，在该领域内具备画像、人群相关的问题解决、方案设计的能力；
4、对业务和技术有热情，保持好奇持续学习，推动业务问题的突破和技术能力的进步；",更新于：2024-03-05
数据挖掘（轨迹数据处理）,北京·丰台区·丽泽,12-24K·14薪,1-3年,本科,"数据挖掘
算法",亿海蓝,互联网,100-499人,"岗位职责：
1、针对具体业务场景，抽象数据需求，基于现有特征体系与算法模型，解决业务问题；
2、调研和应用数据挖掘算法，从海量轨迹数据中挖掘船舶行为特征，建设丰富的船舶行为特征体系；
3、负责基于轨迹数据的算法策略开发，利用数据挖掘算法，构建船舶基础数据，沉淀轨迹处理工具。
任职要求：
1、硕士学历，优秀本科也可，统计学、数学、计算机等相关专业；
2、优秀的逻辑思维、学习能力和理解沟通能力，能快速理解业务需求，对数据敏感；
3、熟悉主流的机器学习和深度学习的模型，有相关的算法实际应用的案例与经验；
4、熟练掌握大数据处理与分析的工具与框架；
5、具有时空轨迹数据处理经验者优先。",更新于：2024-03-05
数据模型师,北京·海淀区·五道口,16-25K·13薪,3-5年,本科,"深度学习
数据挖掘
Python
SQL
经济学
销售
汽车",高科数聚,大数据,20-99人,"1、基于公司内外部数据情况及业务现状，提出可落地的数据应用思路，提升数据应用价值。
2、参与公司项目或平台产品的模型开发、迭代，通过模型的判断和计算，对用户行为作出准确的预判。
2、充分实现数据的商业价值，有效支持产品战略决策以及有效提升产品运营数据。
任职要求：
1、本科或以上学历;数学、统计学、计算机科学和经济学等相关领域优先。
2、具备扎实的数学基础和统计学知识，熟悉常见的机器学习算法。
3、熟练掌握数据处理和特征工程技术，能够对数据进行清洗、转换和处理。
4、熟悉常见的机器学习框架和工具，如Scikit-Learn、TensorFlow、PyTorch等。
5、具备良好的编程能力，熟练使用Python、R或其他相关编程语言。
6、有实际项目经验，能够独立完成机器学习模型的开发、实现和调优。
7、对算法性能和模型效果有高度的责任感和追求精益求精的态度。",更新于：2024-03-05
数据挖掘工程师,北京,15-25K,3-5年,大专,"Python
机器学习经验
自然语言处理经验",某大型计算机软件上市公司,计算机软件,500-999人,"1、基于现有业务的文本数据，进行非结构化文本的特征提取、语义识别、自动文本聚类和情感分析等文本挖掘的工作。
2、针对业务问题，进行专题分析，对用户需求和业务场景进行刻画，输出相应的分析报告，为服务优化提供建议，提升用户体验。
3、及时响应客户的问题，与客户建立良好的关系；理解并协助客户梳理需求，负责将需求落地，包含不限于方案设计、数据建模、产品设计等。
任职要求：
1、计算机、数学、统计学相关专业，本科及以上学历。
2、三年以上工作经验，具有自然语言处理专业知识，熟悉数据挖掘、机器学习、统计学的常用算法，有实际的文本挖掘项目的经验。
3、熟悉文本挖掘技术（文本分类、聚类、相似度计算、语义分析等）优先。
4、能熟练运用Python和sql处理数据，熟练运用word、excel、ppt等办公软件撰写各种数据分析报告。
5、对数据和业务有敏锐的洞察力，能够协助客户开展数据挖掘、问题分析、营销策略、客户定位、产品优化等相关工作。",更新于：2024-03-05
55万年薪招算法研究(运筹优化或数据挖掘）,北京·海淀区·上地,30-45K,1年以内,硕士,"业务导向/研究导向
云计算
智能驾驶
C/C++
Python
数学/统计相关专业
计算机相关专业
机器学习算法/工程化经验
数学建模、人型机器人
控制算法
计算",江西兰邦林咨询服务,其他生活服务,20-99人,"【岗位要求】
1、24年毕业的985硕士或博士，海外的需要前50的，本科需要211以上的学校
2、数据处理，算法开发；
3、负责针对不同数据源选择合适数据处理方式及合适算法框架；
4、相关领域知识产权布局，负责领域专利撰写及申请；
5、参与高校、行业、内外部客户技术交流；
6、交互领域轻量化模型边缘端部署及优化；
【任职要求】
1、数据科学，计算机领域；
2、独立项目经验及科研成果优先；
3、对算法底层架构熟悉；
4、熟练使用pytorch等人工智能工具。
【薪金福利】硕士年薪40万，博士55万，双休 五险一金
【工作时间】9:00-18:00
【工作地点】北京",更新于：2024-03-05
NLP算法工程师-数据智能,北京,80-110K·15薪,1-3年,本科,NLP,某大型知名移动互联网公司,移动互联网,10000人以上,"NLP算法工程师-数据智能
工作地点：北京、杭州
职位描述
负责NLP语言模型在数据方向的应用落地，支持模型调优及效果评测，实现数据产品的全面智能升级与效果保障。
1、为分析师、运营、决策者、商家等提供多种基于NLP模型的数据应用，提高数据决策效率；
2、激发NLP模型在NL2DSL、docQA等场景的能力，推动业务增长；
3、基于业务需求和业务数据，对NLP模型进行训练和优化，确保模型落地效果；
4、基于数据NLP模型产品的应用场景和功能特点，建立科学的模型评估体系。
职位要求
1、熟悉自然语言处理、机器学习等相关技术，有相关应用经验，熟悉业界领先NLP语言模型原理与训练方法；
2、了解NLP语言模型训练的数据构建的具体方法，能够熟练运用机器学习算法对数据进行清洗和结构化；
3、了解Deepspeed等分布式训练框架，并有一定的多机多卡分布式训练与debug经验；
4、有NLP模型效果评测经验，或其他搜素/推荐效果实际评估经验者优先；
5、关注国际NLP语言模型最新前沿技术，对相关开源模型有落地实践者优先；
6、在国际顶级会议/期刊上有NLP相关相关论文发表者优先。",更新于：2024-03-05
数据分析/数据挖掘/机器学习,北京·通州区·武夷花园,10-15K·15薪,1-3年,本科,"Python
Numpy
Pandas
MySQL",北京达道至简科技,计算机软件,20-99人,"职责与资格要求：
我们正在寻找一位对数据分析、数据挖掘、机器学习有深入了解的同学，对环境、社会、治理问题充满热情，并具备卓越的Python和MySQL技能。作为团队的一员，您将负责以下职责和要求：
职责：
ESG数据分析： 进行深入的环境、社会和治理数据分析，识别并解释与可持续性相关的趋势和关键洞察。
数据挖掘： 利用Python进行数据挖掘，从多源数据中提取有关ESG维度的有价值信息，以支持决策制定。
机器学习应用： 使用机器学习算法，构建和优化模型，以预测ESG指标的未来变化，并提供实际的业务建议。
数据库管理： 利用MySQL等数据库工具，有效地存储、查询和管理大规模数据集，确保数据的安全性和可靠性。
报告和可视化： 创建清晰而有影响力的报告和可视化工具，将复杂的数据结果以简单易懂的方式呈现给非技术团队成员。
合作与支持： 与跨职能团队密切合作，为业务决策提供支持，并确保ESG策略与公司战略一致。
资格要求：
学士或以上学位，专业背景包括数据科学、机器学习、统计学等相关领域。
1-3年以上的数据分析和机器学习实际工作经验。
熟练掌握Python编程语言和MySQL数据库技术。
对ESG相关法规和标准有深入理解，具备相关行业知识。
出色的沟通和团队协作能力，能够与非技术团队有效交流。
创新思维和解决问题的能力，对新技术和方法保持持续学习的态度。
我们提供竞争力的薪酬和完善的福利，为员工提供良好的职业发展机会。如果您对这个职位感兴趣并符合资格要求，请将您的简历和附带的求职信发送至 [公司邮箱]。",更新于：2024-03-05
安全研究-漏洞挖掘(002601),北京·海淀区·西二旗,12-24K·15薪,1-3年,本科,"安全漏洞
漏洞挖掘
web 漏洞",安恒信息,信息安全,1000-9999人,"正式岗位，因为保密项目JD，内网开发，需要在客户现场工作。
岗位职责：
1、负责安全技术研究，跟踪国内外最新的安全技术以及安全漏洞的追踪；
2、负责进行漏洞POC改造和验证。
任职要求：
1、能主动关注国内外最新安全攻防技术，并在自己擅长和兴趣的领域能够进行深入的学习、研究；
2、熟练掌握windbg、ida、gdb等调试工具；
3、熟悉各类二进制安全漏洞原理（堆溢出、栈溢出、整数溢出、类型混淆等等）以及各种利用技术；
4、有比较强的开发能力，熟悉java web的常见漏洞原理，有能力挖掘和分析java web方面的漏洞；
5、具备良好的团队沟通、协作能力、良好的职业道德。",更新于：2024-03-05
大数据算法设计工程师,北京·海淀区·西北旺,30-50K·15薪,经验不限,本科,"熟悉大数据计算框架
机器学习
运筹优化算法
深度学习
大数据处理框架(Spark/Hadoop/Hive)
算法工程化经验
通信算法
强化学习
推荐算法",荣耀终端,互联网,10000人以上,"岗位职责：负责通信领域云侧的大数据算法预研、设计和实现落地
任职要求：""1、熟悉常用的大数据计算框架，熟悉数据挖掘、机器学习、深度学习等相关技术
2、熟悉java/Python/SQL/Spark/Hadoop，扎实的算法基础和编程基础
3、对算法有深入理解，有利用大数据使用算法分析用户场景的经验。""",更新于：2024-03-05
AI模型评估—前端/后端/机器学习/数据分析,北京·朝阳区·大望路,12-20K·15薪,1-3年,本科,"数据挖掘
Python
Java
SQL",北京字节跳动,移动互联网,10000人以上,"职位描述
1、制定AI模型评估在代码方向的评估标准，主导评估体系构建； 2、与技术团队和产品团队对接需求，设计并实施模型评估方案； 3、擅长代码编程，尤其对特定技术领域有体系化的认知。
职位要求
1、本科及以上学历，计算机科学与技术、软件工程、大数据技术、人工智能、智能科学与技术等相关专业优先； 2、有良好的编码风格及优化意识，能够在现有的基础上做出优化； 3、有责任心和较强的团队意识，对互联网及人工智能有较强的兴趣； 4、语言各方向要求（掌握其中一种方向即可）： 前端方向： 掌握GUI交互的设计与开发，熟悉色彩、图形、信息等的构建，具备一定的审美能力；熟悉HTML(5)，CSS(3)、JavaScript、AJAX等web开发技术，掌握前端主流框架至少一种，包括但不限于 Vue、React，熟悉Element-UI、iView、Ant Design、Vuetify等其中的组件库的使用；熟悉游戏前端开发，掌握至少一种游戏开发工具，包括但不限于Unity3D、Cocos Creator；掌握Android或iOS开发平台及框架原理； 后端方向： 掌握Python、Java、Go等其中至少一门后端编程语言；了解常见的后端服务开发框架，如：SpringBoot、Django、Flask等；熟悉主流数据库的操作，如：MySQL、PostgreSQL、Oracle等；掌握常见的CI/CD工具，如Jenkins、Git等； 机器学习方向： 熟练掌握Python编程语言；了解机器学习、深度学习、自然语言处理、计算机视觉、强化学习等领域；熟悉主流机器学习库，如：Scikit-learn、OpenCV、Numpy、Pandas等；熟练掌握至少一种深度学习框架，如PyTorch、TensorFlow、Keras、MXNet等； 数据分析方向： 熟练掌握至少一种编程语言，如Python等；具备大数据处理能力，熟练运用SQL，掌握相关数据分析工具；掌握数据仓库设计和建立的方法，具备优秀的数据分析能力和逻辑思维能力；具备扎实的数据分析能力，能够进行可视化分析，具备较好的业务理解能力。",更新于：2024-03-02
大模型数据工程师,北京,30-50K,经验不限,本科,"大模型
数据",某知名计算机软件公司,计算机软件,,"1.负责语言、语音、视觉、多模态等大模型的数据采集、存储和清洗
2.负责语言、语音、视觉、多模态等大模型的数据标注、分析和管理
3.理解大模型数据需求，与大模型研发团队紧密配合，建立自动化数据处理流程及系统
4.了解数据治理，研发相关算法持续提升数据质量，保障数据安全
5.配合构建数据安全体系
任职资格
1.计算机相关专业本科，对大模型数据工程有浓厚兴趣
2.熟悉python/shell等编程语言，掌握多线程/大数据处理基本工具
3.了解机器学习相关算法，有结合模型实现数据清洗经历者优先
4.了解国内外大模型领域相关知识
5.具有仔细严谨的态度和强烈的责任心",更新于：2024-03-05
数据分析挖掘,北京·海淀区·西二旗,12-23K·13薪,1-3年,本科,"Python
R语言
数据分析",车慧达,互联网,20-99人,"1、熟练掌握python语言开发，会用语言本身自带的数据类型，数据结构写数据处理代码
2、熟练使用Linux命令部署Hadoop集群MapReduce任务，定时任务，用pythons treaming编写MapReduce任务，
3、掌握概率统计知识，包括概率分布，假设检验，参数估计，回归分析
4、有过海量用户画像数据分析经验，能熟练掌控月度，季度统计汇总画像分析任务更新，数据问题排查，数据质量管控
5、统计学、数学、计算机专业等相关专业
6、主要工作内容是基于车辆定位通行数据的车辆驾驶行特征画像",更新于：2024-03-05
数据挖掘,北京·海淀区·皂君庙,18-35K,经验不限,本科,"数学/统计相关专业
计算机相关专业
用户画像/标签体系相关经验",字节跳动,互联网,10000人以上,"1、基于对用户和产品的理解和海量数据，参与产品、运营、研发等多种场景的数据分析、实验设计和效果改进和数据建模等；
2、研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，挖掘更有价值的高阶数据；
3、主动发起并推动忠于用户价值或产品体验的数据分析项目或算法策略落地。",更新于：2024-02-28
大模型数据挖掘工程师,北京·海淀区·上地,35-45K·16薪,3-5年,本科,Python,贝壳找房,互联网,10000人以上,"岗位要求：
1.计算机、人工智能、自然语言处理或相关领域的硕士或博士，能力突出的本科生。
2.具备良好的编程能力，熟练掌握Python等编程语言，掌握PyTorch等至少一种深度学习框架。
3.具备良好的沟通和团队协作能力，有较强的解决问题能力和动手能力。
4.具备1年以上相关领域的工作经验。
岗位职责：
1.建立面向大语言模型的数据去重、清洗、过滤能力。
2.高效处理海量数据，探索大语言模型的数据混合配比。
3.建立大语言模型的通用和领域评测能力。
4.持续跟进行业最新进展，不断优化提升面向大模型的数据算法能力。",更新于：2024-03-05
数据挖掘岗 (机器学习方向),北京·朝阳区·朝青,20-40K,5-10年,本科,"深度学习
数据挖掘
并行计算",时空云科技,建筑设计,100-499人,"1、结合银行智能运营管理领域的重点任务，主动创新，发现数据、算法驱动点；
2、根据银行运营流程、内部管理的业务需求提供算法解决方案，并负责方案落地；促进业务流程数字化、自动化、智能化；
3、利用机器学习、深度学习、OCR、RPA、NLP、图像识别、图模型等人工智能技术进行探索建模，支持运营流程、内部管理等工作，持续促进业务管理降本增效、用户服务体验提升；
4、具有实际AI算法工程化开发部署经验，具备和系统对接的能力。
1、遵纪守法、诚实守信；
2、计算机、数学、统计学等相关专业，本科应具有5年及以上同岗位工作经验，研究生应具有3年及以上同岗位工作经验；通过大学英语四级考试；
3、有机器学习、时间序列、运筹学、数据挖掘、图像识别、自然语言处理、知识图谱等一个或多个专业领域的开发经验并有独到理解；对常规算法及机器学习、深度学习、时间序列、NLP、OCR、CV、图模型等算法理解透彻；如逻辑回归、决策树、RNN、CNN等；
4、熟悉Python/Java/SQL等编程语言，熟悉Linux常用命令，掌握sklearn、TensorFlow、pytorch、Keras等一项或多项机器学习框架；
5、对金融业、银行业的业务知识有一定了解；并在金融场景有丰富的机器学习研发经验和落地成果者优先；
6、为人真诚、热情、乐观，具有良好的沟通能力、执行力和团队合作精神；
7、具有良好的逻辑思维能力，具有主动性和技术激情，时刻追踪前言技术和应用；
8、符合履职回避的有关规定。",更新于：2024-03-05
数据挖掘算法工程师,北京·东城区·北京站,18-30K·16薪,经验不限,硕士,"机器学习
深度学习
大模型算法
图像算法
融合感知算法
推荐算法
Python
大数据处理框架(Spark/Hadoop/Hive)
C/C++
优秀开源项目经历
算法工程化经验",数篷,信息安全,100-499人,"职位描述：
1、从事数据安全领域的文本/图像/视频算法研究工作，包括抽样调查、特征提取、融合分析、数据脱敏、异常行为分析、聚类分类等数据挖掘算法；
2、负责数据库的搭建与维护等工作；
3、负责用深度学习和机器学习算法进行数据分析；
4、追踪前沿技术，进行文献调研、算法实现和数据验证，提出创新性的想法并撰写技术报告或专利。
职位要求：
1、计算机、数学、统计学、电子工程、人工智能等相关专业研究生；
2、熟悉常见的数据挖掘算法，包括特征提取、聚类分类、融合分析等,熟悉推荐算法，熟悉一个或多个常用的深度学习框架（如TensorFlow、PyTorch等）；
3、具备良好的编码能力和扎实的数据结构基础，熟悉Python、C#/C++、Java、MATLAB、SQL、MySQL、spark中的1-2种语言；
4、对相关研究工作有浓厚的兴趣和热情，具备良好的沟通表达能力和团队合作精神；
5、在计算机/统计学相关领域的国际顶级会议和期刊上有论文发表者或计算机相关比赛获奖者优先。",更新于：2024-03-05
数据挖掘,北京·海淀区·苏州桥,25-50K,3-5年,本科,"研究导向
Python
TensorFlow/PyTorch
CNN/RNN/LSTM
计算机相关专业
数学/统计相关专业",吉利研究院,汽车研发/制造,10000人以上,"1. 负责智能驾驶云端数据的数据挖掘、数据清洗、数据预处理等。
2. 根据项目需求，设计并开发数据半自动及全自动标注算法及系统。
3. 负责模型搜索、模型蒸馏等相关算法或系统的开发和优化。
4. 负责团队在数据处理、同类聚合、特定领域大模型设计、半监督算法等方面的研究及落地。
5. 与团队其他成员协同工作，推动项目进展，完成项目目标。
6. 对相关技术进行研究和尝试，不断提高团队的技术水平。
岗位要求：
1. 本科及以上学历，计算机、数学等相关专业优先。
2. 3年以上相关工作经验，对智能驾驶云端数据闭环领域有深入的了解和研究者优先。
3. 熟练掌握数据挖掘、数据清洗、数据预处理等技术，具备相关工具或系统的开发经验优先。
4. 熟悉Python编程语言，熟悉数据挖掘、机器学习、深度学习等算法；熟悉TensorFlow、PyTorch等深度学习框架，有实际应用经验者优先；熟悉Linux系统操作，掌握常用的数据处理、数据挖掘工具；
5. 具有较好的团队协作和沟通能力，能够有效地推进项目进展。
6. 具有创新精神和自我驱动力，能够独立解决问题，不断提升自身技术水平。",更新于：2024-03-05
大数据算法工程师,北京·朝阳区·健翔桥,18-25K,1-3年,本科,"Python
数据挖掘
机器学习",北京恩思特,咨询,20-99人,"工作职责：
1.熟悉使用各种统计工具和方法，对现有数据进行深度挖掘及用机器学习方法为设备提供可靠的故障征兆识别及故障预测；
2.将现有故障征兆的识别由传统的基于业务专家的经验转换成智能计算及识别（涉及数据的规律性分析、关联性分析等）
3.熟练掌握对大量数据的处理，主要包括数据的清洗、缺失数据的补充算法、分布式计算等
4.对目前流行的大数据/云平台有一定了解，能将业务的智能化需求结合大数据/云平台进行实现；
5.熟练掌握对数据的趋势分析、规律查找、预测算法（信号类数据，主要是石油化工生产设备的监测数据：振动、温度、压力、流量等）
6.将现在有的知识库结合真实案例进行深度学习和挖掘
7.对专利注册流程及业务一定认识。
任职资格：
1. 本科或硕士及以上学历, 数学、统计学、计算机科学、通信等相关专业
2. 2年以上大数据算法经验；
3. 熟悉基本的聚类和降维算法（如KMeans，PCA等），基本的分类模型（逻辑回归，SVM，决策树等），时间序列预测（灰度预测、ARMA等）；
4. 对神经网络与深度学习有一定研究和实践经验，熟悉CNN、RNN等网络结构优先；
5. 能够熟练使用Python，R或Matlab中一种或多种语言
6. 具备良好的英语读写能力，良好的沟通与表达能力
薪资待遇：面议!",更新于：2024-03-05
数据挖掘工程师,北京·海淀区·魏公村,12-18K,1-3年,本科,"SQL
Python
机器学习/NLP经验
数学/统计相关专业
大数据处理经验
机器学习算法
自然语言处理",华职教育科技集团,培训/辅导机构,,"NLP 自然语言处理
招聘人数：1
入职部门：产教融合研究院-技术研发中心
学历要求：本科及以上
薪资范围：12000-18000
支撑项目：现有项目：现有大数据平台的算法优化
未来计划：未来大数据平台的功能扩展
教育背景：本科以上学历，统计学或计算机相关专业。
工作职责：
1、根据业务和项目要求，进行数据处理。
2、根据业务模型，建立数据挖掘和分析模型以及相应算法设计实现。
任职要求：
1、熟练掌握python语言，及常用数据处理、挖掘和分析包。
2、统计学基础知识扎实。
3、熟练掌握SQL语言、MySQL数据库。
4、掌握常用机器学习模型及相关算法，如回归、随机森林、KNN、Kmean、神经网络、贝叶斯等。
5、有自然语言处理基础和经验，有使用Gensim经验，了解TensorFlow框架。
6、有较好的学习能力、团队合作能力，对技术工作有浓厚兴趣，对工作认真负责，能承受工作压力。
7、两年以上数据挖掘和数据分析经验。",更新于：2024-03-05
数据挖掘,北京,25-50K·15薪,3-5年,本科,"R
风控相关经验
反欺诈
机器学习经验
贷
模型
Python",某大型大数据上市公司,大数据,500-999人,"岗位职责：
1. 针对海量数据开发包括不局限于营销响应、流失预警等营销模型及反欺诈评分、信用评分、额度模型、行为评分、催收评分等风险模型；
2. 跟进实施以量化分析为基础的咨询项目，项目业务围绕信贷、财富等金融业务领域，实施内容包括不局限于流程设计、业务框架设计、特征设计、模型开发、策略制定、实施部署等；
3. 熟悉公司所提供的解决方案，配合商务对机构进行方案介绍与答疑；通过量化分析工具为合作机构提供决策分析报告，配合商务有效推动机构合作与落地应用；
4. 对海量内部底层数据进行清洗和深度挖掘，探索有效稳定的维度/变量/模型/标签以形成标准化的产品；
岗位要求：
1. 本科及以上学历，211/985院校毕业优先，数学、统计学、计算机等相关专业优先；
2. 3年及以上互联网/信贷/金融科技机构模型开发/算法/量化策略相关工作经验；
3. 熟练运用Python/R进行数据分析或建模，熟练掌握数据库操作（如SQL语句）；
4. 了解LR/RF/XGB/LGBM等机器学习算法的原理及其应用；
5. 对金融产品/客户全生命周期运营/风险管理有深刻理解者优先；
6. 表达清晰，逻辑严谨，对数据敏感，敢于创新，善于发现、探索并解决问题；
7. 具备较强独立思考能力、学习能力、自我驱动力、责任心及抗压能力；",更新于：2024-03-05
金融数据科学家（base北上深）,北京,20-40K,1-3年,本科,"Python
计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
数据分析软件包pandas",某国内知名互联网金融公司,基金,100-499人,"岗位职责：
1、理解并处理多样数据，基于复杂多维的数据开发交易策略，并探索数据中的关联；
2、将概念与想法转化为数学模型并将算法转化为代码，并完成对应的数据处理链条环节的实现。
任职要求：
1、有扎实的理工科背景，善于量化思考问题，有创新性的观点和做事方法；
2、对大数据处理、机器学习、概率统计有深入的理解和实践经验；
3、熟练掌握Python及其他数据分析语言。对数据分析软件包例如pandas有深入了解；
4、积极思考并积极求证，对解决复杂问题有强烈兴趣，能够自我驱动，能够完成基于数据的提出假设，检验，研究，达成结论的工作流程；
5、发表论文者有加分。
Job objectives:
Understand and process varieties of data. Be able to develop trading strategies based on multi-dimensional datasets and explore their relationships between them.
Translate concepts and ideas into mathematical models and code, implement the related data pipelines end to end.
Skill requirements:
Advanced degree in STEM or other highly quantitative fields. Thinking quantitatively and work innovatively.
Prior experience in a data driven research environment. Good knowledge of big data, machine learning, probabilities and statistics, etc.
Hands-on knowledge in python and related data analytics packages such as pandas, dask, pytorch, etc.
Think actively and verify rigorously. Strong interest in solving complicated problems. Self drive through the process of assumptions, verifications, research, conclusions.
Publications in a top venue is a plus.",更新于：2024-03-05
数据挖掘工程师,北京·朝阳区·酒仙桥,20-30K·14薪,1-3年,本科,大数据处理经验,Moatable,互联网,500-999人,"岗位职责：
-支持全美TOP的卡车导航app （Trucker Path https://truckerpath.com/)
-负责地点、道路、轨迹和用户行为等数据的收集、处理、分析、挖掘等工作
结合具体业务场景，进行数据分析、挖掘和建模等，设计并优化解决方案
任职要求：
-有良好的编程与算法能力，至少熟练掌握一门编程语言
-熟练使用numpy、pandas、sk-learn、matplotlib等数据挖掘分析工具，熟悉常用大数据工具
-熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术优先
-较强的逻辑思维和业务理解能力，具备沟通协作和团队意识
-具备一定的英语读写能力，口语好优先",更新于：2024-03-05
