岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
电池算法工程师（云端大数据方向）,北京·海淀区·魏公村,18-30K,1-3年,本科,"Hive
大数据处理经验
Spark
数学/统计相关专业
Python",北京理工新源,互联网,100-499人,"【工作职责】
1.基于新能源车联网运行大数据进行动力电池数据的分析与价值挖掘，负责数据清洗、特征提取、建模分析等工作；
2.基于新能源车联网运行数据，开展动力电池健康状态评估与剩余寿命预测的方案研究与开发，撰写开发文档资料；
3.针对车辆运行的典型工况，分析与挖掘电池故障特征，建立故障分析特征数据库；
4.洞察市场信息，通过电池数据分析为团队赋能，为客户商业决策和产品研发赋能；
【任职要求】
1.新能源动力电池方向相关专业，本科以上学历；
2.熟悉数据挖掘理论与方法，如基本的数理统计专业知识；
3.经验要求：整车厂或电池厂动力电池BMS开发工作经验2年以上；
4.语言要求：Python、matlab；
5.熟练使用excle，PPT、word等办公软件；
6.逻辑思维能力强，语言表达清晰，文本与PPT撰写能力强者优先；
【您将获得】
1.丰富的大数据处理经验，PB级数据分析处理经验与能力；
2.基于车辆网大数据进行跨界开展电池算法与策略开发经验；
3.国家级项目开发经验，与行业大牛近距离接触；",更新于：2024-03-11
数据挖掘工程师-远程,北京·丰台区·花乡,95-100元/时,经验不限,本科,"Java
Python
计算机相关专业
大数据开发经验",橙溪,互联网,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：日结
招聘截止时间：2030-03-01
[岗位职责]
1. 设计并开发消费者金融相关模型，为营销、授信、提额、反欺诈、新产品开发等提供支持。
2. 基于互联网/电子商务海量数据，分析用户的浏览/收藏/购物等行为，挖掘用户潜在商业价值和属性。
3. 在具体业务场景下进行模型的选型、设计、开发、调优、落地部署和效果跟踪等。
4. 与产品经理、风险政策策略人员合作，通过数据分析/数据建模，共同制定产品政策与策略。
[职位要求]
1. 本科及以上学历，计算机、自动化、数学、统计、金融等专业优先考虑。
2. 熟练掌握至少2-3种数据挖掘算法，如分类、回归、聚类、关联分析、时间序列等，并具有实际操作经验。
3. 熟练使用JAVA、Python、R、SAS等编程工具，了解Hadoop、Impala、Spark等数据分析平台。
4. 具备较强的数学建模和分析能力，良好的沟通协调能力，强烈的执行力和创新能力。
5. 对NLU、NLP、知识图谱、复杂网络等技术有深入研究者优先。
6. 有过风险政策、风险模型、反欺诈等应用背景者优先。
[其他要求]
1. 自由职业者或兼职身份，能够灵活安排工作时间，配合团队完成工作任务；
2. 具备较强的自我管理能力和解决问题的能力，能够在压力下独立工作并保证测试质量；
3. 良好的书面和口头表达能力，能够清晰地报告测试结果和改进建议。
加入我们，作为自由职业者或兼职，你将在金融数据分析领域发挥你的专业技能，为公司的金融产品提供决策支持，推动金融技术的发展！",更新于：2024-03-09
数据挖掘工程师,北京·朝阳区·酒仙桥,20-30K·14薪,1-3年,本科,大数据处理经验,Moatable,互联网,500-999人,"岗位职责：
-支持全美TOP的卡车导航app （Trucker Path https://truckerpath.com/)
-负责地点、道路、轨迹和用户行为等数据的收集、处理、分析、挖掘等工作
结合具体业务场景，进行数据分析、挖掘和建模等，设计并优化解决方案
任职要求：
-有良好的编程与算法能力，至少熟练掌握一门编程语言
-熟练使用numpy、pandas、sk-learn、matplotlib等数据挖掘分析工具，熟悉常用大数据工具
-熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术优先
-较强的逻辑思维和业务理解能力，具备沟通协作和团队意识
-具备一定的英语读写能力，口语好优先",更新于：2024-03-11
大模型数据挖掘工程师,北京·海淀区·上地,35-45K·16薪,3-5年,本科,Python,贝壳找房,互联网,10000人以上,"岗位要求：
1.计算机、人工智能、自然语言处理或相关领域的硕士或博士，能力突出的本科生。
2.具备良好的编程能力，熟练掌握Python等编程语言，掌握PyTorch等至少一种深度学习框架。
3.具备良好的沟通和团队协作能力，有较强的解决问题能力和动手能力。
4.具备1年以上相关领域的工作经验。
岗位职责：
1.建立面向大语言模型的数据去重、清洗、过滤能力。
2.高效处理海量数据，探索大语言模型的数据混合配比。
3.建立大语言模型的通用和领域评测能力。
4.持续跟进行业最新进展，不断优化提升面向大模型的数据算法能力。",更新于：2024-03-11
安全研究-漏洞挖掘(002601),北京·海淀区·西二旗,12-24K·15薪,1-3年,本科,"安全漏洞
漏洞挖掘
web 漏洞",安恒信息,信息安全,1000-9999人,"正式岗位，因为保密项目JD，内网开发，需要在客户现场工作。
岗位职责：
1、负责安全技术研究，跟踪国内外最新的安全技术以及安全漏洞的追踪；
2、负责进行漏洞POC改造和验证。
任职要求：
1、能主动关注国内外最新安全攻防技术，并在自己擅长和兴趣的领域能够进行深入的学习、研究；
2、熟练掌握windbg、ida、gdb等调试工具；
3、熟悉各类二进制安全漏洞原理（堆溢出、栈溢出、整数溢出、类型混淆等等）以及各种利用技术；
4、有比较强的开发能力，熟悉java web的常见漏洞原理，有能力挖掘和分析java web方面的漏洞；
5、具备良好的团队沟通、协作能力、良好的职业道德。",更新于：2024-03-11
数据挖掘工程师,北京·大兴区·德茂桥,12-24K,1-3年,硕士,"深度学习算法
机器学习算法
SPSS
Python
R语言
ROC分析
决策树
Pandas",诺道医学,医疗健康,100-499人,"岗位职责：
1. 负责医学真实世界研究数据统计分析的工作，以及统计分析计划的制定；
2. 负责医学数据的处理，对真实世界数据进行统计分析及数据挖掘，制作数据分析报告；
3. 按研究需求，有效组织、加工、汇聚数据，高质量输出符合研究需求的数据集。
职位要求：
1. 计算机类专业、数学专业、生物统计学专业优先，博士优先。做过真实世界研究数据分析项目者优先。
2. 熟悉统计软件，如: SPSS、R等。
3. 熟悉医学统计方法，如: 显著性检验、多元回归分析、生存分析、倾向性评分匹配等。
4. 熟练使用机器学习算法，如: SVM、XGBoost、KNN、KMeans等
5. 熟悉并会使用深度学习算法，如CNN、LSTM等
5. 有志向从事医学领域的数据统计研究工作，具有责任心。
6. 具备独立工作能力和团队协作精神，工作踏实、认真负责。
7. 具有较强的英语阅读和写作能力。",更新于：2024-03-11
数据科学家,北京,30-50K·13薪,经验不限,本科,"数据挖掘
因果推断",某大型游戏公司,游戏,100-499人,"职位描述：
- 具备统计/经济学/数学/运筹学/计算机专业硕士及以上学历，有良好的数学基础
- 精通数据分析，三年以上数据挖掘/机器学习相关经验，了解预测、推荐、UA优化等常见的精细化运营手段
- 熟悉实验全流程的关键点，并参与过重大项目的复杂实验设计
- 精通Python & SQL，熟练使用python/SQL来实现统计公式、因果模型
- 有较强的数据敏感性和业务理解能力，善于从数据中发现、思考并解决问题，能够快速地将业务问题转化为数据问题
- 能够使用简洁的语言，清晰的表达问题和观点，善于在跨部门沟通中协调资源，管控风险，完成业务目标
- 良好的英语听说读写能力
岗位职责：
- 优化科学实验机制，评估算法效果：利用统计与分析，结合因果推断、ABTest、工具变量法、时间片轮转等手段，设计和实现合理的科学实验方法，衡量实验以及非实验场景下的算法效果，为算法优化方向提供沉淀与依据
- 玩家数据挖掘与算法问题诊断：从大数据中挖掘玩家行为特征、社交心理等属性，得出对挖掘目标有价值的数据；针对端到端的机器学习pipeline，从各个环节、维度客观地分析问题、假设和结果，挖掘问题的根源，找到解决问题的答案，推动算法场景更好地落地
- 数据布道师：通过清晰有效的方式向技术和非技术受众解释复杂的概念及数据洞察，并进行培训，提高整个组织的数据素养",更新于：2024-03-11
轨迹数据算法工程师,北京·丰台区·丽泽,13-25K·14薪,1-3年,本科,"深度学习
机器学习
其他
数据分析
数据建模
数据挖掘",亿海蓝,互联网,100-499人,"岗位职责：
1、针对具体业务场景，抽象数据需求，基于现有特征体系与算法模型，解决业务问题；
2、调研和应用数据挖掘算法，从海量轨迹数据中挖掘船舶行为特征，建设丰富的船舶行为特征体系；
3、负责基于轨迹数据的算法策略开发，利用数据挖掘算法，构建船舶基础数据，沉淀轨迹处理工具。
任职要求：
1、硕士学历，优秀本科也可，统计学、数学、计算机等相关专业；
2、优秀的逻辑思维、学习能力和理解沟通能力，能快速理解业务需求，对数据敏感；
3、熟悉主流的机器学习和深度学习的模型，有相关的算法实际应用的案例与经验；
4、熟练掌握大数据处理与分析的工具与框架；
5、具有时空轨迹数据处理经验者优先。",更新于：2024-03-11
安全研究员（漏洞挖掘方向）,北京·海淀区·上地,25-50K,经验不限,本科,"C/C++
漏洞挖掘
代码审计
安全体系架构和研发
MySQL
计算机/信息安全相关专业
攻防对抗经验
IT审计经验
Python
SQL",墨云科技,信息安全,100-499人,"职位描述
1、负责对常见软件框架、中间件、网络协议等漏洞分析
2、负责原创漏洞挖掘和漏洞分析
职位要求
1、熟悉常⻅Web漏洞攻击原理和防护,如:SQL注入、XSS、SSRF、反序列化漏洞等。
2、至少熟练一门编程语言，能进行代码审计漏洞挖掘。
3、能够独立挖掘/分析应用程序漏洞
加分项
1、有在国内外发布过重大影响漏洞的优先
2、有过ctf、src经历的优先",更新于：2024-03-11
数据挖掘算法工程师,北京·东城区·北京站,18-30K·16薪,经验不限,硕士,"机器学习
深度学习
大模型算法
图像算法
融合感知算法
推荐算法
Python
大数据处理框架(Spark/Hadoop/Hive)
C/C++
优秀开源项目经历
算法工程化经验",数篷,信息安全,100-499人,"职位描述：
1、从事数据安全领域的文本/图像/视频算法研究工作，包括抽样调查、特征提取、融合分析、数据脱敏、异常行为分析、聚类分类等数据挖掘算法；
2、负责数据库的搭建与维护等工作；
3、负责用深度学习和机器学习算法进行数据分析；
4、追踪前沿技术，进行文献调研、算法实现和数据验证，提出创新性的想法并撰写技术报告或专利。
职位要求：
1、计算机、数学、统计学、电子工程、人工智能等相关专业研究生；
2、熟悉常见的数据挖掘算法，包括特征提取、聚类分类、融合分析等,熟悉推荐算法，熟悉一个或多个常用的深度学习框架（如TensorFlow、PyTorch等）；
3、具备良好的编码能力和扎实的数据结构基础，熟悉Python、C#/C++、Java、MATLAB、SQL、MySQL、spark中的1-2种语言；
4、对相关研究工作有浓厚的兴趣和热情，具备良好的沟通表达能力和团队合作精神；
5、在计算机/统计学相关领域的国际顶级会议和期刊上有论文发表者或计算机相关比赛获奖者优先。",更新于：2024-03-11
大数据算法工程师,北京·朝阳区·健翔桥,18-25K,1-3年,本科,"Python
数据挖掘
机器学习",北京恩思特,咨询,20-99人,"工作职责：
1.熟悉使用各种统计工具和方法，对现有数据进行深度挖掘及用机器学习方法为设备提供可靠的故障征兆识别及故障预测；
2.将现有故障征兆的识别由传统的基于业务专家的经验转换成智能计算及识别（涉及数据的规律性分析、关联性分析等）
3.熟练掌握对大量数据的处理，主要包括数据的清洗、缺失数据的补充算法、分布式计算等
4.对目前流行的大数据/云平台有一定了解，能将业务的智能化需求结合大数据/云平台进行实现；
5.熟练掌握对数据的趋势分析、规律查找、预测算法（信号类数据，主要是石油化工生产设备的监测数据：振动、温度、压力、流量等）
6.将现在有的知识库结合真实案例进行深度学习和挖掘
7.对专利注册流程及业务一定认识。
任职资格：
1. 本科或硕士及以上学历, 数学、统计学、计算机科学、通信等相关专业
2. 2年以上大数据算法经验；
3. 熟悉基本的聚类和降维算法（如KMeans，PCA等），基本的分类模型（逻辑回归，SVM，决策树等），时间序列预测（灰度预测、ARMA等）；
4. 对神经网络与深度学习有一定研究和实践经验，熟悉CNN、RNN等网络结构优先；
5. 能够熟练使用Python，R或Matlab中一种或多种语言
6. 具备良好的英语读写能力，良好的沟通与表达能力
薪资待遇：面议!",更新于：2024-03-11
数据挖掘工程师,北京·海淀区·魏公村,12-18K,1-3年,本科,"SQL
Python
机器学习/NLP经验
数学/统计相关专业
大数据处理经验
机器学习算法
自然语言处理",华职教育科技集团,培训/辅导机构,,"NLP 自然语言处理
招聘人数：1
入职部门：产教融合研究院-技术研发中心
学历要求：本科及以上
薪资范围：12000-18000
支撑项目：现有项目：现有大数据平台的算法优化
未来计划：未来大数据平台的功能扩展
教育背景：本科以上学历，统计学或计算机相关专业。
工作职责：
1、根据业务和项目要求，进行数据处理。
2、根据业务模型，建立数据挖掘和分析模型以及相应算法设计实现。
任职要求：
1、熟练掌握python语言，及常用数据处理、挖掘和分析包。
2、统计学基础知识扎实。
3、熟练掌握SQL语言、MySQL数据库。
4、掌握常用机器学习模型及相关算法，如回归、随机森林、KNN、Kmean、神经网络、贝叶斯等。
5、有自然语言处理基础和经验，有使用Gensim经验，了解TensorFlow框架。
6、有较好的学习能力、团队合作能力，对技术工作有浓厚兴趣，对工作认真负责，能承受工作压力。
7、两年以上数据挖掘和数据分析经验。",更新于：2024-03-08
大语言模型数据标注项目经理,北京·大兴区·亦庄,20-30K·13薪,1-3年,本科,"计算机相关专业
管理相关专业
大数据项目管理经验",北京齐蚁科技有限公司,社交网络,,"岗位职责
1. 负责大语言模型数据标注项目对接，制定项目计划、跟踪执行进度并及时调整，确保项目按时交付。
2. 协调资源，包括人力、时间和设备等，保障项目顺利进行；
3. 监控数据标注工作成果，确保标注质量和效率达到要求；
岗位要求：
1. 全日制本科及以上学历；
2. 熟悉大语言模型数据标注流程和相关工具，具备相关经验
3. 至少2年以上项目管理经验，有管理过10人以上团队经验优先；
4. 认真细致、具备较强的问题解决能力、沟通能力和团队合作精神，能够应对项目中的各种挑战。
加分项
有以下行业经验：人工智能",更新于：2024-03-11
数据挖掘&建模岗,北京·朝阳区·大望路,25-35K·14薪,1-3年,本科,"Python
R",邦邦汽服,4S店/后市场,100-499人,"职位描述
主要工作内容
1. 深度沟通解读业务需求，充分理解数据，进行数据清洗；使用可视化技术呈现和表达数据基本情况，快速生成统计性描述报告。
2. 使用统计建模/机器学习等算法，针对各种场景的业务问题进行数据分析、规律挖掘和模型设计开发，并根据效果反馈迭代优化。
3. 探索前沿技术，不断提升特征和模型效果、效率，解决业务问题、助力业务持续增长。
4. 协同产品运营，向客户输出模型的解释性结论与发现的数据价值。
任职要求
1. 数据科学、计算机、统计、数学相关专业本科及以上学历。
2. 熟悉机器学习算法（回归、分类、聚类）进行数据分析及建模。
3. 具备模型部署、模型接口开发经验者优先；独立领导负责过较大型数据分析建模项目者优先；有数据挖掘类比赛获奖或相关论文发表者优先。
4. 两年以上 Python 使用经验，熟练使用scikit-learn；熟练使用至少一种数据库及对应查询语言，如 MySQL/PgSQL 等。
5. 具备良好的数据可视化能力，包括数据意识和技术手段如 Python/R、Excel、Tableau。
6.积极、主动，善于倾听与沟通需求，具有快速的学习能力与优秀的团队合作精神。",更新于：2024-03-02
AI数字人研发工程师,北京·海淀区·西二旗,15-25K,1-3年,本科,"图像算法
算法工程化经验
数字人
Python",深思普慧,互联网,0-20人,"岗位职责：
1、参与研发AI数字人动作生成、唇形匹配等相关模型算法的开发；
2、负责AI数字人新技术方案的研究和设计，将相关功能封装为服务；
3、跟进业界语音克隆、动作迁移、表情迁移的新技术进展，持续优化数字人的效果；
岗位要求：
1、本科及以上学历，对AI技术感兴趣，有相关研发经验者优先；
2、熟练掌握python/C++编程语言，熟悉torch/tensorflow等框架者优先；
3、具有扎实的编程功底，熟练掌握常用数据结构及算法，项目工程经验丰富者优先；
4、对人工智能，虚拟人等相关课题有长期的研究兴趣；
5、优秀的团队协作能力，责任心强，喜欢深入钻研技术；",更新于：2024-03-11
数字人研发工程师,北京,20-25K,1-3年,本科,"大模型算法
图像算法
Python
优秀开源项目经历
算法工程化经验",北京超智时代科技,互联网,20-99人,"超智时代，是一家以人工智能大语言模型技术为核心的创新型AI创业公司，拥有世界前沿的AI算法技术和顶尖的研发团队，推动和探索AI大语言模型算法和技术创新，应用和落地。致力于AI大语言模型、AI智能体、强化学习等算法和技术的研发，以及场景化和商业化应用的落地。
在这里，你会接触到AI大模型和机器人各方面的前沿技术，
在这里，你将有机会参与到AI大模型、语音、图像、虚拟人、机器人等各种前沿研发工作中，
跟着来自斯坦福、耶鲁、清华、北大、中科院等国内外名校的优秀创业者一起工作；
我们只招优秀的小伙伴，团队年轻、扁平化管理，极佳工作氛围，你将和一群优秀的伙伴共同进步！
【岗位职责】
1、图形学/视觉相关算法的调研和实现，包括但不限于三维重建、深度图/点云处理、动画仿真、绘制等，探索图形学和机器学习结合的算法及应用；
2、负责研发数字人形象（头发、人脸、身体、服装）生成和数字人驱动的算法；
3、负责研发真实人物面部表情及肢体动作的捕捉算法、人物骨骼的自动重定向和绑定算法；
4、或有语音合成项目经验。",更新于：2024-03-11
虚拟数字人应用开发,北京·昌平区·回龙观,15-25K,1-3年,本科,"深度学习
语音算法
Python
Java
虚拟数字人
数字人开发",北京艾恩游,移动互联网,20-99人,"岗位职责：
1.完成虚拟数字人的开发，以及负责后续维护；
2.负责2D、3D高度拟人化数字人的基础能力建设，持续提升数字人的综合表现能力；
3.调研需求，为公司项目提供数字人相关的技术解决方案；
任职资格：
1.全日制统招本科及以上学历，计算机相关专业毕业；
2.熟练掌握语音合成，语义识别，大模型对话；掌握cnn和rnn模型；
3.掌握情感分析，可合成情绪语音；
4.了解口型和语音对应的算法；
5.对通讯协议有基本了解，能处理各个模块间的通信；
6.熟练掌握python，java，javascript，unity编程等任意开发语言；
7.具备良好的团队合作意识以及沟通协作能力；",更新于：2024-03-11
光学算法工程师,北京·昌平区·沙河,18-35K·14薪,1-3年,本科,业务导向,昂坤视觉,智能硬件,100-499人,"岗位职责：
1、研发下一代半导体缺陷检测设备和量测设备算法；
2、负责光学检测设备中的数据模拟，计算，和分析；
3、查阅及复现已有论文算法，设计及实现原创算法；
4、提升现有算法检测能力及性能优化；
5、数据分析，数学建模，优化求解。
任职要求：
1、硕士及以上学历，光学，物理，应用数学，计算机等相关专业，博士为佳；
2、扎实的数学及专业基础，熟悉常见的信号及图像处理、机器视觉和机器学习算法；
3、 有较强的计算背景，能够针对光学数据进行模拟和计算分析；
4、具备编程经验，能够使用matlab等工具进行光学模拟和数据分析；
5、具备良好的英语阅读能力；
6、有较强的逻辑思维能力和分析问题能力，快速学习能力及良好的沟通与合作能力；
7、半导体领域相关工作经验者优先。",更新于：2024-03-11
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2024-03-11
AI算法工程师,北京,20-40K·16薪,1年以内,本科,"大模型算法
深度学习
机器学习
自然语言处理算法
图像算法
推荐算法
Python
算法工程化经验
优秀开源项目经历",某500强上市公司,计算机软件,10000人以上,"【工作职责】
1、 面向CBG供应链、风控、用户经营、用户声音、零售、渠道等相关领域和产品，通过AI相关的算法推动CBG的商业数字化和智能化转型；
2、 准确把握数据挖掘领域发展趋势，识别和关注当下的关键需求及关键技术，与公司核心部门及顶级高校进行技术合作、交流，优势互补，使能商业成功；
3、 技术算法平台建设，收集并整理各类数据构建业务数据池，集成业界主流的数据处理、算法模型技术，形成通用化的核心AI智能化处理平台。
符合但不局限于以下人工智能及优化方向：
a) 机器学习方向：
1、熟悉数据分析、特征工程等相关数据挖掘流程，同时熟悉回归，聚类，分类，推荐等机器学习算法实现，对常见的算法理解透彻；
2、从事机器学习算法和理论前沿研究及应用。研究领域包括但不限于：监督学习、半监督学习、联邦学习、时序预测、异常检测、元学习、AutoML、 深度学习、强化学习及模式识别等；
b) 自然语言处理/语音语义方向：
1、从事但不限于文本分析、情感分析、实体抽取及关联抽取、语言消歧、机器翻译、对话和问答系统、深度自然语言处理、多模态语义理解、知识图谱等方向的应用研究和开发工作；
2、负责自然语言处理核心算法及平台的设计与研发，提升自然语言相关产品的核心竞争力和用户体验；
c) 运筹优化方向：
1、负责运筹优化方向的算法研究和开发，包括但不限于资源分配、路径优化、调度优化、智能分货、库存管理、定价策略及仿真平台构建等相关项目；
2、熟悉组合优化、动态规划、启发式优化、随机优化、博弈论等算法能力；
d）推荐搜索方向：
1、从事但不限于包括用户画像、用户建模、精准营销、lookalike、目标人群选择，个性化的推荐，CTR预估等相关项目的算法研究与实现；
2、洞察推荐系统和信息检索技术在工业级产品的有效解决方案；洞察学术界推荐系统和信息检索的最新研究成果，满足业务需求；
e) AI平台/性能优化方向：
1、算法优化：负责AI算法中计算在CPU/GPU/NPU等处理器上的计算性能优化，基础库设计；负责CNN/RNN/RL等模型的效果评估分析；负责持续跟踪业界最优实现，超越并创新；
2、系统平台：负责AI相关系统平台的设计、开发和优化工作，在性能和易用性等指标上做好平衡；负责持续跟踪业界最优实现，超越并创新；负责和上下游客户对接，持续提升平台的性能和表现。
【任职要求】
业务技能要求：
1、具备较强的沟通能力和需求分析能力，有将业务需求转化为场景解决方案并驱动落地的实践经验；
2、参与过完整的算法类项目的建模、设计和开发；
3、富有激情和技术追求，具有优秀的问题分析能力、创新能力和动手能力，提出过相关领域改进和扩展技术方案；
4、对数据有一定的敏感及洞察能力。
专业知识要求：
1、过硬的科研背景和扎实的算法基础，有相关科研成果（如相关论文、专利或者报告）优先；
2、具备扎实的编程实现能力，熟练使用C/C++、Python、Scala、Java等编程语言，对Hadoop、Hive、Spark、Storm等大规模数据存储与运算平台有实践经验。",更新于：2024-03-11
大模型算法工程师,北京·海淀区·清河,15-25K·13薪,1-3年,本科,"大模型算法
深度学习
机器学习",简游,游戏,20-99人,"工作职责：
负责大模型(LLM )的prompt工程，prompt工程优化，构建高质量的prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果。
负责基于多agent框架的创新场景测试研发。
负责训练和调试模型掌握专业领域能力，能生成期望的输出，以要求的回答格式和内容输出更专业的答案。
以通用大模型为基础，根据业务需要搭建上层应用，紧跟业界大模型相关前沿技术进展，结合业务场景持续创新探索。
不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
能力要求：
了解LLM领域，具备机器学习、深度学习、自然语言处理等相关技能，熟悉常用的模型和框架，如ChatGPT、HuggingFace等，有使用Python、PyTorch、TensorFlow等工具进行模型调试和训练经验优先。
熟悉prompt工程的原理和方法，能够根据项目需求，设计一些特定的文本提示来引导模型生成期望的输出。
具备良好的模型评估和优化能力，能够使用各种指标和方法来衡量模型的性能和效果，如准确率、召回率、BLEU、ROUGE等。
具备良好的逻辑思维、问题解决和团队协作能力，有强烈的责任心和进取心。能与团队其他成员进行有效的交流和配合。
熟悉对常见的模型API的对接、应用和调试、优化方法，能熟练使用API与第三方聊天机器人模型进行交互，发送用户输入并接收模型输出，并使用参数控制模型的生成长度、温度、重复度等。
熟悉主流的大模型产品，如GPT、BART、Claude、LLaMA等，国产的baichuan、glm、千问、InternLM等，了解它们的训练、调用方法，并深入了解它们的优点和缺点，如生成能力、多样性、一致性等。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
岗位职责：
1、负责大模型(LLM )的数据工程，构建高质量的 prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果
2、负责大模型预训练数据质量提升，通过分类／聚类／多样性评估等方法清洗出高质量数据，提升基座模型效果
3、不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。",更新于：2024-03-11
预测算法工程师,北京·昌平区·北七家,15-22K·13薪,1-3年,本科,"深度学习
Python
大数据处理框架(Spark/Hadoop/Hive)
SQL
pyspark
时序模型
Lstm",北京赛博云睿智能...,计算机软件,20-99人,"岗位职责
1.参与业务需求梳理、业务系统设计、数据资源梳理等工作，能提供具体问题的解决方案；
2.梳理数据指标及其模型建设、对指标进行全生命周期管理；
3.根据业务需求，利用MySQL从多张表中抽取有效表及字段；
4.负责利用pandas及pyspark进行数据探索及其特征预处理；
5.负责工业互联网数据多输入多输出场景的时序建模、模型调优、评估及部署。
任职资格
1.统招全日制本科及以上学历，计算机或数学相关专业；
2.具有工业数据分析项目经验，有工业大数据平台经验优先；
3.熟悉分类、回归等机器学习、深度学习算法，熟悉tensorflow、pytorch；
4.熟悉常用的python三方库：numpy, pandas, sklearn, statsmodels；
5.熟悉使用主流数据库，包括：mysql,hbase等，能够熟练编写SQL、存储过程，能够对sql进行优化；熟练使用linux操作系统；
6.具备良好的沟通能力、理解力及较强的文案撰写能力，工作责任感强，能够适应出差。",更新于：2024-03-11
数字人算法研究员,北京·海淀区·中关村,20-40K·15薪,3-5年,本科,"研究导向
语音/图像识别
Python
C/C++
计算机相关专业
数学/统计相关专业",SenseTime,计算机软件,1000-9999人,"工作职责
1. 负责计算机视觉及深度学习算法研究、创新、及性能提升，研究的问题包括但不限于：图像/视频编辑、2D/3D关键点、2D/3D目标检测与跟踪、Pose&Shape估计、3D目标重建及渲染技术等；
2. 负责推动相关算法在移动端、PC端、云端等场景的产品化落地；
3. 负责开发管理研究及工程化所需要的工具以及基础设施；
任职要求
1. 计算机、电子、信息等相关专业，本科及以上学历；
2. 独立分析和解决问题的能力，良好的沟通能力；
3. 基本的算法设计和实现能力，熟悉图像处理/计算机视觉/机器学习等算法，熟悉Python/C++/cuda等编程，掌握PyTorch/caffe/tensorflow等框架；
4.在相关领域顶级期刊或会议发表过论文者优先；
5. 获得过ACM/NOI等编程竞赛领先名次者优先；
6. 具有相关领域工作经验者优先；""",更新于：2024-03-11
数字人驱动,北京·东城区·王府井,20-40K,经验不限,本科,模型 面部、动捕驱动,六合神州,计算机软件,0-20人,"模型 面部、动捕驱动
岗位职责：
1. 负责虚拟人相关技术实现，包括技术开发、产品落地、迭代优化等
2. 技术方向包括但不限于：3D人脸/人体重建，卡通捏脸，3D动作/姿态估计，文本/语音驱动表情生成和肢体动作；人脸表情和肢体动作识别，卡通表情、动作复刻等；
3. 基于摄像头姿态识别（不是动捕设备），产生的关节点数据，姿态识别算法不需要做，能够基于这些数据做后续虚拟人的驱动，基于three.js；
4. 基于机器学习、CV、CG等技术，实现虚拟人和AR特效技术落地，场景包括但不限于智能助手、电商、娱乐等。
任职要求：（至少满足以下2个条件）
1. 5年以上虚拟人相关算法技术经验，在3D重建、AR特效、卡通形象生成、驱动等算法方向有深入研究，主导过至少1款成熟产品应用上线；
2. 熟悉常用CV主流网络模型及其工程化方案，熟练掌握Pytorch、Tensorflow等至少一种深度学习框架；
3. 熟悉行业领先的虚拟人完整技术方案及其研发协作流程，有1年以上虚拟人研发团队管理经验者优先；
4. 具备扎实的工程落地能力，熟练掌握C/C++/Python，具备端侧AI工程开发经验者优先；
5. 有相关竞赛经验、知名国际会议论文发表者优先。",更新于：2024-03-11
算法工程师（SD方向）,北京·朝阳区·望京,25-50K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",上海退格数字科技,计算机软件,20-99人,"岗位职责
1、负责文生图研发
2、调研跟进业界大模型state-of-art的进展，并根据业务情况进行落地。
能力要求
1、有基于 Stable Diffusion 的图像生成和项目落地经验；
2、了解前沿图像生成算法产品（如 Disco Diffusion, Stable Diffusion ,Dalle2, MidJourney)
3、有微调经验、prompt经验、数据处理经验。
4、熟练掌握 Python 语言，熟练使用 PyTorch，HuggingFace, OpenCV
5、有坚实的cv基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。",更新于：2024-03-11
