岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
nlp算法工程师/专家（北上杭）,北京,35-65K·16薪,经验不限,本科,深度学习框架,自然语言生成,自然语言处理,某国内知名互联网金融公司,互联网,,"负责xx高净值用户(高客)业务的用户营销运营和基于大模型的工具研发。打造智能化工具和copilot作业平台，服务理财师和保险代理人，为用户提供专业有温度的财富和保险配置服务，专业工具包括但不限于：自动化工作任务的生成和排布，与用户交流过程中专业理财和保险知识回答的推荐，交流后智能内容总结摘要，通过会话智能技术自动识别对话主题与质量，挖掘服务过程最佳实践，智能引导理财师和保险代理人展业过程提升服务效率和质量等。
业务拥有海量理财师/保险代理人与用户的IM对话、语音及服务过程数据，算法基于交互及反馈数据完成真实环境的模型迭代优化。
1、参与营销推荐、对话意图识别、主题抽取、内容检索、对话摘要总结、人机协同等产品研发。
2、积极探索技术前沿，鼓励并支持将研究成果沉淀为技术文章、专利和学术论文。
岗位要求
1、计算机、软件工程、数学等相关专业背景。
2、具有良好的深度学习/自然语言处理/自然语言生成等相关理论基础，有顶会论文发表者优先。
3、熟悉NLP主流大模型如GPT/GLM原理并有相关落地调优经验者优先。
4、熟悉流行的深度学习框架(PyTorch，TensorFlow等)和Linux开发，有扎实的数据结构和算法功底，有Github等优秀开源项目贡献者或高水平竞赛获奖者(Kaggle、天池等)优先。
5、热衷于技术创新和突破，能够改变已有框架，运用各种资源解决具体问题、拿到业务结果，对于使用大数据和人工智能技术应用到金融领域、产生商业价值具有强烈的热情。",更新于：2023-12-20
NLP/结构化工程师,北京·海淀区·上地,15-28K·13薪,1-3年,本科,NLP,,,易道博识,移动互联网,20-99人,"工作职责：
1、利用CV和NLP等深度学习技术，对视觉信息丰富的文档进行版式分析和结构化处理，提取出所需的信息；
2、使用NLP技术，对文本数据进行分析和处理，包括但不限于情感分析、关键词提取、文本分类、长文本信息抽取等；
3、负责模型的开发、测试、优化和部署，包括但不限于图神经网络、Transformer、大规模预训练语言模型等；
4、参与项目开发，协助业务团队实现具体业务目标。
任职要求：
1、统招一本及以上学历，计算机相关专业；
2、具备CV和NLP的知识，熟悉mask-rcnn、词向量、文本分类、序列标注、问答任务、Transformer、bert、图神经网络等相关技术；
3、熟练掌握Python编程语言及相关库，如NumPy、PyTorch等；
4、具备良好的团队合作精神、沟通能力和学习能力；
5、1-3年相关经验。",更新于：2023-12-20
NLP 算法工程师,北京·海淀区·知春路,30-50K·14薪,1-3年,硕士,研究导向,,,可话,互联网,20-99人,"职位描述
1、实时推荐算法的研究实现及用户画像的构建
2、研究机器学习、NLP、推荐算法的前沿进展，在内容挖掘、推荐、App 用户增长方面进行创新应用
3、通过数据分析洞察用户需求，并制定可扩展的产品技术解决方案
4、参与和推动机器学习、人工智能等技术落地到产品
职位要求
1、硕士以上学历
2、有推荐系统经验、NLP 经验，2 年或以上机器学习经验优先
3、熟悉 Tensorflow、Pytorch 等机器学习框架及用户分群模型、主流推荐模型的构建及原理
4、必须掌握 Python，有工程经验
5、精通 NLP 领域或推荐领域的相关技术，对数据结构和算法设计有深刻的理解
6、熟悉 Hadoop、Hive、Spark、Storm 等分布式计算架构优先",更新于：2023-12-20
nlp高级算法工程师,北京,60-90K·15薪,1-3年,本科,Java,C/C++,Python,某500强上市公司,电子商务,1000-9999人,"工作职责：
基于高质量的内容生态，研发实用领先的NLP智能创作技术，技术栈包括关键词提取、情感分析、上下文理解、命名实体识别、词性标注、句法分析、机器翻译、文本摘要、问答系统等，广泛支持智能内容创作需求，创造独有的产品用户价值。
任职资格：
1. 熟悉语言知识表示、大模型预训练及NLP智能创作，在以下一个或多个领域有深入的研究及落地经验，包括但不限于：NLP生成、文案创作、多轮对话、大模型预训练、模型压缩等
2. 具有优秀的编程基础及动手能力、良好的工作习惯，丰富的业务落地实战经验，优秀的快速学习能力 3. 敢于应对实际挑战，有坚韧的品质、优秀的自驱能力，善于主动沟通表达和团队协作
4. 发表ML/NLP等顶会/期刊论文、取得权威竞赛Top名次、ACM编程国际竞赛Top成绩者优先",更新于：2023-12-20
nlp研究员,北京·海淀区·中关村,20-40K·15薪,经验不限,本科,大模型算法,多模态算法,对话系统,SenseTime,计算机软件,1000-9999人,"岗位职责：
1. 负责细分领域业务的语言模型训练，完成相关算法开发，提升用户交互体验。
2. 解决语言大模型在业务场景面临的技术问题，端到端优化整体pipeline。
3. 研究领域内最新的科研成果，结合业务需求进行数据构建、模型压缩、模型研发等相关工作。
岗位要求：
1. 对NLP主流大模型的原理和差异有深入的理解；
2. 优秀的算法和编程能力，精通C++或Python等；熟悉主流深度学习工具PyTorch/TensorFlow/Caffe等；
3. 熟悉常见的模型小型化技术，如量化/剪枝/蒸馏等，掌握至少一种模型Finetune的原理并实际使用过;
4. 具有很好的表达能力，很好的抗压能力和团队合作能力；
5. 计算机，数学，统计学或相关专业，有顶会论文优先",更新于：2023-12-19
nlp工程师（核心业务/急聘）,北京·朝阳区·太阳宫,30-60K·16薪,1-3年,本科,Python,Java,C/C++,BOSS直聘,人力资源服务,1000-9999人,"岗位职责：
1. 负责自然语言处理算法研发，面向但不限于：文本理解、文本生成、主题发现、知识抽取、分词、Query分析、知识图谱、基础相关性、预训练、智能摘要、意图理解、生态治理等等；
2.负责NLP相关算法和系统的持续迭代和进化； 及时跟进与探索前沿NLP技术，跟踪最新前沿研究成果和竞赛动态，同时能够深入业务场景，结合实际需求进行技术落地和创新；
3.完成算法的快速实现以及大规模工业化部署，参与创新性算法的研究以及开发工作；
岗位要求：
1.计算机/电子信息/自动控制/软件工程/数学等相关专业；
2. 优秀的分析、解决问题能力，对新技术充满好奇，敢于挑战高难度，善于提出解决方案并快速验证；
3.扎实的NLP和机器学习理论基础，并且有相关自然语言处理场景的业务实践经验；
4. 具备优秀的编程能力和经验，熟悉Python、C/C++、Java等编程语言，具有扎实的数据结构和算法功底；
5. 具备优秀的研究和创新能力，在ACL/NAACL/EMNLP/COLING/AAAI/ICLR/NeurIPS等会议上发表过论文者优先，参加过ACM竞赛者优先。",更新于：2023-12-20
nlp算法工程师,北京·海淀区·安宁庄,30-50K·15薪,1-3年,本科,自然语言处理项目经验,nlp,大模型,金山云,互联网,1000-9999人,"职位描述
- 大语言模型训练、精调，使大模型效果在垂直领域的智能客服、知识库、办公助手等场景行业领先
- 解决大模型生成内容的可控可信度不足、推理效率低的问题
- 协同工程化和业务团队，实现大模型在业务场景的落地
职位要求
- 计算机相关专业本科以上学历，且有良好的代码开发能力
- 对Transformer架构有深入理解，熟悉NLP主流大模型如GPT3/LLaMA/GLM
- 熟悉主流的大模型精调方法，如Prefix Tuning、Prompt Tuning、LoRA、RLHF等
- 熟练掌握主流深度学习框架pytorch/tensorflow，大模型训练框架Megatron-LM/Deepspeed等多机多卡方案
- 熟悉常见的模型加速和小型化技术，如量化/剪枝/蒸馏等
- 有百亿/千亿参数大语言模型训练调优经验的优先
- 发表过大模型、机器学习、深度学习等相关研究AI顶会论文优先
- 有开源项目开发经验优先",更新于：2023-12-20
NLP算法工程师（多轮对话&大模型）,北京·海淀区·上地,30-60K·14薪,1-3年,本科,深度学习,大模型算法,对话系统,作业帮,互联网,10000人以上,"工作职责：
1.用深度学习/机器学习/NLP等技术，解决智能客服、用户分层、调度排序等具体场景问题；
2.参与拉新业务的转化变现链路探索, 利用算法不断打磨链路,提升变现效率；
3.在重服务场景,通过AI能力,提升人工效率或部分替代人工服务工作,打造智能化服务;
4.参与LLM、深度模型在应用场景结合的探索和研究，负责模型训练、fine-tune、Prompt等具体工作。
职责要求：
1. 精通python/c++/java之一的常用语言，对数据结构和算法设计有较为深刻的理解；
2.了解并掌握NLP/排序等常用的深度学习模型、机器学习模型；
3. 有1年以上的有自然语言处理/机器学习等相关经验，算法能力强；
4.具有较强问题拆解能力，以及case分析，并能给出解决方案；
5.具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期。",更新于：2023-12-20
nlp算法,北京,30-50K·20薪,经验不限,本科,发表算法相关优秀论文,对话系统,大模型算法,某计算机软件公司,计算机软件,20-99人,"岗位职责
1、负责设计并优化大语言模型（LLM） Prompt Engineering 以及机器人AIAgent的构建与落地；
2、负责基于LLM的机器人AI Agent模块与机器人本体其他功能模块交互的工程实现。
能力要求
1、从N-gram 到cahtGPT的整个发展了解
2、有过character AI 方向的项目，并且进行过微调 ，使用多agent进行过创造性的游戏项目（二选一）
3、有坚实的NLP基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。
chatGPT 相关代码经验
4、有基于 LLM 的agent项目落地经验；
加分项：深度游戏玩家",更新于：2023-12-19
自然语言处理/NLP,北京,30-60K·16薪,经验不限,本科,Python,C/C++,Java,某大型社交网络公司,社交网络,100-499人,"工作职责：
1、利用 NLP 技术在大量文本中进行数据挖掘及文本处理，包括文本相关性模型、命名实体识别等、
2、承担预训练模型的训练、开发和调优工作,包括但不限于:prompt 设计、大模型 finetuning、大模型训练
3、紧跟前沿 NLP 生成技术，解决实际应用场景中的内容生成问题
4、负责对话系统平台搭建和研发工作
任职要求：
1、计算机相关专业硕士、博士或者优秀本科
2、熟练掌握 Python/C++/Java 中至少一门语言，熟练掌握 tensorlow/pytorch/keras 等深度学习框架
3、熟悉 BERT系列以及GPT 系列等预训练模型，熟悉 Transformer 等深度学习模型，熟悉主流文本生成的原理和方法，有结合业务的落地经验者优先
4、过往有参与过大型对话系统、大横型训练和部罢经验者优先
5、有 ACL、EMNLP、ICLR 等会议论文发表者优先
6、良好的自驱力，较强的团队合作精神",更新于：2023-12-20
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,C/C++,OpenCV,,某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2023-12-20
NLP 算法工程师,北京·海淀区·学院路,30-50K·15薪,经验不限,本科,C++,Python,Go,北京有竹居网络,社交网络,10000人以上,"职位描述
1. 支持快速增长的业务的算法支持工作。职责范围包括提高决策信息覆盖，提升转化效率，改善用户体验，探索更高效的商业模式，提升内容理解程度等；
2. 对用户、作者、商家行为做深入理解和分析，制定针对的算法策略促进生态良性发展。
3. 深入理解垂直领域业务知识，承担行业知识图谱建设，依靠知识图谱衍生、推进相关业务应用；
4. 深入理解垂直领域业务规则，承担智能客服、问答系统等B/C端人机交互业务开发及推进；
5. 负责商品/短视频/直播的标题、评论、详情介绍等文本内容的识别、挖掘与理解；
6. 探索 NLP 相关前沿技术，并应用落地到生活服务业务场景中
职位要求
1. 扎实的NLP算法基础，对文本分类、相似匹配、对话问答、机器翻译、序列标注、知识图谱、意图理解、词义消歧等领域有较深入理解和实践经验；
2. 熟悉知识图谱构建和推理相关的技术。对关系抽取、关系分类、序列标注、实体对齐、知识推理、图算法等方向有深入的研究和相关应用开发经验；
3. 熟悉常用的机器学习和深度学习算法，了解基本的网络模型结构（DNN/LSTM/CNN等）和文本表征方法（LDA/Word2Vec/ELMo/GPT/BERT等），对深度学习训练和推理模型调优有实操经验；
4. 熟悉TensorFlow/PyTorch/MXNet等开源深度学习框架；
5. 掌握基本的大数据相关组件（Hadoop/Spark/Hive/Flink），具有大批量文本数据处理清洗经验；
6. 熟悉Linux开发环境，精通C++/go/python至少一种编程语言，有扎实的算法和数据结构功底；
7. 良好的问题解决能力、团队合作意识和沟通能力，有相关业务场景实践经验者优先；
8. 在计算机科学高水平会议（ACL, EMNLP, NIPS, AAAI等）发表过论文或者有竞赛经验者优先。",更新于：2023-12-20
NLP算法工程师（语音语义方向-央企急招）,北京,40-60K,1-3年,本科,自然语言,对话场景识别,对话管理,某大型知名通信上市公司,通信/网络设备,10000人以上,"工作职责
1.负责NLP相关算法在业务场景下的应用，包括算法验证与项目落地
2.基于人人对话进行场景识别及行为分类，具体技术涉及文本分类、实体和关系抽取等
3.客服及外呼场景下的多轮对话系统构建，具体技术涉及意图识别、槽位填充、对话管理等
4.负责搭建文本分类、对话关系系统等
任职资格
1、本科学历及以上，NLP、机器学习、计算机科学或相关技术领域，2年以上人工智能产品研发经验；
2、扎实的算法理论基础，熟悉自然语言研究领域热点方向主要的算法模型和最新进展和应用情况。
3、熟练掌握机器学习相关类库，熟练使用一种或几种深度学习框架（如Tensorflow、Pytorch等），熟练掌握C/C++、Python、Golang等编程语言之一。
4、在句法分析、文本摘要、文本生成、对话系统、自动问答、机器翻译、文本分类、知识推理、信息抽取、信息检索等方面有研发经验；
5、有推荐系统的设计和研发经验优先；",更新于：2023-12-13
nlp算法,北京,30-40K,经验不限,本科,人机对话相关经验,知识图谱相关经验,自然语言处理项目经验,某500强上市公司,大数据,10000人以上,"职位描述
1. 负责NLP方向的算法技术研发工作，包括但不限于意图理解、状态追踪、策略优化、对话生成、知识建模、数据分析&评估等；
2. 面向Document、Web、Table、Text等多源数据，聚焦于任务型对话、闲聊式对话、情感陪伴机器人等会话式泛交互技术；
3. 关注模型可解释性、多模态知识图谱问答、低资源小样本、模型泛化迁移、融入知识的预训练语言模型、对话情感分析等领域，赋能垂直行业，进行创新研究、模型支持和落地产品开发；
4. 负责各产品线的NLP算法优化，结合各产品线业务和场景提取共性、进行问题建模及算法方案设计与实现，结合产品线需求难点问题，沉淀优化算法。
任职要求
学历及专业：
学历：硕士及以上。
专业：计算机、人工智能、数学、通信等相关专业。
技能要求：
1. 具有NLP领域专业背景和至少两年以上实践经验；
2. 熟练掌握机器学习和深度学习相关基础理论和方法，精通Python/C/C++/Java中至少一门编程语言，有使用相关算法解决实际问题的经验，具有较好的工程实现能力；
3. 具有优秀的逻辑思维能力，对解决挑战性问题充满热情，善于分析/解决问题。
职业素养：
1. 有强烈的求知欲，有团队意识，与他人合作良好；
2. 具备良好的数学基础以及英语阅读写作能力；
3. 关注业界前沿进展，能够结合业务特点突破创新，用技术推动业务发展；
4. 关注算法和系统的结合，持续进行训练框架和线上模型性能的优化。
工作经验：
1. 在相关国际顶级会议上有论文发表或深入研究经历优先；
2. 在知名算法比赛（kaggle/acm/kdd cup等）有获奖经历优先；
3. 有过机器学习/深度学习框架或系统平台开发经验优先。",更新于：2023-12-20
nlp算法,北京,15-30K·15薪,经验不限,本科,C/C++,大模型算法,算法工程化经验,某大型知名移动互联网上市公司,移动互联网,10000人以上,"工作职责:
1、负责认知智能及自然语言处理核心算法研究与开发，
2、负责NLP任务的相关调研、数据分析、模型训练、效果分析优化等工作:
3、从事公司相关产品和系统中自然语言处理及认知智能功能的效果保障、持续优化;
任职要求:
1、重点大学及以上学历，计算机、信号处理数学、软件工程、电子与通信、自动化等相关专业，
2、 英语六级以上，具备中英文学术论文的调研能力。具备NLP领域实际项目经验，做为项目的主要负责人员3进行过相关产品的研发，对深度学习、自然语言处理、大数据等相关领域的最新进展、横型、算法有深刻理解和实捍经验
4、熟Python、C++等编码语言中至少一种，熟悉Linux下的编程开发环境，熟悉数掘结构及常见算法，
5、具备深度学习、强化学习、知识图谱方面的研究经验和基础;同时熟悉pytorch等主流深度学习框架，并具备模型训练调参等相关经验;
6、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力，沟通能力较强，责任心强，吃苦耐劳，能主动积极地面对工作，具备对AI研发及应用落地产业化的强烈热情;
7、认真负责，拥有较强的逻辑思维能力，沟通能力较强责任心强，吃苦耐劳，可接受长期出差",更新于：2023-12-20
NLP算法,北京,40-70K,经验不限,本科,NLP算法,,,某500强上市公司,移动互联网,1000-9999人,"职位描述：
1. 参与中英文主观题智能批改核心算法研究，用最前沿的机器学习算法攻克智能批改难题。
2. 参与文本生成等相关算法的研发与优化。
3. 跟进前沿的NLP技术，探索NLP在教育领域新的应用。
任职要求：
1. 计算机、自动化、数学、统计等相关专业本科及以上学历，至少2年以上工作经验。
2. 熟悉NLP相关模型，对CNN、LSTM/GRU、Seq2Seq、Transformer、BERT、GPT等模型有深入研究和理解。
3. 具备扎实的编程基础和较强的算法工程能力，熟练使用Python/Java/C/C++之一，熟悉主流深度学习框架TensorFlow/PyTorch等。
4. 有ACL、EMNLP、AAAI、IJCAI等相关顶会论文者优先，有AIGC相关产品落地经验者优先。
5. 对NLP相关技术有高度热情，能够持续学习并跟踪相关领域最新技术；具有良好的沟通和跨团队协作能力。",更新于：2023-12-20
机器学习NLP算法工程师,北京·朝阳区·望京,25-50K,1-3年,本科,深度学习,机器学习,大模型算法,车欢欢,互联网,1000-9999人,"岗位描述：
参与公司招聘平台的NLP文本数据及用户行为数据的挖掘工作，包括知识图谱、query理解、用户画像、智能问答、文本分类等方向的算法研发；并且持续探索大模型技术在产业应用中的落地
1. 参与招聘领域知识图谱的算法策略研发，包括海量数据挖掘、实体和实体关系抽取、新词发现等，构建招聘领域行业化标签体系、知识图谱等，支撑业务策略衍化及产品迭代；
2. 参与招聘领域文本分类、岗位识别等基础NLP算法的研发工作,提升平台信息内容的结构化水平，辅助平台生态建设
3. 参与平台内用户画像的构建研发，基于海量的用户行为数据，对用户进行建模，优化画像模型效果，精准刻画用户偏好
4. 参与平台内搜索体系的优化构建，负责搜索引擎的文本语义分析和内容理解处理工作，包括但不限于query的解析、联想、纠错等。
5. 紧跟大模型技术的发展步伐，探索招聘领域中大模型的应用落地，承担大模型预训练和调优等工作，如prompt设计、fine-tuning、模型蒸馏等，实现标题/亮点自动提取生成、职位自动生成、简历文本组织优化等技术，并应用于招聘业务实现部分环节的智能化，提高业务效率
岗位要求：
1. 计算机、数学等相关专业本科以上学历；
2. 两年以上自然语言处理相关方向研发经验；
3. 对自然语言处理技术体系和应用场景有深刻的理解，熟悉自然语言处理、深度学习领域开源的算法和工具包；
4. 熟悉主流的文本生成算法的原理，有结合业务的探索经验以及常见的大模型落地实践经验的优先；
5. 熟练掌握TensorFlow、pytorch等深度学习框架、有较强的算法复现能力；熟悉Linux平台编程环境，精通Java/C/C++/Python/Scala语言中的一种，具备Hadoop、Spark、Hive等实际工作经验优先
6. 具有优秀的分析和解决实际问题的能力和态度，有创业的激情
地址：5*8北京总部",更新于：2023-12-20
NLP算法负责人,北京,70-100K·16薪,经验不限,本科,知识图谱相关经验,NLP,,某500强上市公司,电子商务,1000-9999人,"职位描述
1、负责NLP算法相关开发优化的工作；
2、面向海量数据做挖掘，用于主题打标、热点挖掘、事件抽取等；
3、与电商相关产品团队深度合作，应用NLP相关技术在商家/达人/内容的理解和挖掘。
职位要求
1、本科及以上学历，具有5年及以上NLP相关经验，有智能问答，内容生成相关经验优先；
2、能够深入了解NLP领域热点和前沿技术，熟悉GPT系列/BERT等模型原理，能够利用算法解决实际业务问题；
3、有不错的产品sense，对数据敏感、有良好的逻辑思维及沟通协作能力。",更新于：2023-12-20
算法工程师（NLP）,北京·东城区·珠市口,12-18K·13薪,1-3年,本科,Java,自然语言处理项目经验,机器学习算法,城市象限,计算机软件,20-99人,"岗位职责:
1、利用数据挖掘/机器学习/深度学习等相关算法，解决核心业务需求;
2、基于业务特性梳理并提炼关键指标定义，搭建指标体系，保证指标口径的准确性以及对业务的可解释性；
3、业务指标相关的数据分析、数据挖掘、算法设计、算法优化，搭建算法库并与相关应用系统耦合；
4、负责业务场景相关模型研发和训练；
任职要求:
1、大学本科及以上学历，计算机、统计或城市科学背景优先；
2、有地理信息或者GIS相关经验，熟悉ArcGIS、QGIS中任意一项;
3、编程基础扎实，熟悉算法和数据结构，有较丰富 Python 的研发经验优先；
4、具备图像处理、计算机视觉等领域的专业知识，能够应用图像算法解决相关业务需求，包括但不限于图像识别、目标检测、图像分割等任务。
5、熟悉常见的图像处理和计算机视觉算法，如卷积神经网络（CNN）、YOLO 、maskrcnn等，能够进行模型训练和优化。
6、有图像处理或计算机视觉项目经验，熟悉Pytorch框架，能够根据实际应用场景对模型结构进行修改；了解常用的图像处理工具和库，如OpenCV、Tensorflow等。
7、能够与现有业务特性结合，开发和训练图像算法/NLP算法模型，提高业务效率和用户体验。",更新于：2023-12-15
nlp算法工程师,北京·海淀区·中关村,20-35K,经验不限,本科,对话系统,机器学习,机器翻译,合享智星,互联网,20-99人,"1.利用自然语言处理技术，进行智能问答，搜索语义处理等开发，包括但不限于文本分类，语义理解，信息抽取，知识图谱，自动摘要，大模型等；
2.研究并开发产业招商等相关的知识图谱。
任职要求：1.本科及以上学历，计算机类相关专业；
2.熟悉自然语言处理常见算法模型与工具（word2vec,fattext,ltm,ber等）；
3.具有一定的编程基础扎实的数据结构基础，熟悉python至少一门语言；
4.为人诚恳，乐观向上，具备较好的求知欲，有一定的抗压能力。",更新于：2023-12-20
nlp算法,北京,30-60K·15薪,经验不限,本科,TensorFlow,PyTorch,计算机相关专业,某计算机软件公司,计算机软件,20-99人,"岗位职责：
1、负责自然语言处理 (NLP) 大模型的算法研究和开发；
2、根据业务场景需求设计微调方案、适配算法和调优工程方案；
3、负责大模型的微调算法的开发和优化；
4、应用场景包括文本摘要、文本生成、机器阅读理解、问答、多轮对话等；
岗位要求：
1. 计算机科学、人工智能、自然语言处理或相关领域的硕士学位；
2. 在NLP领域拥有扎实的理论基础，熟悉经典和现代的NLP方法和技术；
3. 具有丰富的深度学习经验，熟悉常见的深度学习框架（如TensorFlow、PyTorch等）；
4. 在预训练语言模型（如LLAMMA，GPT等）的设计、训练和优化方面有实际项目经验者优先；
5. 出色的问题解决能力和创新能力，能够解决复杂的技术挑战；",更新于：2023-12-20
NLP算法工程师,北京·朝阳区·二外,20-40K·14薪,经验不限,本科,nlp,,,猎豹移动,互联网,1000-9999人,"工作职责:
1、参与ChatGPT相关和大语言模型相关算法的研究和实现，参与模型的优化和产品性能提升;
2、与其他技术和产品团队紧密合作，帮助算法和产品的落地和上线;
3、分析技术问题，高效执行解决技术方案，保证产品落地;
4、跟踪最新行业进展，并运用到工作中.
任职资格:
1、熟练掌握机器学习或NLP算法，能够运用到实际工作中;
2、具备良好的编程能力，熟悉Python等相关编程语言，熟练掌握PyTorch、TensorFlow等深度学习框架;
3、具备大语言模型相关经验更佳，了解大模型训练、多卡训练、模型压缩等技术;
4、具备创业精神，热爱创新，对AI充满热忱，具备团队协作精神。",更新于：2023-12-20
nlp高级算法工程师,北京·海淀区·西北旺,25-40K·15薪,1-3年,本科,语音算法,C/C++,机器学习算法,滴滴,移动互联网,1000-9999人,"这边是滴滴最核心的业务中台，拥有海量原始出行特征数据和丰富的业务场景，我们的使命是用智能化赋能，提升司乘运营、体验的效率效果，守护司乘的安全。
主要负责司乘场景的安全策略算法优化，具体包括：
1. 安全策略优化，多模态构建策略模型
2. 高危场景识别，对特定的高危场景进行自动化识别
3. 底层能力建设，构建底层原子模型，为上层模型提供更有价值的输入
岗位要求：
1.机器学习、计算机相关专业，对机器学习常用算法有深入理解，如特征工程，LR，GBDT，DNN 等
2.在NLP、声纹识别等方面有实际经验优先
3.热衷了解和实战业界前沿技术，研究最新国际顶级会议和期刊的相关论文，有顶会背景或ACM／MCM／知名机器学习竞赛中名次者为优
4.严密的逻辑推导能力，清晰的表达能力，敏锐的业务sense
5.熟悉python，hadoop/hive/spark，linux开发环境，动手能力强",更新于：2023-12-20
NLP算法工程师,北京·海淀区·上地,20-40K,1-3年,本科,机器学习,大模型算法,深度学习,好未来,互联网,10000人以上,"岗位职责：
1. 负责基于自研大语言模型落地的新交互方案，包括但不限于意图识别、情感分析、用户画像、对话理解等。
2. 深入理解业务，针对业务场景进行相应的算法优化。
岗位要求：
1. 计算机相关专业，具备扎实的自然语言处理方向的基础。
2. 熟练使用Linux工作环境，熟悉C/C++或者Python编程语言，熟练掌握一个典型深度学习框架：TensorFlow、Pytorch、PaddlePaddle等
3. 发现问题、解决问题能力强，思维缜密，有创造性。
4. 具有CCF-A、CCF-B的国际顶会或者期刊上有相关论文发表者优先，领域竞赛获奖者优先。",更新于：2023-12-19
大模型nlp,北京·海淀区·双安,25-45K,经验不限,本科,TensorFlow,PyTorch,自然语言处理项目经验,彩智科技,计算机软件,100-499人,"岗位职责：
1. 基于大模型在行业应用场景上的探索和落地。
2. 针对行业应用场景，结合实际数据实现对大模型的训练、微调和定制化开发。
3. 参与算法工程和部分后端工程的迭代开发。
岗位要求：
1. 熟练掌握Python编程语言。
2. 对NLP主流大模型如GPT/T5/LLaMA/ChatGLM等的原理有深入的理解，能够完成相应的训练和微调工作。
3. 熟练掌握主流深度学习框架如pytorch、tensorflow等，具有工程化的经验的优先。
4. 有过大模型训练调优实际经验或发表过大模型相关的人工智能顶会论文优先。
5. 在校博士研究生（以实习生身份）、应届毕业的博士研究生 和 具有工作经验的人员均可。",更新于：2023-12-20
自然语言处理,北京·海淀区·颐和园,20-40K,1-3年,硕士,发表算法相关优秀论文,自然语言处理项目经验,PyTorch,方寸无忧,企业服务,100-499人,"【岗位职责】
1.负责NLP领域的算法研究和研发工作，包括文本纠错、文本摘要、生成、改写、知识图谱等，能独立开展一个或多个领域的研发工作；
2.负责相关算法模型的调研、复现、验证、开发、上线以及上线后的跟踪维护，不断迭代优化算法性能；
3.负责跟踪与探索NLP前沿技术；
4.参与相关学术工作，包括相关论文、专利的撰写等。
【岗位要求】
1.硕士及以上学历，1-5年经验，计算机、数学、统计学等相关专业背景；
2.了解NLP领域的前沿热点与最新技术，对文本生成、文本摘要、知识图谱、机器翻译中的一个或多个任务具有丰富的经验，有大模型相关研究者优先；
3.熟悉NLP领域的模型算法，不限于LSTM/GRU/Transformer/BERT/GPT/T5等模型；
4.熟练使用Python、JAVA、C/C++编程，有一定的linux、shell基础;
5.熟悉TensorFlow、Pytorch等深度学习框架;
6.对解决具有挑战性的问题充满激情，有较强的责任心和主动性，具有良好的沟通协作和学习能力。
【加分项】
1、发表过NLP领域顶级会议/期刊论文者（如ACL、EMNLP、NAACL等）优先；
2、参与过有影响力的AI竞赛并获得靠前名次者优先。",更新于：2023-12-20
nlp算法工程师,北京·海淀区·西三旗,14-28K·13薪,1-3年,本科,计算机相关专业,,,百分点集团,计算机服务,500-999人,"需要有全职经验，不接受实习，有海外短期出差机会
工作职责
1.负责设计、开发和优化多语言NLP算法，提升自然语言处理质量和效率。
相关算法模型包括但不限于机器翻译，实体识别，文本分类，关系抽取，事件抽取，摘要抽取等；
2.负责模型蒸馏，量化剪枝等工作，支持NLP算法的性能优化与落地；
3.负责百亿级大规模文本数据的数据处理及流程构建；
4.参与工业级NLP算法引擎的工程开发和部署；
5.跟踪领域的技术发展趋势，探索算法的创新，参与基于Instruction Tuning等LLM技术对大模型的研发。
任职资格
1.人工智能、数学、统计、计算机或自然语言处理相关专业，统招本科及以上学历；
2.熟悉机器学习、自然语言处理的常用算法，对于模型的训练和调参、优化具备实践经验；
3.熟悉至少一种编程语言Python/C++，熟悉TensorFlow或pytorch深度学习框架；
4.了解NLP领域发展，有实际NLP引擎开发工作经验者优先;
5.英语优异者优先，如具备CET-6, 口语流利优先。",更新于：2023-12-20
