岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
风控策略专家（数据挖掘方向）,北京·顺义区·马坡,12-18K,3-5年,本科,"深度学习
大模型算法
机器学习
风控算法
Python",法本,计算机软件,10000人以上,"【后沙峪和芍药居地铁站有班车接送】
岗位要求：
1. 数学、统计、计算机等相关专业统招本科或硕士以上学历，
2. 3年以上汽车、金融、互联网等行业，从事风控运营、数据分析或数据挖掘工作经验优先；
3. 熟悉常用统计方法，可熟练使用SQL、Python/R/SAS等分析语言/工具进行建模或数据分析；
4. 认同高效能人士的七个习惯，具备良好的沟通能力和团队协作能力，强烈的责任感与自驱力，可独立并积极地解决各种问题；
5. 极强的保密意识和良好的职业道德
岗位职责：
1. 根据公司业务发展以及风控能力提升的需要，参与风控策略体系和指标体系的搭建工作，工作内容包括但不限于指标体系梳理、数据看板搭建、算法模型应用等。
2. 基于风控需求，对业务数据进行挖掘分析，发现日常经营中的异常或风险，帮助公司降低损失；
3. 对重点业务或特定领域风险进行量化分析，挖掘关键风险特征以构建风控策略/模型，建设核心风险监控指标体系，实现重点风险的可感知、可预警；
4. 基于数据分析和业务调研，推动风控策略/模型的产品化并持续迭代，最终形成自动化解决方案。",更新于：2024-02-24
百川智能-数据算法工程师(A18728),北京·海淀区·五道口,25-50K·16薪,1-3年,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
C/C++
Python
参加算法相关竞赛/获奖",百川智能,计算机软件,,"职位描述：
1.参与大规模预训练语言模型的数据算法工作,主要涉及数据清洗策略与算法制定、数据去重算法、数据质量评估等
2.根据需求复现相关自然语言处理与数据处理算法与开源模型性能
3.参与前沿算法与应用的研究
职位要求：
1.自然语言处理、机器学习、大数据处理及相关专业、2年以上相关工作经验
2.较强的算法开发能力,熟悉C++、python、shell、cuda等一种或多种编程语言
3.掌握传统NLP、深度学习NLP、数据处理相关算法，并具有相关实战经验
4.熟悉Pytorch等深度学习框架、了解spark等大数据分析工具
5.对深度学习、Transformer、预训练有一定深度的理解和经验，能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先。",更新于：2024-02-23
知识图谱挖掘算法工程师,北京·朝阳区·太阳宫,25-50K·16薪,3-5年,本科,"Python
算法设计
自然语言处理
深度学习算法
机器学习算法
数据分析
数据挖掘",BOSS直聘,人力资源服务,1000-9999人,"岗位职责：
1. 负责企业知识图谱相关的算法开发和维护。
2. 负责企业图谱挖掘，协同图数据处理分析赋能招聘业务。
岗位要求：
1. 对机器学习与深度学习中的基本算法及其原理有了解，能够依据业务灵活选择合适算法。
2. 熟练掌握主流的NLP模型和算法，有实际的文本分类、实体识别、关键词挖掘、文本相似检索、意图识别等实际NLP项目经验。
3. 扎实的编程基础，熟练使用Java、python等编程语言；至少熟悉一种深度学习框架。
4. 有构建企业知识图谱相关的经验，如知识表示、知识抽取、知识推理相关经验。
5. 责任心强，有良好的学习能力及团队合作精神，自我驱动能力强。",更新于：2024-02-25
数据挖掘工程师,北京·海淀区·西北旺,20-40K·15薪,1-3年,本科,"用户画像/标签体系相关经验
Spark
计算机相关专业
Python
数学/统计相关专业",滴滴,移动互联网,1000-9999人,"我们是滴滴网约车MPT团队，致力于打造世界顶尖的智能交易平台。我们不断探索机器学习等前沿技术，基于海量的出行数据和丰富的业务场景，进行交易生态算法优化与体系搭建。我们强调数据驱动和业务价值，真正在解决人们出行过程中的真实问题，保障司乘的出行体验与安全，引领出行行业变革与发展。
工作职责具体包括：
1 司乘交易生态治理与安全策略优化，构建多模态策略模型，保障出行体验与安全
2 生态算法体系底层能力建设，构建生态智能决策链路
职位要求：
1 人工智能、计算机相关专业，对机器学习基础算法有深入理解，如特征工程、GBDT、Transformer等
2 在数据挖掘、NLP等方向有应用算法解决实际问题经验者优先
3 严密的逻辑推导能力，清晰的表达能力，敏锐的数据和业务sense
4 熟悉python、hadoop/hive/spark、linux开发环境，动手能力强
欢迎对技术有追求、对业务有担当的小伙伴加入MPT大家庭，共建交易生态策略方向，为“让出行更美好”贡献一份力量。",更新于：2024-02-25
数据挖掘分析-（偏算法模型）,北京·顺义区·马坡,18-28K,5-10年,本科,"深度学习
机器学习
推荐算法
通信算法
模型加速/性能优化
Python
SQL
大数据处理框架(Spark/Hadoop/Hive)",索信达,大数据,1000-9999人,"数据挖掘分析-（偏算法模型）
岗位职责：
1、主导银行数据挖掘建模分析及开发，承担机器学习模型的数据探索分析、数据加工、建模、效果评估与上线工作；
任职要求：
1、具有3年及以上互联网或金融行业算法模型开发、数据挖掘开发类工作经验，项目经验优先考虑做过反洗钱分析、风控、零售营销、推荐、特征挖掘、图谱、NLP等应用场景的；
2、熟练使用sql做数据探查和分析，熟练掌握Python与Spark开发，熟悉常用的机器学习算法(LR、XGB等)；
3、具备良好的沟通协调能力与团队协作意识，做事细心严谨
4、本科及以上学历，4年工作经验，计算机相关专业优先；
5、金融或互联网从业经验者优先；",更新于：2024-02-23
安全研究-漏洞挖掘(002601),北京·海淀区·西二旗,12-24K·15薪,1-3年,本科,"安全漏洞
漏洞挖掘
web 漏洞",安恒信息,信息安全,1000-9999人,"正式岗位，因为保密项目JD，内网开发，需要在客户现场工作。
岗位职责：
1、负责安全技术研究，跟踪国内外最新的安全技术以及安全漏洞的追踪；
2、负责进行漏洞POC改造和验证。
任职要求：
1、能主动关注国内外最新安全攻防技术，并在自己擅长和兴趣的领域能够进行深入的学习、研究；
2、熟练掌握windbg、ida、gdb等调试工具；
3、熟悉各类二进制安全漏洞原理（堆溢出、栈溢出、整数溢出、类型混淆等等）以及各种利用技术；
4、有比较强的开发能力，熟悉java web的常见漏洞原理，有能力挖掘和分析java web方面的漏洞；
5、具备良好的团队沟通、协作能力、良好的职业道德。",更新于：2024-02-25
电池算法工程师（云端大数据方向）,北京·海淀区·魏公村,18-30K,1-3年,本科,"Hive
大数据处理经验
Spark
数学/统计相关专业
Python",北京理工新源,互联网,100-499人,"【工作职责】
1.基于新能源车联网运行大数据进行动力电池数据的分析与价值挖掘，负责数据清洗、特征提取、建模分析等工作；
2.基于新能源车联网运行数据，开展动力电池健康状态评估与剩余寿命预测的方案研究与开发，撰写开发文档资料；
3.针对车辆运行的典型工况，分析与挖掘电池故障特征，建立故障分析特征数据库；
4.洞察市场信息，通过电池数据分析为团队赋能，为客户商业决策和产品研发赋能；
【任职要求】
1.新能源动力电池方向相关专业，本科以上学历；
2.熟悉数据挖掘理论与方法，如基本的数理统计专业知识；
3.经验要求：整车厂或电池厂动力电池BMS开发工作经验2年以上；
4.语言要求：Python、matlab；
5.熟练使用excle，PPT、word等办公软件；
6.逻辑思维能力强，语言表达清晰，文本与PPT撰写能力强者优先；
【您将获得】
1.丰富的大数据处理经验，PB级数据分析处理经验与能力；
2.基于车辆网大数据进行跨界开展电池算法与策略开发经验；
3.国家级项目开发经验，与行业大牛近距离接触；",更新于：2024-02-24
数据挖掘（会挖掘模型/零售方向经验）,北京·石景山区·鲁谷,15-20K,3-5年,本科,"Python
大数据处理经验
机器学习经验
机器学习/挖掘模型
零售、运营经验
营销模型/银行信用卡经营",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-02-25
数据挖掘岗 (机器学习方向),北京·朝阳区·朝青,20-40K,5-10年,本科,"深度学习
数据挖掘
并行计算",时空云科技,建筑设计,100-499人,"1、结合银行智能运营管理领域的重点任务，主动创新，发现数据、算法驱动点；
2、根据银行运营流程、内部管理的业务需求提供算法解决方案，并负责方案落地；促进业务流程数字化、自动化、智能化；
3、利用机器学习、深度学习、OCR、RPA、NLP、图像识别、图模型等人工智能技术进行探索建模，支持运营流程、内部管理等工作，持续促进业务管理降本增效、用户服务体验提升；
4、具有实际AI算法工程化开发部署经验，具备和系统对接的能力。
1、遵纪守法、诚实守信；
2、计算机、数学、统计学等相关专业，本科应具有5年及以上同岗位工作经验，研究生应具有3年及以上同岗位工作经验；通过大学英语四级考试；
3、有机器学习、时间序列、运筹学、数据挖掘、图像识别、自然语言处理、知识图谱等一个或多个专业领域的开发经验并有独到理解；对常规算法及机器学习、深度学习、时间序列、NLP、OCR、CV、图模型等算法理解透彻；如逻辑回归、决策树、RNN、CNN等；
4、熟悉Python/Java/SQL等编程语言，熟悉Linux常用命令，掌握sklearn、TensorFlow、pytorch、Keras等一项或多项机器学习框架；
5、对金融业、银行业的业务知识有一定了解；并在金融场景有丰富的机器学习研发经验和落地成果者优先；
6、为人真诚、热情、乐观，具有良好的沟通能力、执行力和团队合作精神；
7、具有良好的逻辑思维能力，具有主动性和技术激情，时刻追踪前言技术和应用；
8、符合履职回避的有关规定。",更新于：2024-02-24
数据挖掘工程师,北京·大兴区·德茂桥,12-24K,1-3年,硕士,"深度学习算法
机器学习算法
SPSS
Python
R语言
ROC分析
决策树
Pandas",诺道医学,医疗健康,100-499人,"岗位职责：
1. 负责医学真实世界研究数据统计分析的工作，以及统计分析计划的制定；
2. 负责医学数据的处理，对真实世界数据进行统计分析及数据挖掘，制作数据分析报告；
3. 按研究需求，有效组织、加工、汇聚数据，高质量输出符合研究需求的数据集。
职位要求：
1. 计算机类专业、数学专业、生物统计学专业优先，博士优先。做过真实世界研究数据分析项目者优先。
2. 熟悉统计软件，如: SPSS、R等。
3. 熟悉医学统计方法，如: 显著性检验、多元回归分析、生存分析、倾向性评分匹配等。
4. 熟练使用机器学习算法，如: SVM、XGBoost、KNN、KMeans等
5. 熟悉并会使用深度学习算法，如CNN、LSTM等
5. 有志向从事医学领域的数据统计研究工作，具有责任心。
6. 具备独立工作能力和团队协作精神，工作踏实、认真负责。
7. 具有较强的英语阅读和写作能力。",更新于：2024-02-25
数据挖掘,北京·海淀区·皂君庙,18-35K,经验不限,本科,"数学/统计相关专业
计算机相关专业
用户画像/标签体系相关经验",字节跳动,互联网,10000人以上,"1、基于对用户和产品的理解和海量数据，参与产品、运营、研发等多种场景的数据分析、实验设计和效果改进和数据建模等；
2、研究数据挖掘或统计学习领域的前沿技术，针对海量用户行为和内容信息，挖掘更有价值的高阶数据；
3、主动发起并推动忠于用户价值或产品体验的数据分析项目或算法策略落地。",更新于：2024-02-21
数据挖掘,北京·海淀区·苏州桥,25-50K,3-5年,本科,"研究导向
Python
TensorFlow/PyTorch
CNN/RNN/LSTM
计算机相关专业
数学/统计相关专业",吉利研究院,汽车研发/制造,10000人以上,"1. 负责智能驾驶云端数据的数据挖掘、数据清洗、数据预处理等。
2. 根据项目需求，设计并开发数据半自动及全自动标注算法及系统。
3. 负责模型搜索、模型蒸馏等相关算法或系统的开发和优化。
4. 负责团队在数据处理、同类聚合、特定领域大模型设计、半监督算法等方面的研究及落地。
5. 与团队其他成员协同工作，推动项目进展，完成项目目标。
6. 对相关技术进行研究和尝试，不断提高团队的技术水平。
岗位要求：
1. 本科及以上学历，计算机、数学等相关专业优先。
2. 3年以上相关工作经验，对智能驾驶云端数据闭环领域有深入的了解和研究者优先。
3. 熟练掌握数据挖掘、数据清洗、数据预处理等技术，具备相关工具或系统的开发经验优先。
4. 熟悉Python编程语言，熟悉数据挖掘、机器学习、深度学习等算法；熟悉TensorFlow、PyTorch等深度学习框架，有实际应用经验者优先；熟悉Linux系统操作，掌握常用的数据处理、数据挖掘工具；
5. 具有较好的团队协作和沟通能力，能够有效地推进项目进展。
6. 具有创新精神和自我驱动力，能够独立解决问题，不断提升自身技术水平。",更新于：2024-02-25
数据挖掘工程师,北京,15-25K,3-5年,大专,"Python
机器学习经验
自然语言处理经验",某大型计算机软件上市公司,计算机软件,500-999人,"1、基于现有业务的文本数据，进行非结构化文本的特征提取、语义识别、自动文本聚类和情感分析等文本挖掘的工作。
2、针对业务问题，进行专题分析，对用户需求和业务场景进行刻画，输出相应的分析报告，为服务优化提供建议，提升用户体验。
3、及时响应客户的问题，与客户建立良好的关系；理解并协助客户梳理需求，负责将需求落地，包含不限于方案设计、数据建模、产品设计等。
任职要求：
1、计算机、数学、统计学相关专业，本科及以上学历。
2、三年以上工作经验，具有自然语言处理专业知识，熟悉数据挖掘、机器学习、统计学的常用算法，有实际的文本挖掘项目的经验。
3、熟悉文本挖掘技术（文本分类、聚类、相似度计算、语义分析等）优先。
4、能熟练运用Python和sql处理数据，熟练运用word、excel、ppt等办公软件撰写各种数据分析报告。
5、对数据和业务有敏锐的洞察力，能够协助客户开展数据挖掘、问题分析、营销策略、客户定位、产品优化等相关工作。",更新于：2024-02-23
数据挖掘算法工程师,北京·东城区·北京站,18-30K·16薪,经验不限,硕士,"机器学习
深度学习
大模型算法
图像算法
融合感知算法
推荐算法
Python
大数据处理框架(Spark/Hadoop/Hive)
C/C++
优秀开源项目经历
算法工程化经验",数篷,信息安全,100-499人,"职位描述：
1、从事数据安全领域的文本/图像/视频算法研究工作，包括抽样调查、特征提取、融合分析、数据脱敏、异常行为分析、聚类分类等数据挖掘算法；
2、负责数据库的搭建与维护等工作；
3、负责用深度学习和机器学习算法进行数据分析；
4、追踪前沿技术，进行文献调研、算法实现和数据验证，提出创新性的想法并撰写技术报告或专利。
职位要求：
1、计算机、数学、统计学、电子工程、人工智能等相关专业研究生；
2、熟悉常见的数据挖掘算法，包括特征提取、聚类分类、融合分析等,熟悉推荐算法，熟悉一个或多个常用的深度学习框架（如TensorFlow、PyTorch等）；
3、具备良好的编码能力和扎实的数据结构基础，熟悉Python、C#/C++、Java、MATLAB、SQL、MySQL、spark中的1-2种语言；
4、对相关研究工作有浓厚的兴趣和热情，具备良好的沟通表达能力和团队合作精神；
5、在计算机/统计学相关领域的国际顶级会议和期刊上有论文发表者或计算机相关比赛获奖者优先。",更新于：2024-02-24
大模型数据挖掘工程师,北京·海淀区·上地,35-45K·16薪,3-5年,本科,Python,贝壳找房,互联网,10000人以上,"岗位要求：
1.计算机、人工智能、自然语言处理或相关领域的硕士或博士，能力突出的本科生。
2.具备良好的编程能力，熟练掌握Python等编程语言，掌握PyTorch等至少一种深度学习框架。
3.具备良好的沟通和团队协作能力，有较强的解决问题能力和动手能力。
4.具备1年以上相关领域的工作经验。
岗位职责：
1.建立面向大语言模型的数据去重、清洗、过滤能力。
2.高效处理海量数据，探索大语言模型的数据混合配比。
3.建立大语言模型的通用和领域评测能力。
4.持续跟进行业最新进展，不断优化提升面向大模型的数据算法能力。",更新于：2024-02-24
智能信息-数据挖掘-用户发展-北京,北京·朝阳区·望京,30-60K·16薪,3-5年,本科,数据挖掘,阿里巴巴智能信息事业群,互联网,1000-9999人,"职位描述
1、基于公司内海量数据，建设跨多业务的用户画像体系，预测生产画像标签，提升多场景的用户画像覆盖；
2、端内业务数据的挖掘与归因，与外部投放和承接联动，有效提升投放和承接效率；
3、深入理解用增业务场景，利用画像数据和相关算法，推动画像数据及相关算法的技术演进；
4、持续优化数据挖掘相关算法，提升画像数据的精准和覆盖；
职位要求
1、3年及以上数据工程、或数据挖掘相关经验，具有大规模用户产品中的画像标签生产、数据服务的研发经验；
2、扎实的计算机基础，对数据挖掘算法、机器学习、深度学习有理解和应用经验；
3、对内容推荐、用增、广告等业务有深入理解，在该领域内具备画像、人群相关的问题解决、方案设计的能力；
4、对业务和技术有热情，保持好奇持续学习，推动业务问题的突破和技术能力的进步；",更新于：2024-02-23
数据挖掘算法兼职,北京·朝阳区·国贸,20-40K,1-3年,硕士,"Python
计算机相关专业
机器学习经验
自然语言处理经验",艺数未来,在线教育,20-99人,"职位描述！！！
兼职岗位，远程办公；和专业且高效的团队成员合作，让您碎片化的时间也能有意想不到的收获。
合作内容：
1.指导数据科学社区同学完成科研课题，包括但不限于论文精讲、思路创新、写作指导、代码帮辅；
2. 为数据科学社区同学提供讲解、答疑、辅导；
3.跟进NLP/C/RL/数据挖掘/推荐等方向最新研究进展，撰写相关方向教材，项目案例；
岗位要求：
1. 硕士及以上学历，有良好的职业习惯，较好的沟通表达能力，能高效在线协同，认真负责，有耐心；
2. 在相关优质会议期刊发表过有一定影响力论文优先；
2. 在Kaggle、KDD、天池等平台竞赛获得过优异成绩优先；
4. 精通NLP/CV/RL/数据挖掘/推荐等任一领域主流模型，对模型设计原理有深刻理解，有相关算法实际应用经验（项目/竞赛/Paper）；
5. 代码能力强，有工业级模型落地、快速论文复现、开源代码理解能力，有代码移动端部署、边缘设备部署经验为佳。",更新于：2024-02-24
数据挖掘&建模岗,北京·朝阳区·大望路,25-35K·14薪,1-3年,本科,"Python
R",邦邦汽服,4S店/后市场,100-499人,"职位描述
主要工作内容
1. 深度沟通解读业务需求，充分理解数据，进行数据清洗；使用可视化技术呈现和表达数据基本情况，快速生成统计性描述报告。
2. 使用统计建模/机器学习等算法，针对各种场景的业务问题进行数据分析、规律挖掘和模型设计开发，并根据效果反馈迭代优化。
3. 探索前沿技术，不断提升特征和模型效果、效率，解决业务问题、助力业务持续增长。
4. 协同产品运营，向客户输出模型的解释性结论与发现的数据价值。
任职要求
1. 数据科学、计算机、统计、数学相关专业本科及以上学历。
2. 熟悉机器学习算法（回归、分类、聚类）进行数据分析及建模。
3. 具备模型部署、模型接口开发经验者优先；独立领导负责过较大型数据分析建模项目者优先；有数据挖掘类比赛获奖或相关论文发表者优先。
4. 两年以上 Python 使用经验，熟练使用scikit-learn；熟练使用至少一种数据库及对应查询语言，如 MySQL/PgSQL 等。
5. 具备良好的数据可视化能力，包括数据意识和技术手段如 Python/R、Excel、Tableau。
6.积极、主动，善于倾听与沟通需求，具有快速的学习能力与优秀的团队合作精神。",更新于：2024-02-21
大数据岗位（要求数据挖掘&机器学习兼备）,北京·海淀区·上地,20-40K·13薪,3-5年,本科,"数据挖掘
Scala
大数据处理工具(Spark/Hadoop/Hive)
Java",易道博识,移动互联网,20-99人,"有出差-介意勿投
工作职责:
1、参与机器学习自动化平台建设。
2、有AutoML经验优先。
3、参与过机器学习建模实战，具有丰富的机器学习常用特征工程、数据挖掘、建模实战经验。
4、通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，进而提供更有价值的产品和服务，通过技术创新推动产品成长。
5、研究数据挖掘或统计学习领域的前沿技术，应用先进的统计建模、数据挖掘、机器学习方法建立数据模型解决实际问题，设计和评估数据挖掘方案。
职责要求:
1、有机器学习自动化平台建设经验者优先。
2、熟练掌握机器学习算法和框架，具有机器学习方面资深经验者优先。
3、有金融行业经验，有用户画像、金融风控、精准营销、个性化定价相关经验者优先。
4、具有以下一个或多个领域的理论背景和实践经验：机器学习/数据挖掘/深度学习/分布式计算。
5、熟练使用分类、聚类、回归等算法，有相关项目和调优经验，熟悉海量数据处理、最优化。
6、熟练大数据框架（Hadoop、hive、Spark/Storm、hdfs）等，熟悉数据库、数据仓库、有海量数据处理经验，熟悉spark MLlib。
7、具有Java、scala、Python工程经验。
8、统招本科及以上学历，3年以上相关经验。",更新于：2024-02-23
模型数据训练师,北京·西城区·德外大街,15-25K·14薪,3-5年,本科,"深度学习
自然语言处理算法
C/C++",中企云链,互联网金融,1000-9999人,"岗位职责
1、负责搭建智能客服机器人知识库及运营体系，通过优化规则、应用大模型等方式改善智能化服务能力，建立问题反馈指标评价体系；
2、通过对金融业务数据开展专项分析、对各项智能产品进行数据监测，处理badcase不断优化，调优模型效果；
3、根据不同产品需求采用深度访谈、调研问卷等形式进行用户需求调研；
4、根据模型特征、模型应用场景，构建单一智能服务产品测试集，测试验证并优化智能产品的模型识别准确效果；
5、根据用户需求及体验反馈形成产品使用报告等文档，协同产品经理为产品迭代优化提供客户需求端指导。
任职资格
1、统招本科学历及以上（985/211院校优先），3年及以上相关工作经验；
2、熟悉金融行业领域知识，对智能服务和NLP领域有较高的热情和好奇心，熟悉相关产品的实现机制，对智能客服解决方案有较深的理解。
3、有良好的产品分析和与设计思路，有较强的逻辑分析能能力；了解机器学习、深度学习等基本技术原理，了解技术发展现状、趋势。
4、具备AI行业知识或相关产品运营经验，在此基础上能够预判行业趋势、深挖场景痛点、设计产品方案。
5、具备较强的沟通能力，能通俗易懂的阐释专业术语信息，精通产品原理设计，注重用户体验，熟悉互联网产品设计及研发全流程。",更新于：2024-02-24
数据挖掘工程师,北京·海淀区·中关村,15-20K,1-3年,本科,"Python
Hive
SQL
计算机相关专业
大数据开发经验
数据挖掘
coding",微创软件,计算机软件,10000人以上,"岗位职责：
1. 围绕用户增长，用户留存，提升用户生命周期价值（LTV）等主题进行数据分析，支持产品运营策略的优化；
2. 负责微软移动产品（Skype, Bing，Microsoft News等App）业务的数据收集、数仓建设和数据可视化；
3. 深入理解业务，对业务出现的问题深入分析，推动业务落地；
4. 基于Azure和开源产品，优化和改进现有的数据统计、分析和报表系统，提升分析效率。
职位要求：
1. 热爱技术岗位，具备良好的技术视野；富有好奇心和自驱力，善于通过学习提升自我；诚实善良，善于沟通；追求极致，挑战自我；
2. 熟练掌握SQL，熟练运用数据结构、算法解决实际问题，善于平衡技术与体验，有良好的设计和编码习惯；
3. 熟练掌握数据库、数据仓库，有海量数据处理经验，熟练使用Spark，HIVE, Hadoop, ElasticSearch，PostGreSQL等；
4. 熟悉数据开发、数据挖掘、数据分析、分布式计算至少某一方面，有较深的理论研究和实践经验优先；
5. 对数据敏感，善于从数据中发现疑点，具有用户增长、用户行为分析等相关工作经验优先；
6. 了解云计算或后端常见技术（存储/缓存/消息/搜索/微服务/监控）等方向者，有加分；
7. 良好的代码风格，具备在一定规模软件开发团队工作经验，了解移动端开发基本流程，并有与设计师、产品经理的合作经验。",更新于：2024-02-22
数据挖掘,北京,25-50K·15薪,3-5年,本科,"R
风控相关经验
反欺诈
机器学习经验
贷
模型
Python",某大型大数据上市公司,大数据,500-999人,"岗位职责：
1. 针对海量数据开发包括不局限于营销响应、流失预警等营销模型及反欺诈评分、信用评分、额度模型、行为评分、催收评分等风险模型；
2. 跟进实施以量化分析为基础的咨询项目，项目业务围绕信贷、财富等金融业务领域，实施内容包括不局限于流程设计、业务框架设计、特征设计、模型开发、策略制定、实施部署等；
3. 熟悉公司所提供的解决方案，配合商务对机构进行方案介绍与答疑；通过量化分析工具为合作机构提供决策分析报告，配合商务有效推动机构合作与落地应用；
4. 对海量内部底层数据进行清洗和深度挖掘，探索有效稳定的维度/变量/模型/标签以形成标准化的产品；
岗位要求：
1. 本科及以上学历，211/985院校毕业优先，数学、统计学、计算机等相关专业优先；
2. 3年及以上互联网/信贷/金融科技机构模型开发/算法/量化策略相关工作经验；
3. 熟练运用Python/R进行数据分析或建模，熟练掌握数据库操作（如SQL语句）；
4. 了解LR/RF/XGB/LGBM等机器学习算法的原理及其应用；
5. 对金融产品/客户全生命周期运营/风险管理有深刻理解者优先；
6. 表达清晰，逻辑严谨，对数据敏感，敢于创新，善于发现、探索并解决问题；
7. 具备较强独立思考能力、学习能力、自我驱动力、责任心及抗压能力；",更新于：2024-02-24
大模型数据处理工程师,北京·朝阳区·望京,30-60K,经验不限,本科,"Python
计算机相关专业
大数据处理经验
自然语言处理经验",阿里巴巴集团,互联网,10000人以上,"阿里达摩院基础大模型团队，负责通义千问语言模型，多模态模型的各项基础研发工作。
现招募有充分数据定向，处理，分析，挖掘经验或者数据爬取，特别是通用爬虫经验的伙伴加入。要求头脑聪明，有逻辑，对数据敏感，有以下特点为加分项：有数据比赛经验，发表过关于数据集、评估相关的论文。
团队目前包括 NLP，CV，语音不同领域背景的同学，成员大部分来自清华北大浙大上交，包括众多阿里星/A+，团队氛围超赞。",更新于：2024-02-20
大数据算法工程师,北京·朝阳区·健翔桥,18-25K,1-3年,本科,"Python
数据挖掘
机器学习",北京恩思特,咨询,20-99人,"工作职责：
1.熟悉使用各种统计工具和方法，对现有数据进行深度挖掘及用机器学习方法为设备提供可靠的故障征兆识别及故障预测；
2.将现有故障征兆的识别由传统的基于业务专家的经验转换成智能计算及识别（涉及数据的规律性分析、关联性分析等）
3.熟练掌握对大量数据的处理，主要包括数据的清洗、缺失数据的补充算法、分布式计算等
4.对目前流行的大数据/云平台有一定了解，能将业务的智能化需求结合大数据/云平台进行实现；
5.熟练掌握对数据的趋势分析、规律查找、预测算法（信号类数据，主要是石油化工生产设备的监测数据：振动、温度、压力、流量等）
6.将现在有的知识库结合真实案例进行深度学习和挖掘
7.对专利注册流程及业务一定认识。
任职资格：
1. 本科或硕士及以上学历, 数学、统计学、计算机科学、通信等相关专业
2. 2年以上大数据算法经验；
3. 熟悉基本的聚类和降维算法（如KMeans，PCA等），基本的分类模型（逻辑回归，SVM，决策树等），时间序列预测（灰度预测、ARMA等）；
4. 对神经网络与深度学习有一定研究和实践经验，熟悉CNN、RNN等网络结构优先；
5. 能够熟练使用Python，R或Matlab中一种或多种语言
6. 具备良好的英语读写能力，良好的沟通与表达能力
薪资待遇：面议!",更新于：2024-02-25
数据挖掘工程师,北京·朝阳区·呼家楼,20-40K·14薪,3-5年,本科,"Python
R",天创信用,互联网,100-499人,"岗位职责：
1、负责运用大数据分析工具和技术，及机器学习算法，挖掘数据在金融风控场景的应用；
2、评估数据资产的质量和价值，结合场景需求和对数据的理解，发掘各类数据资产在反欺诈、信用评估、客户资质、客群属性等方面的价值，建立可用于金融风控的特征画像和模型；
3、对数据源进行监控和分析，维护数据源的更新和稳定；
任职要求：
1、全日制数学，统计，计算机，人工智能，大数据等相关专业；有2年及以上数据挖掘或特征工程经验；
2、理解数据产生逻辑，熟悉特征开发流程，对金融行业有一定业务了解；
3、能够熟练运用R/Python，掌握多种数据挖掘方法和模型算法，了解数据库语言；
4、对数据敏感，具备较强的学习能力，沟通能力，逻辑分析能力。",更新于：2024-02-23
数据挖掘,北京·海淀区·上地,15-25K·14薪,1-3年,本科,"后端
爬虫
机器学习/算法工程
Python
计算机相关专业
爬虫经验
机器学习工程经验",心影随形,互联网,20-99人,"1.游戏攻略数据挖掘
2.直播间、社区论坛等热门数据挖掘与分析
3.视频、动画、小说等场景数据挖掘与分析
4.基于相应的数据挖掘，优化游戏陪玩场景的对话体验。
5. 好学，懂二次元游戏 Plus",更新于：2024-02-22
虚拟数字人应用开发,北京·昌平区·回龙观,15-25K,1-3年,本科,"深度学习
语音算法
Python
Java
虚拟数字人
数字人开发",北京艾恩游,移动互联网,20-99人,"岗位职责：
1.完成虚拟数字人的开发，以及负责后续维护；
2.负责2D、3D高度拟人化数字人的基础能力建设，持续提升数字人的综合表现能力；
3.调研需求，为公司项目提供数字人相关的技术解决方案；
任职资格：
1.全日制统招本科及以上学历，计算机相关专业毕业；
2.熟练掌握语音合成，语义识别，大模型对话；掌握cnn和rnn模型；
3.掌握情感分析，可合成情绪语音；
4.了解口型和语音对应的算法；
5.对通讯协议有基本了解，能处理各个模块间的通信；
6.熟练掌握python，java，javascript，unity编程等任意开发语言；
7.具备良好的团队合作意识以及沟通协作能力；",更新于：2024-02-23
