岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2024-03-02
AIGC算法工程师,北京·朝阳区·望京,30-50K·15薪,1-3年,本科,"大模型算法
强化学习
图像算法
自然语言处理算法
多模态算法
Python",美团,互联网,10000人以上,"岗位职责
1.负责AIGC大模型(文本、图像等方向)在外卖广告业务落地； 2.负责跟踪和探索NLP&LLM(如GPT3.5/4等开源模型)、视觉理解&生成(如GAN/Diffusion-Model)等前沿技术，包括并不限大模型微调对齐、大模型领域知识增强、大模型策略优化、RLHF模型优化、Diffusion-Model进行图像&视频理解生成等； 3.负责其他团队密切合作，包括数据工程师、前后端工程师、产品经理等，实现高质量的产品和解决方案；
岗位基本需求
1.两年以上NLP/CV方向实践经验，AIGC方向有落地经验者优先 2.熟悉掌握常用的算法，在机器学习、深度学习、强化学习等算法方向具有良好的理论基础和算法调优经验； 3.具备良好的团队合作、沟通、逻辑思维能力，对工作有激情；
岗位亮点
1.前景好，商业变现作为公司的核心业务之一，业务前景好； 2.挑战大， 覆盖B端和C端，广告面临诸多业务问题和技术挑战，有很好的AIGC业务落地场景;能参与前沿大型模型技术研究和落地，探索大模型技术在实际业务场景中的应用； 3.成长快，完善的新人培养和融入机制，团队同学多来自业内大厂，在深度学习、强化学习方面有深厚的积累，能够在团队中快速成长；",更新于：2024-03-01
算法工程师（SD方向）,北京·朝阳区·望京,25-50K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",上海退格数字科技,计算机软件,20-99人,"岗位职责
1、负责文生图研发
2、调研跟进业界大模型state-of-art的进展，并根据业务情况进行落地。
能力要求
1、有基于 Stable Diffusion 的图像生成和项目落地经验；
2、了解前沿图像生成算法产品（如 Disco Diffusion, Stable Diffusion ,Dalle2, MidJourney)
3、有微调经验、prompt经验、数据处理经验。
4、熟练掌握 Python 语言，熟练使用 PyTorch，HuggingFace, OpenCV
5、有坚实的cv基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。",更新于：2024-03-03
数字人算法研究员,北京·海淀区·中关村,20-40K·15薪,3-5年,本科,"研究导向
语音/图像识别
Python
C/C++
计算机相关专业
数学/统计相关专业",SenseTime,计算机软件,1000-9999人,"工作职责
1. 负责计算机视觉及深度学习算法研究、创新、及性能提升，研究的问题包括但不限于：图像/视频编辑、2D/3D关键点、2D/3D目标检测与跟踪、Pose&Shape估计、3D目标重建及渲染技术等；
2. 负责推动相关算法在移动端、PC端、云端等场景的产品化落地；
3. 负责开发管理研究及工程化所需要的工具以及基础设施；
任职要求
1. 计算机、电子、信息等相关专业，本科及以上学历；
2. 独立分析和解决问题的能力，良好的沟通能力；
3. 基本的算法设计和实现能力，熟悉图像处理/计算机视觉/机器学习等算法，熟悉Python/C++/cuda等编程，掌握PyTorch/caffe/tensorflow等框架；
4.在相关领域顶级期刊或会议发表过论文者优先；
5. 获得过ACM/NOI等编程竞赛领先名次者优先；
6. 具有相关领域工作经验者优先；""",更新于：2024-03-01
AI产品经理-B端数字人方向,北京·朝阳区·望京,12-24K·15薪,1-3年,本科,"B端产品
视觉类AI",车欢欢,互联网,1000-9999人,"岗位职责：
1、进行数字人直播方向的产品调研，规划和设计工作，为产品成熟度，商家满意度，及市场竞争力负责；
2、基于数字人应用场景，产品路径，与各协作部门深入沟通和对接，提炼产品优化计划与详细需求，推动产品迭代；
3、收集反馈，跟踪数据，通过迭代持续提升产品效果，与商家的使用体验；
4、推动项目拓展，挖掘行业、客户及场景痛点，落地标杆项目，沉淀标准化产品，赢得客户信任。
岗位要求：
1、本科及以上学历，2年以上互联网产品经验；
2、在数字人，直播，语音交互，智能对话等领域有相关工作或实践经验，有自己理解认知的候选人优先；
3、有toB相关背景，具备充足的同客户沟通对接经验，能够较好地收集客户反馈，了解客户痛点并应用于产品；
4、具备良好的产品分析和架构设计能力，擅长梳理和解决复杂的功能关系并给出创新方案；
5、高度的责任心、自驱力和抗压能力，靠谱尽责，善于跨团队协作者优先；
6、对新生事物感兴趣，愿意努力挖掘并尝试新想法。",更新于：2024-03-01
淘天-AIGC/多模态高级算法工程师-GP1056706,北京,25-50K·16薪,1-3年,本科,"大模型算法
图像算法
多模态算法
C/C++
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",阿里巴巴集团,互联网,10000人以上,"职位描述
1、多模态语言大模型：探索跨模态的信息对齐方法，探索多模态大模型的预训练、指令微调、RLHF等技术，探索多模态的数据质量评估和清洗方法。
2、商品理解：探索适合电商的实体识别、属性抽取、关系分类等技术，探索图文多模态的商品分类、商品属性抽取、规则推理等技术。
职位要求
1.自然语言处理、计算机视觉、机器学习、数据挖掘、人工智能等相关专业的硕士生/博士生；
2.熟练掌握tensorflow、pytorch等深度学习框架，扎实的编程基础；
3.在人工智能相关的各类国际顶级会议/期刊中发表过论文者优先；
4.有丰富的相关领域经验，或者ACM等顶级竞赛获奖者优先。",更新于：2024-02-29
高级虚拟数字人算法工程师,北京·海淀区·西三旗,15-20K,1-3年,本科,"研究导向
语音/图像识别",中科海芯,电子/半导体/集成电路,20-99人,"岗位职责：
1. 研究三维人脸/人体/头发/服装的重建、表情/动作的合成和迁移；
2. 探索AI技术在虚拟数字人的应用，包括音唇同步、表情生成、动作生成、表情识别与合成等。
3. 研究多模态分析、表示、合成、理解和生成等相关技术。
岗位要求：
硕士及以上学历，计算机相关专业，熟悉计算机图形学、语音、图像、NLP、三维重建、多模态、人机交互等AI相关技术，有AI结合图形学技术应用经验或在相关领域发表过顶会论文者优先；
2. 扎实的算法和数据结构基础，至少熟练使用C++/Java/python其中一种编程语言；",更新于：2024-02-22
数字人算法专家,北京·朝阳区·霄云路,25-40K,1-3年,本科,"业务导向
搜索/推荐
语音/图像识别
Python
TensorFlow/PyTorch",科新,政府/公共事业,,"岗位职责：
1. 负责虚拟数字人相关算法的研发工作，包括但不限于动画生成（动作、表情、口型）、语音识别与合成、对话机器人等方向
2. 研发智能化的数字人平台解决方案，应用于集团在数字生活、数字直播场景中的多个业务
3. 负责不断提升算法效率和模型效果
岗位要求：
1. 统招本科及以上学历，计算机、数学、统计学或相关专业
2. 在语音处理、自然语言处理、图形学、机器学习等一个或多个方向有深入的理解和应用
3. 编程能力优秀，精通Python/C++等语言；熟悉PyTorch/TensorFlow等主流深度学习框架
4. 热衷于技术创新，善于突破既有框架做出改变，善于运用有限资源针对具体问题拿到结果
5. 对人工智能前沿技术持续关注，对人工智能技术应用到实际业务场景产生商业价值具有强烈的热情
6. 较强的责任心和自驱力，能承担一定的工作压力
7. 优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情
优先原则：
1. 有数字人方向工作经验者优先
2. 在顶级学术会议或期刊有论文发表者优先",更新于：2024-03-01
AI数字人工程师,北京·昌平区·回龙观,15-25K,3-5年,本科,"机器学习
大模型算法
C/C++
Python",艺天下,互联网,20-99人,"AI数字人工程师
工作职责：
1、负责设计和开发具有高度个性化和情感表达能力的AI数字人；
2、设计和开发AI数字人的面部表情驱动系统，使其能够自然地表达情感和与用户进行互动；
3、利用机器学习和计算机视觉技术，实现AI数字人的面部表情识别和情感分析。
任职要求：
1、计算机科学，数学或统计学，人工智能，机器学习，自然语言处理，计算机视觉相关专业有相关从业经历；
2、熟练掌握至少一门编程语言，如Python、C++等；
3、熟悉计算机视觉和深度学习领域的相关知识;
4、热爱创新和探索，对AI数字人和情感计算领域充满激情。",更新于：2024-03-01
大模型算法工程师-AI/海外教育,北京·海淀区·苏州桥,30-50K·15薪,1-3年,本科,"大模型算法
机器学习
深度学习
自然语言处理算法
融合感知算法
Python
参加算法相关竞赛/获奖
发表算法相关优秀论文
多模态
AI
PyTorch",北京字节跳动,移动互联网,10000人以上,"职位描述
1、负责Gauthmath的大模型算法工作，研究相关技术在各种学习场景的应用和解决方案，满足全球学生群体日益增长的智能交互需求，全面提升学习体验；
2、探索Prompt Engineering、COT等技巧，基于LLM设计解题Agent，提高数学解题能力；
3、追踪业界LLM、多模态最新技术，探索提升文本解题、图形解题的方法；
4、发挥想象力，探索LLM在更多学习场景的落地。
职位要求
1、优秀的代码能力、数据结构和基础算法功底，熟练Python/PyTorch，ACM/ICPC、NOI/IOI等比赛获奖者优先；
2、对解决探索性问题充满热情，有良好的沟通协作能力，具备精英级别的动手能力和自驱力；
3、有LLM、数学解题相关研究的优先。",更新于：2024-03-02
算法工程师（储能产品研发）,北京,12-20K·13薪,1-3年,本科,"深度学习
机器学习
强化学习
运筹优化算法
图像算法
模型加速/性能优化
Python
Shell
大数据处理框架(Spark/Hadoop/Hive)
算法工程化经验
优秀开源项目经历",华源格林,计算机软件,20-99人,"通用要求：
1、 统招大学本科学历，数学、自动化、运筹学、计算机及其相关专业毕业；
2、 至少满1年的算法工程师的工作经验（有算法项目落地经验者优先）；
3、 有电力系统建模及仿真经验者优先；
4、 了解或参与过储能领域相关项目者优先；
任职要求：
1、 有很好的数学基础，熟悉主流机器学习(ML)、深度学习(DL)、强化学习(RL)算法，具备一定数据理解和算法选择经验；
2、 有异常检测和时序预测等数据挖掘方向、知识图谱和命名体识别等自然语言处理方向、图像合成和目标检测等计算机视觉方向的经验（满足其一即可）；
3、 熟练使用PYTHON、SHELL等开发语言；熟悉常用的数据处理手段，掌握TensorFlow或PyTorch的使用；
4、 了解电力系统建模及仿真技术，掌握建模仿真流程，会使用主流建模仿真工具；
5、 掌握运筹优化相关技术，了解多目标优化算法；
6、 能够快速学习不同领域的算法【如数据挖掘(DM)、自然语言处理(NLP)、计算机视觉(CV)领域】；
7、 具有较强的知识提取、组织和文字表达能力；
8、 可接受短期出差。
岗位职责：
1、参与电力系统建模与仿真产品研发；
2、参与分析、设计能源电力相关新型产品研发。",更新于：2024-03-03
数字人驱动,北京·东城区·王府井,20-40K,经验不限,本科,模型 面部、动捕驱动,六合神州,计算机软件,0-20人,"模型 面部、动捕驱动
岗位职责：
1. 负责虚拟人相关技术实现，包括技术开发、产品落地、迭代优化等
2. 技术方向包括但不限于：3D人脸/人体重建，卡通捏脸，3D动作/姿态估计，文本/语音驱动表情生成和肢体动作；人脸表情和肢体动作识别，卡通表情、动作复刻等；
3. 基于摄像头姿态识别（不是动捕设备），产生的关节点数据，姿态识别算法不需要做，能够基于这些数据做后续虚拟人的驱动，基于three.js；
4. 基于机器学习、CV、CG等技术，实现虚拟人和AR特效技术落地，场景包括但不限于智能助手、电商、娱乐等。
任职要求：（至少满足以下2个条件）
1. 5年以上虚拟人相关算法技术经验，在3D重建、AR特效、卡通形象生成、驱动等算法方向有深入研究，主导过至少1款成熟产品应用上线；
2. 熟悉常用CV主流网络模型及其工程化方案，熟练掌握Pytorch、Tensorflow等至少一种深度学习框架；
3. 熟悉行业领先的虚拟人完整技术方案及其研发协作流程，有1年以上虚拟人研发团队管理经验者优先；
4. 具备扎实的工程落地能力，熟练掌握C/C++/Python，具备端侧AI工程开发经验者优先；
5. 有相关竞赛经验、知名国际会议论文发表者优先。",更新于：2024-02-29
光学算法工程师,北京·昌平区·沙河,18-35K·14薪,1-3年,本科,业务导向,昂坤视觉,智能硬件,100-499人,"岗位职责：
1、研发下一代半导体缺陷检测设备和量测设备算法；
2、负责光学检测设备中的数据模拟，计算，和分析；
3、查阅及复现已有论文算法，设计及实现原创算法；
4、提升现有算法检测能力及性能优化；
5、数据分析，数学建模，优化求解。
任职要求：
1、硕士及以上学历，光学，物理，应用数学，计算机等相关专业，博士为佳；
2、扎实的数学及专业基础，熟悉常见的信号及图像处理、机器视觉和机器学习算法；
3、 有较强的计算背景，能够针对光学数据进行模拟和计算分析；
4、具备编程经验，能够使用matlab等工具进行光学模拟和数据分析；
5、具备良好的英语阅读能力；
6、有较强的逻辑思维能力和分析问题能力，快速学习能力及良好的沟通与合作能力；
7、半导体领域相关工作经验者优先。",更新于：2024-03-01
预测算法工程师,北京·昌平区·北七家,15-22K·13薪,1-3年,本科,"计算机相关专业
机器学习算法/工程化经验
深度学习经验
深度学习
机器学习
SQL
Python
pyspark
预测模型
时序模型",北京赛博云睿智能...,计算机软件,20-99人,"岗位职责
1.参与业务需求梳理、业务系统设计、数据资源梳理等工作，能提供具体问题的解决方案；
2.梳理数据指标及其模型建设、对指标进行全生命周期管理；
3.根据业务需求，利用MySQL从多张表中抽取有效表及字段；
4.负责利用pandas及pyspark进行数据探索及其特征预处理；
5.负责工业互联网数据多输入多输出场景的时序建模、模型调优、评估及部署。
任职资格
1.统招全日制本科及以上学历，计算机或数学相关专业；
2.具有工业数据分析项目经验，有工业大数据平台经验优先；
3.熟悉分类、回归等机器学习、深度学习算法，熟悉tensorflow、pytorch；
4.熟悉常用的python三方库：numpy, pandas, sklearn, statsmodels；
5.熟悉使用主流数据库，包括：mysql,hbase等，能够熟练编写SQL、存储过程，能够对sql进行优化；熟练使用linux操作系统；
6.具备良好的沟通能力、理解力及较强的文案撰写能力，工作责任感强，能够适应出差。",更新于：2024-03-01
AIGC算法工程师,北京·海淀区·马连洼,30-60K·16薪,1-3年,本科,"C/C++
深度学习
大模型算法
自然语言处理算法
广告算法
AIGC
LLM
Python
电商",百度,互联网,10000人以上,"工作职责
-负责电商AIGC的算法研究，包括但不限于提示工程（包括few-shot，CoT，ReAct等ICL方法），LLM微调&对齐，diffusion模型，多模态生成等研发工作
-负责电商AIGC项目的大模型搭建和落地工作
-结合产品需求，从prompt优化、模型Finetune等方面优化AI生成的效果
-跟进AI生成模型在AI智能导购、电商直播数字人产品中的应用，进行效果跟踪、数据分析，并及时优化
任职资格
-计算机、统计、数学等相关专业，具备扎实的数理统计基础和良好的科研素养，能熟读专业论文，有复杂算法的设计、实现、分析和调优能力
-掌握NLP基本算法、常用深度学习算法，并在如下一个或多个相关方向有深入研究：语言模型，问答系统，信息抽取或检索，扩散模型等
-具备扎实的编程功底，熟练使用paddlepaddle/Pytorch/tensorflow等主流深度学习框架，熟练使用C++/Python/Go等至少一种编程语言，熟悉Linux开发环境
-有良好的学习能力和创新思维，能够与团队良好合作和沟通，工作积极主动，自驱力强
-有AIGC相关产品落地经验者优先
-在ACL、NAACL、EMNLP、COLING、NIPS、ICML、AAAI等相关会议发表论文者优先
-在NLP相关领域（如LIC等）竞赛取得名次者优先
-有电商领域工作经验优先",更新于：2024-03-03
算法工程师，数字人,北京·东城区·王府井,15-30K,经验不限,硕士,"C/C++
CNN/RNN/LSTM
C++
算法基础",天翔睿翼,通信/网络设备,20-99人,"公司在数字人建模、动作捕捉等底层技术领域在行业领先。本职位对数学和深度学习编程能力要求高，同时本行业发展很快，需要有较好的主动性。
岗位描述：
从事以下3D视觉、3D图形学、GAN网络、动作捕捉、姿态识别等数字人相关的算法和落地产品的开发。
与公司其他研发成员、产品经理合作优化现有算法，开展产品功能模块开发和系统集成开发。
岗位要求：
熟练掌握C++
热爱深度学习；
硕士及以上学历，自动化、计算机、光学、电气、信息、通信等传统工科专业；
熟悉TensorFlow、pytorch主流深度学习框架。
加分项：
了解UE4或unity动画制作原理；
熟悉coco等开源库，了解deepfake原理
有光学基础，机器视觉开发经验；
逻辑清晰，有独立思考能力。",更新于：2024-03-03
算法工程师,北京,15-25K·13薪,1-3年,本科,"计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
业务导向
语音/图像识别
Python
C/C++
Java
语音算法
视觉图像算法
深度学习算法",汉熵通信,通信/网络设备,100-499人,"职位描述：
1、针对特定场景设计机器学习模型，向业务线提供算法支持，构建机器学习系统设计方案，核心代码开发和系统调优；
2、能够独立完成数据处理、模型搭建、性能优化、工程上线的工作；
3、分析已有模型在线上线下的性能表现并提出可行的迭代方案；
4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关。
职位要求：
1、本科及以上学历，计算机、机器学习、模式识别相关专业，热爱计算机科学与互联网技术，对人工智能类产品有浓厚的兴趣；
2、具备强悍的编码能力，熟悉Linux开发环境，熟悉python和C++语言优先，ACMICPC, NOI/IOI, Top Coder, Kaggle比赛获奖者优先；
3、熟悉Pytorch、Tensorflow、oneFlow等主流深度学习框架，熟悉cuda编程优先。
4、熟悉python多进程、python异步, Flask，熟悉主流分布式框架Spark
有扎实的数据结构和算法功底，熟悉机器学习、数据挖掘、分布式计算、计算机视觉、计算机图形学、语音识别及合成中的一项或多项，熟悉统计概率模型；
5、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情",更新于：2024-03-03
ai视觉算法工程师,北京,20-35K·13薪,1-3年,本科,"深度学习
机器学习
图像算法
C/C++
Python
其他
发表算法相关优秀论文
参加算法相关竞赛/获奖
优秀开源项目经历
视觉算法
AI视觉算法
TensorFlow",某计算机软件公司,计算机软件,20-99人,"职位描述：
1. 智能制造领域核心视觉算法优化和创新研究，包括但不限于：检测分类，分割，OCR等；
2. 大规模深度学习/机器学习相关的核心算法研究，包括但不限于：网络结构设计、大规模分布式训练、持续学习、无/自/半监督学习、部署量化等；
3. 针对智能制造领域的实际需求，进行算法设计、实现、迭代优化等工作，将算法功能交付下游团队；
4. 维护相关研究方向的benchmark（代码、数据等），将创新算法整理成技术文档或正式论文。
职位要求：
1.统招重点大学本科及以上学历，计算机相关专业毕业；
2. 具有计算机视觉，机器学习优化算法基础，数据挖掘或人工智能的相关经验；
3. 有较强的研究能力，可以进行算法研究的创新设计和实现；
4. 熟练使用C/C++、python中至少一种编程语言；熟悉caffe、tensorflow、pytorch等深度学习框架之一；
5. 具有优秀的分析问题和解决问题的能力，具有良好的沟通能力和团队合作能力，在工作中敢于突破与创新，对解决具有挑战性的问题充满激情；
6. 有计算机视觉、机器学习开源项目的贡献背景者优先；
7. 在国际顶级会议或期刊发表机器学习相关论文者优先；
8. 有相关的比赛经验者或在重要数据集的排行榜上排名靠前者优先。",更新于：2024-02-29
百川智能-数据算法工程师(A18728),北京·海淀区·五道口,25-50K·16薪,1-3年,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
C/C++
Python
参加算法相关竞赛/获奖",百川智能,计算机软件,,"职位描述：
1.参与大规模预训练语言模型的数据算法工作,主要涉及数据清洗策略与算法制定、数据去重算法、数据质量评估等
2.根据需求复现相关自然语言处理与数据处理算法与开源模型性能
3.参与前沿算法与应用的研究
职位要求：
1.自然语言处理、机器学习、大数据处理及相关专业、2年以上相关工作经验
2.较强的算法开发能力,熟悉C++、python、shell、cuda等一种或多种编程语言
3.掌握传统NLP、深度学习NLP、数据处理相关算法，并具有相关实战经验
4.熟悉Pytorch等深度学习框架、了解spark等大数据分析工具
5.对深度学习、Transformer、预训练有一定深度的理解和经验，能根据论文复现相关算法,有大规模预训练模型研发和训练经验者优先。",更新于：2024-02-28
ai算法工程师,北京,8-10K,1-3年,本科,"大模型算法
自然语言处理算法
图像算法
多模态算法
Python
Java
C/C++",小哆智能,智能硬件,20-99人,"岗位职责：
1、负责大语言模型、数字人具体业务核心算法技术支撑，结合实际应用场景，提供全面的技术解决方案;
2、负责LLM、多模态、自然语言理解、图像生成等的相关算法的实现，性能优化，评估，以及实际落地；
3、提出和实现前沿的深度学习技术，解决挑战性的算法问题；
4、负责相关技术的专利撰写，相关任务的产品化对接；
任职要求：
1、硕士及以上学历，计算机相关专业，2年以上算法工作经验；
2、熟练掌握C/C++、Java、Python等至少一门语言；
3、熟悉机器学习常见算法，有深度学习相关经验，熟练掌握Linux环境，至少掌握一种Deep Learning框架者，例如PyTorch、TensorFlow、MXNet等；
4、有LLM、Diffusion Models、CLIP、Transformer、GAN、CNN等深度学习项目经验者优先；
5、具有快速学习新技术的能力，能够在较短时间理解前沿论文并评价，能够熟练阅读英文文献，拥有超强的自我驱动和自学能力；
6、了解参数化的人脸模型（bfm, flame等），有非刚体三维重建的相关经验者优先；
7、了解计算机图形学基础（光栅化，几何，渲染，动画等），熟悉数字人物的建模和面部捕捉技术者优先；
8、对大语言模型有深入的理解，热爱研究各种prompt技术；
9、有商业解决方案开发经验者优先，尤其是在特定行业或大型项目中的应用；
10、应届毕业生能力突出者可适当放宽要求",更新于：2024-03-03
python算法工程师,北京·朝阳区·亚运村,10-15K,1-3年,本科,"机器学习
大模型算法
Python",领雁科技,计算机软件,1000-9999人,"岗位职责：
1、产品研发岗位，接受出差（出差管住宿、有出差补助）。
2、特征挖掘: 根据业务需求设计合适的特征，具有一定的ETL基础。
3、数据建模：根据不同的业务场景，建立适合的机器学习模型并实施部署以及迭代。
4、持续跟踪机器学习、深度学习及大模型前沿算法，能够将各种算法落地到具体场景中。
任职资格：
1.统招本科及以上学历，计算机相关理工科教育背景，具有良好的高等数学基础，1~4年相关工作经验；；
2.熟练掌握NLP和ML基础理论和算法，熟练掌握模型建设的全周期；
3.熟练具有良好的算法架构设计能力和编码风格，拥有良好的设计方案文档编写能力，熟练使用Python语言，熟练使用sklearn、TensorFlow/Pytorch等常用库及飞桨等开源库；
4.具备较强的问题定位及解决能力，能够和团队协作克服业务中的难题。",更新于：2024-03-01
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-03-03
cv算法工程师(自研AI),北京·海淀区·上地,11-22K·13薪,1-3年,本科,"深度学习
自然语言处理算法
C/C++
Python",易道博识,移动互联网,20-99人,"工作职责:
使用深度学习进行前沿计算机视觉技术研究，包括但不限于分类、检测、分割、文字识别 (OCR)、人脸识别等技术方向。
工作要求:
1.985或211本科及以上学历，计算机/电子/自动化/通讯/模式识别等相关专业，应届或1-3年经验；
2.孰悉CNN/RNN/GNN/Transformer/Attention等基本原理，熟悉目标检测、分割、分类、识别等基本深度学习算法;
3.对计算机视觉领域某一方向有较为深入的研究和项目经验；
4.熟悉常用深度学习框架，如TensorFlow/Keras/Pytorch/Paddle等的一种;
5.熟练掌握Python，熟悉C/C++，熟悉Linux开发环境;
6.具备一定的独立工作能力，能够完成从算法研究到模型训练、评估、测试和应用等工作;
7.对计算机视觉领域的发展和应用有浓厚的兴趣;
8.有OCR或CV领域其他算法及项目经验者优先。",更新于：2024-03-01
（兼职）深度学习算法工程师,北京·朝阳区·高碑店,10-15K,1-3年,本科,"深度学习
机器学习
自然语言处理算法
图像算法
Python
MATLAB
C/C++
可兼职",博雅智信,在线教育,,"需求形式：机器学习、深度学习实用算法研发、创新性算法研发等（领域：计算机视觉、自然语言处理、大语言模型、搜推广算法、数据挖掘、数据科学等）
支付周期：按照项目进行结算，单价在100～10000元不等；
不限时间和地点，全程在线沟通；
工作职责：
1.针对在读大学生的课业需求或企业中的实际项目需求，评估需求的可行性；
2.在约定的时间保质保量提交代码文件；
工作要求（满足部分要求即可）：
1.精通至少一种编程语言，包括但不限于Python、Matlab、C++、Java；
2.对TensorFlow、PyTorch等深度学习框架有深入了解和实践经验；
3.在计算机视觉、自然语言处理、大型语言模型、搜索推荐算法、数据挖掘或数据科学等深度学习领域中至少有一项深入研究；
4.相关专业在读研究生、在职算法工程师或有闲暇时间的算法工程师均可，特别优秀的在读本科生亦可；",更新于：2024-03-03
人工智能机器学习深度算法电子单片机工程师,北京·海淀区·上地,12000-13000元/月,1-3年,大专,"机器学习
推荐算法
图像算法
MATLAB
嵌入式开发
Python
算法工程化经验",俏嘴娃电商,计算机软件,0-20人,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-12-31
【任职要求】
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-03
人工智能机器学习算法开发工程师,北京·海淀区·上地,100-120元/时,经验不限,本科,"深度学习
大模型算法
强化学习
数据挖掘
语音算法
图像算法
Scala
大数据处理工具(Spark/Hadoop/Hive)",成都灵动魔米软件开发,物联网,,"工作周期：长期兼职
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：完工结
招聘截止时间：2024-03-20
1、熟悉深度学习、机器学习等算法并能应用设计与开发，人工智能相关专业本科及以上学历。
2、熟悉C++、Python、Linux等编程语言开发。
2.多劳多得，薪酬只多不少；只要你有专业能力
4.做的多，得的多，前期会有专门的人和你沟通。
5.公司长期招C/单片机/物联网/PLC等专业人员。
【 时间自由 】欢迎咨询，长期有效。",更新于：2024-03-03
深度学习算法研究员（数学专业）,北京·昌平区·天通苑,15-30K,经验不限,本科,"业务导向/研究导向
语音/图像识别
数学/统计相关专业
深度学习经验",锐腾海林,互联网,100-499人,"岗位职责：
1. 数学内容相关的基础理论知识学习研究；
2. 配合算法中数学内容核心框架的搭建和效果优化；
岗位要求：
1. 本科及以上学历，数学、物理、计算机等相关专业，具备扎实的数学理论基础者优先；
2. 英语读写能力强，能熟练阅读相关论文；
3. 积极主动、认真负责，具有较强的学习能力和沟通能力；
4. 【加分项】数学专业
5.【本岗位可接受实习】",更新于：2024-03-03
