岗位名称,区位,薪资,工作经验,学历,关键词1,关键词2,关键词3,企业名称,企业类别,企业规模,岗位要求,更新时间
机器学习工程师(加速),北京,40-70K·16薪,经验不限,本科,TensorFlow/PyTorch,C/C++,深度学习经验,某大型基金公司,基金,100-499人,"Role: Deep Learning Engineer/Senior Develope Engineer
Location: Beijing
Requirement Key Words：C++, CUDA, Machine Learning Framework, Tensorflow, Pytorch, Deep Learning, Operation System
工作职责：
1.负责对AI基础设施的架构设计与开发，能够整合Tensorflow、Pytorch等常见框架
2.参与对机器学习算法的预测加速
3.辅助研究员使用机器学习工具，提升AI技术在量化领域的应用价值
任职要求：
1. 计算机专业211以上
2. 具有3年或以上的C++开发经验
3. 熟悉Python，Tensorflow或XGboost或Sklearn
4. 善于设计架构和接口
5. 具有创新精神，热衷技术，善于钻研，敢于挑战
6. 学习能力强，阅读代码能力强
加分项目：
1.有AI相关名企工作经历
2.有互联网名企工作经历
3.有机器学习实现或开发类经验
4. 精通计算机底层架构或编译原理
5. 发表过机器学习类论文
6. 擅长算法复杂度和性能优化
7．有自主实现机器学习算法的能力
8. 有集群使用和开发经验
关键内容：
模型级别并行训练。C++要精通，只看做工程的人，不看只做AI算法的人，要求写代码能力强（面试着重考察）。需要AI GPU并行训练相关背景。",更新于：2023-12-22
机器学习工程师,北京·海淀区·苏州桥,12-14K·13薪,1年以内,本科,深度学习,图像算法,Python,逾智科技,培训/辅导机构,20-99人,"岗位要求：
1、 统招本科及以上，计算机、软件智能相关专业；
2、有机器学习工作或项目经验；
3、系统学习过机器学习，对机器学习有一定概念和理解；
4、 较强的文案能力；
5、 熟练使用excel及excel高级用法。
6、理解力和自我学习能力较强。
加分项目
1、 能使用python者优先
工作内容：
1、 负责数据集的收集、下载、编写数据说明。
2、 数据集的调整、改造、整理以适应教学或练习需要
3、 负责编写课程教案、案例PPT。
4、 开源模型的下载实验。
5、 对平台功能进行测试。
6、 验证部分简单的代码。
7、 转正后，辅助录制一些宣传、引流、补充课程的短视频。
线上初试-通过-作业线下复试-入职",更新于：2023-12-22
算法模型工程师（机器学习方向）,北京·丰台区·北京南站,15-20K,1-3年,本科,Hadoop/Hive/Spark,Python,,恒鸿达体育,计算机软件,,"岗位描述:承担机器学习模型的数据探索分析、数据加工、建模、效果评估与上线工作
岗位要求:
1.全日制统招本科及以上学历，计算机相关专业毕业。
2具有2年及以上互联网或金融行业算法模型开发、数据挖掘开发类工作经验。
3.熟练使用sql做数据探查和分析，熟练掌握Python与Spark开发，熟悉常用的机器学习算法 (LR、XGB等)
4.具备良好的沟通协调能力与团队协作意识，做事细心严谨",更新于：2023-12-22
算法（机器学习，深度学习，推荐算法）,北京,40-60K,经验不限,本科,深度学习,机器学习,推荐算法,某大型互联网公司,互联网,10000人以上,算法（机器学习，深度学习，推荐算法）,更新于：2023-12-22
人工智能/机器学习算法工程师,北京,12-24K·15薪,经验不限,本科,深度学习算法,人工智能,机器学习,中移雄安,移动互联网,1000-9999人,"企业性质：央企
所属机构：中移雄安产业研究院-数智创新部
工作地点：北京，雄安新区
学历要求：大学本科211及以上学历，计算机、通信、电子、软件工程等相关专业。
注：本科211以上学历硬性要求，不满足勿投，感谢理解！
职位描述
1、通过机器学习、数据挖掘等技术，结合业务知识，帮助客户建立数据挖掘模型，解决智慧城市业务问题；
2、负责基础算法库、建模工具和建模框架的开发工作，不断对已有算法、工具和框架进行优化，提升数挖效率；
3、理解客户数据内容、业务场景需求，并选择适合的技术解决方案。
任职要求
专业技能：
1、熟练掌握并理解常规数据挖掘、机器学习相关算法及其原理，有大规模数据挖掘/机器学习研发经验；
2、熟练掌握常用的Hadoop、Spark大数据分析平台，熟悉TensorFlow、Caffe等深度学习框架；
3、熟练Python、JAVA、Scala、C等一种以上语言；
4、具备企业产品创新研究的组织和攻关能力；
5、在机器学习国际会议或者期刊上发表论文、相关国际比赛获奖、及相关专利者优先。
素质：
1、有责任心，工作热情、耐心、踏实、严谨，有团队合作精神；
2、具备有很好的学习和逻辑能力，强烈的探索和求知欲，良好的沟通的能力和撰写报告能力；
3、具备一定的抗压能力，善于应对来自工作上的各种压力。
经验：
至少有2年以上数据挖掘/机器学习算法研发经验，有通信运营商O域/B域大数据、智慧城市大数据、互联网大数据挖掘和机器学习算法研发经验者优先。",更新于：2023-12-22
机器学习训练引擎工程师,北京·朝阳区·望京,40-70K,经验不限,本科,大模型算法,模型加速/性能优化,C/C++,美团,互联网,10000人以上,"！！！base北京上海均可
1. 参与美团机器学习平台的引擎建设，支撑视觉、NLP、语音等业务场景
2. 负责美团大模型训练框架的稳定性、易用性、可观测性能力建设
3. 负责千卡规模和千亿参数的大规模训练性能优化",更新于：2023-12-22
机器学习平台算法工程师,北京,55-85K,3-5年,本科,机器学习,搜索算法,推荐算法,某大型人力资源服务公司,人力资源服务,500-999人,"工作经验3-10年 薪资30k-100k， 要p7及以上级别，没有工作经验达不到级别不考虑。
职位亮点
薪资福利高于同行
职位描述
工作职责
我们是得物机器学习平台团队，负责构建面向搜索推荐场景的一站式深度学习平台。你将参与机器学习平台侧的算法研发工作： 负责搜索/推荐算法的研发，包括但不仅限于机器学习、深度学习、强化学习、迁移学习，多模态融合等，实现落地到机器学习平台中，且应用到各个业务。 根据短视频、图片、直播、文本搜索/推荐等场景，搭建通用算法库，结合内容特征平台，提供算法能力和特征数据。
任职要求
【必须】计算机或电子通信相关专业本科以上，2年以上linux下C++/Python开发经验。 【必须】熟悉并能深入理解常用的机器学习算法、深度学习模型；熟练使用至少一种深度学习框架TensorFlow、PyTorch、Paddle。 【2选1】搜索/推荐/广告系统相关经验，熟悉常用的CTR算法，包括向量召回、图计算、粗排/精排等。 【2选1】CV/NLP等相关经验，熟悉常用的内容理解算法，包括图片、短视频分类，NLP的关键词提取、关系提取、实体识别、自动摘要、文本分类等。 【优先】实践动手能力强，Kaggle，COCO，ImageNet，ActivityNet，ICPC，NOI/IOI等比赛获奖者优先。 【优先】在期刊/会议有论文发表者优先，包括不限于 ICML，NeurIPS，UAI，AISTATIS，CVPR，ICCV，JMLR，IJCV，TPAMI，TIP 等。",更新于：2023-12-22
机器学习平台专家工程师,北京,60-90K·16薪,经验不限,本科,C/C++,GPU,AI Platform,某500强上市公司,互联网,,"Key Words：C++, CUDA, GPU, AI Platform，Tensorflow, Pytorch, Deep Learning, Machine Learning
1. 主导新一代机器学习大规模计算/超算平台，不断满足机器学习研究员对极致算力的追求
2. 搭建，优化和维护基于分布式GPU/CPU计算资源的AI infra，根据公司技术架构提出业界最领先的解决方案和指导建议，不断迭代框架，算子，模型方案等
3. 持续探索机器学习相关的前沿技术，推动新技术落地
4. 为研究员提供机器学习问题的咨询服务",更新于：2023-12-22
机器学习算法设计研究员,北京,25-50K·13薪,经验不限,本科,TensorFlow/PyTorch,Python,,某500强上市公司,非盈利机构,100-499人,"职位描述：
基于对物理问题的理解，设计优化高精度机器学习模型结构。
职位要求：
1、品德优秀、敬业爱岗；合作意识强，具有团队工作的精神，组织协调能力好；
2、熟悉机器学习算法，熟悉tensorflow/pytorch等常用机器学习框架，有机器学习独立项目实践经验者优先；
3、熟练使用python语言，具有较强编程能力和良好的编程习惯；
4、有物理、化学相关知识背景优先；
5、若实习则一周保证至少4天的工作时间，实习周期不少于3个月。",更新于：2023-12-22
机器学习训练框架研发工程师,北京,40-70K·13薪,经验不限,本科,C/C++,机器学习框架,CUDA,某大型知名互联网公司,互联网,10000人以上,"1、负责 机器学习训练框架的研究与开发，服务于全公司各个产品；
2、参与机器学习训练框架底层组件的抽象，设计，优化与落地；
3、与全公司算法部门深度合作，为重点项目进行算法与系统的联合优化。
职位要求
1、熟练掌握Linux环境下的C/C++与Python语言；
2、接触过至少一种机器学习框架（PyTorch / Tensorflow / Jax 或其他自研框架）；
3、有以下至少一项的背景知识与经验：CUDA编程、编译器、高性能网络、分布式存储、超大规模分布式；
4、具有独立解决问题的能力，良好的团队合作精神；
5、有强烈的工作责任心，较好的学习能力、沟通能力和自驱力；
6、有良好的工作文档习惯，及时按要求撰写更新工作流程及技术文档。
加分项：
1、深入研究过至少一种机器学习框架（Tensorflow / PyTorch /Jax 或其他自研框架）的底层架构和机制；
2、熟悉至少一种经典深度学习模型及其应用场景，如ResNet、transformer、wave2vec、CLIP多模态，或者了解强化学习、diffusion model等；
3、有研究生或博士阶段的计算机系统方向（包含分布式系统、并行算法、编程语言与编译器、RDMA网络、存储、高性能计算等）研究背景；
4、有软硬件联合设计，底层性能优化（cutlass，NCCL等）的经验；
5、能使用数学工具分析深度学习训练中的优化收敛、量化压缩等算法；
6、贡献过开源社区代码。",更新于：2023-12-22
机器学习算法工程师,北京·海淀区·车道沟,15-30K,经验不限,本科,搜索/推荐,机器学习算法/工程化经验,计算机相关专业,瑞鑫天算,基金,20-99人,"岗位职责：
1、利用机器学习、深度学习和人工智能的方法研究股票、期货等相关历史数据中的规律；
2、对多因子股票模型及CTA量化模型进行因子挖掘、策略研究及策略组合；
3、探索适合目标领域的模型和算法。
任职要求：
1、教育背景： 毕业或在读于国内外知名高校，人工智能、金融工程、数学、统计、物理、计算机、生物工程、大气等相关专业，硕士及以上学历优先；
2. 精通机器学习（深度学习）并有应用模型解决实际问题的经验，熟悉监督学习、半监督学习或强化学习方法，具备创新研究能力。
3. 具有扎实的数学建模能力及编程能力，能熟练通过 Python、 R 等语言建立机器学习模型。掌握至少一种深度学习框架（PyTorch/TensorFlow）等
4. 有相关领域工作和研究经历者优先。",更新于：2023-12-22
机器学习（钱多\WLB\不加班）,北京,50-80K·16薪,经验不限,本科,Python,C/C++,机器学习算法/工程化经验,某知名量化公司,基金,20-99人,"机器学习平台工程师
岗位职责:
1. 负责机器学习平台的设计与实现；
2. 参与机器学习平台的性能优化工作；
3. 推进MLOps, 优化从数据到实盘的整体流程。
应聘要求：
1. 毕业于知名院校，本科以上，理工专业, 有扎实的计算机基础；
2. 一年及以上相关工作经验；
3. 掌握Kubernetes架构和使用, 具有相关开发经验优先；
4. 掌握C++, Python并了解常见的算法与数据结构。
加分项：
1. 计算集群设计, 调优, 维护经验；
2. 熟悉高性能分布式存储；
3. 具有PyTorch等开源机器学习平台底层开发经验。",更新于：2023-12-22
机器学习平台开发工程师,北京,50-80K,经验不限,本科,C/C++,Python,,某大型基金公司,基金,100-499人,"岗位职责：
负责高精尖算法研究平台的设计、搭建与优化，持续提高平台的易用性、可用性、扩展性和资源利用率从而带来研究规模和研究效率的整体提升。
岗位要求
1）国内外知名院校的计算机科学本科及以上学历，1年以上工作经验或优秀应届生均可；
2）熟练掌握C/C++、Python、Go等开发语言，掌握常见的算法和数据结构；
3）具备良好的系统设计能力，具备性能、可靠性、可用性、可扩展性等方面的系统思考；
4）掌握Kubernetes的架构和基本使用，具备kubernetes开发能力者优先；
5）熟悉DevOps、MLOps概念及Best Practice，具备相关系统搭建和维护的经验；
6）具备开源机器学习平台、云原生系统、大数据系统、分布式存储、云原生调度系统以及训练框架的底层相关开发经验",更新于：2023-12-22
大模型算法（NLP/CV/机器学习）,北京,30-60K·15薪,1-3年,本科,大模型算法,图像算法,自然语言处理算法,某知名互联网公司,互联网,1000-9999人,"岗位需求介绍：分为三大方向
第一，机器学习，包括NLP、CV算法，做预训练方向；
第二，强化学习：RLHF方向；
第三，AI infra：大规模分布式训练和推理框架方向
社招岗位寻访方向：
1】硬性要求：年轻、高潜，国内、外名校本、硕、博士，学历越高越好，获得计算机、数学等相关奖项越多越好，工作2~5年+，年纪不能太大，对标阿里P6及以上，字节2-1及以上。
第一梯队人选：满足第一条，且是阿里校招生--阿里星、百度校招生-百度AI DU、快手校招生-快Star、字节校招生2-1及以上级别的。即曾具备这些校招标签的人选~
第二梯队人选：满足第一条，且在知名互联网公司，正在从事大模型相关算法、机器学习等研发的年轻、高潜同学，对标职级能到阿里P6、字节2-1及以上的，
数据质量模型，画像：满足其一即可
1、搜索、评论、资讯类等场景长文本内容理解/类目/标签模型
2、基座模型预训练数据处理
预训练：语言模型，画像：满足其一即可
1、优先看基座模型预训练
2、或者垂类模型做Continue train的也可以，认知要好，nlp的深度要好。
3、NLP场景能力够强也是ok的，核心还是看认知，
预训练-多模态，画像：
1、做过多模态大模型的理解（关键词表征学习）或者生成；经验导向，看有相关经验的",更新于：2023-12-22
机器学习平台研发专家,北京·海淀区·清河,35-65K·14薪,经验不限,本科,C/C++,机器学习算法/工程化经验,搜索/推荐,第四范式,计算机软件,500-999人,"岗位职责：
1. 负责第四范式AI平台研发，包括但不限于数据平台，部署平台，训练平台，调度平台，编排平台，在线服务平台等
2. 负责具体客户对接，深入理解需求，设计解决方案
岗位要求：
1. 本科及以上学历，熟悉C++/golang/Java等一种或多种编程语言
2. 熟悉高性能后端开发模式，对性能，可用性有极致追求
3. 有搜索，推荐，广告，机器学习平台背景优先
4. 有从0到1，成功对接大客户系统平台优先",更新于：2023-12-22
机器学习算法工程师,北京·海淀区·五道口,15-30K·14薪,1-3年,本科,C++,Python,算法设计,交叉科技,计算机服务,20-99人,"岗位职责：
1.基于海量数据和真实客户需求，对客户业务问题进行准确定义、数据分析、方案制定及实施；
2.参与相关机器学习、深度学习、强化学习或运筹优化模型的研发、设计和部署等工作，配合工程团队产出企业级的算法产品。
任职要求：
1.本科以上学历，计算机、数学、统计学等相关专业；
2.熟练掌握至少一种常用编程语言，如python/C/C++等，熟悉各种数据库使用；
3.熟练掌握常见的机器算法模型及原理，如线性回归、逻辑回归、Boosting、Bagging、SVM、Clustering、PCA、GBDT、XGBoost等；
4.具备一定的深度学习理论基础，熟练使用至少一种深度学习框架（Caffe，Keras，pyTorch，Tensorflow），喜欢研究前沿技术；
5.熟悉金融行业、互联网行业或有相关工作经验者优先。
岗位优势：
国高新企业、科学家团队、项目分红、带薪年假、五险一金、股权激励、免费零食、弹性时间。",更新于：2023-12-22
机器学习开发工程师,北京·朝阳区·立水桥,30-60K,1-3年,本科,Python,C/C++,TensorFlow/PyTorch,乐时尚,电子商务,20-99人,"1.设计和开发AI工具和系统，以提高投研效率. 包括但不限于模型训练、模型推理、资源调度；
2.与交易员和研究员密切合作，理解业务需求，探寻投研痛点；
3.设计和实现训练框架和算法，以提高训练性能和训练效果；
4.优化模型推理性能，提高模型的响应速度和准确性，并将推理部分服务化，以提高代码重用性和系统的可维护性；
5.设计和开发其他自动化工具，如特征筛选等，以提高工作效率和减少人工干预。
岗位要求
1 本科及以上学历，计算机相关专业，拥有至少3年相关工作经验。(应届生可不要求工作经验)；
2.熟练掌握C++和Python编程语言，具备扎实的编程基础；
3.熟悉常用的机器学习和深度学习框架，至少了解TensorFlow、PyTorch、Caffe和Mxnet中的一种，能够使用其中的至少一种进行模型训练和评估；
4.熟悉至少一种推理框架，如TensorRT、NCNN、OpenPPL或ONNX Runtime，并能够使用其进行模型推理；
5.了解模型serving相关的工具，如TensorFlow Serving、Triton等，能够搭建、部署和优化模型serving系统；
6.熟练掌握数据结构、算法和计算机网络等基础知识；
7.熟悉多线程编程，了解线程同步、锁机制等相关知识，能够编写高效、可靠的多线程程序。具备多线程编程实践经验，能够避免线程冲突和死锁等问题，提高程序并发性能；
8.熟悉系统优化的方法论，了解性能优化、内存管理、IO优化等相关技术，能够识别和解决系统性能瓶颈，提高系统的性能和稳定性。具备系统优化实践经验，能够使用相关工具和技术对系统进行调优和优化。",更新于：2023-12-22
量化研究员（机器学习方向）,北京,65-95K·18薪,经验不限,本科,Python,TensorFlow/PyTorch,机器学习算法/工程化经验,某基金公司,基金,20-99人,"职位描述】
1.应用机器学习/深度学习开发量化策略；
2.配合基金经理优化、监控中国股票或期货市场的量化交易策略。
【职位要求】
1.国内Top2或国际顶尖高校本科及以上学历，数学，物理，计算机，人工智能或自动化等相关专业；0-3年工作经验均可；
2.在学期间主要科研项目与深度学习相关；
3.具备扎实的数理分析和逻辑推断能力，充分掌握的概率、统计等分析方法；
4.具备良好的编程基础，至少熟练使用一种编程语言：C/C++/Python；
5.热爱量化研究，有探索精神，能够深入思考，具备快速学习能力，注重细节；
6.加分项：在顶级期刊或会议上发表论文；高中或大学阶段获得国际或全国级别的数学/物理/信息学竞赛一等奖。
职位信息
工作地点
北京市-海淀区",更新于：2023-12-22
机器学习/数据挖掘算法工程师【核心】,北京·海淀区·上地,30-50K·14薪,经验不限,本科,大模型算法,推荐算法,Python,作业帮,互联网,10000人以上,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验",更新于：2023-12-22
游戏机器学习算法工程师(J10145),北京·海淀区·西二旗,15-30K,经验不限,本科,深度学习,自然语言处理算法,Python,新创娱游,游戏,100-499人,"岗位职责：
1.负责开发、优化和实施机器学习和深度学习算法模型。
2.参与公司的数据分析，通过机器学习算法对数据进行建模和分析，提供数据驱动的解决方案。
3.研究和实现机器学习和深度学习算法的特征工程，为模型构建提供有关特征选择和数据预处理的建议。
4.对现有算法进行改进和优化，以提高模型的准确性、效率和鲁棒性。
5.开发和维护相关工具和工作流程，用于机器学习模型的训练、调优、评估和部署。
6.跟踪和研究最新的机器学习和深度学习算法、技术和发展趋势。
任职资格:
岗位要求：
1.熟悉常用的机器学习算法和模型，如回归、分类、聚类、神经网络等。
2.熟悉机器学习算法和深度学习框架，如TensorFlow、PyTorch等。
3.了解统计学和概率论，熟悉数据分析和模型评估方法。
4.掌握数据挖掘和特征工程的方法和工具。
5熟悉常用的编程语言，如Python等，有良好的编码和调试能力。
优先考虑：
具有计算机、数学或相关领域的研究生学历者优先
有机器学习应用在游戏领域经验的优先，有游戏开发经验者优先",更新于：2023-12-22
机器学习/深度学习研发工程师,北京·海淀区·永泰,25-50K,经验不限,本科,C/C++,TensorFlow/PyTorch,机器学习算法/工程化经验,北京德睿特科技,铁路/船舶/航空/航天制造,0-20人,"工作职责
-支持AI智能算法研究，包括但不限于机器学习、深度学习、强化学习等技术；
-实现和探索前沿的机器学习算法，丰富框架的应用案例；
-准备数据集，选取特征，搭建模型训练和实验评估环境，持续优化算法表现；
任职条件
-对机器学习有独到的理解，熟悉常见的深度学习模型、优化方法
-在CV/NLP/Speech等任一深度学习领域有较为深入的研究
-熟悉一个或多个深度学习框架，包括但不限于PyTorch，TensorFlow,hugging face, deepspeed等
-对主流深度学习框架有项目应用经验，熟悉常见深度学习模型结构和优化方法，能够进行常见深度模型训练；
-学习能力强、自我驱动力强，紧跟机器学习的发展动态
具有以下条件者优先考虑：
-在机器学习相关竞赛中取得优异成绩者优先
-在国际顶级会议或期刊发表论文、或有开源项目经历者优先
-有较强的实现能力，能从容应对算法实现过程中的调试、性能优化等问题者优先
-复合背景，熟悉深度学习多个领域者优先",更新于：2023-12-22
机器学习/数据挖掘算法工程师,北京,50-80K·14薪,经验不限,本科,大模型算法,数据挖掘,Python,某500强上市公司,互联网,10000人以上,"岗位职责：
1. 基于多场景的用户行为，负责拉新变现业务场景的用户挖掘、用户刻画、用户排序、用户流转等算法；
2. 参与并探索变现转化业务场景相关算法，对算法模型进行优化和分析，最终提升效果转化效率
3. 对效果进行归因和分析，并跟踪和探索前沿技术
岗位要求：
1.精通python/c++/shell等常用语言，对数据结构和算法设计有较为深刻的理解;
2.熟悉一种或多种深度学习框架，包括Tensorflow/PyTorch/Caffe等
3.常用数据挖掘/机器学习算法原理并实际运用
4.扎实良好的数学基础,良好的英语阅读能力,具备根据论文独立实现算法的能力
5.计算机及相关专业本科以上学历，1年以上工作经验本科以上，211/985学历以上",更新于：2023-12-22
机器学习训练框架工程师,北京·西城区·西直门,50-60K·16薪,3-5年,本科,深度学习,C/C++,Python,得物App,电子商务,1000-9999人,"工作地：北京 北京西海48文化创意园区C座2楼
团队专注于面向推荐/广告场景的机器学习系统研发，提供高性能、高可靠、可扩展的机器学习系统架构;
1、基于ParameterServer，MPI等同步或异步分布式框架，构建大规模分布式机器学习平台，支持深度学习高效的多机多卡训练，大规模稀疏分布式模型，实现各类机器学习优化算法和模型。
2、参与模型训练，模型服务，资源调度等重要问题的研发，提升平台的效率和易用性，加速算法的迭代效率；
3、研发并抽象可迁移的模型能力，推动公司多个业务模型效果的大幅提升；
职位要求
1、具备优秀的编码能力，扎实的数据结构和算法功底，熟练掌握C++/Python编程语言；
2、熟悉至少一种主流深度学习编程框架（TensorFlow/Caffe/MXNet），熟悉其底层架构和实现机制；
3、具备机器学习/深度学习理论和实践经验，熟悉深度学习算法（CNN/RNN/LSTM/MTL等）；
4、有以下至少一项的背景知识与经验：GPU编程，高性能网络，分布式存储，集群调度；
5、具有独立解决问题的能力，良好的团队合作精神；
加分项：
1、参与过类似ParameterServer系统优化；
2、了解 Redis、LevelDB/RocksDB、Mongo 等开源存储类项目；或者有HDFS、Ceph等大型分布式存储系统使用/优化经历；
3、有以下某一方向领域的经验：AI Infrastructure，High Performance Computing，ML Hardware Architecture (GPU, Accelerators, Networking)，Machine Learning Frameworks，ML for System，Distributed Storage；",更新于：2023-12-21
机器学习量化研究员,北京,60-90K·18薪,1-3年,本科,Python,C/C++,,某基金公司,基金,20-99人,"工作职责：
1.运用机器学习算法、深度学习算法进行选股和短期价格预测。
2.对大量历史性的数据进行研究、分析和统计，优化交易模型，找到相关的趋势和规律。
任职要求：
1.精通机器学习（深度学习），熟练掌握常见机器算法模型及原理。
2.编程能力出色，熟练使用Python/C++其中一种编程语言。
3.有丰富的研究成果，在国际顶会或期刊发表相关论文，对人工智能+金融有极其浓厚的兴趣。
4.有获得全国数学、物理、信息学等相关竞赛奖项者优先。",更新于：2023-12-22
大模型机器学习训练框架研发工程师,北京,90-120K·15薪,经验不限,硕士,TensorFlow/PyTorch,C/C++,Python,某大型知名其他生活服务上市公司,其他生活服务,10000人以上,"1、熟练掌握Linux环境下的C/C++与Python语言；
2、接触过至少一种机器学习框架（Tensorflow / PyTorch / MxNet 或其他自研框架）；
3、有以下至少一项的背景知识与经验：GPU编程，编译器，高性能网络，分布式存储，集群调度；
4、具有独立解决问题的能力，良好的团队合作精神；
5、有强烈的工作责任心，较好的学习能力、沟通能力和自驱力；
6、有良好的工作文档习惯，及时按要求撰写更新工作流程及技术文档。
加分项
1、深入研究过至少一种机器学习框架（Tensorflow / PyTorch / MxNet 或其他自研框架）的底层架构和机制；
2、熟悉至少一种经典深度学习模型及其应用场景，如ResNet50，BERT，或者了解GAN，强化学习，图神经网络，AutoML等；
3、有研究生或博士阶段的计算机系统方向（包含分布式系统，并行计算，编程语言与编译器，网络，存储等）研究背景；
4、有软硬件联合设计的经验；
5、能使用数学工具分析深度学习训练中的优化算法。",更新于：2023-12-22
机器学习算法工程师,北京·朝阳区·团结湖,25-50K,经验不限,本科,深度学习算法,推荐算法,算法设计,汐合,证券/期货,0-20人,"量化策略研究员
工作内容：
研究和开发量化策略
岗位要求：
1.985/211（或海外留学），硕士及以上学历、有量化策略工作或实习经验者优先。
2.编程基础扎实，具备优秀的研究能力，曾发表高水平学术论文者优先。
3.对机器学习及深度学习模型有深入了解，有相关研究经验或Kaggle比赛排名靠前者优先。
4.精通掌握至少一门编程语言
5.年龄32岁以内",更新于：2023-12-22
机器学习,北京,60-85K·16薪,1-3年,硕士,TensorFlow/PyTorch,机器学习算法/工程化经验,深度学习经验,某500强上市公司,计算机软件,500-999人,"第四范式-机器学习算法-大模型方向
岗位职责
1．负责大模型训练和效果调优；
2．超大模型业务场景适配；
3．训练方法和模型框架持续优化。
任职要求：
1．硕士及以上学历，计算机相关专业，熟悉机器学习，深度学习，自然语言处理等领域的专业知识，具有1年以上工作经验；
2．熟悉 transformer , bert , gpt ,T5等，对训练数据的组织以及训练代码有深入理解
3．熟悉 pytorch / tensorflow 深度学习框架；
4．逻辑思维强，编程基础扎实，至少掌握 python 或 C++其中一种；
5．有大模型训练调优经验或熟悉强化学习基本算法优先；
6．做过机器翻译，机器阅读理解，智能摘要、智能问答、智能对话等项目优先；
加分项：
1.发表过顶刊顶会论文者 ；
2.有机器学习竞赛获奖经历(如kaggle金牌，天池、DF、DC等比赛平台top1)、有过ACM等编程竞赛区域金以上经历；
3.有开源项目贡献经历。",更新于：2023-12-22
机器学习平台开发,北京·海淀区·安宁庄,40-60K,3-5年,本科,深度学习,大模型算法,强化学习,好未来,互联网,10000人以上,"职位描述
1、负责机器学习平台的开发与优化，包括不限于: 模型训练、模型推理、资源调度、工作流编排等功能；打造一流的聚焦AI开发者体验的机器学习平台
2、基于 Kubernetes 的参与云原生AI研发工作，包括任务管理、异构资源管理、性能优化、模型推理、工作流等；
3、与算法团队深度合作，提升大模型训练和推理下的稳定性、可观测和性能等。
职位要求
1、有 K8s 周边使用经验，或者有 PaaS 或 IaaS 领域相关经验；
2、熟悉 Golang/Python/C++或至少一类后端编程语言；
3、熟悉 Linux 操作系统基本知识；",更新于：2023-12-22
机器学习,北京·朝阳区·三里屯,16-25K,经验不限,本科,大模型算法,深度学习,图像算法,永洪科技,互联网,100-499人,"岗位职责：
1. 参与ML需求分析、设计，独立完成后端相关需求功能开发；
2. 技术调研并撰写Feature详细设计文档；
3. 可处理开发过程中的技术问题，提出解决方案；
4. 对系统瓶颈提出系统优化的建议，处理永洪大数据平台ML相关模块优化；
5. 对AI/ML新技术保持关注；
任职要求：
1. 计算机相关专业统招本科及以上，硕士优先；
2. 良好的沟通技能，团队合作能力；
3. 熟悉python/java一种或多种开发语言；
4. 熟悉PySpark/TensorFlow/PyTorch等一种或多种常用工具；
5. 做过数据挖掘、机器学习相关项目或有相关工作经历者优先；",更新于：2023-12-22
机器学习平台工程师,北京,40-70K·16薪,经验不限,本科,云计算,搜索/推荐,C/C++,某计算机服务公司,计算机服务,20-99人,"职位描述】
机器学习训练平台的开发，旨在为算法工程师提供一个稳定，高效，易用的机器学习平台，帮助算法工程师高效完成模型的训练验证。
1. 设计和开发机器学习系统，包括数据获取、数据标注、模型训练、模型服务等，搭建上层应用及承担部分算法底层组建的工作；
2. 设计和研发机器学习平台的管理系统，如资源调度管理，任务调度管理，算力/存储的能效管理，镜像管理等；
3. 机器学习的自动化、可视化、 AutoML、量化等能力，如tensorflow、pytorch分布式训练可视化等，构建更加便捷和易用的平台能力；
4. 面向算法工程师的接口和工具优化，降低机器学习应用门槛；
5. 协同算法工程师优化模型效果，提高高效能的开发工具，提高算法迭代效率，如模型训练profiling，IO读写profiling等；
6. 负责分布式训练的性能优化，包括但不限于利用RDMA、DPDK等技术，提高集群算力吞吐。
任职资格：
【任职要求】
1. 有扎实的数据结构和算法功底，具备强悍的工程实现能力, 有项目落地的经验；
2. 熟悉至少一门后端服务的语言，Java/C++/Go/python；
3. 熟悉Python， bash shell等脚本语言；
4. 熟悉多线程，服务发现，RPC异步调用等相关概念；
5. 了解 kubeflow、TFX 等 AI 工作流者优先；
6. 了解 kubernetes 使用和开发者优先；
7. 有腾讯云，阿里云，aws上容器服务和对象存储使用经验者优先。",更新于：2023-12-22
