岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
数据模型工程师,北京·昌平区·天通苑,15-30K,1-3年,本科,"不限
模型加速/性能优化
图像算法
深度学习
机器学习
强化学习",锐腾海林,互联网,100-499人,"任职要求：
1. 本科及以上学历，数学、物理等相关专业，具备扎实的数学理论基础者优先；
2. 具有较强的数据分析研究能力；
3. 积极主动、认真负责，具有较强的学习能力和沟通能力；
4. 【加分项】数学专业毕业
岗位职责：
1. 负责康复业务及康复系统的设计优化工作；
2. 负责数据及模型研究工作；
3. 研究创新性智能硬件产品在业务场景落地；",更新于：2024-03-17
大模型数据挖掘工程师,北京·海淀区·上地,35-45K·16薪,3-5年,本科,Python,贝壳找房,互联网,10000人以上,"岗位要求：
1.计算机、人工智能、自然语言处理或相关领域的硕士或博士，能力突出的本科生。
2.具备良好的编程能力，熟练掌握Python等编程语言，掌握PyTorch等至少一种深度学习框架。
3.具备良好的沟通和团队协作能力，有较强的解决问题能力和动手能力。
4.具备1年以上相关领域的工作经验。
岗位职责：
1.建立面向大语言模型的数据去重、清洗、过滤能力。
2.高效处理海量数据，探索大语言模型的数据混合配比。
3.建立大语言模型的通用和领域评测能力。
4.持续跟进行业最新进展，不断优化提升面向大模型的数据算法能力。",更新于：2024-03-18
数据挖掘,北京·海淀区·苏州桥,25-50K,3-5年,本科,"研究导向
Python
TensorFlow/PyTorch
CNN/RNN/LSTM
计算机相关专业
数学/统计相关专业",吉利研究院,汽车研发/制造,10000人以上,"1. 负责智能驾驶云端数据的数据挖掘、数据清洗、数据预处理等。
2. 根据项目需求，设计并开发数据半自动及全自动标注算法及系统。
3. 负责模型搜索、模型蒸馏等相关算法或系统的开发和优化。
4. 负责团队在数据处理、同类聚合、特定领域大模型设计、半监督算法等方面的研究及落地。
5. 与团队其他成员协同工作，推动项目进展，完成项目目标。
6. 对相关技术进行研究和尝试，不断提高团队的技术水平。
岗位要求：
1. 本科及以上学历，计算机、数学等相关专业优先。
2. 3年以上相关工作经验，对智能驾驶云端数据闭环领域有深入的了解和研究者优先。
3. 熟练掌握数据挖掘、数据清洗、数据预处理等技术，具备相关工具或系统的开发经验优先。
4. 熟悉Python编程语言，熟悉数据挖掘、机器学习、深度学习等算法；熟悉TensorFlow、PyTorch等深度学习框架，有实际应用经验者优先；熟悉Linux系统操作，掌握常用的数据处理、数据挖掘工具；
5. 具有较好的团队协作和沟通能力，能够有效地推进项目进展。
6. 具有创新精神和自我驱动力，能够独立解决问题，不断提升自身技术水平。",更新于：2024-03-19
AI数字人研发工程师,北京·海淀区·西二旗,15-25K,1-3年,本科,"图像算法
算法工程化经验
数字人
Python",深思普慧,互联网,0-20人,"岗位职责：
1、参与研发AI数字人动作生成、唇形匹配等相关模型算法的开发；
2、负责AI数字人新技术方案的研究和设计，将相关功能封装为服务；
3、跟进业界语音克隆、动作迁移、表情迁移的新技术进展，持续优化数字人的效果；
岗位要求：
1、本科及以上学历，对AI技术感兴趣，有相关研发经验者优先；
2、熟练掌握python/C++编程语言，熟悉torch/tensorflow等框架者优先；
3、具有扎实的编程功底，熟练掌握常用数据结构及算法，项目工程经验丰富者优先；
4、对人工智能，虚拟人等相关课题有长期的研究兴趣；
5、优秀的团队协作能力，责任心强，喜欢深入钻研技术；",更新于：2024-03-19
数字人算法 杭州 北京,北京,45-75K·15薪,1-3年,本科,"C/C++
Python",某500强上市公司,移动互联网,10000人以上,"数字人是集团的重点技术方向，与大模型、AIGC深度结合，业务场景丰富，发展空间广阔。关注数字人领域的关键技术研发和前沿技术储备，坚持长期主义。
主要工作为：
1、跟进行业最新研究，优化算法效果，包括人脸重建、3D模型生成、动作捕捉、骨骼动画、口型表情驱动等。
2、落地算法能力，建设数字人平台解决方案，支持支付宝、财富、保险、消金、数字科技等业务中的数字人产品。
岗位要求
1、计算机、数学、统计学或相关专业，在计算机图形学、计算机视觉、机器学习等方向有深入理解；
2、编程能力优秀，精通Python/C++等语言；熟悉PyTorch等主流机器学习工具；
3、具有很好的表达能力，很好的抗压能力和团队合作能力；
4、热衷于技术创新，善于突破既有框架做出改变，善于运用有限资源针对具体问题拿到结果。
岗位描述
1.负责3D、2D人脸/人体建模或生成，包括不限于视频、文本、语音驱动人脸表情，肢体动作生成/表情生成/人脸编辑，风格迁移等追踪业界前沿算法，推动AI视觉算法在业务场景中落地并持续优化迭代算法效果。2
岗位要求
硕士及以上学历，2年及以上视觉、视频、脸部重建或人体重建等方面直接工作经验;具有图像处理相关工作经验,熟悉人脸/肢体生成,语音/文本驱动表情/动作等算法等方向2
熟悉主流GAN、diffusion model、nerf等算法;有相关算法落地应用优先;3.
掌握TensorFlow,PyTorch等开源工具中的一种及以上;
5在相关国际会议或主流期刊CVPR/ICCV/ECCV/NeUrIPS/SIGGRAPH/PAMI/ICV/TIP等上发表论文者优先;具有良好的逻辑思维能力,较强的沟通、学习、团队协作能力,对工作充满热情;6-较好的算法模型深度优化能力，包括不限于模型结构优化、模型创新、loss设计、超参优化、多卡训练、推理加速、模型蒸馏等",更新于：2024-03-19
数字人设计师,北京·东城区·南锣鼓巷,11-22K,经验不限,本科,"3D动画
MG动画
VR/AR动画
宣传片
游戏
动漫
3ds MAX
C4D
MAYA
UE
数字时装",阿特沃斯,音乐/视频/阅读,20-99人,"热招岗位：超写实数字人视觉/UE/动作/特效/3D/场景/动画等
招聘城市：北京
团队介绍：Artverse是一个艺术元宇宙平台。致力于将艺术
行业从web1.0推进到web3.0，主要工作将围绕数字人音乐节展开
职位描述
1、根据Artverse美术风格和策划方案，定义Artverse数宇人视觉风格；
2、将数字艺术结合演出，设计有创意和有吸引力的平台界面；
3、跟进设计效果最终在元宇宙中的实现，保证设计品质与实现品质一致；
4、创造视觉符号和设计语言，并为平台提供ICON的绘
职位要求
1本科及以上学历，艺术等相关专业，有良好的文化素养和知识贮备；
2、良好的艺术与设计修养，了解线上展览和演出行业的最新趋势和事件，不断提高设计的眼界；
3、较好的手绘功底与设计能力，良好的色彩搭配感以及设计造型的能力；
4、对工作热情主动、认真负责，具有良好的团队合作意识和沟通技巧，能够表达设计想法；
5、熟练掌握Unity、Unreal、PS、Al. Sketch、3Dmax、Rhino3D、Blender等平面和3D设计工具中的部分，对动效设计有了解者优先；
6、热爱文化艺术，希望投身文化艺术行业，对行业有自己的见解思考，有丰富的引擎经历者优先。
以下是加分项：
1、对审美有近乎信仰的追求和执念；
2、热爱艺术创作，并在社交媒体有粉丝积累，可附上个人网站链接；
3、选修过心理学社会学课程，注重用户体验，并具备交互设计意识；
4、投递简历时附件上传个人作品，无论是个人作画，还是作品demo;",更新于：2024-03-19
数字人驱动,北京·东城区·王府井,20-40K,经验不限,本科,模型 面部、动捕驱动,六合神州,计算机软件,0-20人,"模型 面部、动捕驱动
岗位职责：
1. 负责虚拟人相关技术实现，包括技术开发、产品落地、迭代优化等
2. 技术方向包括但不限于：3D人脸/人体重建，卡通捏脸，3D动作/姿态估计，文本/语音驱动表情生成和肢体动作；人脸表情和肢体动作识别，卡通表情、动作复刻等；
3. 基于摄像头姿态识别（不是动捕设备），产生的关节点数据，姿态识别算法不需要做，能够基于这些数据做后续虚拟人的驱动，基于three.js；
4. 基于机器学习、CV、CG等技术，实现虚拟人和AR特效技术落地，场景包括但不限于智能助手、电商、娱乐等。
任职要求：（至少满足以下2个条件）
1. 5年以上虚拟人相关算法技术经验，在3D重建、AR特效、卡通形象生成、驱动等算法方向有深入研究，主导过至少1款成熟产品应用上线；
2. 熟悉常用CV主流网络模型及其工程化方案，熟练掌握Pytorch、Tensorflow等至少一种深度学习框架；
3. 熟悉行业领先的虚拟人完整技术方案及其研发协作流程，有1年以上虚拟人研发团队管理经验者优先；
4. 具备扎实的工程落地能力，熟练掌握C/C++/Python，具备端侧AI工程开发经验者优先；
5. 有相关竞赛经验、知名国际会议论文发表者优先。",更新于：2024-03-19
数字人直播产品经理(数据策略方向),北京·海淀区·上地,20-40K·16薪,1-3年,本科,"AI产品
数据标注",百度在线,互联网,10000人以上,"工作职责
-电商大模型数据标注管理和质量把控
-电商大模型各专项相关数据分析和规范制定
-参与数字人直播产品方案建设，设计数据反馈机制
-推进数据标注项目的进展
任职资格
-语言学及应用语言学、中文信息处理、计算语言学、心理学、经济管理、哲学、历史等人文社科相关专业优先
-有大语言模型数据标注、语料库建设、对语言敏感等相关工作者优先
-对AI技术感兴趣，关注过一些比较有名的AI语言模型，了解一些基础的原理
-有良好的项目管理能力和项目推动能力
-学习能力和抗压能力强，积极主动，善于沟通，细心认真踏实负责
-爱好广泛，好奇心强，知识面广",更新于：2024-03-19
ai私教数字人工程师（健身方向）,北京·石景山区·鲁谷,20-40K,经验不限,本科,"大模型算法
深度学习
机器学习
图像算法
Python
C/C++
优秀开源项目经历
算法工程化经验",原身科技,智能硬件,0-20人,"负责ai私教数字人相关算法研发，包括但不限于动画生成及驱动（动作、表情、口型）；
负责数字人算法的实现和优化，保证算法的高效性和稳定性；
参与数字人产品的需求分析和技术方案设计，攻克技术难点，推动技术在各产品线的落地；
跟踪行业最新技术动态，不断优化算法和提升技术水平，整合开源资源；
与团队成员协作，共同推进健身私教数字人产品的研发和优化。
职位要求：
本科及以上学历，计算机、数学、物理等相关专业；三年以上计算机视觉或人工智能相关工作经验；
编程能力优秀，精通Python/C++等语言；熟悉PyTorch/TensorFlow等主流深度学习工具；
热衷于技术创新，善于突破既有框架做出改变。
在人脸/人体 3D重建、表情/动作驱动、口型生成等方向有深入研究或项目落地经验者优先；",更新于：2024-03-19
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-03-19
数字人研发工程师,北京,20-25K,1-3年,本科,"大模型算法
图像算法
Python
优秀开源项目经历
算法工程化经验",北京超智时代科技,互联网,20-99人,"超智时代，是一家以人工智能大语言模型技术为核心的创新型AI创业公司，拥有世界前沿的AI算法技术和顶尖的研发团队，推动和探索AI大语言模型算法和技术创新，应用和落地。致力于AI大语言模型、AI智能体、强化学习等算法和技术的研发，以及场景化和商业化应用的落地。
在这里，你会接触到AI大模型和机器人各方面的前沿技术，
在这里，你将有机会参与到AI大模型、语音、图像、虚拟人、机器人等各种前沿研发工作中，
跟着来自斯坦福、耶鲁、清华、北大、中科院等国内外名校的优秀创业者一起工作；
我们只招优秀的小伙伴，团队年轻、扁平化管理，极佳工作氛围，你将和一群优秀的伙伴共同进步！
【岗位职责】
1、图形学/视觉相关算法的调研和实现，包括但不限于三维重建、深度图/点云处理、动画仿真、绘制等，探索图形学和机器学习结合的算法及应用；
2、负责研发数字人形象（头发、人脸、身体、服装）生成和数字人驱动的算法；
3、负责研发真实人物面部表情及肢体动作的捕捉算法、人物骨骼的自动重定向和绑定算法；
4、或有语音合成项目经验。",更新于：2024-03-18
轨迹数据算法工程师,北京·丰台区·丽泽,15-30K·14薪,1-3年,本科,"深度学习
机器学习
其他
数据分析
数据建模
数据挖掘",亿海蓝,互联网,100-499人,"岗位职责：
1、针对具体业务场景，抽象数据需求，基于现有特征体系与算法模型，解决业务问题；
2、调研和应用数据挖掘算法，从海量轨迹数据中挖掘船舶行为特征，建设丰富的船舶行为特征体系；
3、负责基于轨迹数据的算法策略开发，利用数据挖掘算法，构建船舶基础数据，沉淀轨迹处理工具。
任职要求：
1、硕士学历，优秀本科也可，统计学、数学、计算机等相关专业；
2、优秀的逻辑思维、学习能力和理解沟通能力，能快速理解业务需求，对数据敏感；
3、熟悉主流的机器学习和深度学习的模型，有相关的算法实际应用的案例与经验；
4、熟练掌握大数据处理与分析的工具与框架；
5、具有时空轨迹数据处理经验者优先。",更新于：2024-03-19
预测算法工程师,北京·昌平区·北七家,15-22K·13薪,1-3年,本科,"深度学习
Python
大数据处理框架(Spark/Hadoop/Hive)
SQL
pyspark
时序模型
Lstm",北京赛博云睿智能...,计算机软件,20-99人,"岗位职责
1.参与业务需求梳理、业务系统设计、数据资源梳理等工作，能提供具体问题的解决方案；
2.梳理数据指标及其模型建设、对指标进行全生命周期管理；
3.根据业务需求，利用MySQL从多张表中抽取有效表及字段；
4.负责利用pandas及pyspark进行数据探索及其特征预处理；
5.负责工业互联网数据多输入多输出场景的时序建模、模型调优、评估及部署。
任职资格
1.统招全日制本科及以上学历，计算机或数学相关专业；
2.具有工业数据分析项目经验，有工业大数据平台经验优先；
3.熟悉分类、回归等机器学习、深度学习算法，熟悉tensorflow、pytorch；
4.熟悉常用的python三方库：numpy, pandas, sklearn, statsmodels；
5.熟悉使用主流数据库，包括：mysql,hbase等，能够熟练编写SQL、存储过程，能够对sql进行优化；熟练使用linux操作系统；
6.具备良好的沟通能力、理解力及较强的文案撰写能力，工作责任感强，能够适应出差。",更新于：2024-03-19
算法工程师（储能产品研发）,北京,12-22K·13薪,1-3年,本科,"不限
机器学习
强化学习
运筹优化算法
模型加速/性能优化
Python
Shell
大数据处理框架(Spark/Hadoop/Hive)
算法工程化经验
优秀开源项目经历",华源格林,计算机软件,20-99人,"通用要求：
1、 统招大学本科学历，数学、自动化、运筹学、计算机及其相关专业毕业；
2、 至少满1年的算法工程师的工作经验（有算法项目落地经验者优先）;
3、 有电力系统建模及电力系统仿真、能源仿真、电池仿真经验者优先；
4、 了解或参与过储能领域相关项目者优先；
任职要求：
1、 有很好的数学基础，熟悉主流机器学习(ML)、深度学习(DL)、强化学习(RL)算法，具备一定数据理解和算法选择经验；
2、 有异常检测和时序预测等数据挖掘方向、知识图谱和命名体识别等自然语言处理方向、图像合成和目标检测等计算机视觉方向的经验（满足其一即可）；
3、 熟练使用PYTHON、SHELL等开发语言；熟悉常用的数据处理手段，掌握TensorFlow或PyTorch的使用；
4、 了解电力系统建模及仿真技术，掌握建模仿真流程，会使用主流建模仿真工具；
5、 掌握运筹优化相关技术，了解多目标优化算法；
6、 能够快速学习不同领域的算法【如数据挖掘(DM)、自然语言处理(NLP)、计算机视觉(CV)领域】；
7、 具有较强的知识提取、组织和文字表达能力；
8、 可接受短期出差。
岗位职责：
1、参与电力系统建模与仿真产品研发；
2、参与分析、设计能源电力相关新型产品研发。",更新于：2024-03-19
算法工程师（AIGC方向）,北京·朝阳区·朝外,20-35K,1-3年,本科,"业务导向
智能营销/广告
大模型算法
机器学习
强化学习
搜索算法
图像算法
优秀开源项目经历
大数据处理框架(Spark/Hadoop/Hive)",居言(高熙国际),电子商务,100-499人,"岗位职责：
1，基于公司内部新媒体营销大数据，建立与优化营销系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在新媒体营销行业的产品与算法应用进行持续优化。
岗位要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；熟悉pytorch等深度学习框架；
3，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
4，搭建过小红书、抖音平台的算法项目的优先；
5，对人工智能领域相关技术有热情；
6，有新媒体营销领域人工智能相关工作经验者优先。",更新于：2024-03-19
光学算法工程师,北京·昌平区·沙河,18-35K·14薪,1-3年,本科,业务导向,昂坤视觉,智能硬件,100-499人,"岗位职责：
1、研发下一代半导体缺陷检测设备和量测设备算法；
2、负责光学检测设备中的数据模拟，计算，和分析；
3、查阅及复现已有论文算法，设计及实现原创算法；
4、提升现有算法检测能力及性能优化；
5、数据分析，数学建模，优化求解。
任职要求：
1、硕士及以上学历，光学，物理，应用数学，计算机等相关专业，博士为佳；
2、扎实的数学及专业基础，熟悉常见的信号及图像处理、机器视觉和机器学习算法；
3、 有较强的计算背景，能够针对光学数据进行模拟和计算分析；
4、具备编程经验，能够使用matlab等工具进行光学模拟和数据分析；
5、具备良好的英语阅读能力；
6、有较强的逻辑思维能力和分析问题能力，快速学习能力及良好的沟通与合作能力；
7、半导体领域相关工作经验者优先。",更新于：2024-03-19
算法工程师（SD方向）,北京·朝阳区·望京,25-50K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",上海退格数字科技,计算机软件,20-99人,"岗位职责
1、负责文生图研发
2、调研跟进业界大模型state-of-art的进展，并根据业务情况进行落地。
能力要求
1、有基于 Stable Diffusion 的图像生成和项目落地经验；
2、了解前沿图像生成算法产品（如 Disco Diffusion, Stable Diffusion ,Dalle2, MidJourney)
3、有微调经验、prompt经验、数据处理经验。
4、熟练掌握 Python 语言，熟练使用 PyTorch，HuggingFace, OpenCV
5、有坚实的cv基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。",更新于：2024-03-19
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2024-03-19
自然语言算法工程师(J10277),北京·海淀区·苏州桥,15-25K,1-3年,本科,"自然语言处理算法
Python
Java
大数据
nlp算法工程师",智慧星光,互联网,1000-9999人,"工作职责:
1、互联网业务数据挖掘、统计。
2、开发信息处理系统。
3、研发文本数据挖掘的算法，模型。
任职资格:
1.1年以上工作经验。
2.熟练掌握Java开发语言和Restful Web Service的开发。
3.了解数据库理论，熟悉MySql等数据库系统的应用开发。
4.掌握Linux shell和python编程者优先。
5.对文本数据分析、数据处理熟悉者优先 。
6.有过流式数据模块化编程熟悉者优先。
7.对大型数据处理有经验者优先。",更新于：2024-03-19
AIGC多模态算法工程师,北京,20-35K·14薪,1-3年,本科,"不限
深度学习
图像算法
C/C++
Python
参加算法相关竞赛/获奖
发表算法相关优秀论文
生成模型VAE
多模态AI算法
3d视觉",某大型游戏公司,游戏,,"工作职责：
参与多模型AI相关的技术研究和产品落地，包括但不限于动作生成，动作捕捉，视频生成，3D视觉或等方向。
岗位要求：
1.人工智能，计算机图形学，计算机视觉等专业硕士学历以上。
2.熟悉深度学习技术，可以熟练使用深度学习框架。
3.对技术充满热情，具有较好的独立思考和推断能力，以及较好的沟通表达能力。
4.有以下一项或多项技术能力优先；
A 熟悉人体或人脸相关的图形学知识，如SMPL，3DMM和动作捕捉技术等
B 熟悉生成模型如VAE，标准化流，扩散模型等。
C 有运动学角色动画或和物理角色动画相关经验。
D 有AIGC视觉算法经验，包括但不限于视频生成，可控生成等。
加分项：发表过相关的顶会文章
加分项： 在ACM/ICPC,NO等算法竞赛中取得过优异成绩。",更新于：2024-03-15
高级虚拟数字人算法工程师,北京·海淀区·西三旗,15-20K,1-3年,本科,"研究导向
语音/图像识别",中科海芯,电子/半导体/集成电路,20-99人,"岗位职责：
1. 研究三维人脸/人体/头发/服装的重建、表情/动作的合成和迁移；
2. 探索AI技术在虚拟数字人的应用，包括音唇同步、表情生成、动作生成、表情识别与合成等。
3. 研究多模态分析、表示、合成、理解和生成等相关技术。
岗位要求：
硕士及以上学历，计算机相关专业，熟悉计算机图形学、语音、图像、NLP、三维重建、多模态、人机交互等AI相关技术，有AI结合图形学技术应用经验或在相关领域发表过顶会论文者优先；
2. 扎实的算法和数据结构基础，至少熟练使用C++/Java/python其中一种编程语言；",更新于：2024-02-22
算法工程师（大模型应用）,北京·朝阳区·望京,15-25K·13薪,1-3年,本科,"搜索/推荐
Python
Scala",111医药馆,互联网,1000-9999人,"工作职责:
1. 参与基于大模型的知识构建、数据挖掘能力建设，提升大模型知识能力；
2. 推动大模型在搜索、推荐、智能问答等场景规模化落地岗位基本需求；
3. 针对模型提示进行工程化管理，优化提示工程；
4. 模型推理结果的解析和应用开发；
5. 优化调整大模型的性能参数，适配场景，优化硬件资源配置和调用；
6. 跟进行业最新发展动向，优化调整模型服务架构。
任职资格:
1. 统招本科及以上学历，985、211院校优先；
2. 有3年以上（硕士1年以上）项目开发经验；
3. 具有一定大数据架构、设计经验；
4. 对工作所涉及的业务、产品能够快速理解；
5. 熟练使用python进行功能开发，对数据结构与算法有深刻理解；
6. 对软件设计相关理论和方法熟练掌握，并有数据建模经验；
7. 具有较强的学习能力、逻辑分析能力、问题排查能力、沟通能力、自我驱动动力、自我管理能力；
8. 熟练掌握机器学习常用算法；
9. 熟练使用关系型数据库mysql等；
10. 掌握python/Scala程序开发(至少一种)，掌握常见NoSQL数据库。",更新于：2024-03-19
cv算法工程师(自研AI),北京·海淀区·上地,15-25K·13薪,1-3年,本科,"深度学习
自然语言处理算法
C/C++
Python",易道博识,移动互联网,20-99人,"工作职责:
使用深度学习进行前沿计算机视觉技术研究，包括但不限于分类、检测、分割、文字识别 (OCR)、人脸识别等技术方向。
工作要求:
1.985或211本科及以上学历，计算机/电子/自动化/通讯/模式识别等相关专业，应届或1-3年经验；
2.孰悉CNN/RNN/GNN/Transformer/Attention等基本原理，熟悉目标检测、分割、分类、识别等基本深度学习算法;
3.对计算机视觉领域某一方向有较为深入的研究和项目经验；
4.熟悉常用深度学习框架，如TensorFlow/Keras/Pytorch/Paddle等的一种;
5.熟练掌握Python，熟悉C/C++，熟悉Linux开发环境;
6.具备一定的独立工作能力，能够完成从算法研究到模型训练、评估、测试和应用等工作;
7.对计算机视觉领域的发展和应用有浓厚的兴趣;
8.有OCR或CV领域其他算法及项目经验者优先。",更新于：2024-03-19
大模型算法,北京·昌平区·西三旗,8-13K,经验不限,本科,"大模型算法
机器学习
模型加速/性能优化
Python",德利恒科技发展,电力/热力/燃气/水利,20-99人,"岗位职责：
1.负责AI热动领域深度学习模型的训练、测试。
2.负责算法相关数据的整理、清洗。
3.跟进国内外最新机理算法，对已有算法进行比较、迭代更新。
4.完成上级领导交办的其他工作。
任职要求：
1.AI 机器学习 计算机相关专业的硕士及以上学历。
2.有扎实的深度学习算法基础、编程能力，掌握常见深度学习算法, 包括但不限于：CNN、RNN、Transformer、GPT、Bert、GAN、GNN等。
3.精通Python及PyTorch深度学习框架。
4.具有良好的数据基础。
5.拥有良好英文文献查阅能力。
优先条件
1.本科及以上985 211本科学历，热动相关专业优先。
2.开发相关应用算法。
3.具有现场解决问题的能力，参与过实际算法的开发。
薪资面议",更新于：2024-03-19
初级AI算法工程师,北京·西城区·宣武门,12-16K,1-3年,本科,"深度学习
机器学习
Python
C/C++",慧流科技,计算机软件,20-99人,"岗位职责:
1.负责人工智能领域相关研究与应用；
2.设计、训练和测试机器学习、深度学习算法模型；
3.负责AI模型的应用设计、开发和维护；
4.参与AI平台架构设计和路标规划及产品方案设计工作;
5.负责或参与完成AI项目、AI产品的研发、调优、落地等工作；
岗位要求：
1.计算机、应用数学、人工智能、统计学等相关专业，本科及以上学历;
2.能够熟练使用Python、C++等开发语言中的一种或多种语言; 了解主流机器学习算法;
3.具有深度学习、数据建模相关项目经验，了解pytorch、tensorflow等深度学习框架中的一种或多种；
4.具有一定的Linux命令操作基础，可在Linux环境下完成各种模型训练与推理测试实验；
5.熟悉Flask、Django等web框架中的一种或多种；
6.有AI系统/平台架构、核心模块开发设计经验参与过中大型人工智能相关项目研究与开发经验优先；
7.工作细致、责任心强，有较强的沟通与执行能力，有团队合作精神；
8.对AI有浓厚兴趣，致力于往AI方向发展；",更新于：2024-03-19
AI数字人工程师,北京·昌平区·回龙观,15-25K,3-5年,本科,"机器学习
大模型算法
C/C++
Python",艺天下,互联网,20-99人,"AI数字人工程师
工作职责：
1、负责设计和开发具有高度个性化和情感表达能力的AI数字人；
2、设计和开发AI数字人的面部表情驱动系统，使其能够自然地表达情感和与用户进行互动；
3、利用机器学习和计算机视觉技术，实现AI数字人的面部表情识别和情感分析。
任职要求：
1、计算机科学，数学或统计学，人工智能，机器学习，自然语言处理，计算机视觉相关专业有相关从业经历；
2、熟练掌握至少一门编程语言，如Python、C++等；
3、熟悉计算机视觉和深度学习领域的相关知识;
4、热爱创新和探索，对AI数字人和情感计算领域充满激情。",更新于：2024-03-19
AI算法工程师（游戏相关）,北京·东城区·和平里,18-35K·13薪,1-3年,本科,"强化学习
模型加速/性能优化
Python
发表算法相关优秀论文",IGG,游戏,1000-9999人,"游戏AI算法工程师（强化学习）
岗位职责：
1. 计算机相关专业，本科及以上学历
2. 1 年以上强化学习算法领域研究或工作经验，有游戏 AI 研发经验者优先
3. 熟悉常用强化学习算法如 DQN、PPO、A3C 等，熟练掌握 TensorFlow、PyTorch 等主流深度学习框架
4. 编码能力良好，精通至少一种编程语言，熟悉常用的数据结构和算法
5. 热爱游戏行业、熟悉多类型游戏者优先
任职要求：
1. 研发高效可靠的游戏 AI 解决方案，探索强化学习技术在游戏 AI 中的应用和落地
2. 设计和实现模型训练及优化的策略，进行模型调试和优化
3. 跟踪分析工业界及学术界相关方向的最新进展，为业务及技术规划提供参考意见",更新于：2024-03-19
ai算法工程师,北京·大兴区·西红门,18-30K·13薪,1-3年,本科,"深度学习
机器学习
大模型算法
自然语言处理算法
SLAM算法
搜索算法
Python
算法工程化经验",众聚数据,互联网,0-20人,"１.理解与熟悉 NLP、LLM 大模型技术；
２.具备 NLP 方面的开发、优化和迭代升级技术能力；
３.基于深度学习,完成 NLP方面的数据处理,包括关系抽取、实体识别、内容提取的开发;
4.掌握Transformer、RNN、LSTM 、Bert 及其变种算法原理;
5.专业最好为软件工程或者数学方面，更关注技术能力;
6.创业期诚招有担当，有能力的伙伴加入，如果三观相同，可以加入创业合伙团队，共担、共享创业成果；
7.当前公司有项目来源，具备自身造血能力，因此资金不是问题。",更新于：2024-03-19
数字人算法工程师,北京,40-70K·15薪,经验不限,本科,图像算法,某500强上市公司,互联网,1000-9999人,"职位描述：
1. 负责数字人相关算法前沿技术研发，包括但不限于数字人动画生成及驱动（动作、表情、口型），实现千人千面的数字人建模与驱动
2. 负责数字人算法的实现和优化，保证算法的高效性和稳定性
3. 参与数字人产品的技术方案设计，并且和上下游紧密配合，推动技术落地
职位要求：
1. 扎实的计算机视觉基础，独立分析和解决问题的能力，良好的沟通能力
2. 熟悉数字人领域的人脸/人体3D重建、表情/动作驱动、口型生成以及GAN/Diffusion Model等生成式算法
3. 较强的工程实现能力，精通PyTorch/Tensorflow等深度学习架构之一
4. 较好的相关相关文献阅读及理解能力，在SIGGRAPH/CVPR/ICCV/ECCV/NeurIPS/TPAMI等发表论文者优先，具有2D、2.5D、3D数字人算法开发经验，具备量产经验者优先
5. 对于新产品/新技术有着浓厚的兴趣，热爱创新",更新于：2024-03-19
