岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间
淘天-AIGC/多模态高级算法工程师-GP1056706,北京,25-50K·16薪,1-3年,本科,"大模型算法
图像算法
多模态算法
C/C++
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",阿里巴巴集团,互联网,10000人以上,"职位描述
1、多模态语言大模型：探索跨模态的信息对齐方法，探索多模态大模型的预训练、指令微调、RLHF等技术，探索多模态的数据质量评估和清洗方法。
2、商品理解：探索适合电商的实体识别、属性抽取、关系分类等技术，探索图文多模态的商品分类、商品属性抽取、规则推理等技术。
职位要求
1.自然语言处理、计算机视觉、机器学习、数据挖掘、人工智能等相关专业的硕士生/博士生；
2.熟练掌握tensorflow、pytorch等深度学习框架，扎实的编程基础；
3.在人工智能相关的各类国际顶级会议/期刊中发表过论文者优先；
4.有丰富的相关领域经验，或者ACM等顶级竞赛获奖者优先。",更新于：2024-03-05
数字人算法工程师,北京,40-70K·15薪,经验不限,本科,图像算法,某500强上市公司,互联网,1000-9999人,"职位描述：
1. 负责数字人相关算法前沿技术研发，包括但不限于数字人动画生成及驱动（动作、表情、口型），实现千人千面的数字人建模与驱动
2. 负责数字人算法的实现和优化，保证算法的高效性和稳定性
3. 参与数字人产品的技术方案设计，并且和上下游紧密配合，推动技术落地
职位要求：
1. 扎实的计算机视觉基础，独立分析和解决问题的能力，良好的沟通能力
2. 熟悉数字人领域的人脸/人体3D重建、表情/动作驱动、口型生成以及GAN/Diffusion Model等生成式算法
3. 较强的工程实现能力，精通PyTorch/Tensorflow等深度学习架构之一
4. 较好的相关相关文献阅读及理解能力，在SIGGRAPH/CVPR/ICCV/ECCV/NeurIPS/TPAMI等发表论文者优先，具有2D、2.5D、3D数字人算法开发经验，具备量产经验者优先
5. 对于新产品/新技术有着浓厚的兴趣，热爱创新",更新于：2024-03-07
数字人算法专家,北京·朝阳区·霄云路,25-40K,1-3年,本科,"业务导向
搜索/推荐
语音/图像识别
Python
TensorFlow/PyTorch",科新,政府/公共事业,,"岗位职责：
1. 负责虚拟数字人相关算法的研发工作，包括但不限于动画生成（动作、表情、口型）、语音识别与合成、对话机器人等方向
2. 研发智能化的数字人平台解决方案，应用于集团在数字生活、数字直播场景中的多个业务
3. 负责不断提升算法效率和模型效果
岗位要求：
1. 统招本科及以上学历，计算机、数学、统计学或相关专业
2. 在语音处理、自然语言处理、图形学、机器学习等一个或多个方向有深入的理解和应用
3. 编程能力优秀，精通Python/C++等语言；熟悉PyTorch/TensorFlow等主流深度学习框架
4. 热衷于技术创新，善于突破既有框架做出改变，善于运用有限资源针对具体问题拿到结果
5. 对人工智能前沿技术持续关注，对人工智能技术应用到实际业务场景产生商业价值具有强烈的热情
6. 较强的责任心和自驱力，能承担一定的工作压力
7. 优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情
优先原则：
1. 有数字人方向工作经验者优先
2. 在顶级学术会议或期刊有论文发表者优先",更新于：2024-03-07
光学算法工程师,北京·昌平区·沙河,18-35K·14薪,1-3年,本科,业务导向,昂坤视觉,智能硬件,100-499人,"岗位职责：
1、研发下一代半导体缺陷检测设备和量测设备算法；
2、负责光学检测设备中的数据模拟，计算，和分析；
3、查阅及复现已有论文算法，设计及实现原创算法；
4、提升现有算法检测能力及性能优化；
5、数据分析，数学建模，优化求解。
任职要求：
1、硕士及以上学历，光学，物理，应用数学，计算机等相关专业，博士为佳；
2、扎实的数学及专业基础，熟悉常见的信号及图像处理、机器视觉和机器学习算法；
3、 有较强的计算背景，能够针对光学数据进行模拟和计算分析；
4、具备编程经验，能够使用matlab等工具进行光学模拟和数据分析；
5、具备良好的英语阅读能力；
6、有较强的逻辑思维能力和分析问题能力，快速学习能力及良好的沟通与合作能力；
7、半导体领域相关工作经验者优先。",更新于：2024-03-07
算法工程师（储能产品研发）,北京,12-20K·13薪,1-3年,本科,"不限
机器学习
强化学习
运筹优化算法
模型加速/性能优化
Python
Shell
大数据处理框架(Spark/Hadoop/Hive)
算法工程化经验
优秀开源项目经历",华源格林,计算机软件,20-99人,"通用要求：
1、 统招大学本科学历，数学、自动化、运筹学、计算机及其相关专业毕业；
2、 至少满1年的算法工程师的工作经验（有算法项目落地经验者优先）；
3、 有电力系统建模及仿真经验者优先；
4、 了解或参与过储能领域相关项目者优先；
任职要求：
1、 有很好的数学基础，熟悉主流机器学习(ML)、深度学习(DL)、强化学习(RL)算法，具备一定数据理解和算法选择经验；
2、 有异常检测和时序预测等数据挖掘方向、知识图谱和命名体识别等自然语言处理方向、图像合成和目标检测等计算机视觉方向的经验（满足其一即可）；
3、 熟练使用PYTHON、SHELL等开发语言；熟悉常用的数据处理手段，掌握TensorFlow或PyTorch的使用；
4、 了解电力系统建模及仿真技术，掌握建模仿真流程，会使用主流建模仿真工具；
5、 掌握运筹优化相关技术，了解多目标优化算法；
6、 能够快速学习不同领域的算法【如数据挖掘(DM)、自然语言处理(NLP)、计算机视觉(CV)领域】；
7、 具有较强的知识提取、组织和文字表达能力；
8、 可接受短期出差。
岗位职责：
1、参与电力系统建模与仿真产品研发；
2、参与分析、设计能源电力相关新型产品研发。",更新于：2024-03-07
预测算法工程师,北京·昌平区·北七家,15-22K·13薪,1-3年,本科,"计算机相关专业
机器学习算法/工程化经验
深度学习经验
深度学习
机器学习
SQL
Python
pyspark
预测模型
时序模型",北京赛博云睿智能...,计算机软件,20-99人,"岗位职责
1.参与业务需求梳理、业务系统设计、数据资源梳理等工作，能提供具体问题的解决方案；
2.梳理数据指标及其模型建设、对指标进行全生命周期管理；
3.根据业务需求，利用MySQL从多张表中抽取有效表及字段；
4.负责利用pandas及pyspark进行数据探索及其特征预处理；
5.负责工业互联网数据多输入多输出场景的时序建模、模型调优、评估及部署。
任职资格
1.统招全日制本科及以上学历，计算机或数学相关专业；
2.具有工业数据分析项目经验，有工业大数据平台经验优先；
3.熟悉分类、回归等机器学习、深度学习算法，熟悉tensorflow、pytorch；
4.熟悉常用的python三方库：numpy, pandas, sklearn, statsmodels；
5.熟悉使用主流数据库，包括：mysql,hbase等，能够熟练编写SQL、存储过程，能够对sql进行优化；熟练使用linux操作系统；
6.具备良好的沟通能力、理解力及较强的文案撰写能力，工作责任感强，能够适应出差。",更新于：2024-03-07
算法工程师（SD方向）,北京·朝阳区·望京,25-50K·13薪,1-3年,本科,"大模型算法
深度学习
图像算法
Python
算法工程化经验
参加算法相关竞赛/获奖
发表算法相关优秀论文",上海退格数字科技,计算机软件,20-99人,"岗位职责
1、负责文生图研发
2、调研跟进业界大模型state-of-art的进展，并根据业务情况进行落地。
能力要求
1、有基于 Stable Diffusion 的图像生成和项目落地经验；
2、了解前沿图像生成算法产品（如 Disco Diffusion, Stable Diffusion ,Dalle2, MidJourney)
3、有微调经验、prompt经验、数据处理经验。
4、熟练掌握 Python 语言，熟练使用 PyTorch，HuggingFace, OpenCV
5、有坚实的cv基础，具备良好的编码能力，数据结构和算法功底，以及工程实现功底。",更新于：2024-03-07
数字人算法研究员,北京·海淀区·中关村,20-40K·15薪,3-5年,本科,"研究导向
语音/图像识别
Python
C/C++
计算机相关专业
数学/统计相关专业",SenseTime,计算机软件,1000-9999人,"工作职责
1. 负责计算机视觉及深度学习算法研究、创新、及性能提升，研究的问题包括但不限于：图像/视频编辑、2D/3D关键点、2D/3D目标检测与跟踪、Pose&Shape估计、3D目标重建及渲染技术等；
2. 负责推动相关算法在移动端、PC端、云端等场景的产品化落地；
3. 负责开发管理研究及工程化所需要的工具以及基础设施；
任职要求
1. 计算机、电子、信息等相关专业，本科及以上学历；
2. 独立分析和解决问题的能力，良好的沟通能力；
3. 基本的算法设计和实现能力，熟悉图像处理/计算机视觉/机器学习等算法，熟悉Python/C++/cuda等编程，掌握PyTorch/caffe/tensorflow等框架；
4.在相关领域顶级期刊或会议发表过论文者优先；
5. 获得过ACM/NOI等编程竞赛领先名次者优先；
6. 具有相关领域工作经验者优先；""",更新于：2024-03-07
ai私教数字人工程师（健身方向）,北京·石景山区·鲁谷,20-40K,经验不限,本科,"大模型算法
深度学习
机器学习
图像算法
Python
C/C++
优秀开源项目经历
算法工程化经验",原身科技,智能硬件,0-20人,"负责ai私教数字人相关算法研发，包括但不限于动画生成及驱动（动作、表情、口型）；
负责数字人算法的实现和优化，保证算法的高效性和稳定性；
参与数字人产品的需求分析和技术方案设计，攻克技术难点，推动技术在各产品线的落地；
跟踪行业最新技术动态，不断优化算法和提升技术水平，整合开源资源；
与团队成员协作，共同推进健身私教数字人产品的研发和优化。
职位要求：
本科及以上学历，计算机、数学、物理等相关专业；三年以上计算机视觉或人工智能相关工作经验；
编程能力优秀，精通Python/C++等语言；熟悉PyTorch/TensorFlow等主流深度学习工具；
热衷于技术创新，善于突破既有框架做出改变。
在人脸/人体 3D重建、表情/动作驱动、口型生成等方向有深入研究或项目落地经验者优先；",更新于：2024-03-05
杭州-NLP算法工程师（线上、p5-7）,北京,20-40K,1-3年,本科,"深度学习
机器学习
搜索算法
推荐算法
自然语言处理算法
Python
Java
C/C++",某500强上市公司,互联网,10000人以上,"工作职责
1负责机器学习、深度学习领域前沿核心算法的研究
2.负责知识图谱、图表征学习等KG技术研发，建设特色货盘专业化领域知识体系;
3.负责类GPT等AIGC新技术探素，推动相关应用落地;
4.负责创新技术(例如3D、数字人等)应用研究，逐步优化并推动在业务侧落地，提升用户体验和转化:
5.深入业务，理解数据，站在用户视角挖掘机会点，赋能业务高效运转。
任职要求
1.计算机、电子信息、自动化、人工智能、应用数学等相关专业者优先
2.具备丰富的机器学习、深度学习、知识图谱、AIGC等研究经验者优先
3.熟悉深度学习基本理论，熟悉编程/脚本预言: Python、Java、C/C++，熟练使用PyTorch、TensorFlow等框架
4.有顶会论文发表、国际竞赛参赛经验和优秀开源项目主要员献者优先",更新于：2024-03-07
虚拟数字人应用开发,北京·昌平区·回龙观,15-25K,1-3年,本科,"深度学习
语音算法
Python
Java
虚拟数字人
数字人开发",北京艾恩游,移动互联网,20-99人,"岗位职责：
1.完成虚拟数字人的开发，以及负责后续维护；
2.负责2D、3D高度拟人化数字人的基础能力建设，持续提升数字人的综合表现能力；
3.调研需求，为公司项目提供数字人相关的技术解决方案；
任职资格：
1.全日制统招本科及以上学历，计算机相关专业毕业；
2.熟练掌握语音合成，语义识别，大模型对话；掌握cnn和rnn模型；
3.掌握情感分析，可合成情绪语音；
4.了解口型和语音对应的算法；
5.对通讯协议有基本了解，能处理各个模块间的通信；
6.熟练掌握python，java，javascript，unity编程等任意开发语言；
7.具备良好的团队合作意识以及沟通协作能力；",更新于：2024-03-06
cv算法工程师(自研AI),北京·海淀区·上地,11-22K·13薪,1-3年,本科,"深度学习
自然语言处理算法
C/C++
Python",易道博识,移动互联网,20-99人,"工作职责:
使用深度学习进行前沿计算机视觉技术研究，包括但不限于分类、检测、分割、文字识别 (OCR)、人脸识别等技术方向。
工作要求:
1.985或211本科及以上学历，计算机/电子/自动化/通讯/模式识别等相关专业，应届或1-3年经验；
2.孰悉CNN/RNN/GNN/Transformer/Attention等基本原理，熟悉目标检测、分割、分类、识别等基本深度学习算法;
3.对计算机视觉领域某一方向有较为深入的研究和项目经验；
4.熟悉常用深度学习框架，如TensorFlow/Keras/Pytorch/Paddle等的一种;
5.熟练掌握Python，熟悉C/C++，熟悉Linux开发环境;
6.具备一定的独立工作能力，能够完成从算法研究到模型训练、评估、测试和应用等工作;
7.对计算机视觉领域的发展和应用有浓厚的兴趣;
8.有OCR或CV领域其他算法及项目经验者优先。",更新于：2024-03-07
大模型算法工程师,北京·海淀区·清河,15-25K·13薪,1-3年,本科,"大模型算法
深度学习
机器学习",简游,游戏,20-99人,"工作职责：
负责大模型(LLM )的prompt工程，prompt工程优化，构建高质量的prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果。
负责基于多agent框架的创新场景测试研发。
负责训练和调试模型掌握专业领域能力，能生成期望的输出，以要求的回答格式和内容输出更专业的答案。
以通用大模型为基础，根据业务需要搭建上层应用，紧跟业界大模型相关前沿技术进展，结合业务场景持续创新探索。
不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。
能力要求：
了解LLM领域，具备机器学习、深度学习、自然语言处理等相关技能，熟悉常用的模型和框架，如ChatGPT、HuggingFace等，有使用Python、PyTorch、TensorFlow等工具进行模型调试和训练经验优先。
熟悉prompt工程的原理和方法，能够根据项目需求，设计一些特定的文本提示来引导模型生成期望的输出。
具备良好的模型评估和优化能力，能够使用各种指标和方法来衡量模型的性能和效果，如准确率、召回率、BLEU、ROUGE等。
具备良好的逻辑思维、问题解决和团队协作能力，有强烈的责任心和进取心。能与团队其他成员进行有效的交流和配合。
熟悉对常见的模型API的对接、应用和调试、优化方法，能熟练使用API与第三方聊天机器人模型进行交互，发送用户输入并接收模型输出，并使用参数控制模型的生成长度、温度、重复度等。
熟悉主流的大模型产品，如GPT、BART、Claude、LLaMA等，国产的baichuan、glm、千问、InternLM等，了解它们的训练、调用方法，并深入了解它们的优点和缺点，如生成能力、多样性、一致性等。
职位要求：
1、本科及以上学历，计算机科学、数据工程、信息管理或相关领域。
岗位职责：
1、负责大模型(LLM )的数据工程，构建高质量的 prompt数据，研究批量生成 prompt 的技术和方法，提升大模型效果
2、负责大模型预训练数据质量提升，通过分类／聚类／多样性评估等方法清洗出高质量数据，提升基座模型效果
3、不断追踪数据处理技术的最新发展，提出并实施新技术和工具以提升数据工程效率和质量。",更新于：2024-03-07
算法工程师（AIGC方向）,北京·朝阳区·朝外,20-35K,1-3年,本科,"业务导向
智能营销/广告
大模型算法
机器学习
强化学习
搜索算法
图像算法
优秀开源项目经历
大数据处理框架(Spark/Hadoop/Hive)",居言(高熙国际),电子商务,100-499人,"岗位职责：
1，基于公司内部新媒体营销大数据，建立与优化营销系统的数据训练集与特征工程。
2，对产品智能算法模块进行相关算法设计、实现与模型训练。
3，对人工智能技术在新媒体营销行业的产品与算法应用进行持续优化。
岗位要求：
1，计算机相关专业本科及以上学历；
2，扎实的编程基础，至少精通一种编程语言，如python、C++等；熟悉pytorch等深度学习框架；
3，熟悉深度学习以及常用机器学习算法，能熟练运用相关算法解决有挑战性的问题；
4，搭建过小红书、抖音平台的算法项目的优先；
5，对人工智能领域相关技术有热情；
6，有新媒体营销领域人工智能相关工作经验者优先。",更新于：2024-03-07
自动解题算法工程师,北京·海淀区·学院路,15-25K·14薪,1-3年,本科,算法设计,悉之智能,计算机软件,100-499人,"【岗位职责】：- 实现初高中题目的自动求解，包括知识体系下的符号计算、逻辑推理等，生成人可理解的解析- 基于自然语言处理技术理解题目、解析等内容的信息构成- 支持基于自动求解结果的学生个性化教学模型迭代- 基于教育学理论在特定场景下针对性改进相关模型
【岗位要求】：- 计算机或相关专业，本科及以上学历（包含校招与社招）- 具备扎实的数据结构与算法能力，能够解决竞赛级算法题目/能够利用算法对现实问题进行建模并独立解决- 扎实的编程基础，熟练掌握Python，掌握Java\C\C++或任何C-like语言- 有较强的解决问题的能力和良好的团队协作能力- [加分项]熟悉数理统计与机器学习知识，了解基础的自然语言处理模型（统计模型/神经网络），具有相关项目经验- [加分项]数学优秀- [加分项]了解逻辑学、机械化证明、群论等方面（单项破格优秀者可适当降低其他要求）",更新于：2024-03-07
nlp算法工程师,北京·海淀区·上地,30-55K·14薪,1-3年,本科,"机器学习
自然语言处理算法
C/C++
Python",作业帮,互联网,10000人以上,"工作职责：
1.用深度学习/机器学习/NLP等技术，解决智能客服、用户分层、调度排序等具体场景问题；
2.参与拉新业务的转化变现链路探索, 利用算法不断打磨链路,提升变现效率；
3.在重服务场景,通过AI能力,提升人工效率或部分替代人工服务工作,打造智能化服务;
4.参与LLM、深度模型在应用场景结合的探索和研究，负责模型训练、fine-tune、Prompt等具体工作。
职责要求：
1. 精通python/c++/java之一的常用语言，对数据结构和算法设计有较为深刻的理解；
2.了解并掌握NLP/排序等常用的深度学习模型、机器学习模型；
3. 有1年以上的有自然语言处理/机器学习等相关经验，算法能力强；
4.具有较强问题拆解能力，以及case分析，并能给出解决方案；
5.具备良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期。",更新于：2024-03-07
高级虚拟数字人算法工程师,北京·海淀区·西三旗,15-20K,1-3年,本科,"研究导向
语音/图像识别",中科海芯,电子/半导体/集成电路,20-99人,"岗位职责：
1. 研究三维人脸/人体/头发/服装的重建、表情/动作的合成和迁移；
2. 探索AI技术在虚拟数字人的应用，包括音唇同步、表情生成、动作生成、表情识别与合成等。
3. 研究多模态分析、表示、合成、理解和生成等相关技术。
岗位要求：
硕士及以上学历，计算机相关专业，熟悉计算机图形学、语音、图像、NLP、三维重建、多模态、人机交互等AI相关技术，有AI结合图形学技术应用经验或在相关领域发表过顶会论文者优先；
2. 扎实的算法和数据结构基础，至少熟练使用C++/Java/python其中一种编程语言；",更新于：2024-02-22
aigc算法工程师（cv/nlp）,北京,20-30K·14薪,1-3年,本科,"C/C++
OpenCV",某游戏公司,游戏,0-20人,"岗位需求
算法工程师
岗位职责
探索[AI+游戏]的产品方向和AIGC在3D游戏资产领域工业管线的设计开发。
将深度学习技术应用于可扩展的3D内容创建，协助模型调优，数据集工程，工具链开发。
构建工具和流水线抽象，设计和开发从模型到游戏内容生产的基础设施和工具
岗位要求
我们欢迎对机器学习，计算机视觉或NLP相关有研究兴趣和想法的同学。
优秀的数理基础，较强动手能力，良好的沟通能力和团队合作能力。
有深度学习框架(如Pytorch，conda)或CUDA编程能力优先，有生成模型(Generative Model)研究背景优先(如diffusion, Nerf, Magic3D)",更新于：2024-03-07
数字人驱动,北京·东城区·王府井,20-40K,经验不限,本科,模型 面部、动捕驱动,六合神州,计算机软件,0-20人,"模型 面部、动捕驱动
岗位职责：
1. 负责虚拟人相关技术实现，包括技术开发、产品落地、迭代优化等
2. 技术方向包括但不限于：3D人脸/人体重建，卡通捏脸，3D动作/姿态估计，文本/语音驱动表情生成和肢体动作；人脸表情和肢体动作识别，卡通表情、动作复刻等；
3. 基于摄像头姿态识别（不是动捕设备），产生的关节点数据，姿态识别算法不需要做，能够基于这些数据做后续虚拟人的驱动，基于three.js；
4. 基于机器学习、CV、CG等技术，实现虚拟人和AR特效技术落地，场景包括但不限于智能助手、电商、娱乐等。
任职要求：（至少满足以下2个条件）
1. 5年以上虚拟人相关算法技术经验，在3D重建、AR特效、卡通形象生成、驱动等算法方向有深入研究，主导过至少1款成熟产品应用上线；
2. 熟悉常用CV主流网络模型及其工程化方案，熟练掌握Pytorch、Tensorflow等至少一种深度学习框架；
3. 熟悉行业领先的虚拟人完整技术方案及其研发协作流程，有1年以上虚拟人研发团队管理经验者优先；
4. 具备扎实的工程落地能力，熟练掌握C/C++/Python，具备端侧AI工程开发经验者优先；
5. 有相关竞赛经验、知名国际会议论文发表者优先。",更新于：2024-03-07
算法 挖掘模型工程师（营销方向）,北京·石景山区·鲁谷,15-20K,3-5年,本科,"深度学习
机器学习
大模型算法
模型加速/性能优化
其他
Python
SQL
Shell
算法工程化经验
挖掘模型/数据挖掘
营销/运营经验
银行信用卡经验",杭州同盾科技有限公司,大数据,1000-9999人,"岗位职责：
1、在卡中心驻场，负责理解卡中心业务需求，有较强的业务分析经验，能够结合业务场景给出合适的建模方案；
2、独立完成数据分析及开发，包括不限于数据探索分析、数据加工、建模、效果评估与上线报告工作；
3、 定期和行方沟通，汇报项目节点进度。
任职要求：
1 、3年以上机器学习工作经验，全程参与过2个以上模型全流程开发部署经历。
2、熟悉决策树、回归分析模型、聚类挖掘、贝叶斯、关联规则挖掘，xgboost，lightgbm等数据统计模型和挖掘技术中的一项或多项，并有独立完整的建模实践经验；
3、 熟悉sql、hive、Python等语言，熟练使用jupyter工具；
4、 有大数据并行处理经验，能使用Hadoop/Hive分析海量数据；
5、良好的数据敏感度，能从海量数据提炼核心结果；有丰富的数据分析、挖掘、清洗和建模的经验；
6、 对数据与业务方面有足够敏感性，有较强的逻辑分析能力，有较强的独立思考能力；
7、能独立编写数据分析报告，及时发现和分析其中隐含的变化和问题。
8、加分项：有金融机构、零售、营销项目经历，spark",更新于：2024-03-07
百度数字人直播-产品运营,北京·海淀区·上地,17-30K·16薪,1-3年,本科,"平台类
B端产品
数据分析能力好
用户同理心强
PRD编制能力
不接受居家办公",百度,互联网,10000人以上,"百度数字人直播-产品运营：
岗位职责：
1、负责数字人AI直播平台的平台运营工作，为平台使用的便捷性/易用性/客户问题处理等方向负责
2、负责百度数字人直播的产品运营工作，对产品的测试/推进使用/调研反馈等做负责，深入理解AI产品实现逻辑，辅助进行AI直播的产品方案设计
3、熟悉抖音/快手等平台电商直播技巧和玩法，有较强的市场/行业视角，挖掘机会点，不断探索，联动产品，提升数字人方向的综合业务能力；
任职要求：
1、具有两年以上电商相关平台运营经验，具有直播产品运营经验优先
2、较强的分析归纳，总结输出，产品提需和推动的能力
3、较强的执行力及抗压能力，有出色的深度思考能力和数据分析能力，思路灵活清晰；
4、对AI方向充满信心，对数字人直播、AI相关运营有兴趣，有热情",更新于：2024-03-04
AI产品经理-B端数字人方向,北京·朝阳区·望京,12-24K·15薪,1-3年,本科,"B端产品
视觉类AI",车欢欢,互联网,1000-9999人,"岗位职责：
1、进行数字人直播方向的产品调研，规划和设计工作，为产品成熟度，商家满意度，及市场竞争力负责；
2、基于数字人应用场景，产品路径，与各协作部门深入沟通和对接，提炼产品优化计划与详细需求，推动产品迭代；
3、收集反馈，跟踪数据，通过迭代持续提升产品效果，与商家的使用体验；
4、推动项目拓展，挖掘行业、客户及场景痛点，落地标杆项目，沉淀标准化产品，赢得客户信任。
岗位要求：
1、本科及以上学历，2年以上互联网产品经验；
2、在数字人，直播，语音交互，智能对话等领域有相关工作或实践经验，有自己理解认知的候选人优先；
3、有toB相关背景，具备充足的同客户沟通对接经验，能够较好地收集客户反馈，了解客户痛点并应用于产品；
4、具备良好的产品分析和架构设计能力，擅长梳理和解决复杂的功能关系并给出创新方案；
5、高度的责任心、自驱力和抗压能力，靠谱尽责，善于跨团队协作者优先；
6、对新生事物感兴趣，愿意努力挖掘并尝试新想法。",更新于：2024-03-01
数字人算法工程师,北京,40-70K·16薪,经验不限,本科,"深度学习
三维重建
C/C++
发表算法相关优秀论文
人体3D重建",某500强上市公司,电子商务,1000-9999人,"职位描述：
1. 负责数字人相关算法前沿技术研发，包括但不限于数字人动画生成及驱动（动作、表情、口型），实现千人千面的数字人建模与驱动
2. 负责数字人算法的实现和优化，保证算法的高效性和稳定性
3. 参与数字人产品的技术方案设计，并且和上下游紧密配合，推动技术落地
职位要求：
1. 扎实的计算机视觉基础，独立分析和解决问题的能力，良好的沟通能力
2. 熟悉数字人领域的人脸/人体3D重建、表情/动作驱动、口型生成以及GAN/Diffusion Model等生成式算法
3. 较强的工程实现能力，精通PyTorch/Tensorflow等深度学习架构之一
4. 较好的相关相关文献阅读及理解能力，在SIGGRAPH/CVPR/ICCV/ECCV/NeurIPS/TPAMI等发表论文者优先，具有2D、2.5D、3D数字人算法开发经验，具备量产经验者优先
5. 对于新产品/新技术有着浓厚的兴趣，热爱创新",更新于：2024-03-07
（兼职）深度学习算法工程师,北京·朝阳区·高碑店,10-15K,1-3年,本科,"深度学习
机器学习
自然语言处理算法
图像算法
Python
MATLAB
C/C++
可兼职",博雅智信,在线教育,,"需求形式：机器学习、深度学习实用算法研发、创新性算法研发等（领域：计算机视觉、自然语言处理、大语言模型、搜推广算法、数据挖掘、数据科学等）
支付周期：按照项目进行结算，单价在100～10000元不等；
不限时间和地点，全程在线沟通；
工作职责：
1.针对在读大学生的课业需求或企业中的实际项目需求，评估需求的可行性；
2.在约定的时间保质保量提交代码文件；
工作要求（满足部分要求即可）：
1.精通至少一种编程语言，包括但不限于Python、Matlab、C++、Java；
2.对TensorFlow、PyTorch等深度学习框架有深入了解和实践经验；
3.在计算机视觉、自然语言处理、大型语言模型、搜索推荐算法、数据挖掘或数据科学等深度学习领域中至少有一项深入研究；
4.相关专业在读研究生、在职算法工程师或有闲暇时间的算法工程师均可，特别优秀的在读本科生亦可；",更新于：2024-03-07
AI数字人工程师,北京·昌平区·回龙观,15-25K,3-5年,本科,"机器学习
大模型算法
C/C++
Python",艺天下,互联网,20-99人,"AI数字人工程师
工作职责：
1、负责设计和开发具有高度个性化和情感表达能力的AI数字人；
2、设计和开发AI数字人的面部表情驱动系统，使其能够自然地表达情感和与用户进行互动；
3、利用机器学习和计算机视觉技术，实现AI数字人的面部表情识别和情感分析。
任职要求：
1、计算机科学，数学或统计学，人工智能，机器学习，自然语言处理，计算机视觉相关专业有相关从业经历；
2、熟练掌握至少一门编程语言，如Python、C++等；
3、熟悉计算机视觉和深度学习领域的相关知识;
4、热爱创新和探索，对AI数字人和情感计算领域充满激情。",更新于：2024-03-06
算法工程师,北京,15-25K·13薪,1-3年,本科,"计算机相关专业
数学/统计相关专业
机器学习算法/工程化经验
业务导向
语音/图像识别
Python
C/C++
Java
语音算法
视觉图像算法
深度学习算法",汉熵通信,通信/网络设备,100-499人,"职位描述：
1、针对特定场景设计机器学习模型，向业务线提供算法支持，构建机器学习系统设计方案，核心代码开发和系统调优；
2、能够独立完成数据处理、模型搭建、性能优化、工程上线的工作；
3、分析已有模型在线上线下的性能表现并提出可行的迭代方案；
4、协助团队攻克各种高并发、数据隔离、系统解耦等方面的技术难关。
职位要求：
1、本科及以上学历，计算机、机器学习、模式识别相关专业，热爱计算机科学与互联网技术，对人工智能类产品有浓厚的兴趣；
2、具备强悍的编码能力，熟悉Linux开发环境，熟悉python和C++语言优先，ACMICPC, NOI/IOI, Top Coder, Kaggle比赛获奖者优先；
3、熟悉Pytorch、Tensorflow、oneFlow等主流深度学习框架，熟悉cuda编程优先。
4、熟悉python多进程、python异步, Flask，熟悉主流分布式框架Spark
有扎实的数据结构和算法功底，熟悉机器学习、数据挖掘、分布式计算、计算机视觉、计算机图形学、语音识别及合成中的一项或多项，熟悉统计概率模型；
5、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情",更新于：2024-03-07
大模型-算法工程师（数据）,北京·海淀区·五道口,25-50K·15薪,1-3年,本科,"CNN/RNN/LSTM
TensorFlow/PyTorch
业务导向
Python",智谱华章,互联网,100-499人,"工作内容：
1. 建设数据处理pipeline，构建模型清洗数据的流程
2. 基于Megatron搭建预训练框架，构建训练阶段的容错能力
3. 建设基于MMLU、C- EVAL等评估集，实现自动评估，保证模型训练阶段的准确性
4. 构建有效的SFT数据集，保证instruction tuning 数据的准确性、多样性
5. 开发模型量化的能力
任职要求：
1. 计算机或相关专业，本科及以上学历
2. 有扎实的代码基础，有大模型的数据和训练相关的经验
3. 拥有较强的逻辑思维能力，学习能力，沟通能力，解决问题的能力",更新于：2024-03-07
