岗位名称,区位,薪资,工作年限,学历,关键词,公司名,企业类别,企业规模,岗位要求,更新时间,来源
ai算法工程师,北京-海淀,15k-25k,1-3年,本科,"Python
Java",集异璧科技,计算机服务,20-99人,"岗位职责
1.与算法(模型)工程师协作，完成预训练模型，NLP等相关算法服务封装和架构开发
2.负责相关算法服务程序的架构和性能优化
3.负责相关算法服务程序的线上监控和问题解决
4.负责其他服务开发
任职要求:
1.硕士及以上学历，熟悉常用数据结构和算法，了解常用机器学习算法和深度学习算法
2.熟练使用 Python 语言和相关深度学习库
3.有高性能服务程序设计、实现、优化经验优先，有 ACM 等相关竞赛经验优先
4.善于协作沟通，对程序质量有较强的责任心",2023-12-16,boss
ai算法工程师,北京,15k-30k,经验不限,本科,"Java
人脸识别经验
图像识别经验",某大型计算机服务公司,计算机服务,无,"1. 负责移动端及PC端页面开发及性能优化 ；
2. 可独立完成项目，包括技术选型、框架搭建等；
3. 不断提升前端页面的交互及用户体验；
4. 持续追踪前端新技术并能快速学习和实践 。
1. 负责人脸身份认证领域算法模型研发，包括但不限于：人脸活体检测、人脸识别、人脸质量评估、人脸关键点检测、 图像加密、图像处理等方向的深度学习模型实际研发经验，具有炫彩活检研发经验者优先。
2. 负责深度学习模型压缩、模型剪枝等研发工作，具有便携终端轻量级模型研发经验者优先。
3. 负责跟踪上述领域的先进技术及研发工作。 4. 负责相关算法模型的产线开发、验证、优化及维护等产线工作。",2023-12-15,boss
ai算法工程师,北京-海淀,11k-17k,1-3年,本科,"深度学习
大模型算法
机器学习",中电金信软件有限公司,计算机软件,无,"1、计算机、自动化、数学、统计等相关专业，掌握数据挖掘、算法开发相关的理论及方法。
2、拥有1-3年以上从事数据挖掘、算法开发相关工作的经验，参与过大型项目开展。如拥有1-3年以上在银行、证券、保险、互联网等行业的数据挖掘、算法开发项目经验者，可适度放宽年限要求。
3、了解Linux、ssh、git等、了解FastAPI、Flask、Django等后端框架，能将算法模型落地的经验者优先。
4、熟悉Sklearn、PyTorch、TensorFlow、Keras等主流深度学习框架，或有风控、营销、运营等方面组合建模工作经验者优先。
5、熟悉Nebular Graph、Neo4j等主流图数据库、以及相关图算法，做过图数据挖掘、风险传导、社交网络分析等经验者优先。
6、熟悉NLP相关技术、熟悉信息抽取等任务，了解ChatGLM、LLAMA等语言模型微调等经验者优先。",2023-12-15,boss
AI算法工程师,北京,15k-30k,经验不限,学历不限,"有国际期刊/会议论文发表
CNN
生物医疗",某大型医疗设备公司,医疗设备/器械,100-499人,"职位描述
1. 在眼科AI场景下，实践深度学习或机器学习算法，并针对特定任务进行优化。
2. 了解所需相关行业的前沿发展趋势，组织撰写相关技术文档及展示材料并输出相关专利。
3. （独立选项）该岗位可选择成为项目经理，专门负责产品需求、产品定义等工作。
任职资格：
1. 两年深度学习CNN算法实践经验 ，精通pytorch或tensorflow中的一种 并熟练使用opencv算法库。
2. 有SCI期刊或会议学术成果发表者优先。
3. 具备良好的英文读、写能力。
4. （独立选项）具备医学尤其是眼科医学背景，对人工智能产品熟悉了解的，可选择成为AI项目经理。",2023-12-16,boss
算法工程师（AI Agent）,北京-海淀,30k-60k·14薪,1-3年,本科,"大模型算法
自然语言处理算法
Python",面壁智能,计算机服务,20-99人,"岗位职责：
1. 在行业内领先的Agent框架开发团队工作，参与到最前沿的技术研究与实践；
2. 对算法进行优化和改进，提高Agent系统的可靠性和性能；
3. 与跨职能团队密切合作，包括产品、设计和开发团队，确保按时交付高质量的Agent解决方案；
4. 跟踪和研究Agent领域的最新技术动态。
职位需求:
1. 统招硕士及以上学历，计算机及相关专业，2年以上相关工作经验；
2. 较强的算法开发能力，熟悉C++、python、shell、cuda等一种或多种编程语言；
3. 具备良好的沟通和团队协作能力，拥有创新意识和独立解决问题的能力；
4. 熟悉Agent技术领域的最新研究成果，有实际项目落地经验者优先；
5. 高质量相关论文ACL，ICLR，KDD，AAAI作者优先。",2023-12-16,boss
ai算法工程师,北京-海淀,10k-15k·14薪,1-3年,本科,"Hadoop/Hive/Spark
Python",海藻科技,信息安全,0-20人,"岗位职责：
1、利用深度学习和机器学习的方法,对公司部分模型构建与优化；
2、负责语料基本处理、转化和清洗（ETL）；
3、负责知识图谱构建中问题的落地和开发，负责产品工程化落地。
任职要求：
1、本科及以上学历，计算机相关专业；
2、掌握基本自然语言处理方法，如正则表达式、句法分析等；
3、熟练使用开源NLP工具，如HanLP，StanfordNLP，NLTK等；
4、有相关项目经验者优先，如词类（分词、词性标、命名实体识别），句类（句法分析），文档类（情感分析，情感要素抽取，主题聚类等）；
5、熟悉常用网络结构及原理,CNN,RNN,LSTM等；
6、熟悉应用框架TensorFlow、Pytorch等；
7、熟悉Python网络框架，Flask等优先；
8、对知识图谱构建、查询、图优化等有经验者优先；
9、了解基本Linux命令、熟悉Git，svn等使用。",2023-12-16,boss
AI算法工程师（模型推理方向）,北京,40k-70k·15薪,经验不限,本科,"TensorFlow/PyTorch
Python
C/C++",某大型互联网公司,智能硬件,500-999人,"Roles & Responsibilities
? 研究低精度模型推理加速方法，包括但不限于量化、模型蒸馏、剪枝等技术
? 打造业界领先的高吞吐、低时延推理系统，并应用于大规模文本生成等系统
Qualifications
? 具备扎实的Python/C++等编程基础，熟练掌握 Tensorflow/Pytorch等深度学习框架
? 具备丰富的模型推理加速算法经验，熟悉各类主流加速库，如：TensorRT/cuDNN/MKL/XLA等
? 有10B+规模参数模型部署实际经验者优先",2023-12-17,boss
AI算法工程师（多模态/AIGC）,北京-朝阳,20k-30k·15薪,1年以下,硕士,"机器学习算法/工程化经验
AIGC
Diffusion",即时设计,互联网,100-499人,"岗位职责：
1. 负责AIGC方向 应用型人工智能产品的研发，跟进行业动态并及时应用各种开源技术方案进行快速搭建开发测试环境；
2. 阅读并理解各种开源技术方案的源代码和相关论文，深入研究背后的原理和算法，提出优化和改进方案；
3. 根据产品需求，整合多种独立的技术方案代码，解决代码集成中可能遇到的问题，形成综合解决方案；
4. 协同前端、产品团队一起，对产品进行优化和持续改进；
5. 开发和维护应用型人工智能产品所需的后端服务和工具，保证系统的稳定性和可扩展性；
6. 研究并使用各种人工智能技术和算法，不断优化产品的性能和用户体验。
任职要求：
1. 本科及以上学历，计算机、人工智能等相关专业；
2. 1年以上人工智能相关领域开发经验；
3. 对人工智能行业发展趋势及时跟进，并能够快速应用各种开源技术方案进行快速搭建开发测试环境；
4. 能够阅读理解各种开源技术方案的源代码和相关论文，熟悉各种人工智能算法和模型；
5. 熟悉至少一种常用编程语言，如Python、C++、Java等；
6. 熟练使用常用深度学习框架，如TensorFlow、PyTorch等；
7. 熟悉常用数据库技术和缓存技术，如MySQL、Redis等；
8. 熟悉Linux操作系统和常用命令；
9. 具备良好的沟通和团队协作能力；
10. 有创新思维和解决问题的能力。",2023-12-15,boss
nlp算法高级工程师,北京,40k-70k·15薪,经验不限,本科,"语音/图像识别
TensorFlow/PyTorch
Python",某大型互联网公司,移动互联网,10000人以上,"工作职责：
1、负责开发和优化我们的人工智能产品，以提供更准确、更高效的互联网内容风险控制服务；
2、开发和改进内容安全风控相关的自然语言处理算法，包括但不限于文本分类、情感分析、意见挖掘等；
3、根据产品需求，设计和实现新的内容安全风控NLP功能；
4、基于海量互联网内容数据，构建机器学习模型，进行特征提取和模型训练，提升风控准确性；
5、对现有算法进行优化，提高其性能和准确性，降低误报和漏报率；
6、配合团队成员解决项目中的技术难题，提供专业的NLP技术支持。
任职要求：
1、计算机科学、统计学或相关领域的本科及以上学历，具有内容安全、互联网安全等领域经验者优先；
2、具有2年以上的NLP相关经验，熟悉自然语言处理的基本原理和相关技术；
3、熟悉Python编程语言和相关的自然语言处理库，如Spacy、NLTK等；4、熟悉深度学习框架，如TensorFlow、PyTorch等，能够利用深度学习技术解决实际问题；
5、熟练掌握机器学习算法，如SVM、随机森林、神经网络等，具有实际应用经验；
6、良好的数据分析能力和数学基础，能够根据数据特点进行算法设计和优化；
7、出色的沟通能力和团队协作精神，能够与团队成员有效沟通并共同完成任务；
8、对自然语言处理领域有浓厚兴趣，并愿意持续学习和探索，不断提升自身技术水平。",2023-12-17,boss
自然语言处理,北京-朝阳,15k-21k,1-3年,本科,"Python
算法设计",动次科技,医疗健康,20-99人,"【岗位职责】
1.本科以上学历，计算机及相关专业，数学专业优先
2.至少熟悉一种数据库，熟悉ORACLE的优先，有自然语言处理经验的优先
3.熟悉大数据组件，如hive、spark、kafka、hbase，熟悉HQL的优化方案，有海量数据（TB级）处理经验的优先。
4.熟悉Linux操作系统，熟悉常见的SHELL命令
5.至少熟悉Java,scala，python等语言中的一种及以上
6.熟悉常用自然语言处理算法及算法原理",2023-12-17,boss
nlp算法,北京-海淀,40k-70k·15薪,经验不限,本科,"自然语言处理项目经验
人机对话相关经验",北京字节跳动,移动互联网,10000人以上,"团队介绍：
抖音集团商业变现部门成立于2014年，不仅承担了抖音、头条、西瓜等字节全产品矩阵的收入变现职责，也拥有为开发者赋能增长的穿山甲平台，持续数年为公司提供了收入贡献和生态建设价值。
职责描述：
1、结合业务场景需求，调研前沿的 NLP 算法技术，设计业务效果改进方案；
2、利用深度学习、大语言模型等 NLP 技术，优化文本分类、语义理解和信息抽取等文本处理任务；
3、负责对话意图识别、实体识别等 NLP 基础模块效果改进工作；
4、负责商业化智能问答、对话助手等系统效果优化工作，提升商业产品的智能化水平。
职位要求
1、本科及以上学历，计算机、软件工程等相关专业背景；
2、有 NLP 相关的项目经验，对文本分类、语义计算、智能问答、智能对话等任意领域有较深入的研究；
3、具备较强的工程实践能力，熟悉 Python/C++/Golang/Java 中的至少一门语言，具有良好的代码编写习惯；
4、对挑战性问题充满激情，具备良好的逻辑思维能力；
5、具备良好的团队合作和沟通能力。",2023-12-15,boss
自然语言处理（NLP）算法工程师【No.003】,北京,20k-40k·14薪,1-3年,本科,"C/C++
Python
TensorFlow",UMU,企业服务,100-499人,"岗位职责：
1. 语音特征识别，文本分词、语义识别, 情感分析
2. 词汇挖掘实体识别, 知识图谱的建模
3. 探索前沿技术并应用
任职资格：
1. 统招本科及以上学历，数学、计算机相关专业，985院校优先考虑；
2. 机器学习、有深度学习经验，了解RNN，LSTM原理，了解自然语言处理常用算法；
3. 熟悉C/C++、Python语言，熟悉Linux编程；
4. 了解语音识别原理, 有过项目实践优先
5. 有强烈技术热情, 数学功底扎实，良好的逻辑思维能力；
6. 熟练使用Tensorflow， 分布式训练。",2023-12-17,boss
NLP 算法工程师,北京-海淀,30k-50k·14薪,1-3年,硕士,研究导向,可话,互联网,20-99人,"职位描述
1、实时推荐算法的研究实现及用户画像的构建
2、研究机器学习、NLP、推荐算法的前沿进展，在内容挖掘、推荐、App 用户增长方面进行创新应用
3、通过数据分析洞察用户需求，并制定可扩展的产品技术解决方案
4、参与和推动机器学习、人工智能等技术落地到产品
职位要求
1、硕士以上学历
2、有推荐系统经验、NLP 经验，2 年或以上机器学习经验优先
3、熟悉 Tensorflow、Pytorch 等机器学习框架及用户分群模型、主流推荐模型的构建及原理
4、必须掌握 Python，有工程经验
5、精通 NLP 领域或推荐领域的相关技术，对数据结构和算法设计有深刻的理解
6、熟悉 Hadoop、Hive、Spark、Storm 等分布式计算架构优先",2023-12-17,boss
NLP算法工程 / 专家,北京,40k-70k·16薪,经验不限,本科,"机器学习
知识图谱
文本生成",某知名汽车生产公司,汽车生产,无,"竞争力分析
查看完整个人竞争力
个人综合排名：在人中排名第
你在？位置
一般
良好
优秀
极好",2023-12-16,boss
NLP算法工程师,北京-海淀,20k-40k,1-3年,本科,"机器学习
大模型算法
深度学习",好未来,互联网,10000人以上,"岗位职责：
1. 负责基于自研大语言模型落地的新交互方案，包括但不限于意图识别、情感分析、用户画像、对话理解等。
2. 深入理解业务，针对业务场景进行相应的算法优化。
岗位要求：
1. 计算机相关专业，具备扎实的自然语言处理方向的基础。
2. 熟练使用Linux工作环境，熟悉C/C++或者Python编程语言，熟练掌握一个典型深度学习框架：TensorFlow、Pytorch、PaddlePaddle等
3. 发现问题、解决问题能力强，思维缜密，有创造性。
4. 具有CCF-A、CCF-B的国际顶会或者期刊上有相关论文发表者优先，领域竞赛获奖者优先。",2023-12-15,boss
智能写作-NLP算法工程师,北京-通州,25k-50k,1-3年,本科,"Python
TensorFlow
PyTorch",创阅,音乐/视频/阅读,100-499人,"岗位职责：
1.在文本摘要、语言模型、信息抽取等任务中，进行训练数据清洗、模型训练、参数调优；
2.帮助作者建立AI写作模型，并针对编辑业务做模型设计。
任职要求：
1. 机器学习、自然语言处理等方向本科以上学历，有小说智能写作研发经验优先；
2. 机器学习/自然语言处理算法有较好广度和一定深度，对文本生成、知识嵌入语言模型、机器翻译等一个或多个领域有研究或从业经验者优先；
3. 熟练使用深度学习常用开发框架Scikit-learn、Pytorch、TensorFlow，精通 Python/Java/C++ 至少一门语言，有扎实的代码功底并且有一定的数据处理经验；
4. 有良好的沟通能力，有目标意识自我驱动，对前沿技术的持续学习保持热情，乐于接触新场景。
关键词：深度学习算法 、Python、TensorFlow、PyTorch、 聊天机器人、实体识别、信息抽取、序列标注。",2023-12-17,boss
NLP Algorithm Engineer-北京,北京-朝阳,20k-30k,经验不限,本科,"大模型算法
机器学习
模型加速/性能优化",中科创达,计算机软件,10000人以上,"竞争力分析
查看完整个人竞争力
个人综合排名：在人中排名第
你在？位置
一般
良好
优秀
极好",2023-12-15,boss
NLP,北京-朝阳,15k-30k,1-3年,本科,"Java
C/C++
Python",微著丰融,互联网,无,"职位描述
1、负责文本生成、文本摘要、实体命名等自然语言处理算法的研发和调优；
2、负责算法的优化与工程化实现，并满足实际业务场景中的应用；
3、负责NLP前沿问题的研究，包含开放域对话机器人方向、自然语言生成方向，通过实际应用场景，提供技术解决方案及技术规划；
4、通过对模型技术的研究分析，开展所需数据的分析，以及标注体系(Prompt/RLHF等)和实施方案设计，为模型技术研发和应用落地提供支撑。
岗位要求:
1、本科及以上学历，计算机、软件、信号处理、自动化、应用数学等相关专业，有NLP、深度学习、机器学习相关研发相关工作经历优先；
2、具备NLP领域的词法、句法、语法、文本分析方面基础算法能力，有自然语言处理、大数据、机器学习、深度学习或相关领域的实践经验；
3、具有较强的英文文献阅读及调研能力；
4、熟练使用C++/Java/Python，熟悉 Linux开发环境和shell，熟悉主流深度学习工具Pytorch；
5、具备NLP大模型训练经验者优先，如BERT、 GPT等LLM等相关经验；
6、具备多模态AIGC大模型训练经验者优先；
7、具有良好的沟通能力和团队合作精神，认真负责，较强的逻辑思维能力。",2023-12-17,boss
nlp工程师（核心业务/急聘）,北京-朝阳,30k-60k·16薪,1-3年,本科,"Python
Java
C/C++",BOSS直聘,人力资源服务,1000-9999人,"岗位职责：
1. 负责自然语言处理算法研发，面向但不限于：文本理解、文本生成、主题发现、知识抽取、分词、Query分析、知识图谱、基础相关性、预训练、智能摘要、意图理解、生态治理等等；
2.负责NLP相关算法和系统的持续迭代和进化； 及时跟进与探索前沿NLP技术，跟踪最新前沿研究成果和竞赛动态，同时能够深入业务场景，结合实际需求进行技术落地和创新；
3.完成算法的快速实现以及大规模工业化部署，参与创新性算法的研究以及开发工作；
岗位要求：
1.计算机/电子信息/自动控制/软件工程/数学等相关专业；
2. 优秀的分析、解决问题能力，对新技术充满好奇，敢于挑战高难度，善于提出解决方案并快速验证；
3.扎实的NLP和机器学习理论基础，并且有相关自然语言处理场景的业务实践经验；
4. 具备优秀的编程能力和经验，熟悉Python、C/C++、Java等编程语言，具有扎实的数据结构和算法功底；
5. 具备优秀的研究和创新能力，在ACL/NAACL/EMNLP/COLING/AAAI/ICLR/NeurIPS等会议上发表过论文者优先，参加过ACM竞赛者优先。",2023-12-15,boss
NLP算法,北京,40k-70k,经验不限,本科,NLP算法,某500强上市公司,移动互联网,1000-9999人,"职位描述：
1. 参与中英文主观题智能批改核心算法研究，用最前沿的机器学习算法攻克智能批改难题。
2. 参与文本生成等相关算法的研发与优化。
3. 跟进前沿的NLP技术，探索NLP在教育领域新的应用。
任职要求：
1. 计算机、自动化、数学、统计等相关专业本科及以上学历，至少2年以上工作经验。
2. 熟悉NLP相关模型，对CNN、LSTM/GRU、Seq2Seq、Transformer、BERT、GPT等模型有深入研究和理解。
3. 具备扎实的编程基础和较强的算法工程能力，熟练使用Python/Java/C/C++之一，熟悉主流深度学习框架TensorFlow/PyTorch等。
4. 有ACL、EMNLP、AAAI、IJCAI等相关顶会论文者优先，有AIGC相关产品落地经验者优先。
5. 对NLP相关技术有高度热情，能够持续学习并跟踪相关领域最新技术；具有良好的沟通和跨团队协作能力。",2023-12-15,boss
NLP算法（大模型）,北京,35k-65k,经验不限,本科,"语义理解
多模态算法
知识图谱",某大型知名在线教育上市公司,在线教育,10000人以上,"工作职责：
1、负责教育场景下大语言模型的选型、设计与实现；
2、负责自然语言处理相关产品和项目的研发实现、效果评估以及持续优化工作；
3、关注行业前沿机器学习算法，负责算法优化和调整，并应用到实际的应用场景中；
任职要求:
1、有扎实的自然语言处理理论和方法基础，熟悉 LSTM、CNN、RNN、Transformer 等基本网络结构；
2、熟练掌握tensorflow、pytorch 等深度学习框架，有较强的算法工程能力;
3、熟悉大模型的训练与优化，熟悉主流文本生成的原理和方法，有结合业务的落地实践经验；
4、熟悉语音识别、自然语言处理、知识图谱等领域，并有相关应用落地经验者优先；
5、具有GPT、LLaMA、ChatGLM 等开源模型训练、优化与应用经验者或者对 chatGPT 有跟进和心得者优先，有良好的学习能力和创新思维，具备良好的团队合作精神和沟通能力。",2023-12-16,boss
NLP 算法工程师,北京-海淀,30k-50k·15薪,经验不限,本科,"C++
Python
Go",北京有竹居网络,社交网络,10000人以上,"职位描述
1. 支持快速增长的业务的算法支持工作。职责范围包括提高决策信息覆盖，提升转化效率，改善用户体验，探索更高效的商业模式，提升内容理解程度等；
2. 对用户、作者、商家行为做深入理解和分析，制定针对的算法策略促进生态良性发展。
3. 深入理解垂直领域业务知识，承担行业知识图谱建设，依靠知识图谱衍生、推进相关业务应用；
4. 深入理解垂直领域业务规则，承担智能客服、问答系统等B/C端人机交互业务开发及推进；
5. 负责商品/短视频/直播的标题、评论、详情介绍等文本内容的识别、挖掘与理解；
6. 探索 NLP 相关前沿技术，并应用落地到生活服务业务场景中
职位要求
1. 扎实的NLP算法基础，对文本分类、相似匹配、对话问答、机器翻译、序列标注、知识图谱、意图理解、词义消歧等领域有较深入理解和实践经验；
2. 熟悉知识图谱构建和推理相关的技术。对关系抽取、关系分类、序列标注、实体对齐、知识推理、图算法等方向有深入的研究和相关应用开发经验；
3. 熟悉常用的机器学习和深度学习算法，了解基本的网络模型结构（DNN/LSTM/CNN等）和文本表征方法（LDA/Word2Vec/ELMo/GPT/BERT等），对深度学习训练和推理模型调优有实操经验；
4. 熟悉TensorFlow/PyTorch/MXNet等开源深度学习框架；
5. 掌握基本的大数据相关组件（Hadoop/Spark/Hive/Flink），具有大批量文本数据处理清洗经验；
6. 熟悉Linux开发环境，精通C++/go/python至少一种编程语言，有扎实的算法和数据结构功底；
7. 良好的问题解决能力、团队合作意识和沟通能力，有相关业务场景实践经验者优先；
8. 在计算机科学高水平会议（ACL, EMNLP, NIPS, AAAI等）发表过论文或者有竞赛经验者优先。",2023-12-15,boss
NLP算法工程师——北京,北京,40k-70k·15薪,1-3年,本科,"TensorFlow
PyTorch
人机对话相关经验",某大型社交网络公司,社交网络,100-499人,"【岗位职责】
1. 研发适用于社交场景的大语言模型
2. 研发适用于社交场景的文生图/视频模型
职位要求
1.统招硕士及以上学历，有过基于大模型进行fine-tuning的经验
2.熟练使用深度学习框架，如TensorFlow、PyTorch等
2.熟悉NLP常见算法和模型，有过问答、对话、搜索相关项目经验
4.熟悉Python或C++编程语言
加分项：
Transformer语言模型
强化学习",2023-12-17,boss
nlp算法工程师/专家,北京,40k-70k·16薪,经验不限,本科,"Python
TensorFlow
PyTorch",某大型知名互联网公司,互联网,10000人以上,"岗位职责：
参与NLP前沿预训练算法研究，开展金融领域大模型的研发和迭代，达到业界领先水准
推动NLP大模型对公司业务的应用落地，包括对话生成，智能营销等
岗位要求：
计算机、数学、统计及相关专业，硕士及以上学历
熟悉基本机器学习，常见深度学习算法，数理基础扎实
具备深厚的NLP基础和前沿跟踪能力，具备大模型预训练，文本生成，多轮对话实践经验者优先
编程功底扎实, 熟练使用常见深度学习框架，有大规模分布式训练部署等经验优先
发表过NLP等领域顶会期刊者（包括但不限于ACL, EMNLP, ICLR等），或者有影响力较高的开源项目优先
较强的沟通和学习能力，热衷于技术创新，对AI前沿技术有强烈热情",2023-12-17,boss
nlp高级算法工程师,北京,60k-90k·15薪,1-3年,本科,"Java
C/C++
Python",某500强上市公司,电子商务,1000-9999人,"工作职责：
基于高质量的内容生态，研发实用领先的NLP智能创作技术，技术栈包括关键词提取、情感分析、上下文理解、命名实体识别、词性标注、句法分析、机器翻译、文本摘要、问答系统等，广泛支持智能内容创作需求，创造独有的产品用户价值。
任职资格：
1. 熟悉语言知识表示、大模型预训练及NLP智能创作，在以下一个或多个领域有深入的研究及落地经验，包括但不限于：NLP生成、文案创作、多轮对话、大模型预训练、模型压缩等
2. 具有优秀的编程基础及动手能力、良好的工作习惯，丰富的业务落地实战经验，优秀的快速学习能力 3. 敢于应对实际挑战，有坚韧的品质、优秀的自驱能力，善于主动沟通表达和团队协作
4. 发表ML/NLP等顶会/期刊论文、取得权威竞赛Top名次、ACM编程国际竞赛Top成绩者优先",2023-12-17,boss
nlp算法工程师,北京-海淀,45k-75k·14薪,1-3年,本科,"NLP
深度学习",好未来,互联网,10000人以上,"岗位职责：
1、负责教育场景下的自然语言处理相关工作，包括文本特征提取、文本分类与聚类、语义相似度计算、中文分词、文本对齐、知识元及实体抽取等
2、负责自然语言处理前瞻性技术的探索、研究与应用，负责产品需求转化、模型设计与优化
岗位要求：
1、1-3年工作经验、硕士研究生及以上学历，计算机、数学、自动化相关专业
2、熟悉NLP，熟悉RNN、BERT、Transformer、大模型等相关知识，熟悉至少一种深度学习框架，如pytorch、tensorflow等
3、熟悉一种或多种编程语言，如python、Java、C++等，具有良好的代码能力、数据结构和算法功底
4、有实际成果并发表在国际顶级会议（ACL/EMNLP/COLING/AAAI/IJCAI等）优先，有在国际权威比赛中取得优异成绩者优先；
5、具有良好的团队协作能力、沟通表达能力
职责：做题库的建设和召回
题库：1100W 快速生产",2023-12-17,boss
自然语言处理/NLP,北京,30k-60k·16薪,经验不限,本科,"Python
C/C++
Java",某大型社交网络公司,社交网络,100-499人,"工作职责：
1、利用 NLP 技术在大量文本中进行数据挖掘及文本处理，包括文本相关性模型、命名实体识别等、
2、承担预训练模型的训练、开发和调优工作,包括但不限于:prompt 设计、大模型 finetuning、大模型训练
3、紧跟前沿 NLP 生成技术，解决实际应用场景中的内容生成问题
4、负责对话系统平台搭建和研发工作
任职要求：
1、计算机相关专业硕士、博士或者优秀本科
2、熟练掌握 Python/C++/Java 中至少一门语言，熟练掌握 tensorlow/pytorch/keras 等深度学习框架
3、熟悉 BERT系列以及GPT 系列等预训练模型，熟悉 Transformer 等深度学习模型，熟悉主流文本生成的原理和方法，有结合业务的落地经验者优先
4、过往有参与过大型对话系统、大横型训练和部罢经验者优先
5、有 ACL、EMNLP、ICLR 等会议论文发表者优先
6、良好的自驱力，较强的团队合作精神",2023-12-16,boss
nlp算法工程师/专家（北上杭）,北京,35k-65k·16薪,经验不限,本科,"深度学习框架
自然语言生成
自然语言处理",某国内知名互联网金融公司,互联网,无,"负责xx高净值用户(高客)业务的用户营销运营和基于大模型的工具研发。打造智能化工具和copilot作业平台，服务理财师和保险代理人，为用户提供专业有温度的财富和保险配置服务，专业工具包括但不限于：自动化工作任务的生成和排布，与用户交流过程中专业理财和保险知识回答的推荐，交流后智能内容总结摘要，通过会话智能技术自动识别对话主题与质量，挖掘服务过程最佳实践，智能引导理财师和保险代理人展业过程提升服务效率和质量等。
业务拥有海量理财师/保险代理人与用户的IM对话、语音及服务过程数据，算法基于交互及反馈数据完成真实环境的模型迭代优化。
1、参与营销推荐、对话意图识别、主题抽取、内容检索、对话摘要总结、人机协同等产品研发。
2、积极探索技术前沿，鼓励并支持将研究成果沉淀为技术文章、专利和学术论文。
岗位要求
1、计算机、软件工程、数学等相关专业背景。
2、具有良好的深度学习/自然语言处理/自然语言生成等相关理论基础，有顶会论文发表者优先。
3、熟悉NLP主流大模型如GPT/GLM原理并有相关落地调优经验者优先。
4、熟悉流行的深度学习框架(PyTorch，TensorFlow等)和Linux开发，有扎实的数据结构和算法功底，有Github等优秀开源项目贡献者或高水平竞赛获奖者(Kaggle、天池等)优先。
5、热衷于技术创新和突破，能够改变已有框架，运用各种资源解决具体问题、拿到业务结果，对于使用大数据和人工智能技术应用到金融领域、产生商业价值具有强烈的热情。",2023-12-16,boss
NLP算法专家（天津/北京）,北京-海淀,30k-50k·13薪,1-3年,本科,"多模态算法
Python
深度学习",知呱呱,专利/商标/知识产权,500-999人,"岗位职责：
1.构建知识产权领域文本数据的NLP核心能力，对相关算法模型进行选型和优化；
2.负责海量文本数据的分析理解工作，包括但不限于文本语义表示，分类，聚类，检索，抽取，生成等；
3.跟踪前沿算法，主动使用新技术、新算法、新思路、新观念，负责NLP算法系统的开发和优化。
4.与用户紧密沟通合作，深度了解用户业务需求，提供精细化的nlp分析服务，并撰写方案及培训材料；
5.与公司产品研发团队紧密沟通合作，通过提出需求，使用反馈等方式辅助完善产品功能；
6.对团队其他成员给予必要的工作上的指导和帮助。
岗位要求：
1.对创新和挑战的工作有激情，有良好的沟通能力和团队管理能力，具备出色的规划、执行力，强烈的责任感，以及优秀的学习能力。
2.统招一本及以上学历，计算机，数学，统计学或相关专业；
3.熟练使用python开发语言，熟练掌握机器学习、深度学习的基础理论和方法，熟练使用一种或几种深度学习框架（如tensorflow、caffe、mxnet、pytorch等）；
4.具有较好的方案写作能力，较好的学习能力和分析解决问题的能力；
5.具有良好的团队精神，沟通能力和用户服务意识，有带领团队经验者优先；
6.具有多模态、AIGC、大模型等相关经验者优先；
7.高质量相关论文ACL，EMNLP，COLING，NAACL作者优先。
本研发中心可以提供包括薪资和期权在内的具有行业竞争力的待遇，具体情况面谈。
公司和团队介绍
知呱呱科技服务有限公司是全国领先的知识产权大数据与整体解决方案提供商，致力于用心成就每一次创新，促进人类智慧进步事业。公司的企业文化是成就客户，拼尽全力，合作共赢，拥抱变化，和突破成知呱呱技术研发中心分布在北京，天津和西安几大城市，以技术作为核心驱动力，涵盖与知识产权相关所有业务，是最值得创新者信赖的伙伴，是人才成长和实现价值的沃土！我们诚挚欢迎广大有聪明才智和创业激情的人才加入！研发中心的团队文化是阳光，创新，和追求卓越！在这里您将可以和大数据，人工智能以及互联网领域的具有聪明才智的年轻人一同工作，探讨和发展职业；你将作为技术领头人组建并且带领团队走向成功，实现人生的创业梦想；在这里您将可以沉浸在人类智慧结晶的知识类大数据海洋中，时刻紧跟各个领域的前沿科学技术和知识创新，并且为祖国的知识产权自主创新伟大目标贡献力量！",2023-12-16,boss
nlp算法,北京,40k-55k·16薪,经验不限,本科,nlp,某大型互联网上市集团公司,互联网,1000-9999人,"职责描述：
1. 负责智能问答系统的开发；
2. 负责通用知识图谱的构建；
3. 负责query改写、意图识别等文本挖掘工作。
4. 能够带领团队开辟方向，将nlp技术落地于实际业务中。
任职要求：
1. 计算机相关专业硕士研究生及以上学历，从事NLP相关工作五年以上经验；
2. 掌握NLP基本技术，如分词、文本分类、关键词提取、文本纠错等；
3. 具备良好的C++/java/python/GO编程能力；
4. 熟悉深度学习在NLP的应用，掌握tensorflow/keras/pytorch等开源工具，熟悉迁移学习；
5. 有智能问答系统、知识图谱构建相关经验的优先考虑。",2023-12-16,boss
